,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC
0,Shepherd_train32,10,14.3598191738,"we, you, your, s, sin, me, don, christ, get, my, want, our, preach, t, ask",0.0298373010033,0.0269656527814,0.6,0.4,0.607997788625,0.660032589635,0.649390271429
1,DorothyDay_test8,10,8.86177611351,"we, our, worker, too, get, my, retreat, farm, room, fr, cathol, me, go, am, maurin",0.0230990316007,0.0201897072656,0.6,0.4,0.653479751084,0.729541784723,0.674553633458
2,Shepherd_train27,10,14.2995240688,"we, you, my, s, me, your, get, christ, sin, don, god, want, our, ask, jesus",0.0317525119363,0.0251146294319,0.8,0.2,0.600784085286,0.692731152571,0.703375031244
3,Unitarian_train13,10,19.7033948898,"we, my, you, wound, me, our, am, your, say, know, resist, get, harm, i, feel",0.0284702892147,0.0264040955668,0.6,0.4,0.66163957616,0.676857360828,0.662933998478
4,Unitarian_test6,10,18.7235019207,"we, my, me, you, our, your, hurt, hope, am, love, i, let, feel, say, get",0.0298698414018,0.0229535113424,0.8,0.2,0.648340328423,0.701332580598,0.623935235078
5,JohnPiper_train57,9,12.0522840023,"you, we, your, god, christ, vers, nt, say, s, know, fellowship, bless, jesus, me, my",0.0296466607938,0.0179712816798,0.777777777778,0.222222222222,0.682745470555,0.76717705421,0.812663531058
6,WBC_train34,10,19.5072879791,"unto, christ, we, shall, god, sin, you, lord, s, me, hath, ye, thou, my, scriptur",0.0274874844045,0.0263144121679,0.7,0.3,0.615943901273,0.747372613836,0.655464952481
7,DorothyDay_train68,10,12.9781551361,"we, me, our, my, worker, get, talk, love, too, fr, tri, us, room, say, want",0.0256127864687,0.0203465940403,0.6,0.4,0.71767789165,0.727626470498,0.740781922837
8,Shepherd_train44,10,14.8516690731,"you, we, s, me, your, my, ask, don, christ, sunday, get, t, preacher, our, car",0.032188942834,0.022301066093,0.8,0.2,0.595292410132,0.643336749895,0.610766519322
9,Shepherd_test15,10,14.4308810234,"we, you, my, s, me, your, know, god, our, sin, evil, ask, get, ill, i",0.0305438062623,0.0273572877546,0.6,0.4,0.614608471326,0.60953856654,0.573827976801
10,DorothyDay_test13,10,12.6124370098,"we, me, my, our, worker, you, ammon, love, talk, am, say, thing, joy, tri, labor",0.0300059703676,0.0210356866981,0.9,0.1,0.728440887874,0.726740729286,0.79503763447
