,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,ISIS_test2,5,25.9346261024,"allah, ibn, you, wa, rahimahullāh, jihād, sallallāhu, sallam, alayhi, abandon, hypocrit, hypocrisi, your, prophet, said, faction, kufr, murji'ah, hijrah, irjā, ﻿, say, oblig, messeng, my, ignor, fear, ahmad, numah, sin",0.019192334794,0.0240609610117,0.2,0.8,0.481091147996,0.757661547219,0.0038755684167,0.00950806118231,0.00676932616784,0.0256304257958,0.0181893344357,0.00149855312112,0.0102831748656,0.750454493064,0.642151687157,ISIS,1,1.0,0.50201536029
3,ISIS_test1,5,16.653922081,"allah, ibn, wa, sallam, sallallāhu, you, alayhi, abū, dollar, ﻿, syrian, ask, radiyallāhu, anh, repli, your, we, ’s, prophet, me, said, slavegirl, currenc, regim, pkk, ’, dabiq, rasūlullāh, faction, crusad",0.0204666800112,0.0223955782536,0.4,0.6,0.472613145734,0.698879763252,0.0082651598212,0.00742177616598,0.0067470692418,0.0203255460909,0.0186387787805,0.00160242894493,0.0134098001181,0.752349609681,0.631265160892,ISIS,1,1.0,1.24691222694
6,ISIS_test0,5,8.86731600761,"allah, ﻿, murtadd, mujāhidīn, abū, shaykh, pilot, crusad, khilāfah, dabiq, jet, your, wa, alayhi, sallallāhu, dābiq, we, you, sallam, airstrik, islam, path, pkk, talhah, muslim, murtaddīn, messeng, ummah, ayn, hijrah",0.0130170414755,0.0258549744246,0.2,0.8,0.504596521655,0.664907260201,0.0070501522192,0.00512738343214,0.00464669123538,0.0177856112802,0.0155423810287,0.0,0.00785130588047,0.741373535893,0.643986674146,ISIS,1,1.0,0.567380068007
14,Shepherd_test0,5,18.3356990814,"we, you, s, me, don, your, my, god, t, our, christ, ask, know, ill, thing, want, dream, talk, dreamer, tri, get, said, job, preacher, didn, love, say, lord, look, realli",0.0269450254501,0.0250087394838,0.6,0.4,0.438153422195,0.617136416625,0.0212765957447,0.0140577507599,0.0212006079027,0.013829787234,0.0258358662614,0.0040273556231,0.0122340425532,0.637480837689,0.575652465664,Shepherd,4,3.7,3.92080654929
17,Shepherd_test1,5,19.7224979401,"we, you, your, my, s, me, don, sin, christ, our, god, righteous, want, ask, thing, t, know, said, trust, rememb, let, heaven, ill, get, i, say, redeem, grace, walk, will",0.0366014870243,0.0316890820875,0.8,0.2,0.493128221852,0.618754016153,0.0235813280011,0.0173757153692,0.0258567192995,0.0108942977315,0.0200648141764,0.00365441632766,0.0116527614976,0.621375028363,0.608104472458,Shepherd,4,5.4,4.24013255097
19,Shepherd_test2,5,19.8713340759,"we, you, me, my, s, don, your, get, our, hell, god, thank, t, faith, said, christ, ask, ill, know, want, let, save, someon, i, go, jesus, heaven, re, pray, talk",0.0370607383695,0.0223266695051,0.8,0.2,0.436468398007,0.552397641497,0.0255238363099,0.0139220925327,0.0284770074532,0.0111095485867,0.0235550555477,0.00766418225285,0.0097032766137,0.665474475612,0.646257138216,Shepherd,4,4.7,4.20979898079
20,Ghandi_test0,5,26.6794419289,"div, href, class, meta, svg, td, li, https, numlnum, id, button, rel, content, width, numcnum, fillrul, viewbox, evenodd, octicon, ariahidden, mnum, path, arialabel, tr, datagaclick, span, itemprop, numzmnum, height, numhnumcnum",0.0103407500906,0.00759803631652,0.6,0.4,0.159979757517,0.655397782294,0.00252912641486,0.00381442016667,0.0117334881214,0.00331688710146,0.00199013226087,0.000663377420291,0.00464364194204,0.611647108442,0.663583277845,Ghandi,1,3.6,2.84020678281
26,MehrBaba_test2,5,10.2809770107,"baba, meher, you, we, mind, avatar, master, discipl, s, know, ignor, happen, silenc, feel, ask, mandali, nt, heard, whi, wonder, knowledg, self, answer, sadguru, perfect, your, drop, intim, gorakhnath, god",0.0267078598909,0.01209399693,1.0,0.0,0.471399535424,0.685282161645,0.00920373727514,0.00962208896946,0.00543857202622,0.0117138474411,0.0329103332868,0.00362571468414,0.0163157160787,0.791941961598,0.672032384247,MehrBaba,8,4.9,4.41394911406
28,MehrBaba_test1,5,10.6988358498,"baba, spiritu, mental, we, meher, shri, s, conscious, meherabad, master, will, arangaon, mere, mind, marri, etern, soul, realiz, vithoba, divin, ahmednagar, must, spirit, infinit, get, doubt, my, truth, attain, regul",0.03523763169,0.0168803039524,1.0,0.0,0.458054523766,0.650708279329,0.00487804878049,0.000875547217011,0.0021263289556,0.0160100062539,0.0112570356473,0.000375234521576,0.0117573483427,0.71969316514,0.681443406734,MehrBaba,8,2.2,5.91125578655
31,MehrBaba_test0,5,9.55176210403,"baba, bahinabai, master, avatar, s, calf, discipl, we, me, grace, realize, masteri, tukaram, get, servitud, devot, brahmin, ratnakar, circl, meher, done, her, she, husband, slaveri, your, perfect, ask, love, spiritu",0.0330658429818,0.0169089963546,1.0,0.0,0.59427016302,0.771616259116,0.00604047115675,0.00256720024162,0.00498338870432,0.00936273029296,0.0234068257324,0.0117789187557,0.0101177891876,0.722533712895,0.690444445334,MehrBaba,8,7.2,5.56536735213
