,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
2,PastorAnderson_test5,1,12.5781919956,"get, know, save, go, don, s, dearborn, say, soul, want, talk, preach, t, gospel, re, hear, bibl, got, lesson, here",0.0319259387437,0.0203322374113,1.0,0.0,0.297956493078,0.0435069215557,0.458141067897,0.0150545077003,0.0340889427237,0.024571725212,0.0230143623464,0.011420661014,8.65201591971e-05,0.0147084270635,0.675714751666,0.703114315997,PastorAnderson,2,2.22857142857,2.17433334794
6,PastorAnderson_test7,1,14.2604439259,"s, re, say, naked, dress, bibl, wear, go, breastfeed, cloth, don, woman, thigh, modest, ve, t, talk, get, kid, breastfe",0.0190393768931,0.00973604500216,1.0,0.0,0.209746588694,0.0284600389864,0.379727095517,0.0160825039665,0.0276215202654,0.0215635367085,0.0124044425213,0.00555315159383,0.00389441800087,0.0211308235973,0.738193679533,0.690743325786,PastorAnderson,2,3.07536231884,2.97736634043
12,PastorAnderson_test1,1,8.80449104309,"s, re, wrong, nt, say, bibl, moral, fear, anger, let, god, ll, angri, shall, sin, bad, thou, vers, oh, unto",0.0275580820564,0.0428818586258,0.0,1.0,0.468791500664,0.0557768924303,0.644090305445,0.0156945130994,0.0284231339595,0.011863568957,0.0181660899654,0.0103806228374,0.000247157686604,0.0187839841819,0.693728735453,0.626620396773,PastorAnderson,2,2.4358974359,3.38558963901
13,PastorAnderson_test11,1,10.862817049,"s, tongu, re, say, get, let, vers, preach, go, talk, bibl, gospel, speak, stammer, unto, look, hear, chapter, whi, got",0.0175372784395,0.012379255369,1.0,0.0,0.181483429774,0.0331404523935,0.323513940032,0.0118165619432,0.0192253587171,0.0115352152302,0.0150989402607,0.0137859889337,0.00112538685173,0.0184751008159,0.692975295021,0.693847895574,PastorAnderson,2,3.52857142857,3.16677204319
15,PastorAnderson_test8,1,14.1687231064,"nt, husband, re, s, say, want, get, spous, marriag, go, let, thing, do, tell, wife, bibl, unto, ve, lot, sin",0.0295532646048,0.0233676975945,1.0,0.0,0.674250258532,0.0703205791107,0.827300930714,0.0100038182512,0.0518518518519,0.0272623138603,0.0141275295914,0.0146620847652,0.00595647193585,0.0177930507827,0.674978620801,0.610207974411,PastorAnderson,2,2.3,2.42725730857
20,PastorAnderson_test4,1,11.8299238682,"s, nt, re, say, bibl, let, want, get, go, know, vers, okay, look, unto, god, sodomit, thing, lot, tell, tonight",0.014651014651,0.024024024024,0.0,1.0,0.526100307062,0.0440122824974,0.707267144319,0.011193011193,0.019747019747,0.018291018291,0.03549003549,0.01092001092,0.001183001183,0.02002002002,0.707478932612,0.716887379446,PastorAnderson,2,2.3358974359,1.55433617516
21,PastorAnderson_test14,1,12.5531890392,"s, nt, say, bibl, jehovah, whi, re, lord, christ, jesus, testament, talk, want, go, know, lot, god, let, save, ll",0.0162943053922,0.00965899546447,1.0,0.0,0.648648648649,0.0614250614251,0.777641277641,0.0124307072065,0.0251133882076,0.0193179909289,0.0200739123131,0.0120947421468,0.00109188644381,0.0225936502604,0.711905607336,0.68016364052,PastorAnderson,2,3.6358974359,1.78343625968
22,PastorAnderson_test3,1,11.6678569317,"s, say, nt, re, save, unto, bibl, devil, shall, lord, joshua, angel, righteous, jesus, garment, zechariah, go, whi, vers, talk",0.0274837676777,0.0199235079605,1.0,0.0,0.589743589744,0.142857142857,0.721611721612,0.0181446233212,0.0144979098105,0.0138753001868,0.0176109579294,0.0217913368318,0.0010673307836,0.0129858578671,0.701774343794,0.733222061753,PastorAnderson,2,2.6358974359,2.10594393742
23,PastorAnderson_test13,1,14.1064519882,"preach, go, s, gospel, get, soul, nt, save, let, say, door, missionari, okay, want, tract, know, guy, win, i, bibl",0.0287206266319,0.014397612831,1.0,0.0,0.306733167082,0.0309226932668,0.41246882793,0.0141738157404,0.0290190227527,0.0346885490489,0.0194703468855,0.0114136516225,0.000149198060425,0.0155911973144,0.701342933043,0.67085688021,PastorAnderson,2,2.22857142857,2.47892068562
31,PastorAnderson_test6,1,9.09032702446,"s, re, nt, want, say, ve, go, bibl, whi, let, know, tell, unto, eli, get, preach, sunday, look, do, husband",0.0203516377649,0.0171001926782,1.0,0.0,0.611632270169,0.0863039399625,0.791744840525,0.0138487475915,0.0285404624277,0.0280587668593,0.0203516377649,0.0163776493256,0.00445568400771,0.016859344894,0.70785411318,0.605907005541,PastorAnderson,2,2.5,1.88731386026
36,PastorAnderson_test0,1,14.0780301094,"bibl, get, s, re, nt, go, pastor, preach, read, say, want, plan, learn, okay, ve, sermon, thing, know, i, got",0.0203155392263,0.00778041927815,1.0,0.0,0.756476683938,0.120898100173,0.854922279793,0.00994164685541,0.036308623298,0.0327065773359,0.0131834882213,0.0115265470787,0.000360204596211,0.0185145162452,0.723010600543,0.724748207052,PastorAnderson,2,4.3,2.43369566746
37,PastorAnderson_test10,1,12.4133889675,"s, say, get, go, don, look, know, husband, bibl, want, vers, let, tell, spous, belov, i, nt, ve, thing, talk",0.031255322773,0.0163515585079,1.0,0.0,0.552275522755,0.118081180812,0.669126691267,0.0129449838188,0.0410492250043,0.0423266905127,0.0112416964742,0.0172032021802,0.00851643672288,0.0127746550843,0.714233766887,0.673863863884,PastorAnderson,2,4.6360085684,2.82504501577
