,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,rfClassPred,svmPred,svmClassPred
7,Shepherd_test46,3,15.3906569481,"friend, sin, tempt, temptat, want, evil, ask, seed, sow, listen, whi, someon, said, desir, god, christ, dont, blame, tear, love",0.0322277731316,0.0242809764836,0.666666666667,0.333333333333,0.343649018146,0.695003728561,0.0188537894868,0.0126108128356,0.0230990136097,0.0111124984393,0.0303408665252,0.00224747159446,0.0142339867649,0.665474878975,0.671604822821,Shepherd,4,4.0,4,3.75191886495,4
8,Shepherd_test52,3,15.7528989315,"prais, christ, worship, god, get, sing, prophet, savior, jesus, apostl, lord, gospel, angel, happen, know, ask, preach, ill, will, good",0.0341285152555,0.0235038944808,1.0,0.0,0.300522178936,0.610496199341,0.0177309361438,0.0148791072536,0.0192188468692,0.0111593304402,0.0264104153751,0.00681959082455,0.0101673899566,0.606347981292,0.546625754389,Shepherd,4,4.0,4,3.88111726768,4
9,Shepherd_test42,3,15.1501832008,"sin, christ, don, christma, ill, want, know, kris, jesus, will, god, get, car, said, got, preach, doubt, answer, card, trust",0.0269640436109,0.0324388794725,0.333333333333,0.666666666667,0.359150403419,0.663389851075,0.0307495195388,0.0148622677771,0.0151185137732,0.00691864189622,0.0335682254965,0.00217809096733,0.0119154388213,0.620304204394,0.495000967145,Shepherd,4,4.05333333333,4,4.11886177635,4
10,Shepherd_test7,3,16.9147758484,"want, forgiv, christ, better, don, noth, pleas, sin, imit, god, thank, know, didn, say, gift, good, said, thing, evil, whatev",0.0376418525872,0.0204116573272,1.0,0.0,0.250214679563,0.558308314287,0.0221217887726,0.0124881065652,0.0260466222645,0.00820647002854,0.0265223596575,0.00404376784015,0.0141531874405,0.622672359491,0.551176696538,Shepherd,4,3.99,4,3.89766985108,4
20,Shepherd_test51,3,16.2854521275,"want, don, preach, prais, christ, sing, will, spirit, ill, get, lord, god, happen, know, ask, preacher, exit, bless, tell, said",0.0296329561277,0.0211251452238,0.666666666667,0.333333333333,0.274893308453,0.586121559841,0.019897084048,0.0177244139508,0.0249285305889,0.00891938250429,0.0274442538593,0.00674671240709,0.0106346483705,0.707972471678,0.577118632907,Shepherd,4,4.0,4,3.75977154764,4
21,Shepherd_test37,3,17.5744688511,"worship, faith, want, god, don, thank, jesus, walk, christ, ill, let, said, lord, thing, get, know, prais, ask, whi, save",0.0397783666625,0.0180157184972,1.0,0.0,0.289607843137,0.559705882353,0.0173059964727,0.0234788359788,0.0274470899471,0.00881834215168,0.0308641975309,0.00286596119929,0.0143298059965,0.670584596154,0.623646306631,Shepherd,4,4.0,4,3.82634916595,4
22,Shepherd_test22,3,16.4093439579,"god, idol, christ, ask, know, talk, lord, glori, bless, let, preach, heaven, rememb, happen, think, said, deserv, hope, chuck, prais",0.0333125410774,0.0197861229989,1.0,0.0,0.39217909386,0.758799015102,0.0355399824803,0.0180202728069,0.0231510449255,0.0107621073708,0.0239018896258,0.00500563133525,0.00926041797022,0.685319992476,0.587406617093,Shepherd,4,4.07333333333,4,4.83096349867,4
24,Shepherd_test0,3,15.4558401108,"encourag, christ, love, know, get, talk, imit, don, christma, ask, god, roy, ill, want, tri, sin, realli, said, say, thing",0.0359771752256,0.0173717630182,1.0,0.0,0.274306093434,0.623223279046,0.0223698481562,0.0178958785249,0.0185737527115,0.00894793926247,0.0279284164859,0.00488069414317,0.0124728850325,0.61615216417,0.478942261652,Shepherd,4,4.0,4,3.99383308005,4
25,Shepherd_test48,3,17.8364639282,"don, preach, christ, preacher, want, moodi, get, ask, ministri, joy, whi, said, spirit, thing, ill, church, haney, god, jesus, anyth",0.0296130221377,0.0161395781838,0.666666666667,0.333333333333,0.226617878565,0.557492063449,0.0179827089337,0.0157925072046,0.0240922190202,0.00876080691643,0.0315850144092,0.00311239193084,0.0125648414986,0.695435517172,0.508933513653,Shepherd,4,4.02,4,4.09913802912,4
26,Shepherd_test11,3,14.5655169487,"christ, ask, know, get, blood, save, jesus, god, thing, yes, doctor, jack, justifi, want, lord, let, said, ralph, preach, bless",0.0356961872038,0.0132747092299,1.0,0.0,0.352120665662,0.662699339556,0.020506164828,0.0227125243348,0.0210253082414,0.00765736534718,0.0279039584685,0.00298507462687,0.0132381570409,0.628641250018,0.746537013481,Shepherd,4,4.01,4,4.1196254036,4
30,Shepherd_test67,3,14.5699591637,"sin, bad, don, super, want, god, get, jesus, sunday, snake, heaven, judg, good, better, christ, know, save, whi, whatev, let",0.0339884984054,0.0325274622578,0.666666666667,0.333333333333,0.233471720053,0.579154436391,0.021059602649,0.0149668874172,0.0203973509934,0.00728476821192,0.0262251655629,0.00198675496689,0.012582781457,0.682337673805,0.574760493533,Shepherd,4,4.0,4,4.13764394405,4
34,Shepherd_test4,3,17.2729690075,"christ, get, thank, lord, god, should, sunday, don, ask, ill, stone, trust, tell, said, gps, whi, fear, walk, good, jesus",0.0353594811868,0.0254675202394,1.0,0.0,0.286144444094,0.575785840124,0.0270935960591,0.0159512080694,0.0171240910157,0.00844475721323,0.0262725779967,0.00574712643678,0.0112596762843,0.656786629153,0.607471712695,Shepherd,4,4.0,4,3.90171867905,4
36,Shepherd_test15,3,17.5807921886,"wisdom, get, want, let, fear, christ, don, say, car, sin, obvious, said, ask, know, pray, save, ill, tell, jesus, god",0.0346343763194,0.0259352792793,0.666666666667,0.333333333333,0.33672541781,0.666876549109,0.0213411331383,0.0186328675116,0.024049398765,0.0103997400065,0.0199328350125,0.00617484562886,0.0131080056332,0.634144400873,0.600560607654,Shepherd,4,4.0,4,4.09488441691,4
38,Shepherd_test23,3,15.8898060322,"elder, sin, commit, get, don, preach, want, should, sunday, let, preacher, behav, know, sermon, god, church, said, servant, rememb, ask",0.0301483086115,0.0232706477732,1.0,0.0,0.251044359224,0.541068824274,0.020319981315,0.0170500992643,0.0234730818638,0.0109774611702,0.0253415858928,0.00291953754525,0.009225738643,0.645943464694,0.573513087553,Shepherd,4,3.91,4,3.8438435286,4
40,Shepherd_test39,3,18.1763157845,"knock, door, preach, ask, pray, christ, get, jesus, desir, prayer, know, don, said, want, answer, save, thing, job, roy, sermon",0.0291087942017,0.0206228461144,1.0,0.0,0.348525304731,0.703985281683,0.0178016973711,0.0150072448768,0.0315669633616,0.0100393293314,0.0329124404885,0.00403643138067,0.00993583109087,0.652532289675,0.593593981432,Shepherd,4,4.05666666667,4,4.23848075618,4
42,Shepherd_test53,3,17.0655040741,"trust, spirit, proverb, get, want, ask, christ, teach, know, sin, taught, don, say, thing, should, dad, must, too, happen, dont",0.0352950430841,0.0244927233872,0.666666666667,0.333333333333,0.323094729345,0.637133699634,0.0241339491917,0.018129330254,0.0190531177829,0.0114318706697,0.0199769053118,0.00357967667436,0.0101616628176,0.638255120618,0.660833777689,Shepherd,4,3.99,4,4.30987255238,4
50,Shepherd_test32,3,15.5915389061,"don, god, christ, ignor, voic, laugh, said, ill, listen, jesus, answer, spirit, walk, know, say, lord, get, billi, defi, will",0.0247398000293,0.0219888210371,0.666666666667,0.333333333333,0.281665088929,0.519768449226,0.0176652254478,0.0129709697344,0.0176652254478,0.00840024706609,0.0292773316862,0.00284126003706,0.00988264360716,0.624778361678,0.514523107331,Shepherd,4,3.96,4,3.67918171741,4
52,Shepherd_test27,3,16.1335859299,"don, get, know, let, encourag, gift, want, someth, preacher, bless, love, someon, sing, wisdom, said, say, cheer, happen, should, need",0.0381198901284,0.0195704169978,1.0,0.0,0.243872547132,0.534893846766,0.0181562609816,0.0169848893054,0.0213189645074,0.00890242473937,0.0229588848542,0.00421693803444,0.0158135176291,0.639819635894,0.512767320562,Shepherd,4,4.01,4,3.96932912836,4
56,Shepherd_test25,3,16.2971789837,"fear, want, christ, remind, mistak, ill, get, thing, car, ask, don, think, good, said, whi, god, let, money, walk, afraid",0.030448625267,0.0226562100657,1.0,0.0,0.316423357664,0.613265747499,0.0182669254481,0.0127868478137,0.0199794497089,0.0129010160977,0.0230619933782,0.00502340449823,0.0141568672223,0.702728847624,0.610640524401,Shepherd,4,4.01,4,3.34407151527,4
59,Shepherd_test20,3,14.9724330902,"dad, rememb, cooki, frog, toad, sin, thing, car, know, memori, ask, wrong, love, don, get, jesus, said, good, bad, how",0.0349340767637,0.0290176965642,0.666666666667,0.333333333333,0.25841243475,0.573543715942,0.024209551528,0.00912819155973,0.036115888345,0.0100542399788,0.0271199894166,0.00238126736341,0.0124355073422,0.614536890979,0.560596953402,Shepherd,4,4.31333333333,4,3.89543516572,4
63,Shepherd_test44,3,14.348772049,"wisdom, must, deacon, elder, ask, nobl, get, sail, fear, lord, god, ill, servant, want, said, done, don, trustworthi, sin, say",0.037548375356,0.0199020311341,1.0,0.0,0.285547827477,0.60502198505,0.0155725600752,0.0166465297355,0.0182574842261,0.00979997315076,0.0238958249429,0.00174520069808,0.00711504899987,0.656450917775,0.575090206989,Shepherd,4,4.01333333333,4,4.47542597265,4
65,Shepherd_test47,3,15.9691951275,"judg, walk, dad, slander, didn, don, thank, tell, ill, veteran, god, know, said, let, say, thing, money, get, faith, noah",0.0281400361775,0.0197883197137,1.0,0.0,0.298011400484,0.633931839064,0.017058896775,0.0207944216162,0.0307558211929,0.0093388121031,0.0288880587723,0.00224131490474,0.0125762669655,0.677285538056,0.669613717202,Shepherd,4,4.0,4,3.88933942337,4
66,Shepherd_test65,3,15.5016639233,"don, preach, preacher, get, want, lord, christ, sermon, said, happen, ill, say, church, sunday, commit, messag, talk, think, jesus, repli",0.0261687897456,0.014625709985,1.0,0.0,0.303384658066,0.607554049502,0.0200921423087,0.0211159457384,0.0262349628871,0.0101100588687,0.0223957000256,0.00166368057333,0.0148451497313,0.67560457359,0.734848660983,Shepherd,4,4.05666666667,4,3.11986895118,4
70,Shepherd_test49,3,16.1302878857,"christ, don, pain, want, thing, god, someth, get, ask, happen, jesus, persecut, ill, look, know, will, anyth, forget, didn, car",0.0324360327695,0.0223132027076,1.0,0.0,0.281670135089,0.645327369975,0.0230642504119,0.0174882777848,0.0310480294006,0.0125459384108,0.0185020909897,0.00240780636168,0.0141933848688,0.68281407408,0.620182722519,Shepherd,4,4.14,4,4.60516512547,4
71,Shepherd_test16,3,14.5566539764,"bad, thank, fire, ask, jesus, christma, preacher, commit, want, sin, christ, put, evil, hope, get, bless, good, ill, god, need",0.0311720304741,0.0245508130992,0.333333333333,0.666666666667,0.230415664286,0.570137310677,0.0294530154278,0.00827489481066,0.0323983169705,0.00673211781206,0.0235624123422,0.00420757363254,0.0109396914446,0.641681391503,0.580800054092,Shepherd,4,4.19666666667,4,3.96072675134,4
88,Shepherd_test69,3,13.6569719315,"pray, yes, jesus, ask, love, get, prayer, ill, medit, christ, said, doubt, don, someon, trust, thing, face, know, rom, heaven",0.038581754559,0.0223837526656,1.0,0.0,0.220218245734,0.525187478131,0.0179715798272,0.0214544441349,0.023822791864,0.0098913346336,0.0289774310393,0.00376149345222,0.011005851212,0.679728419666,0.587999937966,Shepherd,4,4.01,4,3.80433341026,4
90,Shepherd_test18,3,15.730910778,"mom, don, love, get, listen, evil, sin, christ, thank, know, ask, let, someon, want, said, trap, tell, thing, entrap, tri",0.0299043618303,0.0287781508764,0.333333333333,0.666666666667,0.326134021832,0.681435718872,0.0266150193677,0.0229913782332,0.025365487942,0.00849681369486,0.0189928776709,0.0109958765463,0.00974634512058,0.645757817196,0.529526233968,Shepherd,4,3.99333333333,4,4.52467021866,4
