,groupId,files,timeRun,nous,vous,je,ils,il,elle,le
0,Shepherd_train32,10,4.68698692322,0.0205875806811,0.0161733066251,0.0224794124193,0.00971882187106,0.0223310334595,0.00727056903331,0.0129831589881
1,DorothyDay_test8,10,2.33866906166,0.0145850451931,0.00178033415503,0.014927417146,0.010545056149,0.0126677622569,0.00499863051219,0.00999726102438
2,Shepherd_train27,10,4.92589712143,0.0235748859561,0.0179684507435,0.0230177246927,0.00811366089773,0.0217292892712,0.00686004805516,0.0114566284779
3,Unitarian_train13,10,6.34782505035,0.019369076983,0.011813579125,0.02676879138,0.0123588212385,0.00885369336622,0.00311566921978,0.00999610541348
4,Unitarian_test6,10,6.15467500687,0.0235275028395,0.00973551841636,0.0222564768241,0.00854562172102,0.0106008978311,0.00194710368327,0.0111417599654
5,JohnPiper_train57,9,3.82928991318,0.0188459458335,0.0180138952448,0.00852851853393,0.00952697924034,0.0263344011316,0.000416025294338,0.00990140200524
6,WBC_train34,10,4.9441640377,0.010613401892,0.00507597481789,0.0194469165101,0.0133161936781,0.026764230858,0.00214245690366,0.00853686673918
7,DorothyDay_train68,10,2.42830896378,0.018493632815,0.00377551673386,0.0109425993473,0.00895885326678,0.0137582389454,0.00473539386958,0.0113905420106
8,Shepherd_train44,10,4.67766189575,0.020847145488,0.019926335175,0.022467771639,0.00795580110497,0.0233517495396,0.00581952117864,0.0114180478821
9,Shepherd_test15,10,5.30329704285,0.0213065853738,0.0202248664241,0.0226505392205,0.00989936735831,0.0231094502901,0.00540859474875,0.0133739797424
10,DorothyDay_test13,10,3.61958813667,0.0195349641283,0.00475408419051,0.0153427262512,0.0108047367966,0.0110640504797,0.00855735154292,0.0112801452157
11,PastorAnderson_test5,10,18.7667381763,0.0151449358844,0.0270464273371,0.020329129853,0.0184769990163,0.0151449358844,0.000983667573531,0.0184592752763
12,DorothyDay_test3,10,3.93573904037,0.0206538461538,0.00434615384615,0.0168846153846,0.00930769230769,0.0178846153846,0.00288461538462,0.0113846153846
13,DorothyDay_train29,10,2.24467301369,0.0214451577653,0.002185493785,0.0136593361563,0.0142057096025,0.0146154896872,0.00423439420844,0.0101079087556
14,Unitarian_train25,10,5.20390081406,0.0174919530513,0.00855089898235,0.0331956952889,0.00939623500341,0.00897356699288,0.00429170595312,0.0099489547095
15,JohnPiper_test8,10,4.09232711792,0.0193016451993,0.0161860253049,0.0159960484821,0.00638322124701,0.0243930240511,0.000189976822828,0.010410729891
16,DorothyDay_train65,10,3.17751407623,0.010361945154,0.00303629090559,0.0198081835269,0.0139765771844,0.0106993108102,0.0089160923418,0.00906067762302
17,WBC_train23,10,5.02635002136,0.0139186638083,0.00790324128884,0.0108149617637,0.0177262982754,0.018878187694,0.00131187406009,0.0107189709788
18,WBC_train13,10,4.58299183846,0.00755508919203,0.00640083945435,0.0139209513816,0.0147254284715,0.0258481986709,0.00276320391745,0.00909408884225
19,DorothyDay_train58,10,3.20876193047,0.0148095238095,0.00242857142857,0.0213333333333,0.0148571428571,0.00957142857143,0.00552380952381,0.00947619047619
20,JohnPiper_test15,10,4.29623222351,0.0243444313494,0.0177150854449,0.00994401885681,0.00710813199764,0.019372421921,3.68296994697e-05,0.0141057748969
21,Shepherd_test9,10,4.82677292824,0.0210490346831,0.0166410387835,0.0231334358449,0.0116863147104,0.0222791730736,0.00372458568256,0.011788826243
22,NaumanKhan_train5,10,6.00767803192,0.0132462442848,0.0444937949053,0.0164859568909,0.017322011757,0.0181580666231,0.00146309601568,0.0164598301764
23,Rabbinic_train16,6,2.03194499016,0.0279396384282,0.00978634394143,0.012550425818,0.00373524577917,0.0138204093829,0.00112057373375,0.0135962946362
24,Rabbinic_train15,10,3.0303311348,0.0318271517482,0.00622375145474,0.0132064969893,0.00931032737945,0.00925972777412,0.00217578302889,0.0116885088296
25,JohnPiper_train41,10,4.16472387314,0.0172348484848,0.0129545454545,0.0157196969697,0.00651515151515,0.020946969697,0.00181818181818,0.0123106060606
26,DorothyDay_train64,10,3.54224896431,0.013809564402,0.00366550166226,0.0200750149177,0.00963259739153,0.015983292132,0.00639331685278,0.0102719290768
27,DorothyDay_train59,10,3.79372096062,0.0204679520171,0.0020190823073,0.0177362524249,0.0122332633913,0.0150441426818,0.00653232511184,0.00874935666495
28,Shepherd_test0,10,4.66007399559,0.0213113010177,0.0133683202723,0.0273039963122,0.00918407148683,0.0265593418673,0.00368781248892,0.0121981490018
29,WBC_test11,10,5.74397492409,0.00802064052947,0.00577710471703,0.0100678669583,0.016854562791,0.0210892366369,0.00235571260306,0.00908632004038
30,JohnPiper_train26,10,4.37828016281,0.0195618701008,0.0187919932811,0.0109182530795,0.00636898096305,0.0242161254199,0.00108482642777,0.0115831466965
31,Shepherd_train55,10,4.86924314499,0.0227662935238,0.0162076780441,0.0231440148341,0.0105761966898,0.0249296064831,0.00597486436371,0.0129112011538
32,MehrBaba_test1,10,2.06030797958,0.00995289469685,0.00615407992706,0.0164108798055,0.0118523020818,0.0231727700957,7.59762953958e-05,0.011320468014
33,MehrBaba_train20,10,1.82724285126,0.00747727079616,0.00356869742544,0.00492820120656,0.0089217435636,0.0242161611012,0.00178434871272,0.0198827427989
34,DorothyDay_train27,10,2.18907785416,0.019258348699,0.00273168066653,0.0130437751827,0.0124974390494,0.013590111316,0.00471214914976,0.00771699788295
35,Shepherd_train37,10,4.6604309082,0.0265368057026,0.0172559813678,0.0231491283789,0.00822217517115,0.0259016162044,0.00296421765827,0.0125273484367
36,DorothyDay_train36,10,2.33375287056,0.016027966493,0.00521073807796,0.0184684387573,0.0134555768089,0.0133236593892,0.0112789393839,0.0114768155135
37,Unitarian_train16,10,5.28419113159,0.0204537002603,0.0109396305938,0.0188421966034,0.013387876534,0.0107226974092,0.00604313871328,0.012396181976
38,WBC_test3,10,4.93118596077,0.00982617719549,0.0065832144247,0.0138150214036,0.0160202360877,0.0226358801401,0.000940459203528,0.00856142171488
39,Unitarian_test3,10,5.93516898155,0.0161566242159,0.00887935482119,0.0325304803541,0.00879789285035,0.00801042713227,0.00866212289896,0.0102642083254
40,JohnPiper_test4,10,4.28534388542,0.0201846682414,0.0172142294753,0.0120249087395,0.00622718488297,0.0203278219168,0.000286307350941,0.0106291604037
41,DorothyDay_train47,10,1.65964007378,0.0266728195662,0.00516843562529,0.0138440239963,0.0102445777573,0.00978311029072,0.00646054453161,0.00729118597139
42,JohnPiper_train23,10,3.91122508049,0.0173015873016,0.0155158730159,0.0106746031746,0.0090873015873,0.0209126984127,0.00111111111111,0.0106746031746
43,DorothyDay_train63,10,3.41202402115,0.0219033912027,0.00337321219754,0.0177206080777,0.011918683098,0.0111091121705,0.00683637672034,0.0107942790321
44,DorothyDay_train56,10,3.31796503067,0.0164377289377,0.00416666666667,0.0187728937729,0.0113095238095,0.014880952381,0.0104853479853,0.0095695970696
45,DorothyDay_train72,10,2.97678399086,0.0236293436293,0.00175032175032,0.0132818532819,0.00900900900901,0.0170398970399,0.00617760617761,0.00900900900901
46,Shepherd_test10,10,4.81752109528,0.0243489307643,0.013868304044,0.0209612534406,0.00931611264027,0.0260074811208,0.00292892935281,0.011539275884
47,PastorAnderson_train8,10,19.430284977,0.0150195025581,0.0271347280617,0.0218074059065,0.0167249210611,0.0177549262955,0.0017729598298,0.0183459129055
48,PastorAnderson_train15,10,17.9089519978,0.014405840558,0.0289699870562,0.0245932934154,0.0176837047315,0.0147038282101,0.00291469172246,0.016640747949
49,DorothyDay_test23,10,3.99475502968,0.0215041442267,0.00194797754096,0.0101218440854,0.0102746266376,0.0143615599099,0.00336121614912,0.0123371910928
50,Unitarian_train9,10,5.13015699387,0.020007053769,0.00958671326429,0.0243034403155,0.0120234698131,0.00993940171214,0.0056430151656,0.0105806534355
51,MehrBaba_train16,10,3.70469212532,0.0106805656428,0.00602383902251,0.0130302900842,0.00692100653651,0.0294356389114,0.0035459477934,0.012047678045
52,DorothyDay_test16,10,3.51777005196,0.0168571554653,0.00344203697983,0.01601871056,0.0110321698072,0.0145183354662,0.0108556550902,0.0101937249018
53,Shepherd_train30,10,4.67597103119,0.0211716937355,0.015153712297,0.0258483178654,0.00793938515081,0.021099187935,0.00964327146172,0.0127247679814
54,DorothyDay_test6,10,2.94568705559,0.0238426283537,0.00437715639322,0.0148308357794,0.00932076831969,0.0201864153664,0.00669447448375,0.0100932076832
55,Unitarian_train11,10,5.09724283218,0.0217516843118,0.0117420596728,0.0330125120308,0.0104587744626,0.004683991017,0.00439525184472,0.01138915624
56,NaumanKhan_train7,10,5.20600008965,0.0175880870024,0.0347364718297,0.0130444978601,0.0238611713666,0.0170018174357,0.000293134783373,0.0130738113385
57,JohnPiper_train51,10,4.08420300484,0.022549770291,0.0240811638591,0.0162710566616,0.00574272588055,0.0280627871363,0.000650842266462,0.0133614088821
58,JohnPiper_train28,10,4.21192193031,0.0255223880597,0.0163432835821,0.0166417910448,0.00951492537313,0.0186567164179,0.000485074626866,0.010447761194
59,Shepherd_train57,10,4.76136994362,0.0195461614591,0.0118761487346,0.0201116923512,0.0100028276545,0.0242471369999,0.00523116075216,0.0111338894387
60,WBC_train27,10,5.37562680244,0.0101081543041,0.00615919606283,0.0132908967672,0.0178587215984,0.0215719211387,0.00173872041965,0.0101670939793
61,Shepherd_train42,10,5.44277095795,0.0204958883628,0.0185646648393,0.0206516321954,0.010465985547,0.0188138549713,0.00722651383005,0.0103413904809
62,Rabbinic_test5,10,2.85362005234,0.0243046030614,0.00663850331925,0.0102595051298,0.00927195918143,0.012070006035,0.0012070006035,0.0123991880178
63,DorothyDay_test11,10,3.17396092415,0.021029276998,0.00308686634833,0.0159648868953,0.0121545362466,0.0114792842329,0.00472676409589,0.00945352819177
64,JohnPiper_train24,10,3.77099990845,0.0126330613428,0.0134200389347,0.0143726960196,0.0118046638777,0.0163608499358,0.00111833657789,0.0113490452719
65,DorothyDay_test1,10,2.27649593353,0.0185446482564,0.00329234697306,0.019955654102,0.00725660149163,0.0129678156286,0.00980985016462,0.0136397231741
66,Unitarian_train18,10,6.60468006134,0.0218222167427,0.00929601775367,0.0286277894218,0.0108494636913,0.00776722968808,0.00572062630995,0.0104795956109
67,Unitarian_train23,10,5.38827013969,0.0179184256082,0.010143651107,0.0287302213989,0.00971846812646,0.0109940170681,0.00473775321165,0.0109940170681
68,JohnPiper_train37,10,4.61365389824,0.0181486363176,0.0188583595255,0.012910203116,0.00865186386833,0.0242657744432,0.00165602081855,0.0116935347595
69,Shepherd_train70,10,4.97325992584,0.024330817908,0.0180366146662,0.025142973165,0.0105918581435,0.0204730804372,0.00450069371595,0.0127237656932
70,WBC_train15,10,4.87826108932,0.0117535358827,0.0120154531168,0.014962022001,0.0151257202724,0.0181705081194,0.00216081718177,0.00890518596124
71,JohnPiper_train19,10,4.04213690758,0.0156531267121,0.016553181498,0.0185880879706,0.01033106363,0.0221491742976,0.000704390702043,0.0121703060186
72,JohnPiper_test13,10,4.59334897995,0.0239876458476,0.0117021276596,0.00878517501716,0.00998627316404,0.0251544269046,0.000205902539465,0.0118737131091
73,DorothyDay_test18,10,3.70162987709,0.0230528569076,0.00489873209287,0.0168779845217,0.0110736044788,0.0135435534332,0.00613370657006,0.0113617651902
74,PastorAnderson_train19,10,17.4652631283,0.01494315598,0.0267212369259,0.0207185084129,0.0167985447931,0.0173715325148,0.0012278308322,0.0169531605275
75,NaumanKhan_test0,10,10.070276022,0.0109912702429,0.0412607540486,0.0176334767206,0.0186456224696,0.0176334767206,0.000853997975709,0.0169376265182
76,DorothyDay_train33,10,5.0573079586,0.0190340233167,0.00288484415893,0.0126695217702,0.0152569593148,0.0155841065905,0.0020223649774,0.0113609326671
77,Rabbinic_train10,10,3.05414795876,0.0233885350318,0.00856050955414,0.0163566878981,0.00647133757962,0.0111592356688,0.00346496815287,0.0130955414013
78,WBC_test6,10,4.58690714836,0.0131907559183,0.00643708888811,0.0150198740723,0.0133666326638,0.0272257202153,0.000809033029653,0.00816068099476
79,Rabbinic_train6,10,3.1383459568,0.0261408507023,0.00969660618783,0.015044734343,0.00919678112661,0.00659769080822,0.00399860048983,0.0139451192083
80,JohnPiper_train47,10,4.53276395798,0.0201760183671,0.0170800431349,0.0144362890041,0.00733989633701,0.0200716596514,0.00170452568964,0.0117925348732
81,DorothyDay_train42,10,2.80826282501,0.0164495473614,0.0023735924045,0.0164495473614,0.0133031574299,0.0144623537205,0.00441598586885,0.00794877456392
82,DorothyDay_train66,10,2.01005911827,0.0242692513165,0.00343432801648,0.00877661604213,0.0127451728612,0.0177821872854,0.00595283522857,0.0113714416546
83,Shepherd_train66,10,4.71713399887,0.0236172861462,0.019526942913,0.0232260359239,0.00967455095145,0.0245064911969,0.00565534412235,0.011630802063
84,DorothyDay_train77,4,0.822574853897,0.0162940507768,0.00397877984085,0.021978021978,0.010989010989,0.00909435392194,0.00606290261463,0.0104206138689
85,Shepherd_test20,10,5.13680696487,0.0240869735043,0.0153635831001,0.025193672287,0.00869084044008,0.0276674695658,0.00494759455765,0.0115877872534
86,Ghandi_test0,10,11.6638100147,0.0030832283657,0.00682446278506,0.0154913425204,0.0051888477374,0.00377883476528,0.000564005188848,0.0054332499859
87,Shepherd_test6,10,4.94732403755,0.0211685301336,0.0140782656122,0.0281224434142,0.0104990455413,0.0252249795473,0.00248841014453,0.0107376602127
88,PastorAnderson_train12,10,18.2583808899,0.0161495306741,0.0266072368779,0.0197988344015,0.0185823998257,0.0136621943027,0.000980409956608,0.0184553096461
89,MehrBaba_test3,10,2.66202902794,0.0106703781025,0.0162955230805,0.00452331245651,0.00724889816748,0.02389236836,0.00353746230573,0.014845743447
90,MehrBaba_train26,5,1.44038796425,0.0143715143715,0.004719004719,0.003861003861,0.00825825825826,0.0168382668383,0.0,0.0195195195195
91,WBC_train30,10,4.69117999077,0.0117691333949,0.00821102329878,0.0156009442677,0.0145403537583,0.0205959834411,0.000718464538643,0.00851893667248
92,PastorAnderson_train21,10,18.5217630863,0.0136981452641,0.0265379442163,0.0193880079286,0.0191490867903,0.0146980744726,0.000805252725471,0.0174412430978
93,Shepherd_train35,10,4.3015370369,0.0200401575411,0.0162174685304,0.0211213221098,0.00926712487451,0.0217005174145,0.00583056606688,0.0139393003321
94,DorothyDay_train34,10,4.2978579998,0.0199188758511,0.00210053599884,0.0158264522671,0.00988700564972,0.0110821382008,0.0085107924091,0.0113356511662
95,Shepherd_train24,10,4.64841508865,0.0216249501938,0.0182562393596,0.0276379179194,0.0093092331655,0.0251747745137,0.00590429963415,0.0114101495997
96,Unitarian_train14,10,5.95761704445,0.0201005025126,0.00646087580761,0.0298746479651,0.00911149152355,0.00751007786184,0.00902865978243,0.0105748522834
97,WBC_test1,10,4.3424179554,0.0142836160682,0.00782110597048,0.0146140853345,0.0137328339576,0.023720349563,0.000514063303224,0.00932657707278
98,Unitarian_test5,10,5.83244895935,0.021013143792,0.0108591414227,0.023692672195,0.0138771365713,0.00908219100807,0.00386416201275,0.0121283917188
99,Rabbinic_train7,10,3.55648398399,0.0218313864462,0.00730629566435,0.011550072188,0.00840005250033,0.0112438202739,0.00249376558603,0.0126000787505
100,JohnPiper_train48,10,4.57633590698,0.0166205920032,0.0185085294316,0.0136875463556,0.00768660238689,0.0203290405232,0.000505697525453,0.00788888139707
101,DorothyDay_train51,10,2.56944704056,0.020185520098,0.00192520856426,0.0133014409894,0.0131264220291,0.0154016685141,0.00285864301966,0.00822589113821
102,JohnPiper_test2,10,4.31012511253,0.0199985481998,0.0215955284553,0.0127395470383,0.00994483159117,0.0242450638792,0.00090737514518,0.011868466899
103,DorothyDay_train45,10,3.25398421288,0.020681149796,0.00858552319514,0.0166492742624,0.0141827151124,0.0161275021345,0.00588179489612,0.012569964899
104,WBC_train37,10,5.01259303093,0.0105579232855,0.00568255198244,0.00933100865298,0.0171445176288,0.0246674415601,0.00125920185974,0.0078780834302
105,Shepherd_train50,10,4.86103916168,0.0221802406941,0.0152183039463,0.0247341169885,0.0107052896725,0.0240344248531,0.00437307584663,0.0129792891128
106,Shepherd_train72,8,3.50305485725,0.0221426245523,0.0185607294041,0.024142903661,0.00879192445458,0.0268409545518,0.00539610178164,0.0111643485137
107,DorothyDay_train50,10,2.64652609825,0.0245734583358,0.00273685436441,0.00908402725208,0.0165958190182,0.0128108076632,0.00960810574739,0.008385255925
108,DorothyDay_train70,10,2.37685990334,0.0124983976413,0.00314062299705,0.0246763235483,0.0135880015383,0.011601076785,0.00282015126266,0.0106396615818
109,DorothyDay_train71,10,2.46481704712,0.0201701859439,0.00264733690514,0.0124803025528,0.0102111566341,0.0114717932556,0.00510557831705,0.010085092972
110,Rabbinic_test2,10,3.11432695389,0.027897210279,0.00539946005399,0.013798620138,0.00829917008299,0.00989901009899,0.002499750025,0.010198980102
111,WBC_train19,10,4.73039388657,0.0115947015311,0.00701875107518,0.0143815585756,0.0186822638913,0.0226389127817,0.000860141063134,0.0108377773955
112,Shepherd_test16,10,4.55154109001,0.0194599322182,0.0152326810247,0.023359207026,0.00940198972341,0.0241609270799,0.00488320396487,0.0119164753471
113,DorothyDay_test21,10,2.61959290504,0.0123184955963,0.00238038562247,0.0263032611283,0.012497024518,0.00654606046179,0.00559390621281,0.00898595572483
114,MehrBaba_train14,10,3.92894005775,0.0122234927645,0.0183352391467,0.0094239186152,0.00875359804424,0.0267339615946,0.00149836362919,0.0150624975356
115,MehrBaba_test8,10,1.95321798325,0.0124440829606,0.00512403416023,0.0245628304189,0.00788938592924,0.0225294835299,0.000569337128914,0.0138267588451
116,DorothyDay_test14,10,2.20282697678,0.0222331322766,0.00161312947117,0.0101697292748,0.011712722682,0.0110113620424,0.00490952447749,0.00988918501894
117,DorothyDay_test4,10,3.73062896729,0.0232786081843,0.00367556971331,0.0147022788532,0.00869884832149,0.0125786163522,0.00355305072286,0.0123744180348
118,Shepherd_train23,10,4.49453210831,0.0225276964689,0.0188595353663,0.0262699618363,0.00800326058765,0.0255659713216,0.00437215161733,0.0119678387491
119,WBC_test8,10,4.75015497208,0.00952284126339,0.00610004066694,0.0150806560933,0.0183001220008,0.023247932764,0.00216890334824,0.00881116985224
120,JohnPiper_train53,10,3.86708593369,0.0177563547975,0.0127301940428,0.0138013430561,0.00807481563878,0.024801219462,0.000700366662547,0.0105878960161
121,WBC_train38,10,4.6879940033,0.0177205808038,0.0059630091298,0.0131388336758,0.0140147559209,0.0239867937877,0.000943300879291,0.00916349425597
