,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC,groupName,rank
11,MalcolmX012,0.0209185993633,0.0163710777626,1.0,0.0,0.260330578512,154.0,0.636363636364,0.0118235561619,0.0161437016826,0.00591177808095,0.012278308322000001,0.018190086402900003,0.00204638472033,0.012278308322000001,0.20077307867199998,0.712835156637,0.6820812806300001,MalcolmX,low
12,YV13,0.0164705882353,0.00705882352941,1.0,0.0,0.578947368421,28.0,0.736842105263,0.00941176470588,0.07058823529410001,0.00235294117647,0.00705882352941,0.0,0.0,0.0329411764706,0.40705882352899997,0.7734537016940001,0.553920281175,YV,middle
13,JohnPiper020,0.0272435897436,0.008012820512819999,1.0,0.0,0.636363636364,30.0,0.909090909091,0.008012820512819999,0.0192307692308,0.0512820512821,0.00320512820513,0.0192307692308,0.0,0.0128205128205,0.38461538461499994,0.713396578272,0.734986918699,JohnPiper,middle
14,Bahai30,0.049798115747,0.040376850605699996,1.0,0.0,0.275862068966,10.0,0.344827586207,0.0,0.0,0.0,0.0,0.00807537012113,0.0,0.009421265141319999,0.271870794078,0.8356215134810001,0.642909800541,Bahai,middle
15,YV02,0.0265780730897,0.00332225913621,1.0,0.0,0.611111111111,13.0,0.722222222222,0.00996677740864,0.019933554817299998,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.514950166113,0.781755647839,0.579184715841,YV,high
16,MalcolmX003,0.024480837413499996,0.0238055039676,1.0,0.0,0.408510638298,156.0,0.663829787234,0.0194158365693,0.00928583488097,0.00928583488097,0.00877933479656,0.00236366706061,0.00135066689178,0.011143001857200002,0.218301536384,0.7218677583130001,0.664602832219,MalcolmX,low
17,Rabbinic025,0.0171615363661,0.008716970852629999,1.0,0.0,0.22140221402199997,116.0,0.42804428044299997,0.006537728139470001,0.00408608008717,0.00844456551348,0.00789975483519,0.020430400435799998,0.00108962135658,0.020430400435799998,0.214655407246,0.7355564074680001,0.571455025451,Rabbinic,middle
18,DorothyDay412,0.034387895460800004,0.0275103163686,1.0,0.0,0.33333333333299997,28.0,0.622222222222,0.0316368638239,0.00687757909216,0.0110041265475,0.0027510316368599998,0.0041265474553,0.0041265474553,0.0137551581843,0.44704264099,0.772204339577,0.469079468926,DorothyDay412.txt,middle
19,LiberalJudaism016,0.025,0.0132653061224,1.0,0.0,0.424242424242,69.0,0.69696969697,0.0311224489796,0.0030612244898000004,0.019387755102,0.0030612244898000004,0.00459183673469,0.0132653061224,0.0183673469388,0.322448979592,0.662989002993,0.596436412172,LiberalJudaism,high
20,LiberalJudaism001,0.0135746606335,0.0231900452489,0.0,1.0,0.37209302325599997,51.0,0.593023255814,0.020361990950200002,0.00339366515837,0.006221719457010001,0.007918552036199998,0.00735294117647,0.00169683257919,0.0147058823529,0.35350678733,0.713443572044,0.615969800147,LiberalJudaism,high
21,DorothyDay258,0.0339558573854,0.0169779286927,1.0,0.0,0.392857142857,14.0,0.5,0.0237691001698,0.0,0.00169779286927,0.00509337860781,0.0,0.0,0.0101867572156,0.44142614601,0.7554290383399999,0.576023711084,DorothyDay258.txt,middle
22,MehrBaba261,0.0218281036835,0.015279672578399999,1.0,0.0,0.231746031746,242.0,0.7682539682539999,0.00327421555252,0.0395634379263,0.0144611186903,0.0210095497954,0.012005457025899998,0.000818553888131,0.031377899045000004,0.21909959072299998,0.717159282825,0.637072100021,MehrBaba,middle
23,AEU008,0.0533736153072,0.0151057401813,1.0,0.0,0.514285714286,24.0,0.6857142857140001,0.0211480362538,0.0221550855992,0.0,0.00805639476334,0.0,0.0,0.007049345417930001,0.40181268882200005,0.780947176268,0.6742915984160001,AEU,high
24,Unitarian096,0.0192307692308,0.013461538461500002,1.0,0.0,0.296774193548,118.0,0.761290322581,0.0192307692308,0.005,0.045769230769199996,0.00346153846154,0.00961538461538,0.00846153846154,0.008076923076920001,0.315384615385,0.67876414065,0.546525072543,Unitarian,middle
25,Unitarian042,0.030612244898,0.0204081632653,1.0,0.0,0.242857142857,199.0,0.710714285714,0.018820861677999998,0.0120181405896,0.024716553287999998,0.0233560090703,0.012244897959200002,0.00204081632653,0.008390022675739999,0.25986394557799997,0.7080603825339999,0.48841749744199997,Unitarian,middle
26,Rabbinic028,0.0219508169665,0.00742696814656,1.0,0.0,0.14345114345100002,195.0,0.405405405405,0.0018154811024899999,0.00396104967816,0.011883149034500001,0.009077405512459998,0.023436210595800002,0.0006601749463609999,0.0171645486054,0.189140122132,0.800376480701,0.59572890421,Rabbinic,middle
27,MehrBaba156,0.018662519440099997,0.0342146189736,0.0,1.0,0.34285714285700003,15.0,0.428571428571,0.0,0.0,0.0,0.0124416796267,0.00777604976672,0.0015552099533399997,0.00777604976672,0.458786936236,0.8515889073720001,0.717769755952,MehrBaba,high
28,YV59,0.0349206349206,0.0174603174603,1.0,0.0,0.538461538462,42.0,0.807692307692,0.0746031746032,0.00793650793651,0.00952380952381,0.0015873015873,0.0,0.00634920634921,0.030158730158700003,0.4,0.709651954537,0.640522076448,YV,middle
29,LiberalJudaism135,0.0184891706286,0.00686740623349,1.0,0.0,0.511627906977,72.0,0.837209302326,0.0227152667723,0.035393555203400005,0.0327522451136,0.00475435816165,0.013734812467,0.0,0.013206550449000001,0.278394083465,0.652272413223,0.443592722241,LiberalJudaism,middle
30,ISIS008,0.012484394506899999,0.024656679151099998,0.0,1.0,0.5957446808510001,73.0,0.776595744681,0.00936329588015,0.00905118601748,0.0043695380774,0.0159176029963,0.0149812734082,0.0,0.0121722846442,0.258114856429,0.7095452101999999,0.560929319252,ISIS,low
31,YV19,0.035629453681699993,0.0308788598575,1.0,0.0,0.540540540541,30.0,0.810810810811,0.0332541567696,0.07125890736339999,0.00237529691211,0.00237529691211,0.004750593824229999,0.0,0.0118764845606,0.396674584323,0.737384816663,0.49030789017899995,YV,high
32,MalcolmX007,0.0136371482824,0.022009321595,0.0,1.0,0.309033280507,486.0,0.7702060221870001,0.00871741757293,0.018470567926799998,0.024339720352099997,0.0182979457967,0.01648541343,0.00060417745555,0.0156223027792,0.153115829449,0.6690180749660001,0.545841172708,MalcolmX,low
33,Rabbinic057,0.0128996074033,0.0179472798654,0.0,1.0,0.2421875,48.0,0.375,0.00392596747056,0.0011217049915899998,0.0033651149747600004,0.0112170499159,0.0235558048233,0.0005608524957940001,0.016825574873799997,0.28939988783000004,0.7046774037000001,0.726039204698,Rabbinic,middle
34,WBC421,0.015864621893200002,0.022871496562700003,0.0,1.0,0.363076923077,240.0,0.738461538462,0.0121628767848,0.017186673717599996,0.008725542041250001,0.013484928609200001,0.0198307773665,0.010708619777899999,0.017318878900099997,0.166842940243,0.683140733007,0.622868146773,WBC,low
35,Shepherd404,0.0274071402813,0.023079697078999997,1.0,0.0,0.293388429752,146.0,0.603305785124,0.0274071402813,0.018031013342900002,0.0223584565453,0.0057699242697399995,0.014424810674399999,0.0079336458709,0.009015506671469999,0.264334655608,0.650910625456,0.506494561511,Shepherd,middle
36,Rabbinic026,0.026695669369200002,0.0150286731264,1.0,0.0,0.128686327078,174.0,0.46648793565700003,0.0021752026893400002,0.006723353767060001,0.00850306505833,0.0106782677477,0.0340122602333,0.0043504053786800004,0.015621910223499999,0.203875815701,0.727401467068,0.662339049302,Rabbinic,middle
37,YV42,0.0143691064212,0.022451728783100002,0.0,1.0,0.407407407407,112.0,0.82962962963,0.071845532106,0.0004490345756619999,0.00808262236192,0.0035922766053,0.00134710372699,0.0,0.019308486753499998,0.240682532555,0.679567747737,0.7317911644159999,YV,middle
38,MehrBaba107,0.026119402985099998,0.029850746268700004,0.0,1.0,0.483870967742,21.0,0.677419354839,0.00248756218905,0.0,0.0,0.00870646766169,0.021144278607,0.0,0.021144278607,0.40049751243799997,0.777309600852,0.702333889493,MehrBaba,high
39,WBC039,0.0166844160454,0.0333688320909,0.0,1.0,0.41279069767399995,85.0,0.494186046512,0.0070997515087,0.007454739084130001,0.004614838480649999,0.0177493787717,0.0273340433085,0.00177493787717,0.008164714235,0.23571175008900003,0.7155805703589999,0.7426624898459999,WBC,low
40,MalcolmX013,0.012381883349600002,0.0234604105572,0.0,1.0,0.242937853107,128.0,0.7231638418080001,0.008797653958940001,0.0153144346693,0.021505376344099998,0.0260671228413,0.014988595633799999,0.0,0.0159661127403,0.23981753014,0.715464097714,0.552851283806,MalcolmX,low
41,Rabbinic034,0.0189086980011,0.015667206915200002,1.0,0.0,0.173228346457,48.0,0.37795275590599997,0.0010804970286300002,0.0027012425715799994,0.00864397622907,0.0032414910859,0.0248514316586,0.0054024851431700004,0.011345218800600002,0.287952458131,0.746494382145,0.70039923607,Rabbinic,middle
42,ACLU03,0.030303030303,0.0251082251082,1.0,0.0,0.28571428571400004,25.0,0.446428571429,0.0025974025974,0.004329004329,0.0,0.00952380952381,0.004329004329,0.0,0.0103896103896,0.399134199134,0.7523539496349999,0.47666167497,ACLU,middle
43,Shepherd459,0.023301737756699997,0.0410742496051,0.0,1.0,0.09311740890689998,144.0,0.291497975709,0.022906793049,0.0177725118483,0.018167456556099998,0.010663507109000001,0.0165876777251,0.0027646129541900005,0.009873617693520001,0.285545023697,0.6367626592369999,0.576861251879,Shepherd,middle
44,MalcolmX006,0.018456670768099998,0.012304447178799999,1.0,0.0,0.495356037152,258.0,0.7987616099070001,0.00457022323783,0.035507119001599995,0.0344524521005,0.010546669010399998,0.009316224292489999,0.00123044471788,0.013183336262999999,0.175953594656,0.6304624211559999,0.656116850638,MalcolmX,low
45,DorothyDay044,0.0217391304348,0.0217391304348,0.0,1.0,0.415094339623,43.0,0.8113207547169999,0.0239130434783,0.018478260869599996,0.00978260869565,0.00978260869565,0.0173913043478,0.0,0.0141304347826,0.40217391304300004,0.7834992349140001,0.6913114121989999,DorothyDay044.txt,middle
46,WBC410,0.0246132208158,0.0346929207689,0.0,1.0,0.44623655914,139.0,0.747311827957,0.00328176277543,0.008673230192219999,0.017815283638099998,0.0159399906235,0.0168776371308,0.0187529301453,0.0063291139240500005,0.20159399906199998,0.666757896424,0.626587560213,WBC,low
47,AEU011,0.034626719057,0.0147347740668,1.0,0.0,0.444444444444,97.0,0.673611111111,0.0196463654224,0.0007367387033400001,0.0027013752455799997,0.0103143418468,0.0110510805501,0.0,0.0174361493124,0.217583497053,0.747044598767,0.595774194166,AEU,high
48,YV47,0.0449678800857,0.008565310492510001,1.0,0.0,0.395833333333,34.0,0.708333333333,0.017130620985,0.0642398286938,0.010706638115600001,0.00642398286938,0.00214132762313,0.00214132762313,0.008565310492510001,0.36188436830799997,0.7323231835089999,0.5152401810580001,YV,middle
49,SeaShepherds399,0.039611964430100004,0.018593371059,1.0,0.0,0.433333333333,53.0,0.8833333333329999,0.00970088924818,0.0032336297493899997,0.0299110751819,0.021018593371099997,0.0,0.0,0.012126111560200001,0.396928051738,0.7121903921259999,0.664894099941,Shepherd,middle
50,JohnPiper250,0.022323462414599995,0.0464692482916,0.0,1.0,0.353846153846,68.0,0.523076923077,0.009111617312069999,0.00455580865604,0.0132118451025,0.00956719817768,0.0173120728929,0.0,0.0123006833713,0.27243735763099997,0.657489226283,0.535040143732,JohnPiper,middle
51,Bahai24,0.044213263979199995,0.0208062418726,1.0,0.0,0.548387096774,18.0,0.5806451612899999,0.005201560468140001,0.0,0.0,0.005201560468140001,0.0351105331599,0.0,0.0013003901170399999,0.310793237971,0.7846776980940001,0.760861413698,Bahai,middle
52,Rabbinic029,0.0115340253749,0.012302960399799999,0.0,1.0,0.248677248677,88.0,0.465608465608,0.00499807766244,0.00422914263745,0.00692041522491,0.0211457131872,0.0184544405998,0.0023068050749699997,0.0203767781622,0.259900038447,0.7316715809919999,0.791953826348,Rabbinic,middle
53,ACLU09,0.015217391304299999,0.020652173913,0.0,1.0,0.40625,17.0,0.53125,0.0065217391304300005,0.00108695652174,0.0,0.0032608695652199997,0.0,0.0,0.0195652173913,0.401086956522,0.707195882653,0.607449832182,ACLU,middle
54,MehrBaba031,0.0305084745763,0.0169491525424,1.0,0.0,0.5,32.0,0.761904761905,0.00112994350282,0.00338983050847,0.021468926553700002,0.00790960451977,0.021468926553700002,0.0,0.0112994350282,0.40112994350299996,0.750714021642,0.49344867799500003,MehrBaba,middle
55,Bahai05,0.0438829787234,0.0398936170213,1.0,0.0,0.23076923076900002,18.0,0.46153846153800004,0.00265957446809,0.0,0.0,0.0119680851064,0.0,0.0,0.030585106383,0.42420212766000004,0.754766316892,0.604194929391,Bahai,high
56,YV41,0.0433734939759,0.007228915662649999,1.0,0.0,0.387096774194,67.0,0.720430107527,0.0433734939759,0.0321285140562,0.00963855421687,0.007228915662649999,0.00160642570281,0.00160642570281,0.00803212851406,0.289959839357,0.713962868672,0.656459030889,YV,high
57,JohnPiper413,0.049211356466899996,0.0261829652997,1.0,0.0,0.494186046512,119.0,0.6918604651160001,0.0331230283912,0.00694006309148,0.008517350157729999,0.011356466877,0.00883280757098,0.00410094637224,0.00946372239748,0.204416403785,0.722679858871,0.636675363489,JohnPiper,low
58,Bahai09,0.045,0.01125,1.0,0.0,0.45454545454499995,15.0,0.45454545454499995,0.00125,0.0,0.0,0.01375,0.0025,0.0025,0.005,0.3975,0.706228334217,0.642101917384,Bahai,high
59,ISIS009,0.0271186440678,0.0237288135593,1.0,0.0,0.666666666667,6.0,0.666666666667,0.00338983050847,0.0,0.00338983050847,0.0135593220339,0.010169491525399999,0.0,0.0,0.613559322034,0.24865341153999998,0.581083736449,ISIS,low
60,YV27,0.0546021840874,0.029641185647400002,1.0,0.0,0.32,25.0,0.5,0.0,0.0202808112324,0.0015600624025,0.00624024960998,0.0312012480499,0.0,0.007800312012479999,0.45553822152900003,0.708392053869,0.618484538874,YV,middle
61,Rabbinic019,0.0234113712375,0.0153846153846,1.0,0.0,0.326180257511,123.0,0.527896995708,0.00401337792642,0.0110367892977,0.010702341137099999,0.00602006688963,0.0418060200669,0.0,0.024749163879599998,0.242140468227,0.758689590499,0.754961672718,Rabbinic,middle
62,YV08,0.029613733905599997,0.0068669527897,1.0,0.0,0.35377358490599997,158.0,0.7452830188680001,0.0210300429185,0.0450643776824,0.01330472103,0.0175965665236,0.0012875536480699999,0.0012875536480699999,0.0210300429185,0.20686695279,0.709889021863,0.565988363143,YV,high
63,YV21,0.026381909547700002,0.0113065326633,1.0,0.0,0.627450980392,77.0,0.754901960784,0.0314070351759,0.0408291457286,0.00125628140704,0.0018844221105499999,0.0,0.0,0.0144472361809,0.267587939698,0.71666604335,0.6918012088779999,YV,middle
64,YV16,0.00794912559618,0.00476947535771,1.0,0.0,0.68253968254,50.0,0.793650793651,0.0063593004769499995,0.0794912559618,0.0143084260731,0.00476947535771,0.00794912559618,0.00794912559618,0.023847376788599998,0.317965023847,0.725790823179,0.653978066118,YV,middle
65,DorothyDay081,0.0224835696991,0.0300933932895,0.0,1.0,0.490909090909,99.0,0.9,0.020062262193,0.00345901072293,0.00968523002421,0.0065721203735699995,0.0276720857835,0.0231753718437,0.0065721203735699995,0.28502248357,0.692774971268,0.7006916632629999,DorothyDay081.txt,middle
66,Bahai64,0.0212014134276,0.017667844523,1.0,0.0,0.25,9.0,0.375,0.0,0.0,0.0,0.014134275618399998,0.0,0.0,0.005300353356890001,0.49293286219099997,0.7166858336759999,0.543670041526,Bahai,middle
67,MehrBaba074,0.026579111945,0.0234521575985,1.0,0.0,0.347222222222,84.0,0.583333333333,0.0,0.000625390869293,0.00156347717323,0.010631644778,0.0100062539087,0.0,0.025015634771699997,0.245153220763,0.711360186084,0.6201847626470001,MehrBaba,middle
68,Rabbinic016,0.0119396260419,0.0202748366749,0.0,1.0,0.240853658537,181.0,0.551829268293,0.008335210633029999,0.0069835548546999995,0.00878576255913,0.027258391529599996,0.029736427123199998,0.00360441540888,0.016445145303,0.206578058121,0.668246214305,0.657233809413,Rabbinic,middle
69,Rabbinic049,0.0163636363636,0.023116883116900005,0.0,1.0,0.328719723183,150.0,0.519031141869,0.00311688311688,0.00571428571429,0.0187012987013,0.00831168831169,0.0262337662338,0.0335064935065,0.00935064935065,0.219480519481,0.6058110881600001,0.653584420512,Rabbinic,middle
70,JohnPiper503,0.0310734463277,0.019303201506599997,1.0,0.0,0.406504065041,81.0,0.658536585366,0.0235404896422,0.028719397363499998,0.0112994350282,0.00141242937853,0.0338983050847,0.0,0.00706214689266,0.265536723164,0.6330966604330001,0.623267788082,JohnPiper,middle
71,Shepherd358,0.030178326474599997,0.0181755829904,1.0,0.0,0.240875912409,181.0,0.660583941606,0.0356652949246,0.0130315500686,0.0168038408779,0.00548696844993,0.031207133059,0.0161179698217,0.00891632373114,0.237654320988,0.667474719548,0.596822233112,Shepherd,middle
72,AEU006,0.0392594244925,0.027660049074300003,1.0,0.0,0.24043715847,145.0,0.792349726776,0.0256524648673,0.011822440330100001,0.0015614543832300001,0.012491635065799998,0.00803033682802,0.002007584207,0.016060673656,0.287084541602,0.75532224198,0.857435596946,AEU,high
73,SeaShepherds398,0.0245398773006,0.0122699386503,1.0,0.0,0.357142857143,8.0,0.5714285714289999,0.030674846625799997,0.0,0.0,0.0,0.0,0.00306748466258,0.00613496932515,0.43251533742299997,0.8032278552,0.5826452066350001,Shepherd,low
74,AEU013,0.023172905525799998,0.0267379679144,0.0,1.0,0.310344827586,13.0,0.448275862069,0.007130124777180001,0.0,0.0017825311942999999,0.007130124777180001,0.0,0.0,0.0160427807487,0.484848484848,0.518760069734,0.46033345743799997,AEU,high
75,WBC294,0.0323054331865,0.023127753304,1.0,0.0,0.489208633094,98.0,0.705035971223,0.019089574155700003,0.016886930983799998,0.041483113069,0.00807635829662,0.0179882525698,0.0,0.008810572687219999,0.24302496328899997,0.673005301433,0.596112311274,WBC,low
76,PastorAnderson089,0.021108699940800002,0.018938646675900003,1.0,0.0,0.450094161959,436.0,0.821092278719,0.016571315841399998,0.015190372854599999,0.019925034523599998,0.0208127835865,0.0222923653581,0.0,0.015190372854599999,0.09784967449200001,0.679302512581,0.716142640471,Anderson,low
77,JohnPiper008,0.0317959468903,0.0359888190077,0.0,1.0,0.375722543353,108.0,0.624277456647,0.0317959468903,0.0132774283718,0.005590496156529999,0.00698812019567,0.00873515024458,0.0,0.0083857442348,0.259958071279,0.6737778891949999,0.44945460401299997,JohnPiper,middle
78,JohnPiper032,0.025834230355199998,0.037674919268,0.0,1.0,0.487179487179,85.0,0.726495726496,0.018837459634,0.0139935414424,0.0139935414424,0.008611410118409999,0.034983853605999995,0.0,0.00914962325081,0.270182992465,0.6723363602820001,0.713595475237,JohnPiper,middle
79,JohnPiper559,0.0322055953155,0.019843851659099996,1.0,0.0,0.415584415584,96.0,0.6233766233770001,0.014313597918,0.005530253741050001,0.0100845803513,0.011385816525700001,0.0123617436565,0.000325309043591,0.0107351984385,0.18932986337000002,0.753701262143,0.6497203037579999,JohnPiper,middle
80,YV45,0.0533596837945,0.0197628458498,1.0,0.0,0.27083333333299997,28.0,0.583333333333,0.00395256916996,0.05928853754940001,0.0,0.00197628458498,0.00790513833992,0.0,0.0217391304348,0.44466403162100004,0.742806126194,0.544161150025,YV,high
81,LiberalJudaism115,0.024187975120900002,0.0131306150657,1.0,0.0,0.5079365079370001,50.0,0.793650793651,0.020041465100200002,0.005528680027640001,0.0062197650311000005,0.008293020041470001,0.0214236351071,0.0013821700069100002,0.0131306150657,0.371803731859,0.74836075733,0.562846771394,LiberalJudaism,low
82,Bahai21,0.020202020201999998,0.030303030303,0.0,1.0,0.46428571428599996,16.0,0.5714285714289999,0.0,0.0033670033669999998,0.0,0.0,0.0218855218855,0.0,0.0218855218855,0.326599326599,0.713705379931,0.6253883176039999,Bahai,middle
83,LiberalJudaism072,0.021016617790799996,0.0298142717498,0.0,1.0,0.4875,61.0,0.7625,0.0171065493646,0.00244379276637,0.00342130987292,0.00782013685239,0.0239491691105,0.0,0.00782013685239,0.307917888563,0.717555893228,0.674249686191,LiberalJudaism,low
84,SeaShepherds400,0.0275229357798,0.033639143730900004,0.0,1.0,0.456140350877,34.0,0.59649122807,0.00407747196738,0.0,0.00407747196738,0.03465851172269999,0.011213047910299999,0.0,0.009174311926610001,0.399592252803,0.679412785803,0.531921212903,Shepherd,low
85,Rabbinic011,0.017478616586099997,0.013387876533999999,1.0,0.0,0.374301675978,98.0,0.54748603352,0.00334696913351,0.00446262551134,0.0137597619933,0.00632205280774,0.0345853477129,0.017478616586099997,0.0111565637784,0.252138341391,0.644241030443,0.530877675725,Rabbinic,middle
86,Rabbinic017,0.0237175951462,0.0159955874242,1.0,0.0,0.187739463602,124.0,0.475095785441,0.000551571980143,0.0033094318808600002,0.00468836183122,0.010755653612799999,0.0408163265306,0.0,0.0217870932157,0.238279095422,0.680039386671,0.5804413529670001,Rabbinic,middle
87,MehrBaba231,0.012658227848100001,0.0215189873418,0.0,1.0,0.636363636364,26.0,0.787878787879,0.012658227848100001,0.0063291139240500005,0.0139240506329,0.0227848101266,0.020253164557,0.0,0.007594936708859999,0.39746835443000006,0.780228861556,0.8443707097840001,MehrBaba,middle
88,YV06,0.027289266222,0.007277137659189999,1.0,0.0,0.35294117647100004,78.0,0.7647058823530001,0.0109157064888,0.013341419041799998,0.0,0.00667070952092,0.0333535476046,0.00485142510612,0.0127349909036,0.347483323226,0.663020033571,0.689833712226,YV,middle
89,JohnPiper038,0.0269186712486,0.0194730813288,1.0,0.0,0.502673796791,152.0,0.8128342245990001,0.03980526918669999,0.006300114547539999,0.0128865979381,0.00601374570447,0.0292096219931,0.00028636884307,0.0151775486827,0.19959908362,0.7383693895569999,0.6110535334939999,JohnPiper,middle
90,Rabbinic018,0.0129919755445,0.0118456247612,1.0,0.0,0.0987654320988,78.0,0.320987654321,0.00534963698892,0.0030569354222399997,0.0019105846389,0.0126098586167,0.0198700802446,0.0,0.0110813909056,0.300726022163,0.747850862058,0.6283175446060001,Rabbinic,middle
91,Bahai16,0.0405904059041,0.0184501845018,1.0,0.0,0.538461538462,10.0,0.769230769231,0.0036900369003699997,0.0,0.0,0.0036900369003699997,0.0405904059041,0.0,0.029520295203,0.546125461255,-0.45313001145900006,0.6265108416480001,Bahai,middle
92,Rabbinic032,0.020576131687200003,0.0216049382716,0.0,1.0,0.23448275862100001,66.0,0.455172413793,0.00102880658436,0.00102880658436,0.00617283950617,0.0123456790123,0.0432098765432,0.00411522633745,0.015432098765399999,0.294238683128,0.629926097204,0.629576251869,Rabbinic,middle
93,Shepherd005,0.0268980477223,0.0325379609544,0.0,1.0,0.28229665071800003,124.0,0.5933014354070001,0.00824295010846,0.0125813449024,0.0208242950108,0.009978308026030001,0.022559652928400002,0.00260303687636,0.015618221258100001,0.281561822126,0.655537475174,0.586214587548,Shepherd,low
94,Rabbinic046,0.013959672058500001,0.0190560602703,0.0,1.0,0.240997229917,162.0,0.44875346260399995,0.001329492577,0.004653224019500001,0.013516507866200001,0.026811433636199998,0.0217150454243,0.00221582096167,0.014624418347,0.21493463328200002,0.715391539359,0.567686352235,Rabbinic,middle
95,Rabbinic036,0.00795053003534,0.0163427561837,0.0,1.0,0.246835443038,85.0,0.537974683544,0.000883392226148,0.00353356890459,0.00795053003534,0.0260600706714,0.0309187279152,0.007067137809189999,0.00971731448763,0.29151943462900004,0.647427191856,0.600536172471,Rabbinic,middle
96,PastorAnderson072,0.0220511025551,0.0122506125306,1.0,0.0,0.490566037736,122.0,0.767295597484,0.0154007700385,0.018550927546400003,0.014000700035,0.0126006300315,0.0115505775289,0.00105005250263,0.0259012950648,0.173258662933,0.71183817538,0.622488228814,Anderson,low
97,Rabbinic008,0.0172413793103,0.01011994003,1.0,0.0,0.259179265659,213.0,0.460043196544,0.0013118440779600002,0.00599700149925,0.020989505247400002,0.015179910045,0.0258620689655,0.0054347826087,0.0140554722639,0.19602698650699998,0.667635468208,0.55332741726,Rabbinic,middle
98,JohnPiper265,0.0205106739221,0.010883214734200002,1.0,0.0,0.48305084745800003,83.0,0.703389830508,0.0121389702805,0.0025115110925100002,0.00460443700293,0.00460443700293,0.0334868145668,0.0,0.00795311845961,0.191712013395,0.785673689829,0.834559504194,JohnPiper,middle
99,YV04,0.038205980066400004,0.008305647840529999,1.0,0.0,0.350993377483,102.0,0.675496688742,0.022702104097500002,0.058139534883699995,0.0022148394241399997,0.0005537098560349999,0.00166112956811,0.0005537098560349999,0.014950166112999999,0.259136212625,0.718173351891,0.714655700116,YV,middle
100,YV34,0.0320945945946,0.018581081081099998,1.0,0.0,0.52,39.0,0.78,0.07939189189189999,0.0033783783783800005,0.00506756756757,0.0,0.0,0.006756756756760001,0.027027027026999998,0.413851351351,0.7211798255769999,0.697121359552,YV,high
