,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC
59,WBC324,1,3.069778919,"inherit, unto, shall, thee, thi, lot, canaan, bless, abram, lord",0.021168891,0.004601933,1,0,0.520547945,56,0.767123288,0.011044639,0.00276116,0.00414174,0.018867925,0.040497009,0.000460193,0.011504832,0.242061666,0.780151164,0.462987027
60,DorothyDay406,1,1.226048946,"obedi, poverti, ave, maria, love, rosari, advent, tell, convers, scriptur",0.050938338,0.00536193,1,0,0.35,9,0.45,0.021447721,0,0,0,0.002680965,0.016085791,0.002680965,0.522788204,0.767824041,0.576540447
61,MalcolmX003,1,6.435000896,"malcolm, negro, uniti, cairo, get, african, confer, here, civilright, afroamerican",0.024480837,0.023805504,1,0,0.408510638,156,0.663829787,0.019415837,0.009285835,0.009285835,0.008779335,0.002363667,0.001350667,0.011143002,0.218301536,0.721270304,0.664602832
62,SeaShepherds400,1,1.814254999,"seaworld, hsus, orca, manbi, pacell, keiko, condemn, profit, will, dolphin",0.027522936,0.033639144,0,1,0.456140351,34,0.596491228,0.004077472,0,0.004077472,0.034658512,0.011213048,0,0.009174312,0.399592253,0.681379779,0.531921213
63,SeaShepherds404,1,1.189497948,"shepherd, pamela, anderson, seal, slaughter, babi, orca, whale, newfoundland, salmon",0.015576324,0.015576324,0,1,0.818181818,10,0.909090909,0.018691589,0,0.009345794,0,0,0.024922118,0.003115265,0.510903427,0.802230014,0.609438582
64,JohnPiper415,1,2.967570066,"bless, vers, evil, insult, inherit, feel, say, grace, hope, futur",0.052238806,0.017120281,1,0,0.469565217,87,0.756521739,0.037752414,0.031167691,0.004389816,0.004389816,0.011852502,0,0.009657594,0.208516242,0.691598545,0.607689428
65,JohnPiper038,1,4.098408937,"drink, jesus, thirst, let, feast, christ, bless, tast, fulfil, god",0.026918671,0.019473081,1,0,0.502673797,152,0.812834225,0.039805269,0.006300115,0.012886598,0.006013746,0.029209622,0.000286369,0.015177549,0.199599084,0.73616596,0.611053533
66,PastorAnderson144,1,10.41272807,"say, redeem, bottl, cast, redempt, bad, get, bibl, gather, don",0.031713131,0.021971189,1,0,0.120555556,713,0.396111111,0.035547725,0.014820189,0.009534667,0.017514768,0.023525754,0.000829101,0.01969116,0.092755726,0.683171787,0.602631348
67,Shepherd005,1,3.200420141,"gospel, hell, say, jesus, preach, christ, knife, don, pleas, tri",0.026898048,0.032537961,0,1,0.282296651,124,0.593301435,0.00824295,0.012581345,0.020824295,0.009978308,0.022559653,0.002603037,0.015618221,0.281561822,0.656361803,0.586214588
68,Unitarian096,1,3.521872997,"mystic, spiritu, accept, sunday, gay, radic, selfaccept, quilt, grandmoth, affirm",0.019230769,0.013461538,1,0,0.296774194,118,0.761290323,0.019230769,0.005,0.045769231,0.003461538,0.009615385,0.008461538,0.008076923,0.315384615,0.674837395,0.546525073
69,PastorAnderson072,1,3.627390146,"yeshua, testament, jesus, say, whi, bibl, spoke, hebrew, fraud, okay",0.022051103,0.012250613,1,0,0.490566038,122,0.767295597,0.01540077,0.018550928,0.0140007,0.01260063,0.011550578,0.001050053,0.025901295,0.173258663,0.715331474,0.622488229
70,JohnPiper265,1,3.018136024,"gospel, preach, fulfil, jesus, god, matthew, ministri, glori, isaiah, repent",0.020510674,0.010883215,1,0,0.483050847,83,0.703389831,0.01213897,0.002511511,0.004604437,0.004604437,0.033486815,0,0.007953118,0.191712013,0.784856067,0.834559504
71,MalcolmX004,1,8.002730846,"get, congo, malcolm, let, dick, talk, mercenari, know, look, say",0.020093587,0.022846133,0,1,0.32,306,0.765,0.017753922,0.027250206,0.019955959,0.020231214,0.019680705,0.001101018,0.013349849,0.16749243,0.638555415,0.600845079
72,MehrBaba032,1,2.008594036,"plane, smell, sight, thread, cloth, mind, sound, answer, bliss, imagin",0.014227642,0.023373984,0,1,0.4375,25,0.520833333,0.006097561,0.004065041,0.00304878,0.00101626,0.00203252,0,0.020325203,0.363821138,0.773276896,0.693222053
73,WBC422,1,7.265897036,"faith, righteous, christ, thing, trial, unto, pardon, justif, hope, patienc",0.05507577,0.015968714,1,0,0.579136691,230,0.827338129,0.041551247,0.008310249,0.007658465,0.01075444,0.018249959,0.000325892,0.019227636,0.172071044,0.697437512,0.597818034
74,AEU012,1,1.719399929,"treat, ethic, nonverb, communic, emphas, compass, skill, workshop, relationship, love",0.052631579,0.014473684,1,0,0.486486486,22,0.594594595,0.038157895,0.006578947,0,0.001315789,0,0,0.003947368,0.406578947,0.635516479,0.58682994
75,Unitarian270,1,5.697825909,"hope, danc, sermon, jump, bad, morn, get, ask, hear, joy",0.029285099,0.019164513,1,0,0.291512915,201,0.741697417,0.019164513,0.014427218,0.032515073,0.015503876,0.001722653,0.001722653,0.015288544,0.231481481,0.644674043,0.617199416
76,YV11,1,1.69981122,"whi, lotus, love, don't, yogavill, want, should, tri, roof, religion",0.036879433,0.015602837,1,0,0.485294118,44,0.647058824,0.032624113,0.019858156,0.021276596,0.009929078,0.00141844,0,0.015602837,0.35035461,0.716513768,0.607443978
77,LiberalJudaism138,1,2.478850126,"torah, yizkor, simhat, sol, shavuot, recal, breath, holiday, remind, abe",0.01514154,0.011849901,1,0,0.535211268,58,0.816901408,0.051349572,0.003949967,0.003949967,0.009874918,0.009874918,0,0.01514154,0.318630678,0.697354405,0.636000369
78,AEU011,1,4.628316879,"moral, creed, shall, ethic, know, sunday, worth, feel, chariti, get",0.034626719,0.014734774,1,0,0.444444444,97,0.673611111,0.019646365,0.000736739,0.002701375,0.010314342,0.011051081,0,0.017436149,0.217583497,0.74782501,0.595774194
79,ACLU10,1,2.181838989,"prison, detent, dhs, ice, privat, justic, committe, reduc, cca, detaine",0.013651877,0.035836177,0,1,0.456521739,22,0.47826087,0.005119454,0,0,0.006825939,0.003412969,0.001706485,0.018771331,0.389931741,0.67504089,0.732896515
80,LiberalJudaism140,1,2.858301878,"remind, rememb, yizkor, moment, mantl, don't, memori, humbl, forget, quiet",0.026611473,0.012418687,1,0,0.458333333,64,0.888888889,0.063867534,0.008870491,0.026020106,0.008870491,0.010644589,0,0.013010053,0.311058545,0.678476956,0.671586889
81,Unitarian260,1,5.635298967,"gun, rabbi, congreg, kaddish, ask, say, alphabet, dan, talk, too",0.024010976,0.016007318,1,0,0.254166667,168,0.7,0.018751429,0.006174251,0.033844043,0.009833067,0.008918363,0.003658815,0.006860279,0.283329522,0.648225053,0.584276725
82,JohnPiper559,1,3.879150867,"doer, justifi, judgment, christ, vers, gospel, god, say, hypothet, sin",0.032205595,0.019843852,1,0,0.415584416,96,0.623376623,0.014313598,0.005530254,0.01008458,0.011385817,0.012361744,0.000325309,0.010735198,0.189329863,0.753012073,0.649720304
83,LiberalJudaism066,1,2.246654034,"israel, messag, thank, isra, knesset, synagogu, judaism, serious, avenu, rabbin",0.027280477,0.021312873,1,0,0.561403509,43,0.754385965,0.044330776,0.017902813,0.011935209,0.00341006,0.000852515,0.00170503,0.005967604,0.356351236,0.667720234,0.61433804
84,PastorAnderson093,1,10.31018901,"say, get, vers, reap, flesh, spirit, unto, salvat, bibl, chapter",0.029562847,0.02138589,1,0,0.409660107,454,0.81216458,0.024006709,0.019498899,0.016249083,0.016039417,0.023063214,0,0.020127896,0.100534647,0.638456715,0.713922693
85,JohnPiper104,1,3.897809029,"corinthian, enslav, thing, drink, whi, say, conscienc, spirit, stomach, immor",0.024232633,0.014216478,1,0,0.292237443,157,0.716894977,0.013247173,0.022294023,0.016801292,0.007431341,0.021001616,0.000323102,0.015831987,0.19644588,0.693123652,0.661173228
86,DorothyDay383,1,1.684302092,"love, prayer, reader, happi, worker, keep, think, appeal, confid, grace",0.050615595,0.012311902,1,0,0.477272727,33,0.75,0.042407661,0.023255814,0.024623803,0.012311902,0.006839945,0.001367989,0.012311902,0.415868673,0.731215256,0.59302014
87,WBC421,1,8.194701195,"adulteri, divorc, let, husband, commit, flesh, marriag, unto, woman, shall",0.015864622,0.022871497,0,1,0.363076923,240,0.738461538,0.012162877,0.017186674,0.008725542,0.013484929,0.019830777,0.01070862,0.017318879,0.16684294,0.68165124,0.622868147
88,AEU010,1,2.493506908,"shall, ethic, bind, moral, consecr, mere, desir, address, habit, constraint",0.022196262,0.018691589,1,0,0.328571429,41,0.585714286,0.011682243,0,0.003504673,0.013434579,0.004088785,0,0.022196262,0.339953271,0.728637646,0.782806457
89,SeaShepherds398,1,1.255377054,"whale, contamin, pollut, microplast, ecosystem, toxicolog, shepherd, expedit, scientist, california",0.024539877,0.012269939,1,0,0.357142857,8,0.571428571,0.030674847,0,0,0,0,0.003067485,0.006134969,0.432515337,0.804933448,0.582645207
90,Unitarian042,1,5.423236847,"captain, hope, want, yes, say, geek, answer, know, simpl, niemojewski",0.030612245,0.020408163,1,0,0.242857143,199,0.710714286,0.018820862,0.012018141,0.024716553,0.023356009,0.012244898,0.002040816,0.008390023,0.259863946,0.711867726,0.488417497
91,DorothyDay147,1,1.402311087,"liturg, pray, prayer, christ, liturgi, mystic, laiti, injustic, campion, complin",0.006864989,0.018306636,0,1,0.517241379,20,0.689655172,0.080091533,0.00228833,0.00228833,0.00228833,0.004576659,0.00228833,0.013729977,0.418764302,0.769180639,0.587619691
92,Unitarian118,1,5.084798098,"jesus, say, opinion, johnson, justic, ohio, pastor, seem, gospel, stake",0.023324331,0.0203781,1,0,0.253787879,152,0.575757576,0.012767002,0.005155905,0.008838694,0.006137982,0.02356985,0.000982077,0.007365578,0.295359686,0.673154102,0.584605724
93,MehrBaba228,1,2.771804094,"shri, baba, love, perfect, meher, divin, worri, say, master, want",0.049559471,0.016519824,1,0,0.364705882,49,0.576470588,0.006057269,0.009911894,0.008259912,0.00715859,0.021475771,0.001651982,0.010462555,0.327643172,0.626024755,0.589994851
94,YV10,1,1.931315899,"mantra, gurudeva, mind, felt, get, know, dream, lesson, stop, husband",0.020342612,0.018201285,1,0,0.356321839,77,0.885057471,0.003211991,0.011777302,0.117773019,0.001070664,0.023554604,0,0.018201285,0.379014989,0.725416112,0.644835445
95,MehrBaba058,1,2.115169048,"wish, love, saint, let, thi, benevol, thee, thou, glori, noth",0.057529611,0.014382403,1,0,0.434210526,54,0.710526316,0.02284264,0,0.012690355,0.001692047,0.043147208,0,0.018612521,0.390862944,0.652229589,0.42282704
96,AEU003,1,1.284218073,"hate, brussel, tragedi, muslim, refuge, wake, violenc, attack, media, faith",0.023121387,0.054913295,0,1,0.666666667,8,0.666666667,0.037572254,0,0,0.005780347,0,0,0.011560694,0.514450867,0.744841031,0.522825838
97,ACLU06,1,1.945112944,"geofeedia, user, twitter, instagram, facebook, enforc, surveil, monitor, data, agreement",0.021215043,0.018322083,1,0,0.4,23,0.511111111,0.015429122,0,0,0.007714561,0.00096432,0,0.008678881,0.338476374,0.640923338,0.494121723
98,PastorAnderson119,1,10.35205603,"unto, jesus, revel, shall, say, vers, chapter, christ, bibl, look",0.02886533,0.020363178,1,0,0.337954939,449,0.778162912,0.012700745,0.014695077,0.017319198,0.013120605,0.043140548,0.001049648,0.011861027,0.111052797,0.661198733,0.669999099
99,YV43,1,1.343297958,"sutra, tool, breath, everyday, inum, habitu, commentari, restraint, habit, practic",0.007371007,0.007371007,0,1,0.608695652,15,0.652173913,0.044226044,0,0.004914005,0,0.004914005,0,0.014742015,0.508599509,0.670984337,0.424220076
