term,freq,idf,logidf,tfidf,logtfidf,scaled_tfidf
oversoci,22,139.0,4.93447393313,3058.0,108.558426529,1.8600973236
leftist,16,139.0,4.93447393313,2224.0,78.9515829301,1.35279805353
feel,9,139.0,4.93447393313,1251.0,44.4102653982,0.760948905109
want,10,119.142857143,4.7803232533,1191.42857143,47.803232533,0.724713242962
rebel,7,139.0,4.93447393313,973.0,34.5413175319,0.591849148418
moral,11,75.8181818182,4.32833812956,834.0,47.6117194252,0.507299270073
psycholog,6,139.0,4.93447393313,834.0,29.6068435988,0.507299270073
blackstyl,4,139.0,4.93447393313,556.0,19.7378957325,0.338199513382
violenc,5,92.6666666667,4.52900882502,463.333333333,22.6450441251,0.281832927818
tri,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
underclass,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
segment,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
nonviol,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
guilt,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
contrari,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
job,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
hate,3,139.0,4.93447393313,417.0,14.8034217994,0.253649635036
societi,25,16.3529411765,2.79440776963,408.823529413,69.8601942407,0.248676112781
valu,11,34.75,3.54817957201,382.25,39.0299752921,0.23251216545
resist,3,119.142857143,4.7803232533,357.428571429,14.3409697599,0.217413972889
break,3,104.25,4.64679186068,312.75,13.940375582,0.190237226277
engag,3,104.25,4.64679186068,312.75,13.940375582,0.190237226277
get,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
asham,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
eat,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
cloth,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
justifi,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
racism,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
climb,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
listen,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
leftism,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
wear,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
behavior,4,69.5,4.24132675257,278.0,16.9653070103,0.169099756691
repress,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
expect,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
ladder,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
restrict,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
tendenc,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
rebellion,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
anyth,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
duti,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
disrupt,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
selfesteem,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
powerless,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
leash,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
notic,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
sex,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
restraint,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
forth,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
spend,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
discourag,2,139.0,4.93447393313,278.0,9.86894786626,0.169099756691
think,4,64.1538461538,4.1612840449,256.615384615,16.6451361796,0.156092083099
kind,3,83.4,4.42364830936,250.2,13.2709449281,0.152189781022
principl,5,49.0588235294,3.8930200583,245.294117647,19.4651002915,0.149205667668
commit,2,119.142857143,4.7803232533,238.285714286,9.5606465066,0.144942648592
extent,2,119.142857143,4.7803232533,238.285714286,9.5606465066,0.144942648592
serious,2,119.142857143,4.7803232533,238.285714286,9.5606465066,0.144942648592
talent,2,119.142857143,4.7803232533,238.285714286,9.5606465066,0.144942648592
say,3,75.8181818182,4.32833812956,227.454545455,12.9850143887,0.138354346384
black,10,21.3846153846,3.06267175623,213.846153846,30.6267175623,0.130076735916
demand,2,104.25,4.64679186068,208.5,9.29358372136,0.126824817518
seem,2,104.25,4.64679186068,208.5,9.29358372136,0.126824817518
thing,3,69.5,4.24132675257,208.5,12.7239802577,0.126824817518
etc,2,104.25,4.64679186068,208.5,9.29358372136,0.126824817518
care,2,92.6666666667,4.52900882502,185.333333333,9.05801765004,0.112733171127
hard,2,92.6666666667,4.52900882502,185.333333333,9.05801765004,0.112733171127
class,4,46.3333333333,3.83586164446,185.333333333,15.3434465778,0.112733171127
mainstream,3,59.5714285714,4.08717607274,178.714285714,12.2615282182,0.108706986444
how,4,43.8947368421,3.78179442319,175.578947368,15.1271776928,0.106799846331
man,6,27.8,3.3250360207,166.8,19.9502161242,0.101459854015
express,3,55.6,4.01818320126,166.8,12.0545496038,0.101459854015
intellectu,2,83.4,4.42364830936,166.8,8.84729661872,0.101459854015
fundament,2,75.8181818182,4.32833812956,151.636363636,8.65667625912,0.0922362309224
sens,3,49.0588235294,3.8930200583,147.176470588,11.6790601749,0.0895234006011
thrust,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
exercis,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
underhand,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
suscept,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
goof,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
petti,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
smallscal,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
industrialtechnolog,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
wast,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
confin,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
anyon,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
moreov,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
attach,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
senseless,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
strengthen,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
necessarili,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
cruelti,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
nevertheless,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
traffic,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
kid,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
freud,1,139.0,4.93447393313,139.0,4.93447393313,0.0845498783455
