,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC
0,Rabbinic_test-RMVSN9,1,1.33578205109,0.0313432835821,0.0313432835821,0.0,1.0,27.0,0.355263157895,,0.636661447433
1,DorothyDay_test-LDPCPC,1,0.608101844788,0.0280373831776,0.0280373831776,0.0,1.0,3.0,0.0731707317073,,0.585858786833
2,DorothyDay_test-UIF07V,1,0.420597076416,0.0207547169811,0.0207547169811,0.0,1.0,6.0,0.206896551724,,0.68774857636
3,NaumanKhan_test-EENX4V,1,2.81376695633,0.0207077731417,0.0207077731417,0.0,1.0,53.0,0.14402173913,,0.712246834506
4,Rabbinic_test-U2CZ3K,1,1.497371912,0.0196526508227,0.0196526508227,0.0,1.0,22.0,0.2,,0.70959882252
5,DorothyDay_test-KUGEYT,1,0.751491785049,0.0327181208054,0.0327181208054,0.0,1.0,6.0,0.0845070422535,,0.521569894948
6,NawDawg_test-NR6ZKR,1,0.0918049812317,0.0254237288136,0.0254237288136,0.0,1.0,2.0,0.153846153846,,0.493898020666
7,Rabbinic_test-PB6KD3,1,1.40630602837,0.0380434782609,0.0380434782609,0.0,1.0,17.0,0.171717171717,,0.549420741014
8,Rabbinic_test-J19HMW,1,1.40429377556,0.0288461538462,0.0288461538462,0.0,1.0,25.0,0.297619047619,,0.662782013542
9,DorothyDay_test-XLGGH6,1,0.817119121552,0.0294426919033,0.0294426919033,0.0,1.0,3.0,0.051724137931,,0.480477076531
10,NaumanKhan_test-5NHRL5,1,2.30823302269,0.0297092288243,0.0297092288243,0.0,1.0,19.0,0.0529247910864,,0.791806790941
11,NawDawg_test-NDPXSD,1,0.0917348861694,0.025,0.025,0.0,1.0,2.0,0.142857142857,,0.730761876699
12,Rabbinic_test-GTGKRL,1,1.26159715652,0.0365005793743,0.0365005793743,0.0,1.0,24.0,0.352941176471,,0.596177080636
13,NaumanKhan_test-4XQ325,1,2.33112502098,0.0248936170213,0.0248936170213,0.0,1.0,50.0,0.42735042735,0.628042092745,0.685443028165
14,NaumanKhan_test-UXO8UE,1,1.82181596756,0.0322997416021,0.0322997416021,0.0,1.0,26.0,0.135416666667,,0.646852056424
15,NaumanKhan_test-4HD92P,1,1.35130906105,0.0191809227579,0.0191809227579,0.0,1.0,13.0,0.178082191781,,0.711316054887
16,DorothyDay_test-KWPP1R,1,0.835567951202,0.0164835164835,0.0164835164835,0.0,1.0,10.0,0.172413793103,,0.606732632007
