,word,count
49,not,7
34,then,5
0,,3
16,even,3
73,other,3
23,also,3
60,many,3
48,new,2
36,complete,2
25,much,2
24,only,2
20,same,2
19,due,2
21,polluted,2
63,ob,2
62,suffi,1
54,present,1
45,wrong,1
46,important,1
47,free,1
