,id,cocowindow,cvWindow,netAngle,startCount,rfAccuracy,rfMae,svmAccuracy,svmMae
127,4_5_75_0,4,5,75,0,0.8773584905660378,0.3764150943396228,0.839622641509434,0.5191164769864088
128,4_5_75_0,4,5,75,0,0.9150943396226415,0.26415094339622647,0.8962264150943396,0.4055280771158971
129,5_6_45_0,5,6,45,0,0.8679245283018868,0.34528301886792456,0.8584905660377359,0.4606726345178203
130,5_6_45_0,5,6,45,0,0.8773584905660378,0.36226415094339626,0.839622641509434,0.5243312048985848
131,5_6_45_0,5,6,45,0,0.9056603773584906,0.2990566037735849,0.9056603773584906,0.41242470278304233
132,3_6_30_0,3,6,30,0,0.8867924528301887,0.32452830188679255,0.8113207547169812,0.491003258913243
133,3_6_30_0,3,6,30,0,0.8773584905660378,0.3632075471698113,0.8584905660377359,0.5143751378764065
134,3_6_30_0,3,6,30,0,0.9150943396226415,0.2622641509433963,0.9056603773584906,0.40715738224887515
135,4_5_30_0,4,5,30,0,0.8679245283018868,0.33301886792452834,0.839622641509434,0.47177641954251825
136,4_5_30_0,4,5,30,0,0.8490566037735849,0.3669811320754717,0.8584905660377359,0.5250234811594964
137,4_5_30_0,4,5,30,0,0.8962264150943396,0.28207547169811326,0.8867924528301887,0.421347466163251
138,5_4_75_0,5,4,75,0,0.8679245283018868,0.35660377358490586,0.8018867924528302,0.5229999665861802
139,5_4_75_0,5,4,75,0,0.8679245283018868,0.33867924528301885,0.8584905660377359,0.5245704170163754
140,5_4_75_0,5,4,75,0,0.9150943396226415,0.2650943396226415,0.8962264150943396,0.41186463511412996
141,3_4_60_0,3,4,60,0,0.8773584905660378,0.309433962264151,0.8207547169811321,0.5023992977484992
142,3_4_60_0,3,4,60,0,0.8490566037735849,0.3613207547169812,0.839622641509434,0.5365890328069484
143,3_4_60_0,3,4,60,0,0.8962264150943396,0.26603773584905666,0.9056603773584906,0.42417111813253067
144,6_6_30_0,6,6,30,0,0.8773584905660378,0.3367924528301887,0.8490566037735849,0.45034565806385235
145,6_6_30_0,6,6,30,0,0.8773584905660378,0.3575471698113208,0.839622641509434,0.5106586077889789
146,6_6_30_0,6,6,30,0,0.9150943396226415,0.25283018867924534,0.9150943396226415,0.4159947808443023
147,4_3_30_0,4,3,30,0,0.8679245283018868,0.3367924528301887,0.8490566037735849,0.49059646232815474
148,4_3_30_0,4,3,30,0,0.8584905660377359,0.40033515392254243,0.8301886792452831,0.5103300359098873
149,4_3_30_0,4,3,30,0,0.9339622641509434,0.24433962264150938,0.9056603773584906,0.37283952091965156
150,5_3_75_0,5,3,75,0,0.8679245283018868,0.34905660377358505,0.8018867924528302,0.5273012568843748
151,5_3_75_0,5,3,75,0,0.8584905660377359,0.3528301886792453,0.8490566037735849,0.5233044760830915
152,5_3_75_0,5,3,75,0,0.9150943396226415,0.2783018867924529,0.8962264150943396,0.4147855415076743
153,2_4_60_0,2,4,60,0,0.8679245283018868,0.3377358490566038,0.839622641509434,0.4854091386007925
154,2_4_60_0,2,4,60,0,0.839622641509434,0.35943396226415103,0.8301886792452831,0.5601760191997366
155,2_4_60_0,2,4,60,0,0.9339622641509434,0.21037735849056602,0.9056603773584906,0.41653636358338886
156,5_2_30_0,5,2,30,0,0.8867924528301887,0.3160377358490566,0.8207547169811321,0.49970156746527983
157,5_2_30_0,5,2,30,0,0.8490566037735849,0.38524081429990076,0.8490566037735849,0.5009390709642595
158,5_2_30_0,5,2,30,0,0.9339622641509434,0.2547169811320755,0.9056603773584906,0.38876553089766835
159,2_3_60_0,2,3,60,0,0.8773584905660378,0.32735849056603783,0.8490566037735849,0.4917681810544943
160,2_3_60_0,2,3,60,0,0.8490566037735849,0.35094339622641507,0.8301886792452831,0.563032104005294
161,2_3_60_0,2,3,60,0,0.9245283018867925,0.2245283018867925,0.9056603773584906,0.41723371325118785
162,2_5_45_0,2,5,45,0,0.8773584905660378,0.34056603773584915,0.8584905660377359,0.49810570162890433
163,2_5_45_0,2,5,45,0,0.8679245283018868,0.368867924528302,0.8301886792452831,0.5500389245887428
164,2_5_45_0,2,5,45,0,0.9245283018867925,0.24999999999999994,0.9056603773584906,0.4341701863236261
165,6_2_60_0,6,2,60,0,0.8962264150943396,0.3216981132075473,0.8490566037735849,0.4586000281600537
166,6_2_60_0,6,2,60,0,0.8584905660377359,0.35566037735849054,0.8490566037735849,0.5295008501253472
167,6_2_60_0,6,2,60,0,0.8962264150943396,0.26792452830188673,0.9150943396226415,0.3991734124903287
168,5_2_45_0,5,2,45,0,0.8867924528301887,0.32264150943396225,0.8490566037735849,0.4683801763607391
169,5_2_45_0,5,2,45,0,0.8867924528301887,0.3547169811320755,0.8490566037735849,0.5387697412598231
170,5_2_45_0,5,2,45,0,0.9245283018867925,0.2707547169811321,0.9150943396226415,0.41520186700013517
171,6_2_45_0,6,2,45,0,0.8867924528301887,0.33490566037735864,0.8490566037735849,0.45661326613143016
172,6_2_45_0,6,2,45,0,0.8584905660377359,0.37264150943396235,0.839622641509434,0.5305592305180149
173,6_2_45_0,6,2,45,0,0.9150943396226415,0.24905660377358496,0.9150943396226415,0.41040033929224695
174,6_5_45_0,6,5,45,0,0.8773584905660378,0.33490566037735864,0.8490566037735849,0.4567680259802835
175,6_5_45_0,6,5,45,0,0.8867924528301887,0.36037735849056596,0.8490566037735849,0.5288958081295132
176,6_5_45_0,6,5,45,0,0.9245283018867925,0.24716981132075472,0.9150943396226415,0.40222437867708816
177,4_2_30_0,4,2,30,0,0.8867924528301887,0.3264150943396227,0.8490566037735849,0.4762375298035256
178,4_2_30_0,4,2,30,0,0.8773584905660378,0.36698113207547167,0.8679245283018868,0.5278152474984241
179,4_2_30_0,4,2,30,0,0.9056603773584906,0.2547169811320755,0.8773584905660378,0.4541752235005652
180,3_2_75_0,3,2,75,0,0.8773584905660378,0.33113207547169815,0.8301886792452831,0.5344245174781638
181,3_2_75_0,3,2,75,0,0.8867924528301887,0.3528301886792454,0.8490566037735849,0.5298223004671929
182,3_2_75_0,3,2,75,0,0.9056603773584906,0.2547169811320754,0.8962264150943396,0.4184414175388652
183,4_2_60_0,4,2,60,0,0.8962264150943396,0.31792452830188683,0.8490566037735849,0.5032607193296545
184,4_2_60_0,4,2,60,0,0.8773584905660378,0.33113207547169804,0.8301886792452831,0.5388890154621192
185,4_2_60_0,4,2,60,0,0.9433962264150944,0.23773584905660378,0.8962264150943396,0.40618356369146824
186,5_5_45_0,5,5,45,0,0.8679245283018868,0.34716981132075475,0.8679245283018868,0.46218586574829534
187,5_5_45_0,5,5,45,0,0.8867924528301887,0.35754716981132073,0.839622641509434,0.5279654826545489
188,5_5_45_0,5,5,45,0,0.9056603773584906,0.29622641509433967,0.9056603773584906,0.4123549969792826
189,5_6_30_0,5,6,30,0,0.8679245283018868,0.33396226415094354,0.8584905660377359,0.44659134206017415
190,5_6_30_0,5,6,30,0,0.8584905660377359,0.3518867924528303,0.839622641509434,0.5204318034424661
191,5_6_30_0,5,6,30,0,0.9150943396226415,0.2858490566037736,0.9150943396226415,0.41962035852256535
192,6_2_30_0,6,2,30,0,0.8867924528301887,0.32264150943396236,0.8490566037735849,0.45889194569909847
193,6_2_30_0,6,2,30,0,0.8490566037735849,0.3632075471698114,0.839622641509434,0.5253442451912773
194,6_2_30_0,6,2,30,0,0.9056603773584906,0.25094339622641515,0.8962264150943396,0.42725870799857196
195,6_4_60_0,6,4,60,0,0.8867924528301887,0.33679245283018877,0.8584905660377359,0.4663091836699461
196,6_4_60_0,6,4,60,0,0.8773584905660378,0.3433962264150943,0.8490566037735849,0.5273211084244072
197,6_4_60_0,6,4,60,0,0.8962264150943396,0.27169811320754716,0.9150943396226415,0.38953410882164724
198,2_4_75_0,2,4,75,0,0.8584905660377359,0.3386792452830189,0.8301886792452831,0.4864855779486003
199,2_4_75_0,2,4,75,0,0.8679245283018868,0.3575471698113208,0.8584905660377359,0.5213777144174713
200,2_4_75_0,2,4,75,0,0.9245283018867925,0.27264150943396226,0.8867924528301887,0.43702549795674595
201,4_4_75_0,4,4,75,0,0.8773584905660378,0.32264150943396236,0.8207547169811321,0.5222324142111815
202,4_4_75_0,4,4,75,0,0.8773584905660378,0.3632075471698114,0.839622641509434,0.5174917772272805
203,4_4_75_0,4,4,75,0,0.9150943396226415,0.2622641509433963,0.8962264150943396,0.4057324014143951
204,4_2_75_0,4,2,75,0,0.8867924528301887,0.3122641509433963,0.8207547169811321,0.536571872539447
205,4_2_75_0,4,2,75,0,0.8773584905660378,0.3471698113207547,0.839622641509434,0.5155065309655372
206,4_2_75_0,4,2,75,0,0.9339622641509434,0.2603773584905661,0.8962264150943396,0.40491426921501716
207,2_6_45_0,2,6,45,0,0.8773584905660378,0.33396226415094343,0.8490566037735849,0.4970365572444499
208,2_6_45_0,2,6,45,0,0.8490566037735849,0.3660377358490568,0.8301886792452831,0.5510519894846887
209,2_6_45_0,2,6,45,0,0.9150943396226415,0.2566037735849056,0.9056603773584906,0.4270281719349892
210,3_4_30_0,3,4,30,0,0.8962264150943396,0.3216981132075473,0.8113207547169812,0.4864498056390035
211,3_4_30_0,3,4,30,0,0.8584905660377359,0.3566037735849057,0.8584905660377359,0.5254597022782618
212,3_4_30_0,3,4,30,0,0.9150943396226415,0.2556603773584906,0.9056603773584906,0.4151916768819018
213,4_3_60_0,4,3,60,0,0.8962264150943396,0.3198113207547171,0.8584905660377359,0.4924109280009809
214,4_3_60_0,4,3,60,0,0.8773584905660378,0.3377358490566038,0.839622641509434,0.5355728102066719
215,4_3_60_0,4,3,60,0,0.9245283018867925,0.2452830188679245,0.8962264150943396,0.3999571224995929
216,5_5_60_0,5,5,60,0,0.8867924528301887,0.32641509433962274,0.8584905660377359,0.47760745725276466
217,5_5_60_0,5,5,60,0,0.8867924528301887,0.34528301886792456,0.8490566037735849,0.5202246711240492
218,5_5_60_0,5,5,60,0,0.8962264150943396,0.2962264150943396,0.8962264150943396,0.4022332951115013
219,5_5_30_0,5,5,30,0,0.8679245283018868,0.33490566037735864,0.8584905660377359,0.44930360726485535
220,5_5_30_0,5,5,30,0,0.8584905660377359,0.35000000000000003,0.839622641509434,0.5266295936815582
221,5_5_30_0,5,5,30,0,0.9150943396226415,0.2830188679245283,0.9150943396226415,0.4253000214958923
222,6_6_45_0,6,6,45,0,0.8867924528301887,0.3349056603773586,0.8490566037735849,0.45169652276956257
223,6_6_45_0,6,6,45,0,0.8867924528301887,0.3613207547169811,0.8490566037735849,0.526117477006913
224,6_6_45_0,6,6,45,0,0.9150943396226415,0.25754716981132075,0.9056603773584906,0.4063108824748412
225,3_5_45_0,3,5,45,0,0.8962264150943396,0.3094339622641511,0.8301886792452831,0.4913312065055714
226,3_5_45_0,3,5,45,0,0.8490566037735849,0.3660377358490567,0.839622641509434,0.5322458767507778
227,3_5_45_0,3,5,45,0,0.9245283018867925,0.22924528301886793,0.9056603773584906,0.4200471886406432
228,4_6_45_0,4,6,45,0,0.8773584905660378,0.32452830188679255,0.8584905660377359,0.4913470852630194
229,4_6_45_0,4,6,45,0,0.8773584905660378,0.34811320754716985,0.839622641509434,0.5456548688827274
230,4_6_45_0,4,6,45,0,0.9245283018867925,0.2688679245283019,0.9056603773584906,0.40787087806174316
231,2_2_75_0,2,2,75,0,0.8773584905660378,0.32264150943396236,0.839622641509434,0.5002274425093106
232,2_2_75_0,2,2,75,0,0.8679245283018868,0.3443396226415095,0.8679245283018868,0.5309714946388605
233,2_2_75_0,2,2,75,0,0.8962264150943396,0.3113207547169812,0.8867924528301887,0.4351635822308265
234,4_6_75_0,4,6,75,0,0.8773584905660378,0.3254716981132077,0.8207547169811321,0.5225768488820307
235,4_6_75_0,4,6,75,0,0.8773584905660378,0.3764150943396228,0.839622641509434,0.516924950542579
236,4_6_75_0,4,6,75,0,0.9150943396226415,0.26415094339622647,0.8962264150943396,0.40507356498002367
237,3_5_60_0,3,5,60,0,0.8867924528301887,0.31981132075471697,0.8207547169811321,0.5060855277957587
238,3_5_60_0,3,5,60,0,0.839622641509434,0.3669811320754719,0.839622641509434,0.5337190557006798
239,3_5_60_0,3,5,60,0,0.9056603773584906,0.25566037735849056,0.9056603773584906,0.4231658425441106
240,4_5_45_0,4,5,45,0,0.8773584905660378,0.3207547169811321,0.8584905660377359,0.4896656423492455
241,4_5_45_0,4,5,45,0,0.8679245283018868,0.35094339622641507,0.839622641509434,0.5500811354551546
242,4_5_45_0,4,5,45,0,0.9150943396226415,0.2716981132075472,0.9150943396226415,0.41209471479921816
243,2_2_30_0,2,2,30,0,0.8867924528301887,0.3179245283018869,0.8490566037735849,0.49682821044992176
244,2_2_30_0,2,2,30,0,0.8679245283018868,0.34811320754716996,0.8490566037735849,0.5414787441314483
245,2_2_30_0,2,2,30,0,0.9056603773584906,0.2820754716981132,0.8962264150943396,0.45165094120053983
246,2_3_30_0,2,3,30,0,0.8679245283018868,0.32641509433962274,0.8490566037735849,0.48464852817838366
247,2_3_30_0,2,3,30,0,0.8584905660377359,0.36037735849056607,0.8490566037735849,0.5382707297585537
248,2_3_30_0,2,3,30,0,0.9339622641509434,0.2547169811320755,0.8962264150943396,0.4340265774633296
249,5_6_60_0,5,6,60,0,0.8773584905660378,0.32169811320754726,0.8584905660377359,0.4773259614385862
250,5_6_60_0,5,6,60,0,0.8679245283018868,0.35754716981132073,0.8490566037735849,0.5142801503494253
251,5_6_60_0,5,6,60,0,0.9056603773584906,0.2877358490566038,0.9056603773584906,0.401585429030639
252,4_4_45_0,4,4,45,0,0.8773584905660378,0.32641509433962274,0.8584905660377359,0.48289157999924176
253,4_4_45_0,4,4,45,0,0.8679245283018868,0.349056603773585,0.839622641509434,0.5541329085215508
254,4_4_45_0,4,4,45,0,0.9245283018867925,0.27169811320754716,0.9150943396226415,0.41776582013806013
255,3_3_30_0,3,3,30,0,0.8962264150943396,0.3122641509433963,0.8207547169811321,0.4864721688993892
256,3_3_30_0,3,3,30,0,0.8490566037735849,0.36132075471698116,0.8584905660377359,0.5302013687845066
257,3_3_30_0,3,3,30,0,0.9245283018867925,0.2556603773584906,0.9056603773584906,0.42039895163793445
