,id,cocowindow,cvWindow,netAngle,startCount,rfAccuracy,svmAccuracy
777,4_2_75_30,4,2,75,30,0.4666666666666666,0.6101930307128256
778,4_2_75_30,4,2,75,30,0.4377358490566038,0.5654619283867004
779,4_2_75_30,4,2,75,30,0.37924528301886806,0.46073639195907945
780,2_5_30_10,2,5,30,10,0.44002695417789756,0.5345435309732394
781,2_5_30_10,2,5,30,10,0.5150943396226416,0.5808369402918412
782,2_5_30_10,2,5,30,10,0.5459546372975896,0.5201346639171341
783,3_4_45_10,3,4,45,10,0.4645283018867924,0.5972861384540353
784,3_4_45_10,3,4,45,10,0.5040880503144654,0.5859919858636354
785,3_4_45_10,3,4,45,10,0.4444474393530999,0.5206980115925097
786,4_4_75_0,4,4,75,0,0.4738993710691824,0.5920534575837574
787,4_4_75_0,4,4,75,0,0.4995283018867925,0.5750060342660881
788,4_4_75_0,4,4,75,0,0.4084838274932617,0.46378128707523203
789,4_2_75_0,4,2,75,0,0.4540880503144655,0.6148991805986307
790,4_2_75_0,4,2,75,0,0.47169811320754723,0.5734769311413597
791,4_2_75_0,4,2,75,0,0.43588160895708067,0.46822517555636367
792,2_6_45_0,2,6,45,0,0.46339622641509454,0.5425918758484967
793,2_6_45_0,2,6,45,0,0.5094339622641508,0.5529033563934138
794,2_6_45_0,2,6,45,0,0.45860252954592595,0.4859233944103981
795,2_6_75_30,2,6,75,30,0.46380952380952384,0.577752061649068
796,2_6_75_30,2,6,75,30,0.5339622641509434,0.5991976244873835
797,2_6_75_30,2,6,75,30,0.44642922005852087,0.47272035966053
798,5_2_75_10,5,2,75,10,0.4490566037735849,0.5795213787312348
799,5_2_75_10,5,2,75,10,0.504009433962264,0.6041787753012682
800,5_2_75_10,5,2,75,10,0.4330862533692721,0.5147641172536044
801,3_4_30_0,3,4,30,0,0.4701257861635219,0.516227195937009
802,3_4_30_0,3,4,30,0,0.5239622641509434,0.5668617201821893
803,3_4_30_0,3,4,30,0,0.40115952319775555,0.4589234930336923
804,3_4_75_20,3,4,75,20,0.47365079365079366,0.6209895789843036
805,3_4_75_20,3,4,75,20,0.5103773584905662,0.5810758145623757
806,3_4_75_20,3,4,75,20,0.43040308747855904,0.483371298552847
807,4_6_30_30,4,6,30,30,0.4685714285714286,0.5833967453662824
808,4_6_30_30,4,6,30,30,0.48183962264150937,0.5592677790081904
809,4_6_30_30,4,6,30,30,0.3449580712788259,0.40933083874885223
810,6_6_60_20,6,6,60,20,0.4870476190476192,0.5610170510318185
811,6_6_60_20,6,6,60,20,0.5191823899371067,0.5549189318988186
812,6_6_60_20,6,6,60,20,0.3979196725860157,0.4331441539958233
813,4_3_60_0,4,3,60,0,0.4745283018867924,0.5594127947283137
814,4_3_60_0,4,3,60,0,0.5235849056603773,0.5595740052928508
815,4_3_60_0,4,3,60,0,0.39286287519361884,0.481362226879538
816,5_5_60_0,5,5,60,0,0.4641509433962263,0.5358166633593636
817,5_5_60_0,5,5,60,0,0.48018867924528275,0.5430040888278849
818,5_5_60_0,5,5,60,0,0.3815623666012127,0.48091585713857554
819,2_4_75_20,2,4,75,20,0.4767460317460318,0.5465577851064216
820,2_4_75_20,2,4,75,20,0.5462264150943394,0.5829588861202095
821,2_4_75_20,2,4,75,20,0.4660688368235538,0.5130344899991048
822,5_5_30_0,5,5,30,0,0.45094339622641516,0.5029746964158569
823,5_5_30_0,5,5,30,0,0.5009433962264149,0.5635086747717966
824,5_5_30_0,5,5,30,0,0.4409869375907113,0.5044595157958981
825,6_6_45_0,6,6,45,0,0.47075471698113214,0.5192382346129338
826,6_6_45_0,6,6,45,0,0.5122641509433958,0.5437711071182828
827,6_6_45_0,6,6,45,0,0.462151841868823,0.4602194065762688
828,4_2_60_30,4,2,60,30,0.4400000000000001,0.5830542395895664
829,4_2_60_30,4,2,60,30,0.4433962264150942,0.5505687848594387
830,4_2_60_30,4,2,60,30,0.32873730043541366,0.4105921655022464
831,5_5_75_30,5,5,75,30,0.4723809523809526,0.6285515084706437
832,5_5_75_30,5,5,75,30,0.5007075471698111,0.5708020683134696
833,5_5_75_30,5,5,75,30,0.38333333333333347,0.44730203560106013
834,5_3_75_20,5,3,75,20,0.42952380952380953,0.5816272913907045
835,5_3_75_20,5,3,75,20,0.49716981132075455,0.5956043105600766
836,5_3_75_20,5,3,75,20,0.3768867924528302,0.45359431041291676
837,3_4_60_30,3,4,60,30,0.4361904761904763,0.5663896264826639
838,3_4_60_30,3,4,60,30,0.47452830188679235,0.5637422041984254
839,3_4_60_30,3,4,60,30,0.4072158374950596,0.4539804802734037
840,6_3_75_10,6,3,75,10,0.4792452830188679,0.5836743387926218
841,6_3_75_10,6,3,75,10,0.4865566037735847,0.5911164989105553
842,6_3_75_10,6,3,75,10,0.4145613820142122,0.5262936777985913
843,5_3_45_30,5,3,45,30,0.44095238095238115,0.5983513271087918
844,5_3_45_30,5,3,45,30,0.4820754716981131,0.5445029556726323
845,5_3_45_30,5,3,45,30,0.39198113207547175,0.43328002049690817
846,3_5_45_0,3,5,45,0,0.4588679245283019,0.5669217629219189
847,3_5_45_0,3,5,45,0,0.5245283018867921,0.5606892176703241
848,3_5_45_0,3,5,45,0,0.45525044138251697,0.463852486226257
849,2_3_45_30,2,3,45,30,0.48095238095238096,0.5569736337672052
850,2_3_45_30,2,3,45,30,0.5328167115902963,0.6099294835443099
851,2_3_45_30,2,3,45,30,0.42098451862602815,0.45325281775753656
852,5_4_75_20,5,4,75,20,0.42571428571428577,0.577379280881577
853,5_4_75_20,5,4,75,20,0.4981132075471697,0.5935051334379376
854,5_4_75_20,5,4,75,20,0.39601831298557166,0.4559433149465598
855,5_3_60_30,5,3,60,30,0.4504761904761906,0.595736731075175
856,5_3_60_30,5,3,60,30,0.47044025157232705,0.5540288774108156
857,5_3_60_30,5,3,60,30,0.4154481132075473,0.44317358839997884
858,4_6_45_0,4,6,45,0,0.4815363881401619,0.5404275285506186
859,4_6_45_0,4,6,45,0,0.48962264150943396,0.5684220013517843
860,4_6_45_0,4,6,45,0,0.43482065104706613,0.4755327473228618
861,6_3_75_20,6,3,75,20,0.4336507936507937,0.5782534356385716
862,6_3_75_20,6,3,75,20,0.49056603773584934,0.5699194424366155
863,6_3_75_20,6,3,75,20,0.3819481880802639,0.4609161277090607
864,6_4_30_20,6,4,30,20,0.44761904761904764,0.5424126293258276
865,6_4_30_20,6,4,30,20,0.5094339622641508,0.5684514352862997
866,6_4_30_20,6,4,30,20,0.3981132075471699,0.4755205722104394
867,6_3_60_10,6,3,60,10,0.4820754716981132,0.6257610948795429
868,6_3_60_10,6,3,60,10,0.47896226415094323,0.568898553644471
869,6_3_60_10,6,3,60,10,0.3452552719200888,0.48827073203710286
870,4_2_60_20,4,2,60,20,0.4352380952380956,0.5629112078280966
871,4_2_60_20,4,2,60,20,0.48773584905660367,0.6084146415080566
872,4_2_60_20,4,2,60,20,0.37409029649595676,0.45526713868578617
873,2_5_45_20,2,5,45,20,0.43999999999999995,0.5755172486446629
874,2_5_45_20,2,5,45,20,0.5112365229110509,0.5823599523320917
875,2_5_45_20,2,5,45,20,0.4257209151325337,0.44386178820536665
876,3_4_75_30,3,4,75,30,0.4744761904761904,0.5927177283963927
877,3_4_75_30,3,4,75,30,0.5037735849056605,0.5469815484625888
878,3_4_75_30,3,4,75,30,0.4105263157894738,0.4404796842270855
879,4_6_60_20,4,6,60,20,0.44133333333333363,0.5389730513077902
880,4_6_60_20,4,6,60,20,0.4918688230008984,0.6006067378512249
881,4_6_60_20,4,6,60,20,0.3439982411256796,0.4356457449401749
882,2_6_60_20,2,6,60,20,0.4664126984126984,0.5710682980562943
883,2_6_60_20,2,6,60,20,0.5353324348607368,0.5923882812826667
884,2_6_60_20,2,6,60,20,0.4428896575122991,0.46081837047306284
885,3_4_60_20,3,4,60,20,0.45746031746031773,0.5672302222940615
886,3_4_60_20,3,4,60,20,0.5047169811320753,0.6480646811506066
887,3_4_60_20,3,4,60,20,0.42090921243602475,0.4526346905213156
888,5_2_30_30,5,2,30,30,0.4190476190476192,0.5702419227778505
889,5_2_30_30,5,2,30,30,0.4372641509433962,0.5707886971564737
890,5_2_30_30,5,2,30,30,0.36476415094339626,0.41917301613779395
891,6_2_60_10,6,2,60,10,0.4292452830188681,0.627133535074236
892,6_2_60_10,6,2,60,10,0.495754716981132,0.5828155895400425
893,6_2_60_10,6,2,60,10,0.4036388140161725,0.4805782225162253
894,6_4_60_20,6,4,60,20,0.4342857142857144,0.5841106963787169
895,6_4_60_20,6,4,60,20,0.5183962264150943,0.567049866434799
896,6_4_60_20,6,4,60,20,0.39764058453570117,0.43812653621139513
897,2_2_75_0,2,2,75,0,0.4594339622641509,0.5480225616433224
898,2_2_75_0,2,2,75,0,0.5379380053908356,0.5818607007948303
899,2_2_75_0,2,2,75,0,0.45896472137114264,0.4965191237910865
900,6_6_60_10,6,6,60,10,0.4882749326145551,0.6024652348356125
901,6_6_60_10,6,6,60,10,0.4287735849056603,0.5548702961797725
902,6_6_60_10,6,6,60,10,0.3552717743472461,0.4823029574544367
903,6_6_75_30,6,6,75,30,0.4971428571428571,0.6030110761863181
904,6_6_75_30,6,6,75,30,0.4896855345911949,0.5712524909955904
905,6_6_75_30,6,6,75,30,0.3858490566037739,0.4488891689565984
906,4_6_75_0,4,6,75,0,0.45031446540880504,0.5914777104636156
907,4_6_75_0,4,6,75,0,0.49056603773584906,0.5717239674344553
908,4_6_75_0,4,6,75,0,0.4515976476353836,0.461825769654303
909,5_4_60_30,5,4,60,30,0.4333333333333335,0.6018384521635103
910,5_4_60_30,5,4,60,30,0.5053459119496853,0.5465325907939588
911,5_4_60_30,5,4,60,30,0.358490566037736,0.4502292893067674
912,4_2_75_20,4,2,75,20,0.45936507936507953,0.5936468460014707
913,4_2_75_20,4,2,75,20,0.49716981132075466,0.5956055363575984
914,4_2_75_20,4,2,75,20,0.39905660377358493,0.4853383510388693
915,3_5_60_0,3,5,60,0,0.46075471698113213,0.5883043176296614
916,3_5_60_0,3,5,60,0,0.5566037735849056,0.5426575431164027
917,3_5_60_0,3,5,60,0,0.4769852788720714,0.4674890496643406
918,5_5_60_20,5,5,60,20,0.42476190476190484,0.5509935616375464
919,5_5_60_20,5,5,60,20,0.5221698113207546,0.5637009236944474
920,5_5_60_20,5,5,60,20,0.39578726757732197,0.4408463229408135
921,6_4_75_30,6,4,75,30,0.49047619047619045,0.6331023346045435
922,6_4_75_30,6,4,75,30,0.5278301886792451,0.5711788296268827
923,6_4_75_30,6,4,75,30,0.3903773584905662,0.457889352526315
924,5_3_30_30,5,3,30,30,0.4047619047619047,0.5709396981492098
925,5_3_30_30,5,3,30,30,0.47122641509433966,0.5808988254303101
926,5_3_30_30,5,3,30,30,0.3872641509433964,0.40366228943841775
927,3_6_45_30,3,6,45,30,0.5008516483516489,0.5861538634738435
928,3_6_45_30,3,6,45,30,0.4621293800539083,0.5645786691818282
929,3_6_45_30,3,6,45,30,0.4137061994609165,0.44414047659945693
930,4_6_75_20,4,6,75,20,0.4549841269841271,0.5881666213245058
931,4_6_75_20,4,6,75,20,0.5188679245283018,0.5930780667493695
932,4_6_75_20,4,6,75,20,0.3820754716981134,0.4726579263387815
933,4_5_45_0,4,5,45,0,0.4938005390835581,0.5461684774993784
934,4_5_45_0,4,5,45,0,0.5084905660377356,0.571665398185897
935,4_5_45_0,4,5,45,0,0.43756583039601915,0.4812222642173005
936,5_2_45_20,5,2,45,20,0.4400000000000002,0.5714812593986057
937,5_2_45_20,5,2,45,20,0.4735849056603775,0.5958205723666457
938,5_2_45_20,5,2,45,20,0.4107084261103949,0.47786194588869974
939,6_2_45_20,6,2,45,20,0.4371428571428571,0.5771324701457518
940,6_2_45_20,6,2,45,20,0.4462264150943396,0.5941516387081337
941,6_2_45_20,6,2,45,20,0.409433962264151,0.48967235731011505
942,4_5_75_30,4,5,75,30,0.4480952380952382,0.5835340033823085
943,4_5_75_30,4,5,75,30,0.5122641509433962,0.5742955841790313
944,4_5_75_30,4,5,75,30,0.42877358490566053,0.4496234899883627
945,5_2_75_20,5,2,75,20,0.41809523809523824,0.5778572315151588
946,5_2_75_20,5,2,75,20,0.5160377358490563,0.5972001740724491
947,5_2_75_20,5,2,75,20,0.40347114317425103,0.4704753167514045
948,6_2_30_10,6,2,30,10,0.4339622641509436,0.5852338720884893
949,6_2_30_10,6,2,30,10,0.4860062893081761,0.6031142014915433
950,6_2_30_10,6,2,30,10,0.397567385444744,0.5002044621746993
951,4_6_60_10,4,6,60,10,0.4634748427672954,0.5844898483981487
952,4_6_60_10,4,6,60,10,0.5146069182389935,0.5759498886079464
953,4_6_60_10,4,6,60,10,0.42265398165224394,0.504178106202928
954,5_6_30_20,5,6,30,20,0.4828571428571432,0.5273325014911776
955,5_6_30_20,5,6,30,20,0.4764150943396226,0.5618889363461036
956,5_6_30_20,5,6,30,20,0.38452830188679255,0.4710016775627765
957,3_6_60_30,3,6,60,30,0.44571428571428573,0.561130217585903
958,3_6_60_30,3,6,60,30,0.49312668463611836,0.5496287202630956
959,3_6_60_30,3,6,60,30,0.43799489818357745,0.4684661136251204
960,4_2_30_30,4,2,30,30,0.47523809523809524,0.6036747250263428
961,4_2_30_30,4,2,30,30,0.45377358490566033,0.5480846454422797
962,4_2_30_30,4,2,30,30,0.35669811320754713,0.3999555122534262
963,6_3_30_30,6,3,30,30,0.44095238095238104,0.5491853050980068
964,6_3_30_30,6,3,30,30,0.49245283018867914,0.5814771065858346
965,6_3_30_30,6,3,30,30,0.3673362930077692,0.4169664357187886
966,2_2_30_0,2,2,30,0,0.44316037735849056,0.5594983121179483
967,2_2_30_0,2,2,30,0,0.5132075471698112,0.5818798615251066
968,2_2_30_0,2,2,30,0,0.43418935598789526,0.4937382769266591
969,2_3_30_0,2,3,30,0,0.4856132075471699,0.5519896373129949
970,2_3_30_0,2,3,30,0,0.5504716981132074,0.5709279796130178
971,2_3_30_0,2,3,30,0,0.4568316985893949,0.48248371483952235
972,4_5_45_10,4,5,45,10,0.449056603773585,0.5945985874982778
973,4_5_45_10,4,5,45,10,0.5183018867924527,0.5845784831824122
974,4_5_45_10,4,5,45,10,0.4222214734950583,0.4955657016683626
975,2_4_30_30,2,4,30,30,0.5143333333333333,0.5382192664435221
976,2_4_30_30,2,4,30,30,0.48113207547169806,0.6275871943378696
977,2_4_30_30,2,4,30,30,0.39935983827493265,0.45005099712126595
978,5_6_60_0,5,6,60,0,0.45094339622641505,0.5381331339791154
979,5_6_60_0,5,6,60,0,0.4792452830188677,0.5326938487555962
980,5_6_60_0,5,6,60,0,0.41446540880503147,0.4776349948936009
981,6_3_75_30,6,3,75,30,0.47809523809523813,0.6545082062896612
982,6_3_75_30,6,3,75,30,0.480188679245283,0.5733468328730156
983,6_3_75_30,6,3,75,30,0.4200471698113208,0.459265154939433
984,2_2_75_20,2,2,75,20,0.4688888888888891,0.5596550438725716
985,2_2_75_20,2,2,75,20,0.4622641509433962,0.5908664477046407
986,2_2_75_20,2,2,75,20,0.3961927223719677,0.5506472308898367
987,4_4_45_0,4,4,45,0,0.4985175202156334,0.5305608140259812
988,4_4_45_0,4,4,45,0,0.5292452830188676,0.5778540472652721
989,4_4_45_0,4,4,45,0,0.4047722082301719,0.4841862060552579
990,3_2_75_30,3,2,75,30,0.4390476190476191,0.5924674344312693
991,3_2_75_30,3,2,75,30,0.41981132075471717,0.5475842015647209
992,3_2_75_30,3,2,75,30,0.38557692307692315,0.46161285169981603
993,3_3_30_0,3,3,30,0,0.45691823899371065,0.5268828823119539
994,3_3_30_0,3,3,30,0,0.5164150943396226,0.5636326922549791
995,3_3_30_0,3,3,30,0,0.40400620481802224,0.46088950752240937
996,6_4_30_0,6,4,30,0,0.4474842767295597,0.49688612640558305
997,6_4_30_0,6,4,30,0,0.5122641509433962,0.560216097259415
998,6_4_30_0,6,4,30,0,0.3920597484276729,0.48055897806358566
999,4_5_60_10,4,5,60,10,0.48321991957933785,0.5969601851778341
1000,4_5_60_10,4,5,60,10,0.5117767295597483,0.5803679308725679
1001,4_5_60_10,4,5,60,10,0.3869609164420486,0.5052764625568086
1002,2_3_30_10,2,3,30,10,0.46145552560646913,0.5303546229844402
1003,2_3_30_10,2,3,30,10,0.5226415094339621,0.5777235138103791
1004,2_3_30_10,2,3,30,10,0.4983676866973202,0.5119825047646182
1005,4_5_45_30,4,5,45,30,0.5184126984126985,0.6072887208165397
1006,4_5_45_30,4,5,45,30,0.4801886792452831,0.5558890108872369
1007,4_5_45_30,4,5,45,30,0.4099842767295598,0.4268047807777184
1008,3_2_75_20,3,2,75,20,0.431746031746032,0.6222925323764771
1009,3_2_75_20,3,2,75,20,0.4481132075471699,0.603817378294356
1010,3_2_75_20,3,2,75,20,0.42761248185776485,0.48043166394875225
1011,4_5_75_10,4,5,75,10,0.5007286922576447,0.6170059861094309
1012,4_5_75_10,4,5,75,10,0.4870201691607026,0.5817471575869861
1013,4_5_75_10,4,5,75,10,0.42898096942094993,0.5374724465172147
1014,5_5_75_20,5,5,75,20,0.4356190476190478,0.5671337944438357
1015,5_5_75_20,5,5,75,20,0.5013722126929673,0.5904643496725911
1016,5_5_75_20,5,5,75,20,0.4063956714761378,0.46434795161341186
1017,5_3_45_10,5,3,45,10,0.4556603773584905,0.6185422985054155
1018,5_3_45_10,5,3,45,10,0.5107311320754716,0.5876475535740965
1019,5_3_45_10,5,3,45,10,0.4001109877913429,0.5051106102196029
1020,6_5_75_0,6,5,75,0,0.45094339622641516,0.5667924617495687
1021,6_5_75_0,6,5,75,0,0.50188679245283,0.5388661614438786
1022,6_5_75_0,6,5,75,0,0.4285236942118188,0.48155998706290964
1023,4_4_30_10,4,4,30,10,0.4759433962264152,0.5921769739194912
1024,4_4_30_10,4,4,30,10,0.5009433962264149,0.6126365083174387
1025,4_4_30_10,4,4,30,10,0.4023472059221814,0.4810698900578071
1026,4_2_45_20,4,2,45,20,0.47047619047619066,0.5771617358459648
1027,4_2_45_20,4,2,45,20,0.46981132075471704,0.6295886496220069
1028,4_2_45_20,4,2,45,20,0.4135107816711591,0.45521431496363646
1029,2_2_45_0,2,2,45,0,0.4075471698113207,0.5805894625411411
1030,2_2_45_0,2,2,45,0,0.48773584905660355,0.5804997463359874
1031,2_2_45_0,2,2,45,0,0.42222125333583027,0.4927261981288937
1032,5_3_60_20,5,3,60,20,0.41428571428571437,0.5670510922516232
1033,5_3_60_20,5,3,60,20,0.4773584905660377,0.5730135528808492
1034,5_3_60_20,5,3,60,20,0.4184130727762803,0.45321265664473387
1035,4_4_75_10,4,4,75,10,0.5005660377358492,0.6220829481009632
1036,4_4_75_10,4,4,75,10,0.4916720884840599,0.5866014512543809
1037,4_4_75_10,4,4,75,10,0.4360062893081762,0.5262705246753138
1038,3_4_45_0,3,4,45,0,0.4462264150943397,0.5675356274442548
1039,3_4_45_0,3,4,45,0,0.4924528301886789,0.5587986599235917
1040,3_4_45_0,3,4,45,0,0.4260748740715445,0.46198835344856315
1041,3_4_75_10,3,4,75,10,0.4952830188679246,0.5801517765160662
1042,3_4_75_10,3,4,75,10,0.48301886792452814,0.5983197613470829
1043,3_4_75_10,3,4,75,10,0.5035918484031691,0.5201360578449905
1044,3_2_60_0,3,2,60,0,0.4641509433962263,0.5918543421960623
1045,3_2_60_0,3,2,60,0,0.5358490566037736,0.5881641610593077
1046,3_2_60_0,3,2,60,0,0.41132755562971995,0.4646169654691195
1047,5_3_45_0,5,3,45,0,0.5115172955974844,0.5380111428478702
1048,5_3_45_0,5,3,45,0,0.5028301886792452,0.5644775415338977
1049,5_3_45_0,5,3,45,0,0.40197280799112145,0.49259658355061553
1050,3_6_60_10,3,6,60,10,0.4754716981132076,0.5728422189179204
1051,3_6_60_10,3,6,60,10,0.4890566037735848,0.5746491973464743
1052,3_6_60_10,3,6,60,10,0.45161062731817453,0.5283436419345747
1053,4_2_30_10,4,2,30,10,0.45754716981132093,0.6004237424872916
1054,4_2_30_10,4,2,30,10,0.5113207547169811,0.6300361780081151
1055,4_2_30_10,4,2,30,10,0.432933104631218,0.4722560444448519
1056,5_6_75_0,5,6,75,0,0.4367924528301887,0.5966060859206862
1057,5_6_75_0,5,6,75,0,0.4349056603773585,0.5370370572574892
1058,5_6_75_0,5,6,75,0,0.4132075471698115,0.464965470849492
1059,6_5_75_30,6,5,75,30,0.4723809523809525,0.6203309580235893
1060,6_5_75_30,6,5,75,30,0.5245283018867924,0.5654914089065057
1061,6_5_75_30,6,5,75,30,0.3586620926243569,0.45513785286554387
1062,6_5_45_10,6,5,45,10,0.465566037735849,0.6017506999558876
1063,6_5_45_10,6,5,45,10,0.4625214408233275,0.5782063702220935
1064,6_5_45_10,6,5,45,10,0.35636792452830185,0.495667295593804
1065,2_4_45_30,2,4,45,30,0.4895238095238096,0.5564704259929242
1066,2_4_45_30,2,4,45,30,0.5328167115902964,0.6310621471122881
1067,2_4_45_30,2,4,45,30,0.409000103669915,0.46492467191035175
1068,3_5_30_0,3,5,30,0,0.4880503144654087,0.520077832682659
1069,3_5_30_0,3,5,30,0,0.5292452830188679,0.5656174552174597
1070,3_5_30_0,3,5,30,0,0.42943554780402726,0.4591211152851457
1071,3_3_30_10,3,3,30,10,0.46378809869375914,0.5920341902766384
1072,3_3_30_10,3,3,30,10,0.5103773584905661,0.5814318735737686
1073,3_3_30_10,3,3,30,10,0.46467080089721585,0.48873423167465163
1074,4_2_45_10,4,2,45,10,0.47264150943396244,0.620010196750073
1075,4_2_45_10,4,2,45,10,0.5267924528301888,0.6123066907407838
1076,4_2_45_10,4,2,45,10,0.4056603773584905,0.48541774957478045
1077,6_5_30_20,6,5,30,20,0.47809523809523824,0.5373373172188057
1078,6_5_30_20,6,5,30,20,0.4882075471698113,0.549654765836185
1079,6_5_30_20,6,5,30,20,0.40849056603773576,0.47170605136517124
1080,6_6_30_30,6,6,30,30,0.4742857142857143,0.5327282430034859
1081,6_6_30_30,6,6,30,30,0.4679245283018868,0.5689911198450313
1082,6_6_30_30,6,6,30,30,0.3863207547169812,0.40554986890049144
1083,2_4_60_30,2,4,60,30,0.4857142857142857,0.5723394388164905
1084,2_4_60_30,2,4,60,30,0.51562893081761,0.5586084022544473
1085,2_4_60_30,2,4,60,30,0.43662508227991037,0.47919174686230326
1086,6_6_75_20,6,6,75,20,0.49022222222222217,0.5496027744394703
1087,6_6_75_20,6,6,75,20,0.5460916442048518,0.5608278355387784
1088,6_6_75_20,6,6,75,20,0.3584905660377358,0.4504170718835754
1089,2_5_60_10,2,5,60,10,0.4622641509433963,0.5519139242960371
1090,2_5_60_10,2,5,60,10,0.5264150943396225,0.5823295587805687
1091,2_5_60_10,2,5,60,10,0.47460522496371566,0.500797132333529
1092,3_3_75_10,3,3,75,10,0.5122641509433962,0.5917655873337059
1093,3_3_75_10,3,3,75,10,0.4877358490566036,0.6149528497446234
1094,3_3_75_10,3,3,75,10,0.47576165972392387,0.5179210004034336
1095,3_4_30_20,3,4,30,20,0.44857142857142873,0.5744230369743638
1096,3_4_30_20,3,4,30,20,0.45363881401617234,0.58158268792967
1097,3_4_30_20,3,4,30,20,0.4327080082281176,0.42665533522564875
1098,5_6_75_30,5,6,75,30,0.49238095238095236,0.6180488355501572
1099,5_6_75_30,5,6,75,30,0.4799528301886792,0.5667228395628199
1100,5_6_75_30,5,6,75,30,0.39632075471698125,0.44418796388388293
1101,2_5_30_20,2,5,30,20,0.4391573655103066,0.5928778586723111
1102,2_5_30_20,2,5,30,20,0.527431059506531,0.5605439693184392
1103,2_5_30_20,2,5,30,20,0.42597304582210255,0.45294848039410124
1104,5_5_60_30,5,5,60,30,0.48095238095238113,0.5921669474398294
1105,5_5_60_30,5,5,60,30,0.4723523135669361,0.5401387732812849
1106,5_5_60_30,5,5,60,30,0.37762803234501363,0.4597724521525693
1107,2_6_60_0,2,6,60,0,0.4428301886792454,0.5525756036597589
1108,2_6_60_0,2,6,60,0,0.5456873315363877,0.5590763110950574
1109,2_6_60_0,2,6,60,0,0.4548989218328842,0.47934102411235296
1110,5_5_30_20,5,5,30,20,0.4628571428571431,0.5329292275701892
1111,5_5_30_20,5,5,30,20,0.4759433962264149,0.5697157346413582
1112,5_5_30_20,5,5,30,20,0.4659029649595688,0.4748447405871064
1113,6_3_45_0,6,3,45,0,0.45660377358490567,0.5116785357363096
1114,6_3_45_0,6,3,45,0,0.48207547169811293,0.5619141245327236
1115,6_3_45_0,6,3,45,0,0.3773584905660379,0.4712561842171635
1116,4_4_60_0,4,4,60,0,0.47075471698113197,0.5427249986289425
1117,4_4_60_0,4,4,60,0,0.5132075471698112,0.5567823649083
1118,4_4_60_0,4,4,60,0,0.4086679711797636,0.4754314675065507
1119,5_6_75_20,5,6,75,20,0.45561904761904765,0.5542769326496712
1120,5_6_75_20,5,6,75,20,0.5117924528301886,0.5861974240238512
1121,5_6_75_20,5,6,75,20,0.39365982241953407,0.45193908087817497
1122,3_2_30_0,3,2,30,0,0.4683827493261458,0.5496447440812706
1123,3_2_30_0,3,2,30,0,0.48669811320754713,0.5723717148829203
1124,3_2_30_0,3,2,30,0,0.39438434761686714,0.475328319372359
1125,2_2_60_20,2,2,60,20,0.4222222222222222,0.6267238344244656
1126,2_2_60_20,2,2,60,20,0.4952830188679245,0.5871858076364166
1127,2_2_60_20,2,2,60,20,0.42500000000000004,0.49917710883502225
1128,6_5_30_10,6,5,30,10,0.47452830188679257,0.5912719191961973
1129,6_5_30_10,6,5,30,10,0.4968553459119498,0.5927218059657969
1130,6_5_30_10,6,5,30,10,0.37217367571901977,0.502241422735115
1131,4_2_45_0,4,2,45,0,0.49761904761904774,0.5469134230815581
1132,4_2_45_0,4,2,45,0,0.4943396226415092,0.5748530943140082
1133,4_2_45_0,4,2,45,0,0.44226299227964067,0.49115585878711
1134,5_3_30_10,5,3,30,10,0.4962264150943396,0.6122145142404615
1135,5_3_30_10,5,3,30,10,0.5101415094339623,0.6020460152590078
1136,5_3_30_10,5,3,30,10,0.4100447874976177,0.49601543335765325
1137,2_5_60_30,2,5,60,30,0.4695238095238096,0.5560488664946437
1138,2_5_60_30,2,5,60,30,0.5264150943396224,0.5616756748245862
1139,2_5_60_30,2,5,60,30,0.44672629257534924,0.4748653256351846
1140,4_3_60_20,4,3,60,20,0.43904761904761924,0.5629808275294448
1141,4_3_60_20,4,3,60,20,0.4943396226415092,0.6084925834825723
1142,4_3_60_20,4,3,60,20,0.3904559748427674,0.43376443442780677
1143,2_3_75_30,2,3,75,30,0.4619047619047618,0.5778155429503645
1144,2_3_75_30,2,3,75,30,0.49999999999999994,0.5594939286187821
1145,2_3_75_30,2,3,75,30,0.4352971445868229,0.4634989041860782
1146,2_5_45_30,2,5,45,30,0.48000000000000015,0.5556222456032518
1147,2_5_45_30,2,5,45,30,0.540363881401617,0.6373353837160197
1148,2_5_45_30,2,5,45,30,0.4130926463473637,0.47178648704118775
1149,5_6_60_20,5,6,60,20,0.44117216117216135,0.5489777233001897
1150,5_6_60_20,5,6,60,20,0.5188679245283017,0.5566922154817645
1151,5_6_60_20,5,6,60,20,0.37288711776187383,0.44020141983548466
1152,6_2_75_0,6,2,75,0,0.454245283018868,0.5809601849429513
1153,6_2_75_0,6,2,75,0,0.4830188679245283,0.5461970076010044
1154,6_2_75_0,6,2,75,0,0.41110304789550095,0.47415341654078086
1155,6_2_30_20,6,2,30,20,0.46095238095238106,0.5535859146984994
1156,6_2_30_20,6,2,30,20,0.4726415094339622,0.5961179779087339
1157,6_2_30_20,6,2,30,20,0.40000000000000013,0.5007734682872508
1158,4_6_45_20,4,6,45,20,0.47085714285714303,0.5393481624846137
1159,4_6_45_20,4,6,45,20,0.4855345911949682,0.6004718458125338
1160,4_6_45_20,4,6,45,20,0.4016610512129381,0.42859791261896
