,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
267,DorothyDay_test0,5,4.97229599953,0.0275198526229,0.0275198526229,0.0,1.0,16.0,0.119131967738,0.593978742405,0.299378653072,DorothyDay,4,3.8,3.85280585263
268,DorothyDay_test3,5,5.37718892097,0.0271540744913,0.0271540744913,0.0,1.0,14.4,0.120638038185,0.544239061884,0.487830574557,DorothyDay,4,3.8,3.85244289194
269,DorothyDay_test2,5,5.02976989746,0.0296716714801,0.0296716714801,0.0,1.0,23.4,0.254734452199,0.597217680074,0.495150393289,DorothyDay,4,4.0,3.85008099545
270,DorothyDay_test5,5,4.7162630558,0.0223867199234,0.0223867199234,0.0,1.0,13.2,0.128032821581,0.573597034547,0.48496909492,DorothyDay,4,3.8,3.85364742382
271,DorothyDay_test4,5,4.83538007736,0.0276037916228,0.0276037916228,0.0,1.0,17.0,0.172864826358,0.57049218224,0.51455283056,DorothyDay,4,3.7,3.85167581812
272,DorothyDay_test7,5,4.52361106873,0.0267881181335,0.0267881181335,0.0,1.0,14.2,0.142627463241,0.573309170953,0.463803606246,DorothyDay,4,3.8,3.85237101793
273,DorothyDay_test6,5,4.23388195038,0.020443630838,0.020443630838,0.0,1.0,14.6,0.191081188991,0.630328754384,0.605130454949,DorothyDay,4,3.7,3.85391685066
274,DorothyDay_test8,1,1.91196703911,0.0290734824281,0.0290734824281,0.0,1.0,21.0,0.118644067797,0.555731531794,0.362021433653,DorothyDay,4,3.5,3.85152945461
275,DorothyDay_test1,5,5.94708204269,0.0276368418644,0.0276368418644,0.0,1.0,21.6,0.178215072845,0.555699702304,0.441581704993,DorothyDay,4,3.4,3.85137370682
368,Bahai_test4,5,2.5375289917,0.0229948910265,0.0229948910265,0.0,1.0,6.6,0.159432427222,0.591496555915,0.405338620773,Bahai,6,3.7,3.85365255823
369,Bahai_test5,5,1.86337995529,0.0219299008457,0.0219299008457,0.0,1.0,6.8,0.238538256124,0.528499631972,0.406318284742,Bahai,6,4.2,3.85378221119
370,Bahai_test6,5,2.49675583839,0.0182265382891,0.0182265382891,0.0,1.0,8.4,0.197729600698,0.674422311867,0.468079827481,Bahai,6,3.7,3.85411521707
371,Bahai_test7,5,2.0015630722,0.0196035830017,0.0196035830017,0.0,1.0,5.2,0.185339430894,0.597683690679,0.378683809562,Bahai,6,3.7,3.85402962047
372,Bahai_test0,5,2.36473107338,0.0181782242863,0.0181782242863,0.0,1.0,8.8,0.229827099827,0.576015287648,0.462453554874,Bahai,6,4.1,3.85405776764
373,Bahai_test1,5,2.3387260437,0.0262817631222,0.0262817631222,0.0,1.0,6.0,0.166794871795,0.634078710396,0.373519361585,Bahai,6,3.7,3.85316025566
374,Bahai_test2,5,2.30592298508,0.0204415064503,0.0204415064503,0.0,1.0,8.4,0.228832032117,0.655117350184,0.426800045194,Bahai,6,4.0,3.85395684535
375,Bahai_test8,5,2.11666202545,0.0234139155941,0.0234139155941,0.0,1.0,4.8,0.152733044733,0.63246371597,0.543410565513,Bahai,6,3.7,3.8537271327
376,Bahai_test3,5,1.6783850193,0.0128110725533,0.0128110725533,0.0,1.0,6.0,0.278397862472,0.740240864174,0.557440088383,Bahai,6,4.5,3.85428654766
377,Bahai_test9,5,2.24321103096,0.0274136305417,0.0274136305417,0.0,1.0,6.0,0.193983169457,0.595022474599,0.418104370679,Bahai,6,3.7,3.85248799716
