,groupId,files,timeRun,nous,vous,je,ils,il,elle,le,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,4.19432902336,0.0227858293076,0.0184782608696,0.0186795491143,0.00962157809984,0.0274959742351,0.00418679549114,0.0119565217391,Shepherd,4,4.0,4.11606348338
6,Shepherd_test9,10,4.29352998734,0.018602117061,0.0158779576588,0.0228051058531,0.0114803860523,0.0278253424658,0.011246886675,0.00891189290162,Shepherd,4,4.0,3.95782958309
7,Shepherd_test0,10,5.12746310234,0.019650869551,0.0166049847706,0.0264304195461,0.0091376543412,0.0266596796908,0.00517472898176,0.01093898405,Shepherd,4,4.0,3.98732210106
10,Shepherd_test10,10,4.4758181572,0.0203370994629,0.0194110020374,0.0216336358585,0.0086682719022,0.0298944248935,0.00488979440637,0.012446749398,Shepherd,4,4.0,4.37978279274
16,Shepherd_test20,10,4.93442296982,0.0209934649375,0.0156435174212,0.0212304879288,0.011377103579,0.0239393221142,0.0056546913622,0.0135441709274,Shepherd,4,4.0,3.91854632101
17,Shepherd_test6,10,4.27507805824,0.0251322240667,0.0151719878006,0.0203065282014,0.00822298575455,0.0237810292244,0.00416940122766,0.0126240203837,Shepherd,4,4.0,3.9791383785
22,Shepherd_test16,10,4.45785212517,0.0195053213186,0.0152037675678,0.0217673452739,0.0100493195387,0.0213965216746,0.00719397782475,0.0113842844959,Shepherd,4,4.0,4.23600193778
24,Shepherd_test19,10,4.97493195534,0.0229377884065,0.0169423018626,0.0211862979555,0.00949846744586,0.0261713092391,0.00572602647445,0.0132709084173,Shepherd,4,4.0,4.05423149232
31,Shepherd_test14,10,5.01159787178,0.0225026709402,0.0195646367521,0.0205996260684,0.00958199786325,0.0266426282051,0.00363915598291,0.0110510149573,Shepherd,4,4.0,3.94646612803
32,Shepherd_test4,10,3.86173391342,0.0261540417956,0.0167012843881,0.0201347971684,0.0065703022339,0.0239074223221,0.003857403247,0.0125895468611,Shepherd,4,4.0,4.01344503633
33,Shepherd_test8,10,4.54746508598,0.0216772892586,0.0179323754996,0.0263224226711,0.0119549169997,0.0243059306471,0.00558136185229,0.0101904864787,Shepherd,4,4.0,3.86216727759
35,Shepherd_test3,10,4.83500599861,0.0222896644748,0.0141965941662,0.0215477996965,0.0104198280223,0.0302478502782,0.00438374641713,0.0107570392851,Shepherd,4,4.0,4.0542196553
38,Shepherd_test13,10,4.6122610569,0.0227272727273,0.0196085460281,0.0258818468598,0.00745626613134,0.0252365930599,0.00401491253226,0.0135144823631,Shepherd,4,4.0,3.95640047203
44,Shepherd_test21,10,5.11561203003,0.0216717255785,0.0182773589216,0.0213127060283,0.0100525474069,0.0244459675577,0.00437351088482,0.0125983223996,Shepherd,4,4.0,3.84832031988
45,Shepherd_test1,10,4.59883189201,0.0213157604094,0.0173397636491,0.0199536133711,0.0085778448625,0.0311084931709,0.00736295696352,0.0117807311416,Shepherd,4,4.0,4.51816890923
49,Shepherd_test11,10,5.14672708511,0.0215850831075,0.0164255624857,0.0236097051236,0.0087515919407,0.0275936387682,0.00205727720994,0.0116252489959,Shepherd,4,4.0,4.00200227824
55,Shepherd_test18,10,4.43127393723,0.0198005386911,0.0149232001165,0.0231491592051,0.0108466186212,0.0258062167868,0.0023658731892,0.0151779864599,Shepherd,4,4.0,4.03303540398
58,Shepherd_test7,10,4.87871694565,0.0211238859786,0.0160895299,0.0209538063814,0.0117354922104,0.0229947615484,0.00428600585074,0.011633444452,Shepherd,4,4.0,3.83320617294
63,Shepherd_test17,10,4.46007585526,0.0228399368413,0.0197187236074,0.0254470678956,0.00870267689935,0.0247861050931,0.00532442257555,0.0112730877979,Shepherd,4,4.0,3.79329912393
66,Shepherd_test2,10,4.96828103065,0.0176089280941,0.0177425821973,0.0273990911521,0.0102913659449,0.0246257685111,0.00347500668271,0.0103247794707,Shepherd,4,4.0,3.96150408529
71,Shepherd_test12,10,4.85210609436,0.0252295161179,0.0172223372679,0.0226409884724,0.0104576516877,0.0258162490509,0.0045212949541,0.0117346586595,Shepherd,4,4.0,4.01093521653
72,Shepherd_test5,10,4.70367288589,0.0236613142817,0.018391455047,0.0254650916036,0.00962014571691,0.0232368960883,0.00516375468628,0.0129447548985,Shepherd,4,4.0,3.78979155505
73,DorothyDay_test8,10,2.43626499176,0.0172871479443,0.00628034962771,0.0181288442862,0.00906442214309,0.0187763030107,0.00964713499514,0.00776950469408,DorothyDay,4,4.0,4.07272277053
75,DorothyDay_test13,10,3.77443504333,0.0176911788684,0.00338333605087,0.0185064405674,0.0105984020871,0.0138594488831,0.00750040763085,0.00888635251916,DorothyDay,4,4.0,4.17718348833
76,DorothyDay_test3,10,2.95398592949,0.0251481499925,0.00268910910811,0.00741994920572,0.0132463522733,0.0131965539565,0.00582640306758,0.0101588566306,DorothyDay,4,4.0,3.8118620481
86,DorothyDay_test23,10,2.28834986687,0.024216430221,0.00184757505774,0.0161662817552,0.0113493896404,0.0101616628176,0.00574067964368,0.0119432530518,DorothyDay,4,4.0,4.15023239683
87,DorothyDay_test16,10,3.49890804291,0.0247469066367,0.00445617374751,0.0100372068876,0.0117244959765,0.0134983127109,0.00614346283638,0.0122869256728,DorothyDay,4,4.0,3.88416697722
88,DorothyDay_test6,10,2.50448799133,0.0233004895582,0.00173514283944,0.0164218875875,0.0084278366487,0.012641754973,0.00848980603582,0.00954328561691,DorothyDay,4,4.0,3.72351881607
89,DorothyDay_test11,10,3.56607794762,0.0204090291921,0.00207909029192,0.00869823489477,0.0120078071962,0.0169297352342,0.00615241004752,0.00967413441955,DorothyDay,4,4.0,3.90572948474
90,DorothyDay_test1,10,2.82171082497,0.0180920169646,0.0025232189832,0.0137434906319,0.0117034412412,0.0133676920599,0.00381167122994,0.0101465614431,DorothyDay,4,4.0,3.92504066417
91,DorothyDay_test18,10,2.58535289764,0.0221423944408,0.00147223367293,0.0111300865673,0.0104234144043,0.0115423119958,0.00394558624345,0.0108356398328,DorothyDay,4,4.0,3.91316655117
102,DorothyDay_test21,10,2.6049580574,0.0177525091373,0.002030515751,0.0141555955213,0.0122991239775,0.0197250101526,0.00672970934617,0.00899228404015,DorothyDay,4,4.0,4.00529858815
103,DorothyDay_test14,10,3.09616994858,0.0179387624711,0.00520961321079,0.0162186071657,0.0113038777215,0.0164151963434,0.00874821841058,0.00968201700496,DorothyDay,4,4.0,4.14720169647
104,DorothyDay_test4,10,2.72108316422,0.0183974957439,0.00120819375034,0.0101598110824,0.0142786534131,0.0222417485859,0.00252622329617,0.00812784886595,DorothyDay,4,2.0,2.45912008279
114,DorothyDay_test12,10,2.60589790344,0.0155528269894,0.00181254750629,0.0187101678068,0.00841957551307,0.0122785476232,0.00725019002514,0.00993977664737,DorothyDay,4,4.0,4.14118779373
115,DorothyDay_test2,10,3.58874297142,0.0138575152042,0.00430060816681,0.0239791485665,0.0108601216334,0.00907906168549,0.00790616854909,0.0105125977411,DorothyDay,4,4.7,5.16991676897
124,DorothyDay_test9,10,3.10829210281,0.0214483731336,0.00389086133943,0.0133748358543,0.0129857497203,0.0126939351199,0.00491221244103,0.0111375905841,DorothyDay,4,4.0,4.07256141399
125,DorothyDay_test10,10,3.78922915459,0.0211133216939,0.00426326688051,0.0236306792805,0.00840472613586,0.0099882252629,0.0104754557635,0.00791749563523,DorothyDay,4,4.3,4.90126855569
126,DorothyDay_test0,10,3.54957199097,0.0195117758295,0.00236376138903,0.0190390235517,0.0105724600309,0.0124634691422,0.0071342616469,0.00898229327832,DorothyDay,4,4.0,4.21068018445
131,DorothyDay_test22,10,2.77112007141,0.0184729064039,0.0025750111957,0.0133228840125,0.00974025974026,0.0154500671742,0.0114196148679,0.00811688311688,DorothyDay,4,3.4,3.80381336367
132,DorothyDay_test17,10,1.98748707771,0.0273003802281,0.00714828897338,0.0113307984791,0.0162737642586,0.0108745247148,0.00311787072243,0.0118631178707,DorothyDay,4,2.5,4.10045604977
133,DorothyDay_test7,10,2.37467503548,0.0193544238683,0.00366512345679,0.0168467078189,0.0145318930041,0.00720164609053,0.00688014403292,0.00835905349794,DorothyDay,4,3.7,4.54051018564
136,DorothyDay_test19,10,3.50063180923,0.0209695108576,0.00258828690502,0.0161877604738,0.0110989252029,0.0135994735688,0.00671199824523,0.00938802368941,DorothyDay,4,4.0,4.04102700721
142,DorothyDay_test20,10,3.70108699799,0.0181544348109,0.00280864574429,0.0166890544226,0.0121707982253,0.0150608539911,0.00468107624049,0.00854805226523,DorothyDay,4,3.7,4.01691611633
143,DorothyDay_test15,10,2.65538215637,0.0233061712918,0.00227933215568,0.0111117442589,0.0107128611317,0.00900336201493,0.00336201492963,0.00826257906433,DorothyDay,4,4.0,4.00769038286
144,DorothyDay_test5,10,2.12523984909,0.0170035758593,0.00554623075239,0.0146683208057,0.0109465080639,0.0136466467197,0.00467051010728,0.00977888053711,DorothyDay,4,4.0,4.25172634245
152,Unitarian_test6,10,5.20494794846,0.0248380470848,0.0123558224048,0.0251540527729,0.00985937746879,0.00527729499131,0.00410807394533,0.0106493916891,Unitarian,7,6.9,7.44252392348
155,Unitarian_test3,10,5.44860696793,0.0205840114888,0.0109801340354,0.0219602680708,0.0103518429871,0.00993298228818,0.00451771182384,0.0100526567736,Unitarian,7,7.0,6.6747644842
158,Unitarian_test4,10,5.62036514282,0.0240271611387,0.00902469458228,0.0213284582572,0.0138417341342,0.00641304663243,0.00313397753983,0.00957604248281,Unitarian,7,4.4,6.21219876704
162,Unitarian_test5,10,5.79412412643,0.016290974913,0.00820205334163,0.0296122408575,0.0108040840569,0.0104081228611,0.00330910427921,0.0122182311848,Unitarian,7,7.0,7.01813776641
166,Unitarian_test0,10,6.52021598816,0.0162597558535,0.00827996798079,0.0286922153292,0.0114818891335,0.00815489293576,0.0041775065039,0.0119571743046,Unitarian,7,7.0,7.14008593096
168,Unitarian_test7,10,6.4819009304,0.0189099834694,0.0105194610029,0.027751339979,0.010870109703,0.00969293192406,0.00533486950859,0.0118719631318,Unitarian,7,7.0,7.16057254345
171,Unitarian_test2,10,5.3601911068,0.0179417738659,0.00815535175725,0.0264048747461,0.00812457684496,0.00840155105558,0.00593955807226,0.0102480457931,Unitarian,7,6.7,6.84763307486
177,Unitarian_test8,10,5.31542801857,0.0243241578915,0.00723566722089,0.0274031652195,0.00991440359628,0.00920623191083,0.00387954923333,0.0109304760145,Unitarian,7,6.9,6.69162799188
178,Unitarian_test1,10,5.69307112694,0.0235963733089,0.00637817120956,0.0175042187455,0.0108400308898,0.0127563424191,0.00217372651088,0.00835168606813,Unitarian,7,3.7,4.9807838813
180,JohnPiper_test8,10,4.33593511581,0.0240794223827,0.01440433213,0.0138628158845,0.00743682310469,0.019963898917,0.0014440433213,0.0112996389892,JohnPiper,4,4.0,4.19308466392
181,JohnPiper_test15,10,3.81169509888,0.0219372397015,0.019669291988,0.0107212073729,0.00997896993938,0.0188858191415,0.00119582697621,0.0138138633458,JohnPiper,4,4.0,3.87915186288
184,JohnPiper_test4,10,4.45911598206,0.0220843411505,0.0179128544887,0.00844813685281,0.00844813685281,0.0199109615452,0.000385599607389,0.011077225085,JohnPiper,4,4.0,3.99327622818
191,JohnPiper_test13,10,4.16909408569,0.0178998478151,0.0177186752663,0.0137691137039,0.00945720704399,0.0205449670266,0.000289876077977,0.0111602290021,JohnPiper,4,4.0,3.77033836633
194,JohnPiper_test2,10,4.22730612755,0.0187079257634,0.016364785956,0.00963290809685,0.00810800758731,0.0185963476773,0.00096701007922,0.0115297355599,JohnPiper,4,4.0,4.11943388158
199,JohnPiper_test11,10,4.34999990463,0.0199978341696,0.017579323539,0.0133920514024,0.00739992058622,0.0219470815435,0.000613651951052,0.0141139948742,JohnPiper,4,4.0,4.11979454765
201,JohnPiper_test7,10,4.12096905708,0.0179025265361,0.0188368963971,0.0107265660039,0.0077365824488,0.0256764837793,0.000672746299895,0.0134549259979,JohnPiper,4,4.0,4.61294838532
205,JohnPiper_test0,10,4.44289493561,0.0147119767924,0.0156444260257,0.0137104572455,0.00918635170604,0.0254524105539,0.00293548832712,0.0109131095455,JohnPiper,4,4.0,4.58927376059
207,JohnPiper_test9,10,4.11016702652,0.0181790865385,0.0166766826923,0.0141225961538,0.00661057692308,0.0230994591346,0.000375600961538,0.00950270432692,JohnPiper,4,4.0,3.81623809334
209,JohnPiper_test16,10,3.88252496719,0.0154831387808,0.010740920882,0.013983463035,0.00818741893645,0.0269536316472,0.000364785992218,0.0117542153048,JohnPiper,4,4.0,4.37829482649
212,JohnPiper_test5,10,4.36797189713,0.0201015583961,0.0183855717037,0.0109262826125,0.0100857993346,0.0264752232534,0.000455261775521,0.0104360007004,JohnPiper,4,4.0,3.86889976303
216,JohnPiper_test14,10,4.44838500023,0.0205005877066,0.0158335061882,0.0112701375925,0.00698333679043,0.0242342529212,0.000829703381041,0.0115121344119,JohnPiper,4,4.0,3.92927360002
220,JohnPiper_test3,10,4.13423299789,0.0145019385625,0.0195347450045,0.0127497763197,0.0072696093051,0.0252385923054,0.00313152400835,0.0105502535043,JohnPiper,4,4.4,4.97106894224
226,JohnPiper_test12,10,3.98904109001,0.0196780653112,0.0153265557609,0.0134781269254,0.0118607516944,0.0221811460259,0.000731669747381,0.0120918052988,JohnPiper,4,4.0,3.44508485081
229,JohnPiper_test1,10,4.28610491753,0.0175295556461,0.0156765370789,0.012897009228,0.00804210058185,0.0185301856725,0.000407664084794,0.0117851980877,JohnPiper,4,4.0,4.19361606691
231,JohnPiper_test17,10,4.17592406273,0.0185260062489,0.0177908472707,0.0137842308399,0.00768241132145,0.0169821723948,0.00117625436501,0.0108068369785,JohnPiper,4,4.0,4.28045189295
233,JohnPiper_test10,10,4.19968700409,0.0177053824363,0.0155061875652,0.0123751304607,0.00808856418667,0.02426569256,0.000820038765469,0.0136051886089,JohnPiper,4,4.0,4.61410734051
235,JohnPiper_test6,10,4.52421307564,0.0222810950343,0.0158277290945,0.0110726173494,0.0100196997487,0.0187487263094,0.000781196929556,0.0104612458393,JohnPiper,4,4.0,4.12157041326
240,WBC_test11,10,4.82302618027,0.0164147993747,0.00504820218864,0.0103243877019,0.0153725898906,0.0224075039083,0.00162845231892,0.0101289734237,WBC,1,1.2,1.48740327615
241,WBC_test3,10,4.70861387253,0.0119566318776,0.00574188536495,0.010605600027,0.0162461580032,0.0245550038842,0.00131725605431,0.00847772486236,WBC,1,1.0,0.384689137661
244,WBC_test6,10,5.12762093544,0.00787994851348,0.00640442030578,0.0109565817976,0.0166703293253,0.0141273977333,0.00640442030578,0.00863340972593,WBC,1,2.3,2.97945494406
246,WBC_test1,10,7.16581988335,0.0128564649036,0.00726951119548,0.00899521118254,0.0188748436084,0.0283877647871,0.00122956124078,0.0121661849088,WBC,1,1.1,1.12656119691
249,WBC_test8,10,4.46605920792,0.0157800610162,0.00873163376232,0.00988883823684,0.0160956622366,0.0215310165866,0.000526002033875,0.00845109934425,WBC,1,1.1,1.26247195212
253,WBC_test12,10,4.9397149086,0.0119722346049,0.00589059415398,0.0137553333758,0.0180538750557,0.0241673565561,0.00210150926575,0.0100936126855,WBC,1,1.0,0.543170815271
254,WBC_test4,10,4.4210600853,0.0100727887655,0.00749944856996,0.0128667009779,0.0140063230645,0.0187853834277,0.00272038820675,0.0102933607823,WBC,1,2.0,2.04380626582
257,WBC_test10,10,6.92988014221,0.0146772336846,0.0124413353405,0.00931993270167,0.0174665722129,0.0194368192686,0.000752678650491,0.0110466660763,WBC,1,1.1,1.42425269912
258,WBC_test2,10,5.10894489288,0.009720268792,0.00478199718706,0.0108141897171,0.0175027348023,0.0221597124551,0.00125019534302,0.00922019065479,WBC,1,1.0,0.432040671998
263,WBC_test0,10,5.37674498558,0.012152062614,0.00673806861649,0.0132995939505,0.0163302536338,0.0245395162714,0.00120637909728,0.0101218148649,WBC,1,1.0,0.471500644598
269,WBC_test7,10,5.35802412033,0.011754095022,0.00931017427482,0.0100666259347,0.0196968374502,0.0208606092345,0.00174565767653,0.0114049634867,WBC,1,1.1,0.834401586405
274,WBC_test9,10,5.40618991852,0.0133202061736,0.00445937337117,0.0154919789193,0.0154051080095,0.0231366189842,0.00130306364742,0.00900561765217,WBC,1,1.0,0.890346621947
278,WBC_test5,10,4.74745893478,0.0106372062797,0.00666963094709,0.0116975065841,0.0140233266067,0.0232239969901,0.00246263296508,0.00882443479153,WBC,1,2.0,1.24067007347
279,PastorAnderson_test5,10,18.7542140484,0.0150481053107,0.0290976346775,0.0225504497933,0.0175228369977,0.0144489597444,0.00104199228926,0.0187211281303,PastorAnderson,2,2.0,1.91664571989
285,PastorAnderson_test1,10,16.0952630043,0.0116381590548,0.0216990928506,0.0168204706205,0.0155371382668,0.0203471854856,0.00317404337859,0.0182997315778,PastorAnderson,2,1.6,3.4417688897
288,PastorAnderson_test4,10,17.0120630264,0.0142935731087,0.0284733287806,0.0230006070263,0.0152705061082,0.0139521207982,0.00492260414295,0.0160767129524,PastorAnderson,2,2.2,2.70383875171
289,PastorAnderson_test3,10,20.7978401184,0.013559996815,0.0220240465005,0.0177561907795,0.0182657854925,0.015988534119,0.00366271199936,0.018154311649,PastorAnderson,2,2.0,2.24632920218
293,PastorAnderson_test6,10,15.2925200462,0.0164105044049,0.0258720380143,0.0210992199491,0.0156115304556,0.0167364016736,0.00151384537752,0.0175879396985,PastorAnderson,2,2.0,1.98022557366
297,PastorAnderson_test0,10,18.385653019,0.0147196133355,0.0258600172095,0.0200655425569,0.0173101920507,0.0158089379543,0.00106186265356,0.0174932718185,PastorAnderson,2,2.0,1.91542626679
300,PastorAnderson_test2,10,18.9124801159,0.0150809628009,0.0278687089716,0.0210940919037,0.015772428884,0.0133916849015,0.000954048140044,0.0183282275711,PastorAnderson,2,2.1,2.16015056518
