,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,14.559431076,"s, christ, love, don, want, ill, know, get, ask, t, go, i, preacher, preach, said",0.0332769159154,0.0220831030573,0.9,0.1,0.606987510099,0.692209473731,0.658612063119,Shepherd,4,4.3,4.23970190281
4,Shepherd_test9,10,15.6516120434,"s, christ, don, ask, get, ill, love, t, rememb, said, god, know, evil, thing, want",0.034797320288,0.0203231809738,1.0,0.0,0.548857678859,0.649449124969,0.597937245294,Shepherd,4,4.0,4.06071799877
5,Shepherd_test0,10,14.5796301365,"s, get, don, said, want, rememb, t, god, ill, thing, bless, ask, i, thank, say",0.0356005641684,0.0237025801322,0.8,0.2,0.597813784588,0.667167064965,0.51060787872,Shepherd,4,4.3,3.86347192535
8,Shepherd_test10,10,14.8271892071,"s, christ, god, want, get, ask, sin, preacher, don, t, wrath, said, ill, heaven, know",0.0340897220561,0.0244223769179,0.8,0.2,0.589298075939,0.662972687375,0.64539480459,Shepherd,4,4.0,4.07224739304
14,Shepherd_test20,10,15.4367802143,"s, get, christ, don, thank, god, t, want, ask, lord, sin, hope, thing, know, said",0.0350040889402,0.0189830273182,0.9,0.1,0.580369145283,0.651567704991,0.607939242968,Shepherd,4,4.0,3.91435990752
15,Shepherd_test6,10,14.9128470421,"s, get, fear, christ, don, ill, t, want, wisdom, said, say, god, good, thing, noth",0.0336678875153,0.0250200793965,0.8,0.2,0.623797426319,0.664210589341,0.596823586896,Shepherd,4,4.0,3.97217155015
20,Shepherd_test16,10,15.1991040707,"s, don, get, want, sunday, god, bad, know, christ, t, said, ask, ill, need, thing",0.0342742437053,0.022227791055,0.9,0.1,0.581871371733,0.657871385663,0.678009893109,Shepherd,4,4.0,4.18684184421
22,Shepherd_test19,10,14.5644888878,"s, christ, get, don, jesus, t, ask, know, want, say, said, ill, god, thank, pray",0.032601954832,0.0212995187325,0.7,0.3,0.583472873932,0.652429557068,0.650826736809,Shepherd,4,3.98863636364,4.29199219055
29,Shepherd_test14,10,16.5382220745,"s, don, christ, get, ask, t, want, ill, said, sin, prayer, know, car, go, i",0.0287967407964,0.0241317707218,0.7,0.3,0.584700855902,0.70281434657,0.632713427252,Shepherd,4,5.18863636364,3.96058959993
30,Shepherd_test4,10,14.230091095,"s, get, want, don, christ, car, know, ask, i, t, thing, ill, god, said, drink",0.0286285856663,0.0245058708105,0.5,0.5,0.633833887174,0.659970172943,0.548325690508,Shepherd,4,4.56,4.2600761537
31,Shepherd_test8,10,14.761963129,"s, don, worship, want, t, get, sin, ask, thing, ill, said, lord, thank, preacher, christ",0.0345287743136,0.0203502009535,0.8,0.2,0.599655308801,0.637956904123,0.608336398696,Shepherd,4,4.0,3.9430350649
33,Shepherd_test3,10,15.7263650894,"s, ask, christ, pray, don, get, want, ill, go, door, god, know, devil, let, satan",0.0275057852207,0.0232385947086,0.6,0.4,0.64687731219,0.653182030778,0.551434361265,Shepherd,4,4.36,4.36390526559
36,Shepherd_test13,10,14.0744729042,"s, don, get, bless, christ, thank, rememb, want, god, ill, know, prayer, t, look, jesus",0.0359185554294,0.0163696445203,1.0,0.0,0.616947108063,0.666713073718,0.722230687064,Shepherd,4,3.4,3.62152711213
44,Shepherd_test21,10,15.4144539833,"s, christ, get, don, want, know, ask, t, car, ill, said, god, must, i, say",0.031829558133,0.0203568864552,0.9,0.1,0.612623930334,0.61559335931,0.554832596527,Shepherd,4,4.1,3.92546484631
45,Shepherd_test1,10,14.7741308212,"s, christ, don, want, walk, get, know, t, god, ask, preach, preacher, sin, said, i",0.0342229200338,0.0251007966263,0.8,0.2,0.586183618596,0.629468902772,0.566613717849,Shepherd,4,4.0,3.85406681679
49,Shepherd_test11,10,14.5690460205,"s, don, get, want, christ, ask, t, know, god, ill, bless, heaven, jesus, said, lord",0.036378000471,0.0234445455632,0.9,0.1,0.625659912893,0.664116269114,0.553674501341,Shepherd,4,4.0,3.83143766629
55,Shepherd_test18,10,14.3602199554,"s, christ, don, want, jesus, ill, said, sin, god, ask, prayer, get, t, let, thing",0.029597234349,0.0232684666308,0.8,0.2,0.576885724569,0.640713334777,0.738393946837,Shepherd,4,5.6,4.48170187822
58,Shepherd_test7,10,15.1865489483,"pray, s, get, prayer, sin, want, don, christ, ask, thing, ill, said, god, heaven, spirit",0.0284991782511,0.0257232271189,0.6,0.4,0.571105412652,0.617679933532,0.554824751419,Shepherd,4,3.66,3.91331626324
63,Shepherd_test17,10,15.1032328606,"s, get, don, want, god, said, know, preach, thank, preacher, t, ill, christ, enoch, say",0.0376500041205,0.0202208695873,1.0,0.0,0.612069934793,0.659257917457,0.616181443769,Shepherd,4,4.0,3.94904886467
66,Shepherd_test2,10,13.6077160835,"s, christ, get, don, know, ask, t, sin, love, i, pray, ill, want, jesus, god",0.033614011131,0.0245328667361,0.7,0.3,0.610395569207,0.668412393518,0.547912170628,Shepherd,4,4.06,3.89181831183
71,Shepherd_test12,10,13.4491062164,"pray, prayer, s, get, don, ask, want, christ, god, t, ill, heaven, said, satan, jesus",0.0296650134048,0.0204867700497,0.8,0.2,0.627805402034,0.662642755544,0.63513360423,Shepherd,4,5.5,4.29524739489
72,Shepherd_test5,10,14.1098470688,"s, get, christ, preach, don, said, want, say, ill, wisdom, heaven, god, preacher, t, will",0.0375668755625,0.0235241903333,0.8,0.2,0.595153847669,0.649752730582,0.608091596801,Shepherd,4,4.0,3.80467839609
73,DorothyDay_test8,10,9.97586297989,"worker, talk, too, love, get, fr, joy, bus, bed, room, farm, met, penanc, reader, put",0.0299579546686,0.0183921751009,1.0,0.0,0.739395651634,0.71674406515,0.751312198843,DorothyDay,4,7.10142857143,4.43078476353
75,DorothyDay_test13,10,8.98790788651,"prison, ammon, worker, tax, love, want, get, poverti, cathol, talk, maurin, peter, room, ask, prayer",0.029049750672,0.0227604237764,0.6,0.4,0.72777219011,0.741314634054,0.707172569408,DorothyDay,4,4.18267857143,4.04182361513
76,DorothyDay_test3,10,8.50873708725,"worker, get, ask, retreat, pray, go, peter, fellow, prayer, christ, room, hospit, priest, maurin, seattl",0.0267120521935,0.0192922073372,0.8,0.2,0.714385781115,0.744453820203,0.644077705634,DorothyDay,4,3.90683597884,4.08760116083
88,DorothyDay_test23,10,13.7212028503,"fr, get, worker, too, priest, christ, talk, am, room, i, maurin, go, ammon, trip, peter",0.0247297602717,0.0203889759872,0.8,0.2,0.715528262937,0.729099509286,0.656441572317,DorothyDay,4,3.98808597884,4.20155255769
89,DorothyDay_test16,10,11.2740209103,"retreat, worker, fr, ammon, priest, get, go, i, rayna, love, room, too, knew, girl, lacoutur",0.0276540995712,0.021225768254,0.6,0.4,0.675752236656,0.73518432374,0.693273261519,DorothyDay,4,3.59006493506,3.72099770706
90,DorothyDay_test6,10,17.1578979492,"get, worker, too, talk, go, morn, room, want, i, street, say, night, told, thing, am",0.0203568280665,0.0191171362561,0.7,0.3,0.728460858102,0.783209457346,0.792073161392,DorothyDay,4,5.24740740741,4.9142124748
91,DorothyDay_test11,10,9.56853914261,"worker, love, get, i, christ, bread, pray, am, tri, say, tree, fr, go, too, street",0.0249873260888,0.0184996214674,0.9,0.1,0.773778341543,0.703408790151,0.583144930826,DorothyDay,4,4.80142857143,4.58828396223
