,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC
0,Shepherd_train32,10,13.2662038803,"don, get, s, thank, ask, want, christ, t, god, lord",0.0377592733288,0.0179174043181,1.0,0.0,0.60787466501,0.690924697938,0.659515420162
1,DorothyDay_test8,10,9.1478369236,"worker, get, talk, room, peter, strike, too, say, ask, tri",0.0242863382466,0.0193390545535,0.8,0.2,0.704399085365,0.70533217828,0.728998824691
2,Shepherd_train27,10,13.0151369572,"s, christ, don, want, get, preach, t, preacher, i, love",0.0353647602718,0.0185562383445,1.0,0.0,0.649061572309,0.67383623001,0.596236838083
3,Unitarian_train13,10,18.3884739876,"fear, say, am, love, i, feel, s, let, silenc, nt",0.0298144598436,0.0225468744807,0.7,0.3,0.688169497773,0.703551734915,0.70347372716
4,Unitarian_test6,10,16.7218520641,"garden, hope, am, unitarian, i, look, let, get, bread, love",0.0287380942921,0.0230482789188,0.8,0.2,0.629400861806,0.744162640786,0.861482862837
5,JohnPiper_train57,9,11.4840369225,"vers, god, say, gift, love, etern, sin, s, christ, fear",0.0351619230121,0.0248498040255,0.666666666667,0.333333333333,0.727654568308,0.663305719769,0.719640708914
6,WBC_train34,10,17.467138052,"shall, unto, ye, god, sin, thou, s, thi, hell, christ",0.0225412666374,0.029603827527,0.4,0.6,0.596500648802,0.778111559243,0.711771281212
7,DorothyDay_train68,10,8.69497895241,"worker, get, too, go, room, pray, farm, love, priest, fr",0.0274905762121,0.0206531161254,0.8,0.2,0.703592794066,0.752002337651,0.76252432019
8,Shepherd_train44,10,14.1579430103,"s, get, christ, pray, don, ill, ask, want, jesus, god",0.0315707195145,0.0246503981811,0.7,0.3,0.616880325291,0.648802964537,0.635815429233
9,Shepherd_test15,10,15.0282721519,"s, christ, get, don, want, know, t, preach, love, ask",0.033963555401,0.0226195392431,0.8,0.2,0.557873845485,0.63383174576,0.583022985522
10,DorothyDay_test13,10,15.4309020042,"car, get, want, too, talk, go, worker, farm, got, labor",0.0304370949936,0.0188654682357,0.9,0.1,0.715853788802,0.774765780142,0.571810046789
11,PastorAnderson_test5,10,57.5688388348,"s, re, say, nt, get, bibl, go, save, want, let",0.024774358769,0.0181402381106,0.8,0.2,0.628565335163,0.702508223659,0.776918132674
12,DorothyDay_test3,10,16.5564720631,"get, too, go, tri, say, room, worker, talk, farm, tamar",0.0249112265274,0.0204168918268,0.9,0.1,0.737467088541,0.748304977527,0.66883564262
13,DorothyDay_train29,10,9.59945392609,"worker, get, poverti, destitut, farm, too, poor, go, maurin, tri",0.029548387305,0.0221183456348,0.7,0.3,0.711659968301,0.757620212776,0.792226655409
14,Unitarian_train25,10,18.7718889713,"nt, s, let, am, friendship, get, know, hope, i, feel",0.0264669723651,0.0195971849784,0.8,0.2,0.67768223831,0.668117743075,0.508768035182
15,JohnPiper_test8,10,13.1684930325,"god, vers, sin, s, say, love, jesus, prayer, abid, know",0.0324127911454,0.0211820343096,0.8,0.2,0.760712327266,0.69593949988,0.694032957276
16,DorothyDay_train65,10,12.3059089184,"worker, too, room, get, priest, pray, go, farm, bed, talk",0.0292108861276,0.0203224290612,0.9,0.1,0.733984830535,0.763768186111,0.769006381976
