,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
32,Shepherd_test8,10,54.4791238308,"s, christ, ask, don, pray, love, thank, preach, get, said, god, t, sin, want, talk, jesus, ill, know, lord, i, evil, re, everyon, someon, judg, bless, let, bad, must, ungod",0.0329893592591,0.0242836095971,0.7,0.3,0.0548235517628,0.531055333189,0.0228193302587,0.0143573290555,0.0236214156808,0.00890314818528,0.0247443352717,0.00597553639463,0.0129135752958,0.663421294971,0.610844827751,Shepherd,4,4.0,3.80038183203
35,Shepherd_test3,10,49.7840750217,"s, sin, god, christ, want, don, get, save, ask, know, jesus, bad, scriptur, t, say, will, said, i, thing, ill, better, good, heaven, truth, faith, go, wisdom, think, let, anyth",0.0383526401479,0.020830502924,0.9,0.1,0.0936658048297,0.634538953022,0.0204694760455,0.01634353469,0.0207098221439,0.0110959782086,0.0240746675212,0.0039657106233,0.0123377663836,0.65590361406,0.593382147567,Shepherd,4,4.0,4.10964830915
38,Shepherd_test13,10,56.3421151638,"s, christ, don, get, christma, preach, know, ask, say, preacher, t, ill, want, said, lord, god, go, i, spirit, commit, will, re, love, prais, thing, someth, thank, pray, let, jesus",0.0325755220671,0.0197377570655,1.0,0.0,0.0627112941029,0.585920238387,0.0236497061176,0.0200674712204,0.0223976628526,0.00876430285535,0.0279275206065,0.00226063367301,0.0115118422425,0.702049169382,0.69162717706,Shepherd,4,4.0,3.94820155555
44,Shepherd_test21,10,57.3255689144,"s, don, get, t, want, christ, better, know, god, i, said, will, go, good, thing, say, do, noth, someon, lord, someth, am, ill, didn, thank, should, talk, heaven, love, learn",0.0394995226964,0.0236853448664,0.8,0.2,0.0649430966608,0.60185265382,0.0260810581652,0.0177378327963,0.0256740715618,0.0108190605393,0.0198066813634,0.00556215024589,0.0132948957097,0.695916746217,0.593399946597,Shepherd,4,4.0,4.10759245296
45,Shepherd_test1,10,60.4469330311,"christ, s, sin, know, get, evil, ask, pray, god, don, lord, happen, prayer, said, let, want, t, ill, thing, say, jesus, i, preacher, will, hope, wait, whi, do, someon, am",0.0285501209368,0.0283398921192,0.5,0.5,0.0751848565966,0.605082765103,0.0241826673586,0.0188548693998,0.025012973534,0.00823386957274,0.0251167618059,0.00359799342674,0.0114167099118,0.631561283429,0.652670472424,Shepherd,4,4.3,4.04395636055
49,Shepherd_test11,10,62.500439167,"s, christ, walk, ill, god, get, don, said, t, ask, know, love, fear, bless, want, i, lord, car, will, thing, someth, let, jesus, must, confid, say, re, better, go, think",0.0347401926574,0.0215752271165,0.9,0.1,0.0732554953962,0.606425190197,0.0202515679198,0.0207771276409,0.0242458218002,0.0104411197926,0.024140709856,0.0042745523983,0.0141200378403,0.679872745068,0.641094017325,Shepherd,4,4.0,3.85725596923
55,Shepherd_test18,10,60.1111488342,"s, get, christ, know, ill, pray, ask, want, wisdom, said, god, lord, say, sin, got, bad, thing, i, don, good, let, money, go, car, evil, do, rememb, preacher, t, someon",0.0329326537591,0.0266300999976,0.7,0.3,0.0670176502971,0.628435014838,0.0185917041823,0.0159111996976,0.0234028660779,0.00883191862263,0.0312725523214,0.00553283617994,0.0108251142651,0.682636241782,0.653674685308,Shepherd,4,4.8,3.92568502431
58,Shepherd_test7,10,64.1791489124,"s, get, don, christ, t, want, know, grace, go, love, ill, god, ask, tell, sin, said, i, jesus, didn, car, let, got, preacher, scriptur, say, sunday, thing, whi, talk, bless",0.0353597286788,0.0192313927846,1.0,0.0,0.0598918860975,0.608221390385,0.0216523647974,0.0156987959822,0.0267744295882,0.0117740969866,0.0213530233486,0.00781613783011,0.0116077961817,0.65738811733,0.583298825536,Shepherd,4,4.3,4.06538249739
63,Shepherd_test17,10,54.374297142,"s, christ, said, god, get, ill, rememb, ask, pray, prais, want, don, widow, disagr, thank, say, sin, happen, t, i, know, go, someon, done, will, better, must, do, whi, am",0.0332663467595,0.0227880330596,0.7,0.3,0.075821415791,0.606107305546,0.0204336640941,0.0150312385153,0.0228959941198,0.0103270856303,0.0242557883131,0.00893054024256,0.00988607129732,0.658420270246,0.591959751982,Shepherd,4,4.0,3.88674531135
67,Shepherd_test2,10,60.7842521667,"s, walk, god, grace, get, don, ask, ill, t, know, i, said, thank, want, merci, say, heaven, preach, christ, thing, go, love, must, jesus, bless, got, am, tell, hope, faith",0.0378582041739,0.0213125487787,0.9,0.1,0.0671593501688,0.593839241748,0.0225826532024,0.0161502282473,0.0275625951031,0.00719324941209,0.0251072070826,0.00629409323558,0.0101673813806,0.68118896625,0.632367644063,Shepherd,4,4.0,3.96791406092
71,Shepherd_test12,10,60.6975150108,"s, get, pray, don, want, preach, christ, preacher, ask, god, i, t, prayer, ill, mom, talk, know, love, said, say, didn, worship, whi, nt, thing, sermon, heard, re, sunday, grace",0.0309688193502,0.0201657955062,0.7,0.3,0.0747658787686,0.61391750055,0.0196802408948,0.0159521078291,0.0276383710926,0.00885431603097,0.018927444795,0.00476770863206,0.0121881273301,0.656497502711,0.64695484855,Shepherd,4,4.0,4.82789868441
72,Shepherd_test5,10,59.7155649662,"s, get, ask, christ, don, god, ill, wisdom, said, prais, want, say, lord, t, go, drink, know, let, someon, i, someth, worship, bless, preacher, will, whi, jesus, thing, ve, pray",0.0311755868152,0.0219856638188,1.0,0.0,0.0710023170943,0.606536562286,0.0203446887921,0.0179296717772,0.024113578982,0.011196897069,0.0232719821435,0.004756851696,0.012587361411,0.692311009372,0.588482326022,Shepherd,4,4.0,4.19226596634
73,DorothyDay_test8,10,46.9152259827,"worker, farm, get, love, go, talk, too, rayna, job, i, say, told, dollar, girl, feel, rememb, sit, room, night, am, bread, stjoseph, morn, met, joy, tivoli, tri, hear, read, garden",0.0260289391191,0.0214395722986,0.8,0.2,0.157695014657,0.668389516321,0.0179898135601,0.00196252511565,0.0171487313677,0.00967244521284,0.0106069809822,0.0120555114247,0.00845754871268,0.763464788404,0.669616503091,DorothyDay,4,4.0,4.09559098263
75,DorothyDay_test13,10,38.7957348824,"worker, room, am, night, farm, feel, get, talk, priest, conscript, too, fr, i, mexican, go, fear, car, pray, prayer, got, say, love, chavez, cotton, done, walk, cesar, evil, morn, christ",0.0263800174301,0.0208462710969,0.8,0.2,0.181000192834,0.672989792801,0.0198439937598,0.00312012480499,0.016224648986,0.0109828393136,0.00948517940718,0.00436817472699,0.00823712948518,0.73544407232,0.688160114433,DorothyDay,4,4.3,4.06123587181
76,DorothyDay_test3,10,39.6034798622,"worker, get, strike, room, babi, i, go, want, felt, labor, love, teresa, too, told, franz, ask, am, feel, knew, poverti, priest, christ, joy, christma, cathol, afternoon, down, morn, know, farm",0.0239681489831,0.0197907445982,0.4,0.6,0.144870094524,0.704206307443,0.0139821644831,0.00231201144996,0.0230650666079,0.0121655840581,0.0151932180997,0.00897280634152,0.00985357260817,0.73462791213,0.731352578293,DorothyDay,4,4.9,4.16809367796
87,DorothyDay_test23,10,43.1600539684,"worker, get, helen, love, room, too, strike, go, picket, retreat, ask, labor, i, hospit, priest, told, negro, say, reader, memphi, cotton, arrest, tri, pray, littl, pick, pay, rememb, christ, prayer",0.0260605617612,0.0231762992104,0.7,0.3,0.157918401156,0.662279176059,0.0142169962587,0.00197755211117,0.0158204168894,0.0134152859433,0.0108498129343,0.0114377338322,0.00994120791021,0.75375569739,0.653370659127,DorothyDay,4,5.2,4.16716827545
88,DorothyDay_test16,10,33.018682003,"rememb, too, worker, i, talk, love, go, joy, get, christ, mind, hospit, labor, room, want, joe, got, feel, done, night, prayer, ask, pictur, hour, ddlw, summari, say, poverti, seem, look",0.0255390788717,0.0209426360104,0.6,0.4,0.169144177592,0.685183513887,0.0183511747532,0.0035451133046,0.0238426247741,0.0110524120673,0.0116085082719,0.00715973863478,0.0117475323231,0.739676854312,0.687441678083,DorothyDay,4,4.0,4.52216555911
89,DorothyDay_test6,10,42.2699451447,"worker, priest, mike, love, street, too, tri, say, christ, thing, cathol, farm, i, ask, conscienc, maurin, get, answer, beg, go, fr, cardin, peter, polic, talk, ye, am, rememb, reader, let",0.0269451533649,0.0217105239306,0.7,0.3,0.162624123692,0.71512503108,0.0192552514322,0.00498620835986,0.0155421175472,0.0107150434967,0.0160195204753,0.001485253554,0.0108741778061,0.72118311231,0.72507212793,DorothyDay,4,4.0,4.08595273903
90,DorothyDay_test11,10,42.968859911,"room, worker, night, fr, han, picket, too, farm, talk, priest, go, strike, rememb, guard, bread, street, i, prison, prayer, hour, knew, maurin, jail, polic, felt, know, get, tri, want, morn",0.0225949387123,0.0222637976284,0.6,0.4,0.158729271607,0.697178116589,0.0223759593557,0.00145930169711,0.0163225597233,0.012593233164,0.0149173062372,0.00724246027456,0.00762079775159,0.754496390214,0.697618270623,DorothyDay,4,4.0,3.86223072353
91,DorothyDay_test1,10,42.3491327763,"worker, prison, strike, get, room, bread, farm, labor, done, too, hospit, summari, talk, peter, go, night, want, cathol, reader, priest, babi, visit, maurin, retreat, tri, i, love, say, destitut, paper",0.0224681904248,0.0209634664448,0.5,0.5,0.206897028093,0.710415828133,0.0197517824135,0.000844996039081,0.0127277528387,0.0144705571693,0.00945339318722,0.00670715606021,0.00934776868233,0.73788833039,0.702998881942,DorothyDay,4,4.0,4.04373646431
92,DorothyDay_test18,10,43.7368221283,"worker, ammon, priest, get, fr, too, room, am, parish, prayer, got, night, christma, farm, hospit, go, talk, retreat, say, paper, morn, love, want, i, street, tri, cathi, read, maurin, girl",0.0255878926673,0.0182875883456,0.8,0.2,0.144534530869,0.725596524852,0.0165210332808,0.00233968390393,0.0131786277038,0.00988397077783,0.0197679415557,0.00931098696462,0.00974072482452,0.779521487458,0.718252431085,DorothyDay,4,4.0,4.20858722994
103,DorothyDay_test21,10,48.7592749596,"worker, get, dolci, talk, i, too, room, farm, hour, go, cooper, hospit, want, afternoon, paz, labor, joy, tri, cesar, felt, read, retreat, priest, told, prison, am, shop, sleep, rememb, morn",0.0269357487782,0.0210831635233,0.8,0.2,0.17752312527,0.734841979228,0.0167553806989,0.00374913214534,0.0227725063643,0.0102291136311,0.0111548252719,0.00647998148577,0.0086554038417,0.779986058611,0.673359357854,DorothyDay,4,4.0,4.28714459015
104,DorothyDay_test14,10,33.277354002,"worker, farm, get, fr, tanzania, love, nyerer, prison, too, talk, retreat, maurin, ask, paint, merci, room, go, say, am, trip, ddlw, picket, summari, night, i, peter, cloth, walk, tri, moment",0.0271163166752,0.0258027987615,0.5,0.5,0.167167717194,0.715630259597,0.0209011590051,0.00182315405652,0.0122411772366,0.00813908060945,0.0125016278161,0.00657637713244,0.0115900507879,0.747929710751,0.676171664089,DorothyDay,4,4.0,4.60006738012
105,DorothyDay_test4,10,33.4256608486,"worker, get, babi, bed, want, hospit, tri, told, go, talk, too, love, am, i, farm, room, thing, put, say, bless, merci, fill, weav, polic, cathol, visit, prayer, stjoseph, labor, maurin",0.0230287010356,0.0216352034818,0.6,0.4,0.17975811598,0.738293000458,0.0224661403171,0.00250336992105,0.0171384556133,0.00815199948649,0.0214391167597,0.00731754284614,0.0103344245459,0.70429237089,0.725719843039,DorothyDay,4,4.0,3.97431142316
115,DorothyDay_test12,10,44.3847160339,"say, christ, talk, bread, get, fr, fear, worker, cw, prison, simon, tri, go, thing, priest, want, hospit, am, prayer, negro, room, i, know, joy, parish, feel, night, stay, too, poverti",0.0247279962402,0.0219097447785,0.7,0.3,0.161641340245,0.695357629748,0.024212106053,0.00665332666333,0.0176088044022,0.00915457728864,0.011955977989,0.00510255127564,0.0111055527764,0.770474562623,0.690326917973,DorothyDay,4,4.4,4.20943823308
116,DorothyDay_test2,10,47.7627930641,"worker, room, too, get, hospit, farm, peter, cathol, priest, talk, say, prayer, maurin, tri, factori, retreat, destitut, labor, cloth, love, done, go, fr, street, christ, care, ask, know, bus, away",0.0266912423374,0.0207209994054,0.8,0.2,0.176221023282,0.67909879291,0.0229326239508,0.00160528367656,0.00963170205935,0.0125670779251,0.0123836169334,0.00399027656744,0.00935651057194,0.753050512033,0.788395477767,DorothyDay,4,4.0,3.75039720724
125,DorothyDay_test9,10,36.6823260784,"worker, get, bed, too, refus, room, cathol, franz, prison, am, summari, told, deleg, woman, arrest, hospit, go, conscienti, reader, prayer, ask, shelter, priest, tri, ddlw, maurin, i, will, love, committe",0.0225123660005,0.018609199325,0.6,0.4,0.175406573283,0.667578292234,0.0134857436424,0.00256871307475,0.0118160801438,0.0118802979707,0.01271512972,0.00770613922425,0.00963267403031,0.74062782056,0.62378108988,DorothyDay,4,5.6,3.98171010891
126,DorothyDay_test10,10,47.5752189159,"worker, labor, say, get, talk, poverti, go, love, fr, christ, manual, priest, thing, too, tri, bishop, peter, joy, retreat, unemploy, i, am, know, room, look, job, hospit, bread, reader, will",0.02818383284,0.0192284969443,0.8,0.2,0.172347574133,0.695343479456,0.0207066701912,0.00299585866596,0.0133051370165,0.00960437042911,0.0176667547802,0.00229095074456,0.0111022997621,0.741883279448,0.65794216227,DorothyDay,4,4.0,4.05481776252
127,DorothyDay_test0,10,50.020608902,"worker, fr, retreat, get, priest, jack, talk, too, want, i, go, lacoutur, thing, room, merci, hospit, know, farm, tri, hour, will, ask, maurin, felt, cathol, happi, morn, hard, prison, feel",0.0260301473535,0.0214531838088,0.7,0.3,0.128919275119,0.731061538357,0.0175046887559,0.00375100473341,0.0211663838528,0.0133964454765,0.0166115923908,0.00325980173261,0.0118335268375,0.771173016727,0.692896252967,DorothyDay,4,4.0,3.85814482493
131,DorothyDay_test22,10,35.0347471237,"get, worker, joy, maurin, farm, room, talk, go, know, too, peter, mike, am, thing, tri, god, stjoseph, stteresa, ask, love, i, hour, say, wish, dollar, job, prayer, tree, goe, christ",0.0246695259678,0.0186509222614,0.7,0.3,0.136006358872,0.703315987397,0.0210030004286,0.0050211254669,0.0151246096381,0.00783785438736,0.0150021431633,0.00753168820036,0.0115118486314,0.745197779642,0.681568082993,DorothyDay,4,4.0,3.99688725099
132,DorothyDay_test17,10,34.2701871395,"room, get, babi, farm, worker, tri, love, christma, talk, am, done, suffer, too, sin, tamar, bed, night, christ, go, retreat, camp, i, hospit, sobel, want, will, say, month, fr, maurin",0.0243649276656,0.0221984515389,0.6,0.4,0.201845449336,0.707195313304,0.0201977315461,0.00369988475769,0.0161339236975,0.0120701158489,0.0136471159095,0.00479165403045,0.00988657730333,0.790547449552,0.715854422271,DorothyDay,4,5.2,3.65763287309
133,DorothyDay_test7,10,29.3179991245,"worker, too, reader, get, go, hospit, prayer, am, tax, ask, farm, morn, tree, tri, friend, night, i, summari, ade, ddlw, rememb, beg, camp, sick, sleep, street, care, car, away, bread",0.0223978763708,0.0223516522978,0.5,0.5,0.169119338599,0.669777852139,0.023555450162,0.00245039917793,0.0140700339894,0.0101177772508,0.00948541617263,0.00719310726425,0.00885305509446,0.713211988042,0.701405304437,DorothyDay,4,4.3,4.55863717813
136,DorothyDay_test19,10,34.8481462002,"worker, labor, fr, prayer, steel, too, priest, get, negro, tri, talk, love, want, peter, strike, spoke, pray, room, visit, cathol, summari, money, meet, hospit, i, job, lewi, ddlw, street, told",0.0250201463561,0.0194692531753,0.8,0.2,0.155338938867,0.632616236972,0.0133844498251,0.00235404896422,0.0132499327415,0.013048157116,0.0172181867097,0.00269034167339,0.00914716168953,0.743826614769,0.625474065784,DorothyDay,4,5.2,3.43674805122
142,DorothyDay_test20,10,37.287678957,"get, worker, retreat, want, too, ask, go, talk, say, poverti, room, tri, peter, farm, morn, know, reader, maurin, tell, told, love, night, shall, thing, hard, put, feel, gone, dollar, comfort",0.024849817724,0.0209540556332,0.6,0.4,0.147583164721,0.758276529648,0.0260392873458,0.00371174052079,0.0130196436729,0.014104613979,0.0220420283234,0.00291228871631,0.0105641845592,0.691602799879,0.723069094461,DorothyDay,4,4.0,3.98737842609
143,DorothyDay_test15,10,64.2620990276,"get, too, priest, tamar, farm, worker, babi, night, retreat, go, say, dollar, room, job, hour, tomato, ask, am, thing, how, talk, tri, wonder, good, morn, cloth, i, girl, milk, bed",0.0264421607872,0.0217316583162,0.8,0.2,0.194007096474,0.63918075627,0.0181005264297,0.00212735270787,0.0117184683061,0.0111415590971,0.00977139972597,0.00832912670369,0.0116102978294,0.744181881812,0.760781082047,DorothyDay,4,4.3,3.94600111215
144,DorothyDay_test5,10,35.9199399948,"worker, too, go, fr, pray, say, answer, get, ask, priest, know, love, tri, prayer, strike, farm, dont, retreat, am, babi, talk, teresa, crowd, want, thing, cathol, tell, i, spoke, told",0.0234729955044,0.0230519710802,0.5,0.5,0.126378051657,0.697900641462,0.0232991612302,0.00452669418187,0.0141126348023,0.0127812541606,0.0127146851285,0.00605778191985,0.00885368126747,0.742068857358,0.579299986028,DorothyDay,4,4.0,4.60780311428
152,Unitarian_test6,10,78.2215659618,"am, step, i, s, know, get, nt, too, love, feel, want, say, grief, dont, reveng, silenc, think, n, caregiv, rememb, someth, heaven, thing, let, realli, e, sing, risk, talk, wonder",0.0302636721863,0.0265455125437,0.7,0.3,0.111077938812,0.613896550758,0.0192313417284,0.00985382989491,0.0286386234408,0.00931797207585,0.0106278467447,0.00318537703552,0.00955613110655,0.663627279747,0.670041373734,Unitarian,7,6.7,6.71187631121
155,Unitarian_test3,10,73.2545990944,"depress, love, am, want, say, let, feel, dont, rememb, garden, know, i, e, flower, silenc, get, look, ask, realli, talk, unitarian, n, hope, too, s, tell, joy, els, someth, didnt",0.0301586071204,0.0264087980883,0.7,0.3,0.111206951879,0.636076703664,0.0179345289686,0.0080672044803,0.0227348489899,0.0100340022668,0.0121341422762,0.00840056003734,0.0131342089473,0.666822706223,0.583609779935,Unitarian,7,4.9,5.91090358994
158,Unitarian_test4,10,79.0859808922,"feel, am, s, nt, congreg, love, ask, know, get, say, i, let, door, morn, courag, talk, too, ourselv, welcom, want, sunday, answer, look, here, joy, mind, whi, realli, silenc, rememb",0.0263891696231,0.0193974123784,0.9,0.1,0.113686067934,0.661598018904,0.023783572287,0.00997736228725,0.0209887929348,0.00933456303625,0.00793717336016,0.00567340208491,0.0105363181577,0.701390920017,0.638027573208,Unitarian,7,7.0,6.43610102475
162,Unitarian_test5,10,65.8289320469,"am, want, i, love, let, hope, too, get, know, s, congreg, nt, dont, thing, say, think, grief, feel, sure, michelangelo, realli, moment, e, silenc, tree, passion, ask, wonder, look, whi",0.033549652373,0.0207128272426,0.9,0.1,0.0972904616086,0.702282782656,0.0213195238415,0.00743156903625,0.0326181989374,0.00911291949694,0.0110296590221,0.00521218642814,0.0103907458471,0.682655530489,0.606959471828,Unitarian,7,6.7,7.03678681547
166,Unitarian_test0,10,78.0220310688,"nt, sing, let, hope, s, silenc, i, know, am, say, get, love, rememb, tell, too, ourselv, ask, forgiv, unitarian, feel, talk, merci, want, thing, go, knew, flow, f, joy, bless",0.0232988851503,0.0186802376332,0.7,0.3,0.111724718068,0.657822317822,0.022623892746,0.0119104620541,0.0264543931051,0.0101149150108,0.00718218817333,0.00395020349533,0.0124790519512,0.676376991907,0.707395962079,Unitarian,7,6.9,6.40464702135
168,Unitarian_test7,10,82.8627119064,"am, wonder, let, bread, i, know, heal, love, say, too, forgiv, s, dream, hope, someth, cult, talk, garden, nt, tell, vision, get, morn, broken, n, circl, unitarian, prais, silenc, miracl",0.0302294534541,0.0206337035906,0.8,0.2,0.111476046029,0.632401249518,0.021080254924,0.00821870404014,0.0240793609597,0.00997779508031,0.00836289183032,0.00484470974998,0.0116792110044,0.66921439993,0.671253274517,Unitarian,7,7.0,6.83466416345
171,Unitarian_test2,10,54.7531089783,"bread, jefferson, congreg, silenc, get, love, am, unitarian, know, say, i, dont, thing, ask, let, truth, s, universalist, want, sermon, realli, privileg, talk, joy, welcom, everyon, hermion, ourselv, too, gay",0.02760935611,0.0213036092205,0.8,0.2,0.145737386659,0.706101680783,0.0248148731684,0.00905939814085,0.0237119899165,0.0102016700804,0.0111863872696,0.00334803844336,0.0116196628328,0.666296647996,0.629554454925,Unitarian,7,5.2,6.43210028942
177,Unitarian_test8,10,80.8446140289,"love, s, i, hope, stigma, say, get, n, realli, know, let, belov, tell, nt, talk, want, too, unitarian, woman, feel, dont, ecstasi, universalist, e, ourselv, stigmat, congreg, think, am, someth",0.0299186697418,0.0189296949482,0.7,0.3,0.141659501068,0.6233132289,0.0156226707612,0.00918279121076,0.0260874750306,0.0109120181271,0.00998777615456,0.00584359440685,0.0104648042694,0.629089971267,0.657195066996,Unitarian,7,6.4,6.38906239128
178,Unitarian_test1,10,88.9285769463,"say, dont, know, want, compass, ourselv, am, love, i, talk, tell, realli, unitarian, let, nt, justic, s, jesus, thing, feel, silenc, get, ask, tri, think, buddha, too, someon, els, heard",0.0276426460554,0.0198478376116,0.9,0.1,0.131132721096,0.631213846763,0.0211558445019,0.0116170632277,0.0229410354107,0.00748714396099,0.00937891343156,0.00197170339186,0.00940555807199,0.724015572568,0.654840480123,Unitarian,7,6.1,6.15761363124
180,JohnPiper_test8,10,45.5275890827,"god, s, glori, vers, jesus, say, christ, sin, templ, spirit, shall, will, want, trajectori, thing, prophet, abraham, sky, answer, hear, nt, heaven, mose, let, propheci, whi, mind, know, step, happi",0.0250836861187,0.013940149895,0.8,0.2,0.1103245861,0.690059732406,0.0151030123943,0.0112862185012,0.0135024214069,0.00746942460806,0.0290158417467,0.000410407945498,0.0120249528031,0.712925689993,0.68793478193,JohnPiper,4,3.9,4.42416587322
181,JohnPiper_test15,10,52.4866631031,"vers, sin, christ, s, god, nt, hope, say, righteous, jesus, get, thing, encourag, want, anchor, let, answer, feel, devil, bought, fear, will, chosen, prayer, tell, know, promis, priest, fals, do",0.0304363587535,0.0315514993052,0.6,0.4,0.121063287571,0.749823747498,0.0255245271868,0.0198359929078,0.0110076832151,0.0093085106383,0.023973108747,0.00125591016548,0.0114509456265,0.69752570139,0.772483218033,JohnPiper,4,4.3,4.18962057394
184,JohnPiper_test4,10,59.9272861481,"vers, christ, god, grace, s, say, hope, promis, spirit, jesus, sin, abraham, salvat, glori, etern, will, repent, baptism, faith, righteous, gospel, nt, know, bless, thing, step, worship, let, coven, whi",0.0333340562279,0.0174953315434,0.8,0.2,0.146893037348,0.699373398095,0.0194954883752,0.0153461107818,0.0128433115985,0.0076071922545,0.0280247645393,0.000724494500428,0.00997826516499,0.72290872696,0.691516942433,JohnPiper,4,4.0,4.01466281485
191,JohnPiper_test13,10,53.0226531029,"vers, worship, love, god, s, hope, satan, let, say, nt, sin, will, jesus, risk, pride, trust, christ, promis, thing, humbl, spirit, know, fast, lord, heaven, answer, fruit, humil, faith, want",0.0390530632726,0.0218017121011,0.9,0.1,0.110708596019,0.654250027809,0.0172420227654,0.0207128195559,0.0136592647882,0.00746407911924,0.0164209740623,0.000933009889905,0.0120918081732,0.70534818743,0.691230239378,JohnPiper,4,4.0,4.43876470777
