,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,9.87252998352,"worker, get, labor, want, too, say, go, talk, tri, fr",0.0273610486456,0.0273610486456,0.0,1.0,82.1,0.706748636427,0.736827250751,0.627462856024,DorothyDay,4,2.5,5.26563117775
2,DorothyDay_test1,10,7.07400202751,"love, worker, dont, talk, get, say, know, want, tri, thing",0.0263144943058,0.0263144943058,0.0,1.0,63.7,0.721697157404,0.734055912821,0.649717352166,DorothyDay,4,3.4,6.15324816876
9,WBC_test1,10,10.3485338688,"shall, unto, s, thou, ye, lord, god, wit, sermon, thi",0.0264383363693,0.0264383363693,0.0,1.0,75.2,0.514282789604,0.746096002589,0.779582877552,WBC,1,1.3,0.981472846527
10,WBC_test0,10,10.9099960327,"shall, unto, s, god, fag, ye, say, lord, sermon, wit",0.0256598179286,0.0256598179286,0.0,1.0,74.7,0.512324249824,0.697260069647,0.769298140163,WBC,1,1.3,1.95412140645
13,Bahai_test0,10,2.97809886932,"abdu'lbaha, baha'i, spirit, heal, sick, tree, skin, parent, spiritu, cure",0.0222522569192,0.0222522569192,0.0,1.0,14.8,0.551727281658,0.836795216069,0.754719622906,Bahai,6,4.0,3.75822101984
15,Bahai_test1,10,3.67027807236,"baha'i, abdu'lbaha, baha'u'llah, courag, p, —, color, uniti, mankind, everyon",0.0192980263776,0.0192980263776,0.0,1.0,20.7,0.569310801717,0.703512902206,0.595036218119,Bahai,6,6.0,5.61453440735
17,IntegralYoga_test1,10,5.86602902412,"mind, don't, yoga, mantra, arjuna, get, should, feel, everyth, say",0.0209082258955,0.0209082258955,0.0,1.0,71.1,0.591985424848,0.627275238932,0.61998843538,IntegralYoga,7,1.9,4.88880411562
19,IntegralYoga_test0,10,4.64269804955,"mind, medit, yoga, want, get, happi, sri, don't, spiritu, swami",0.0293743830294,0.0293743830294,0.0,1.0,55.2,0.722409901829,0.675695125691,0.649562074709,IntegralYoga,7,6.4,6.98972216197
23,ISIS_test1,10,10.6855080128,"allah, wa, ﻿, alayhi, sallam, sallallāhu, abū, ibn, ’s, dollar",0.0174330529913,0.0174330529913,0.0,1.0,60.9,0.698522129966,0.783088283375,0.757474734101,ISIS,1,5.4,2.15875435893
25,ISIS_test0,10,12.7036600113,"allah, wa, ibn, alayhi, sallam, ﻿, sallallāhu, abū, prophet, messeng",0.017345517079,0.017345517079,0.0,1.0,75.5,0.717831587865,0.823919044852,0.694501611869,ISIS,1,1.3,1.17357969788
27,Rabbinic_test0,10,9.13531780243,"jewish, jew, israel, cave, rabbi, bar, yochai, mose, know, isra",0.0280882646492,0.0280882646492,0.0,1.0,62.3,0.761127600186,0.68134289894,0.670742015532,Rabbinic,6,3.7,6.95160253772
30,SeaShepherds_test0,10,2.74206399918,"shepherd, seaworld, whale, orca, dolphin, net, hsus, illeg, danish, fish",0.0255377003248,0.0255377003248,0.0,1.0,18.5,0.665459046497,0.716239310889,0.668953317374,SeaShepherds,2,6.3,6.8884382811
