,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,7.2093129158,"want, get, too, talk, worker, room, love, know, farm, go",0.0278743623086,0.0278743623086,0.0,1.0,64.6,0.683695861162,0.714471819743,0.777602741001,DorothyDay,4,4.9,4.99885571201
2,DorothyDay_test1,10,9.93824386597,"worker, priest, get, labor, farm, chapter, factori, christ, tri, too",0.0268597487078,0.0268597487078,0.0,1.0,69.7,0.658883971467,0.769345211185,0.827175007536,DorothyDay,4,3.1,3.02480614042
9,WBC_test1,10,10.1909790039,"shall, s, wbc, unto, god, lord, sermon, ie, belov, say",0.027269415377,0.027269415377,0.0,1.0,73.7,0.493134430576,0.74321869681,0.789677104826,WBC,1,2.1,1.01541951252
10,WBC_test0,10,10.0210478306,"shall, unto, ye, s, say, god, christ, hath, heaven, sermon",0.026428964447,0.026428964447,0.0,1.0,78.1,0.526729230286,0.714706258905,0.685427755656,WBC,1,4.2,2.21206246037
13,Bahai_test0,10,3.34536385536,"baha'i, baha'u'llah, abdu'lbaha, perfect, uniti, realiti, truth, p, mankind, worship",0.0156340829305,0.0156340829305,0.0,1.0,16.2,0.552412588404,0.761982267175,0.83858824551,Bahai,6,2.9,2.75654740799
15,Bahai_test1,10,2.69235086441,"baha'u'llah, baha'i, fear, spirit, evil, sick, hath, thing, abdu'lbaha, want",0.0208330688504,0.0208330688504,0.0,1.0,16.5,0.565376633265,0.833913079082,0.628135693764,Bahai,6,2.7,2.39975891832
17,IntegralYoga_test1,10,4.79444384575,"yoga, mind, don't, pain, get, mantra, everyth, happi, anyth, want",0.0250971598666,0.0250971598666,0.0,1.0,64.0,0.676431717456,0.694023976118,0.737903373654,IntegralYoga,7,6.0,4.93766705532
19,IntegralYoga_test0,10,4.33525300026,"mind, yoga, don't, everyth, should, want, yogavill, guru, clean, will",0.0227957909497,0.0227957909497,0.0,1.0,68.2,0.70689954393,0.693036073993,0.679610460216,IntegralYoga,7,6.0,5.04001661467
23,ISIS_test1,10,16.6602649689,"allah, ibn, tandhīm, wa, abū, ﻿, ribāt, alayhi, crusad, sallam",0.0189361715941,0.0189361715941,0.0,1.0,106.7,0.724393922251,0.83113471935,0.714263792304,ISIS,1,2.7,2.27827920155
25,ISIS_test0,10,12.7583751678,"allah, ibn, faction, wa, alayhi, sallallāhu, sallam, crusad, ﻿, regim",0.0143392089013,0.0143392089013,0.0,1.0,86.5,0.722140106046,0.824653513259,0.851140340872,ISIS,1,2.7,1.52804706639
27,Rabbinic_test0,10,8.15193891525,"bless, israel, jew, jewri, jewish, evil, mose, isra, jacob, want",0.0301652825673,0.0301652825673,0.0,1.0,59.9,0.683691825278,0.711688140048,0.800582962518,Rabbinic,6,5.5,5.61541614961
30,SeaShepherds_test0,10,3.40617585182,"whale, shepherd, save, slaughter, fish, seal, illeg, whaler, eat, crew",0.0252119034615,0.0252119034615,0.0,1.0,24.4,0.630425003745,0.718652700697,0.779866989642,SeaShepherds,2,3.8,5.0904699893
