,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,14.5548279285,"we, you, s, my, your, me, sin, christ, ask, get, our, don, ill, god, someth, want, t, thing, jesus, know",0.0326268849691,0.0212052542224,0.9,0.1,0.622954781468,0.656981589309,0.658457018714,Shepherd,4,4.01666666667,4.0190279117
4,Shepherd_test9,10,14.4373619556,"we, you, my, me, s, your, get, know, our, want, don, christ, god, ask, ill, t, pray, preach, everyth, said",0.0329488309093,0.0157258967741,0.9,0.1,0.646635869722,0.638300302054,0.61328968784,Shepherd,4,4.41666666667,3.88521529798
5,Shepherd_test0,10,12.4882400036,"you, we, your, me, my, s, christ, get, want, desir, sin, preach, ask, pray, god, our, spirit, love, mom, don",0.0290923693714,0.0221897108332,0.7,0.3,0.674744525282,0.665091428898,0.669050522481,Shepherd,4,4.61666666667,4.36768158126
8,Shepherd_test10,10,13.7406320572,"you, we, s, your, me, my, christ, get, our, god, bad, don, want, ill, t, better, love, say, know, said",0.0354222448047,0.019746299031,1.0,0.0,0.595606925108,0.635247707216,0.694288857746,Shepherd,4,4.0,3.94730469438
14,Shepherd_test20,10,13.846873045,"you, we, your, me, my, s, don, get, ask, want, know, whi, worship, our, god, t, ill, christ, listen, go",0.0296764081336,0.0183166074418,0.9,0.1,0.658816671935,0.704800256495,0.563424595332,Shepherd,4,4.94166666667,4.48015285927
15,Shepherd_test6,10,13.3384830952,"you, we, your, s, my, me, ask, evil, get, our, god, christ, pray, don, wisdom, whi, sin, lord, want, know",0.0333087347624,0.0271556159788,0.7,0.3,0.60186165412,0.669807043954,0.545616947545,Shepherd,4,3.4,4.20094154204
21,Shepherd_test16,10,14.3201878071,"we, you, your, s, sin, my, me, get, our, christ, don, god, ill, want, know, t, ask, mind, whi, said",0.0316576658686,0.0283504785326,0.8,0.2,0.62633452303,0.693302040228,0.653829215501,Shepherd,4,2.8,4.35734739155
23,Shepherd_test19,10,14.8853549957,"you, we, your, my, me, s, don, get, prais, want, sunday, t, our, ask, said, whi, know, i, heaven, ill",0.0329198014008,0.0194857322897,1.0,0.0,0.632220838627,0.681110479732,0.679000423761,Shepherd,4,4.61666666667,4.02987370525
30,Shepherd_test14,10,14.0395891666,"you, we, my, s, me, your, christ, get, want, don, jesus, our, listen, ill, t, i, god, talk, know, said",0.0277149752597,0.0228407203526,0.7,0.3,0.631303306764,0.660525770782,0.637390409461,Shepherd,4,6.7,4.82361481106
31,Shepherd_test4,10,15.8433279991,"we, you, s, thank, my, your, god, me, don, ask, our, happen, get, sin, evil, know, want, bad, t, said",0.0344295007525,0.0258102904733,0.7,0.3,0.570847404828,0.662633449102,0.559439282411,Shepherd,4,4.0,4.10269049865
32,Shepherd_test8,10,13.5788719654,"you, we, your, get, s, me, don, my, want, ask, our, know, lord, jesus, t, thing, pray, christ, ill, god",0.0318057504536,0.020781357149,0.9,0.1,0.60443040685,0.634636156429,0.630671824572,Shepherd,4,4.01666666667,3.88200156243
34,Shepherd_test3,10,14.3995659351,"we, you, your, my, s, sin, me, our, christ, don, get, want, thing, god, ill, t, said, know, ask, jesus",0.0337464881739,0.0258032774612,0.8,0.2,0.601431322889,0.654349410326,0.640108399185,Shepherd,4,4.0,4.00635045408
37,Shepherd_test13,10,14.069699049,"we, you, s, your, me, christ, my, our, god, don, get, sin, t, want, spirit, blood, testimoni, let, evil, ill",0.0311217192182,0.0296786061598,0.7,0.3,0.587829621075,0.664283197255,0.615242175476,Shepherd,4,2.8,3.69200376344
45,Shepherd_test21,10,17.103012085,"we, you, s, me, your, don, my, get, want, t, our, god, lord, rememb, ask, go, bless, spirit, said, i",0.0377684338038,0.0211072885965,0.9,0.1,0.571642875087,0.62241024765,0.627013671814,Shepherd,4,4.0,3.87191536083
46,Shepherd_test1,10,14.5879628658,"you, we, me, my, your, s, don, want, t, ask, pray, jesus, said, ill, get, love, got, know, christ, our",0.0302881163613,0.0217661587265,0.9,0.1,0.58996880338,0.644185453789,0.579878870583,Shepherd,4,4.3,4.22529987481
49,Shepherd_test11,10,14.3122930527,"we, you, my, your, me, s, get, love, don, our, t, car, dad, i, preach, got, thing, christ, ill, rememb",0.0377982422793,0.019202820042,1.0,0.0,0.635737446619,0.656230857166,0.612438883194,Shepherd,4,4.01666666667,4.04274838206
55,Shepherd_test18,10,15.5385868549,"we, you, my, your, s, me, christ, want, don, our, get, said, preach, ask, happen, ill, know, talk, widow, disagr",0.0297500345877,0.0205666563861,0.9,0.1,0.611079720436,0.630097329035,0.574265882476,Shepherd,4,4.01666666667,3.92323554443
58,Shepherd_test7,10,14.7875950336,"you, we, my, s, your, me, sin, pray, christ, don, love, our, rememb, get, t, ask, want, god, wait, prayer",0.0299274698574,0.0234938319661,0.7,0.3,0.581986326596,0.64753007264,0.680776153716,Shepherd,4,4.0,4.16101283113
63,Shepherd_test17,10,13.7528340816,"we, you, your, s, my, me, don, thank, get, our, bless, ask, christ, know, want, ill, said, jesus, god, t",0.0353918076838,0.0230569100562,0.8,0.2,0.596913857022,0.69886716886,0.597070482353,Shepherd,4,4.0,4.0993895426
66,Shepherd_test2,10,15.1571490765,"you, we, me, s, my, grace, your, sin, don, christ, save, bless, pray, know, get, god, t, ask, want, preacher",0.0339010089176,0.0212667190663,0.9,0.1,0.560667130904,0.653761099448,0.586265860217,Shepherd,4,4.0,4.0814830448
71,Shepherd_test12,10,15.8509149551,"we, you, my, your, s, me, get, don, christ, our, know, encourag, want, thing, t, preacher, god, ask, ill, said",0.0331127984618,0.0210573863714,0.9,0.1,0.627935920877,0.682117620074,0.602584783648,Shepherd,4,4.01666666667,4.26279418752
72,Shepherd_test5,10,14.6094520092,"we, you, s, your, christ, don, my, me, get, want, our, t, god, preach, wrath, ill, said, ask, know, save",0.0332225932317,0.023877914205,0.7,0.3,0.576808927245,0.714775818453,0.69865342611,Shepherd,4,3.7,3.09208475794
73,DorothyDay_test8,10,8.79873180389,"we, our, negro, room, worker, get, too, fr, me, my, go, you, farm, talk, helen, retreat, tri, us, cotton, away",0.0260896373336,0.0178937696521,0.9,0.1,0.695868443781,0.755905191478,0.633999963971,DorothyDay,4,3.2,4.16166473361
75,DorothyDay_test13,10,16.3630609512,"we, you, love, our, my, worker, me, too, talk, get, say, go, your, tri, want, us, let, am, know, ask",0.0285012886578,0.0239853058357,0.6,0.4,0.743883234906,0.732711262722,0.717566726319,DorothyDay,4,4.18571428571,3.91721194009
76,DorothyDay_test3,10,7.46296906471,"we, room, our, me, poverti, worker, love, christ, night, get, am, talk, my, too, go, put, cloth, cotton, babi, pay",0.0249211758706,0.0187935702773,0.7,0.3,0.671217996331,0.739042912602,0.576681873208,DorothyDay,4,3.27777777778,4.28867971544
88,DorothyDay_test23,10,10.0771729946,"we, worker, me, our, room, my, priest, morn, night, talk, go, you, camp, told, pilgrimag, say, get, ask, stay, farm",0.0213925185249,0.0274865677531,0.5,0.5,0.646563887546,0.720175113589,0.77692746421,DorothyDay,4,1.8,2.96781715776
89,DorothyDay_test16,10,12.0981941223,"we, our, me, my, farm, get, worker, room, maurin, night, too, talk, car, dakota, franz, peter, you, say, said, am",0.0213036075851,0.0168973460502,0.7,0.3,0.712495695357,0.754954181454,0.752804691691,DorothyDay,4,4.08571428571,4.31955689724
90,DorothyDay_test6,10,10.027657032,"we, worker, our, me, my, ammon, love, peter, too, labor, know, night, priest, prayer, want, rememb, maurin, talk, christ, us",0.0316122612533,0.0222969213149,1.0,0.0,0.77935468618,0.712359718891,0.718109749506,DorothyDay,4,6.0,4.49625071256
91,DorothyDay_test11,10,13.3818030357,"we, our, get, worker, me, go, tri, money, want, talk, too, jack, my, you, morn, she, priest, us, pay, night",0.0243751750779,0.0202062094487,0.6,0.4,0.718935671584,0.760589829723,0.687225597522,DorothyDay,4,3.96349206349,4.5059346281
92,DorothyDay_test1,10,9.87880015373,"we, our, my, me, worker, labor, room, tri, farm, get, love, too, go, talk, tanzania, told, christma, hospit, care, nyerer",0.0268434503316,0.0158582794534,0.9,0.1,0.718588906324,0.704424179511,0.666355925602,DorothyDay,4,3.8,3.95269764846
93,DorothyDay_test18,10,9.8558909893,"we, our, get, worker, you, talk, me, my, too, reader, wait, poverti, room, go, ask, night, us, street, christ, am",0.0247186312562,0.0213058634489,0.6,0.4,0.729387638975,0.705830013631,0.735092853885,DorothyDay,4,4.0,4.17034766365
103,DorothyDay_test21,10,9.91356992722,"we, me, my, you, our, worker, fr, get, go, am, i, tri, coffe, too, maurin, havana, visit, cuba, cathol, told",0.0230156816766,0.0171401755297,0.6,0.4,0.664792566849,0.757717142166,0.703564589073,DorothyDay,4,2.88571428571,3.67455062367
