,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,Rabbinic_test4,1,1.65533900261,"privileg, fortgang, circumst, samson, advantag, check, jewish, persecut, mcintosh, “check",0.0182320441989,0.021546961326,0.0,1.0,65.0,0.866666666667,0.64150857614,0.609904016194,Rabbinic,6,6.0,4.83366110516
4,Rabbinic_test0,1,1.31649422646,"isra, jewish, jew, judaism, diaspora, israel, anxieti, hanukkah, fear, ident",0.019248395967,0.012832263978,1.0,0.0,36.0,0.765957446809,0.752591045538,0.620207475279,Rabbinic,6,2.8,4.91668112913
9,Rabbinic_test7,1,1.87551188469,"rebb, prison, alter, frankl, imprison, timerman, chabad, endur, sharanski, hope",0.0180972078594,0.0284384694933,0.0,1.0,55.0,0.833333333333,0.812363984279,0.711924369146,Rabbinic,6,5.2,4.73206555096
11,Rabbinic_test3,1,1.96368503571,"jew, wasserstein, tri, know, don't, israel, fate, moment, choic, chapter",0.014329580348,0.0204708290686,0.0,1.0,60.0,0.625,0.692318393057,0.522618667611,Rabbinic,6,5.6,3.12733057505
14,Rabbinic_test6,1,1.53532195091,"eve, adam, garden, fruit, tree, eat, serpent, genesi, sin, wrong",0.0224422442244,0.026402640264,0.0,1.0,46.0,0.666666666667,0.696379717775,0.667574077902,Rabbinic,6,5.2,4.30643414929
17,Rabbinic_test2,1,1.69539999962,"ben, zakkai, zoom, worri, jewish, commit, judaism, promis, moment, gurion",0.0267676767677,0.0121212121212,1.0,0.0,62.0,0.704545454545,0.761153890189,0.565708969644,Rabbinic,6,6.0,5.83717038927
20,Rabbinic_test5,1,1.64479899406,"evil, eichmann, amalek, abnorm, amalekut, absolut, arendt, wyschogrod, banal, deed",0.012323943662,0.037558685446,0.0,1.0,46.0,0.621621621622,0.719594762645,0.585213651362,Rabbinic,6,3.2,2.68452644273
22,Rabbinic_test1,1,1.68007397652,"mose, introvert, whi, am, goe, get, choos, tell, extrovert, ask",0.0297805642633,0.0114942528736,1.0,0.0,59.0,0.702380952381,0.679057249274,0.584831052026,Rabbinic,6,6.0,6.08899536823
25,SeaShepherds_test1,1,1.40271806717,"shepherd, net, illeg, whale, crew, gill, cut, happi, anyth, worri",0.0394524959742,0.0185185185185,1.0,0.0,53.0,0.883333333333,0.709125266501,0.664432651124,SeaShepherds,2,5.2,4.12342809624
28,SeaShepherds_test2,1,1.20442891121,"shepherd, danish, whale, slaughter, faroes, boat, thank, crew, arrest, wonder",0.0433673469388,0.0408163265306,1.0,0.0,6.0,0.352941176471,0.76169889356,0.55158115701,SeaShepherds,2,2.0,2.65364786011
33,SeaShepherds_test3,1,1.6816110611,"whale, seal, “human, “sustain, slaughter, harvest, club, “conserv, eat, fish",0.0180754917597,0.0425305688464,0.0,1.0,65.0,0.596330275229,0.689681331619,0.507854515709,SeaShepherds,2,6.0,3.16469788199
38,SeaShepherds_test4,1,1.0274579525,"seaworld, breed, sharehold, orca, permit, room, pool, expans, care, steadi",0.0121654501217,0.0413625304136,0.0,1.0,11.0,0.478260869565,0.72593207083,0.652933237691,SeaShepherds,2,2.0,1.48439658625
40,SeaShepherds_test0,1,1.07107400894,"shepherd, pamela, anderson, slaughter, seal, newfoundland, babi, dolphin, orca, whale",0.0155763239875,0.0155763239875,0.0,1.0,10.0,0.909090909091,0.793314711622,0.659458358688,SeaShepherds,2,2.0,3.39021741491
43,SeaShepherds_test5,1,1.11316299438,"dog, galapago, shark, wildlif, “sniffer, shepherd, remark, cristob, agreement, ecuador",0.0112570356473,0.0187617260788,0.0,1.0,12.0,0.631578947368,0.710422850746,0.682025241827,SeaShepherds,2,2.0,2.06270869866
