,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,55.8635981083,"s, walk, get, don, know, god, say, sin, t, ill, i, lord, go, will, merci",0.0301064803828,0.0252188402001,0.8,0.2,0.0603802664214,0.643876124308,0.0201267652619,0.0191630527447,0.0336558063679,0.00711664628044,0.0268356870158,0.00585640683495,0.0115645502057,0.711481533599,0.717822214293,Shepherd,4,4.0,4.40433364405
4,Shepherd_test9,10,63.5126619339,"s, get, ask, don, want, said, fear, love, t, christ, god, ill, i, let, preacher",0.0354515580789,0.0260126516791,0.8,0.2,0.0679089964522,0.605879943975,0.0244036105738,0.0163442940039,0.0236943907157,0.0100902643456,0.0226305609284,0.0071889103804,0.0124113475177,0.668758591682,0.650704742453,Shepherd,4,4.0,3.98642727892
5,Shepherd_test0,10,51.3663871288,"s, want, worship, don, get, sin, jesus, christ, ask, t, god, said, lord, let, ill",0.0311998898386,0.0258725558035,0.6,0.4,0.0664224624774,0.628031941463,0.0216180423013,0.0162816967242,0.0240719822381,0.0101273711682,0.0257468936237,0.0065827912593,0.0120359911191,0.648086098162,0.606127439614,Shepherd,4,4.0,3.76069899353
8,Shepherd_test10,10,51.0174410343,"s, don, ask, want, get, god, ill, christ, t, pray, let, said, jesus, know, thank",0.0284440854289,0.0200021274586,0.9,0.1,0.090541065873,0.632907763748,0.0184542229602,0.0147180919315,0.0196241225753,0.012038644426,0.027700203789,0.00347196014794,0.0101139708657,0.681657904809,0.679703488583,Shepherd,4,4.0,4.03540525082
13,Shepherd_test20,10,58.5632650852,"s, get, christ, rememb, want, don, god, t, preach, save, ask, sin, said, i, thing",0.0312238858859,0.0224786543438,0.8,0.2,0.0811190542793,0.627361447323,0.0219536687558,0.0165171924236,0.0247584750164,0.00876069115967,0.0243083209252,0.00259704283389,0.0138162678763,0.679974815682,0.558880067332,Shepherd,4,4.0,4.04811490381
14,Shepherd_test6,10,55.2741589546,"s, get, spirit, don, christ, t, judg, want, ill, know, god, hope, love, preach, go",0.0306746341036,0.0230014507528,0.7,0.3,0.0618299662795,0.583289752408,0.0196285891495,0.0151774964428,0.0195191360502,0.0120033565617,0.0239337443905,0.0037214053778,0.0131708562881,0.667713977296,0.64912387164,Shepherd,4,4.0,3.75515977281
20,Shepherd_test16,10,55.2109119892,"ask, get, s, christ, god, know, devil, worship, ill, want, lord, said, sin, will, satan",0.0308992794153,0.0243790165441,0.7,0.3,0.0807273382126,0.660970384255,0.0246609124538,0.0181330238631,0.022376151447,0.00689054906796,0.0272358018423,0.00388046710669,0.0120040617973,0.673302839211,0.810628924414,Shepherd,4,4.6,4.03721689577
22,Shepherd_test19,10,49.8284480572,"s, god, christ, don, want, get, thing, rememb, say, wisdom, t, elder, said, sin, let",0.0347478738654,0.0200330028202,1.0,0.0,0.0695247624618,0.626255271677,0.0249689713076,0.0145287289187,0.0251149886837,0.0111703292692,0.0255895451559,0.00558516463459,0.0106592684529,0.658161066309,0.551010774087,Shepherd,4,4.0,4.01405815992
29,Shepherd_test14,10,49.1748580933,"pray, christ, prayer, s, prais, ill, ask, get, lord, god, said, whi, want, will, let",0.0276273069619,0.0223727671444,0.7,0.3,0.0779375948551,0.645569449313,0.0191922904161,0.0184981011883,0.0222548899506,0.00943280656621,0.0245824655968,0.00604352974805,0.00882028665932,0.632533252805,0.626773566898,Shepherd,4,4.0,4.14504843613
30,Shepherd_test4,10,53.1320030689,"s, don, get, christ, t, god, want, know, grace, i, heaven, ill, ask, bless, said",0.0370778566407,0.0243808941074,0.7,0.3,0.0539653025101,0.611082661282,0.0226738765616,0.016930822301,0.0267760581764,0.00842811859034,0.0259183292933,0.00399030393437,0.0114488159612,0.646466148361,0.58995161934,Shepherd,4,4.0,3.66284094231
