,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC
0,DorothyDay_test-D5XVTU,1,0.662051916122,0.0280373831776,0.0280373831776,0.0,1.0,3.0,0.0731707317073,,0.585858786833
1,DorothyDay_test-QFYQW7,1,0.833291053772,0.0294426919033,0.0294426919033,0.0,1.0,3.0,0.051724137931,,0.480477076531
2,NaumanKhan_test-3EKMF5,1,2.32594513893,0.0248936170213,0.0248936170213,0.0,1.0,50.0,0.42735042735,0.629052395345,0.685443028165
3,Rabbinic_test-RMQLMM,1,1.25460886955,0.0365005793743,0.0365005793743,0.0,1.0,24.0,0.352941176471,,0.596177080636
4,Rabbinic_test-DUTDTT,1,1.42199683189,0.0288461538462,0.0288461538462,0.0,1.0,25.0,0.297619047619,,0.662782013542
5,Rabbinic_test-YG3RE2,1,1.39946103096,0.0313432835821,0.0313432835821,0.0,1.0,27.0,0.355263157895,,0.636661447433
6,NaumanKhan_test-Y9LGV0,1,2.37111997604,0.0297092288243,0.0297092288243,0.0,1.0,19.0,0.0529247910864,,0.791806790941
7,Rabbinic_test-0X5UR4,1,1.58826112747,0.0380434782609,0.0380434782609,0.0,1.0,17.0,0.171717171717,,0.549420741014
8,NaumanKhan_test-9ETSNV,1,3.01973485947,0.0207077731417,0.0207077731417,0.0,1.0,53.0,0.14402173913,,0.712246834506
9,DorothyDay_test-PKC7L9,1,0.423827886581,0.0207547169811,0.0207547169811,0.0,1.0,6.0,0.206896551724,,0.68774857636
10,NawDawg_test-LVJ8R6,1,0.0974049568176,0.025,0.025,0.0,1.0,2.0,0.142857142857,,0.730761876699
11,DorothyDay_test-CSD4T9,1,0.796815156937,0.0327181208054,0.0327181208054,0.0,1.0,6.0,0.0845070422535,,0.521569894948
12,NaumanKhan_test-2UQTPI,1,2.00274896622,0.0322997416021,0.0322997416021,0.0,1.0,26.0,0.135416666667,,0.646852056424
13,DorothyDay_test-OIAZ4X,1,0.88898396492,0.0164835164835,0.0164835164835,0.0,1.0,10.0,0.172413793103,,0.606732632007
14,NaumanKhan_test-XYFPD8,1,1.43166208267,0.0191809227579,0.0191809227579,0.0,1.0,13.0,0.178082191781,,0.711316054887
15,Rabbinic_test-80ZII3,1,1.59683918953,0.0196526508227,0.0196526508227,0.0,1.0,22.0,0.2,,0.70959882252
16,NawDawg_test-XCDR5L,1,0.0972068309784,0.0254237288136,0.0254237288136,0.0,1.0,2.0,0.153846153846,,0.493898020666
