runID,signalSourceID,binCount,binSize,cocoWindow,cvWindow,netAngle,targetWordCount,keywordMethod,judgementMethod,rfAccuracy,rfMAE,rfClassAccuracy,rfClassMAE,rfClassExact,svmAccuracy,svmMAE,svmClassAccuracy,svmClassMAE,svmClassExact,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
YT319S,QWTZPL,71,1,3,3,30,15,tfidfNoPro,pronounFrac,0.4,1.62,0.6,1.4,0.4,0.4,1.86743533519,0.6,1.6,0.6,0.0648761334392,0.0528064121947,0.00705081884526,0.00978286682038,0.0335323625673,0.0175140750242,0.058575443441,0.0402581117859,0.0179344507499,0.527643038138,0.0797483477027,0.0206005549255,0.0430999714119,0.0147813306872,0.0117960822673
