,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,8.18474793434,"worker, labor, priest, say, love, factori, too, get, bread, communism",0.0249783067856,0.0249783067856,0.0,1.0,15.9,0.139897440475,0.791723783796,0.758470605759,DorothyDay,4,3.2,2.66568307139
2,DorothyDay_test1,10,9.45427703857,"worker, labor, get, talk, dont, too, say, tri, want, go",0.0282090724339,0.0282090724339,0.0,1.0,18.4,0.168646536016,0.74687968238,0.593309248118,DorothyDay,4,4.1,4.56448424099
8,WBC_test0,10,10.3468158245,"shall, unto, s, ye, god, thou, lord, say, wit, sermon",0.0256985722093,0.0256985722093,0.0,1.0,21.0,0.148331839705,0.753770467687,0.740969057443,WBC,1,2.4,2.01176480476
10,WBC_test1,10,10.2058670521,"shall, unto, s, say, god, ye, wit, hell, sermon, thou",0.0263289467854,0.0263289467854,0.0,1.0,21.2,0.146356434237,0.780059214019,0.743319617498,WBC,1,2.9,2.02328673245
13,Bahai_test1,10,3.65666007996,"courag, want, uniti, evil, p, thing, skin, marriag, divin",0.0205699079964,0.0205699079964,0.0,1.0,7.6,0.212492037033,0.732283453294,0.722841647881,Bahai,6,5.3,6.2024106283
15,Bahai_test0,10,3.16689705849,"spirit, love, p, color, skin, uniti, realiti, divin, spiritu",0.0231845017587,0.0231845017587,0.0,1.0,5.6,0.185426045852,0.729670692879,0.626446124535,Bahai,6,6.0,6.81643171639
17,IntegralYoga_test1,10,5.28756904602,"mind, medit, yoga, want, mantra, get, clean, will, vibrat",0.0201396660674,0.0201396660674,0.0,1.0,9.0,0.0988902657013,0.738513227474,0.776467388871,IntegralYoga,7,6.0,4.61987700552
19,IntegralYoga_test0,10,5.08461785316,"mind, yoga, sri, breath, medit, say, prana, get, feel",0.0226542352424,0.0226542352424,0.0,1.0,8.2,0.0786554197007,0.672879037265,0.597914836569,IntegralYoga,7,5.3,6.35532904715
22,Rabbinic_test0,10,8.09864497185,"jewish, bar, evil, cave, jew, torah, rabbi, yochai, bless",0.0309657528705,0.0309657528705,0.0,1.0,23.1,0.319086363578,0.76854083879,0.578339856303,Rabbinic,6,4.4,6.18820528669
25,SeaShepherds_test0,10,2.56852889061,"whale, shepherd, illeg, danish, net, save, crew, whaler, fish",0.0256622320775,0.0256622320775,0.0,1.0,5.1,0.210364375518,0.785904095605,0.655377308604,SeaShepherds,2,6.2,6.48500788659
