,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,14.973760128,"s, get, don, christ, want, t, ill, know, spirit, lord",0.032824921736,0.0222376826208,0.7,0.3,0.638219821285,0.662775777412,0.626224281873,Shepherd,4,4.04183006536,4.1150777029
5,Shepherd_test9,10,16.7025668621,"s, sin, christ, don, want, sunday, ill, ask, t, get",0.0330491663674,0.0237460392138,0.7,0.3,0.577139248037,0.667665684383,0.604821738642,Shepherd,4,4.0,4.01945359001
6,Shepherd_test0,10,16.9848470688,"s, don, want, get, ask, t, ill, christ, said, walk",0.0345813675354,0.0217924575987,0.9,0.1,0.591957070156,0.680790228759,0.546018715311,Shepherd,4,4.04183006536,3.99386597236
9,Shepherd_test10,10,17.2449948788,"s, don, want, christ, t, ask, get, love, sin, know",0.0368403114232,0.0254370568789,0.7,0.3,0.584596043257,0.657099454638,0.612959086658,Shepherd,4,4.0,3.94562811013
15,Shepherd_test20,10,13.8219971657,"s, love, don, get, christ, whi, t, friend, ask, want",0.0354177967912,0.023249902982,0.9,0.1,0.615257432229,0.642488455402,0.70314435195,Shepherd,4,4.04183006536,3.94272117522
16,Shepherd_test6,10,15.6115100384,"s, don, want, get, ask, t, christ, said, love, know",0.0346403172386,0.0251466372041,0.8,0.2,0.560879321209,0.638074815718,0.612378053213,Shepherd,4,4.0,3.96251376702
21,Shepherd_test16,10,17.0538260937,"s, don, know, t, christ, mind, get, worri, want, said",0.0332336178389,0.0229593424428,0.8,0.2,0.616320588175,0.656472601978,0.683029746615,Shepherd,4,4.04183006536,4.08223294806
23,Shepherd_test19,10,14.5958940983,"s, get, don, god, christ, said, preach, t, wrath, say",0.0342971785384,0.0263995482787,0.8,0.2,0.565698084997,0.661450363844,0.61315126692,Shepherd,4,4.0,3.83978930111
30,Shepherd_test14,10,16.6693780422,"s, get, christ, don, ill, said, t, bless, want, thing",0.0302179598334,0.023059150799,0.8,0.2,0.562470701861,0.713479082417,0.587205004733,Shepherd,4,2.9,3.59367234757
31,Shepherd_test4,10,14.9496641159,"s, don, get, t, christ, ill, said, love, go, ask",0.0322695868363,0.019862638618,0.8,0.2,0.605541037257,0.689155857881,0.726572454657,Shepherd,4,4.04183006536,3.78907681763
32,Shepherd_test8,10,15.9709908962,"s, get, don, grace, want, sin, pray, said, t, ask",0.0362147006433,0.0219592002227,0.9,0.1,0.61177385621,0.640198462602,0.554291349124,Shepherd,4,4.04183006536,3.95225731058
34,Shepherd_test3,10,15.3304498196,"s, christ, don, sin, want, know, god, t, ill, get",0.029494951086,0.0223043467721,0.6,0.4,0.592827786028,0.638263184932,0.669071150388,Shepherd,4,5.24183006536,3.62170694689
37,Shepherd_test13,10,16.308257103,"s, sin, christ, ask, don, god, want, pray, get, preach",0.0342335619013,0.0217714025201,0.8,0.2,0.59314120438,0.656051865114,0.579156107129,Shepherd,4,4.04183006536,4.08538082754
44,Shepherd_test21,10,15.8931939602,"s, get, christ, don, want, ill, t, said, god, know",0.0299723994634,0.0265644826284,0.6,0.4,0.589590698033,0.676683562916,0.548569316733,Shepherd,4,5.54183006536,3.86387059185
45,Shepherd_test1,10,15.8748428822,"s, don, sin, get, want, t, love, jesus, ask, know",0.0325294603667,0.0258850396699,0.8,0.2,0.548885356013,0.666056255939,0.736483539096,Shepherd,4,4.0,3.88533420013
49,Shepherd_test11,10,14.6965019703,"s, get, love, don, want, know, job, whi, t, ill",0.0375253359889,0.0217455507571,0.9,0.1,0.598510767426,0.685546877748,0.557228563508,Shepherd,4,4.04183006536,3.64845363233
55,Shepherd_test18,10,15.5252869129,"s, don, t, get, walk, christ, ask, want, know, gift",0.033143893392,0.0181959239666,0.9,0.1,0.571923300542,0.704560910516,0.636622849179,Shepherd,4,4.0,3.84299510837
58,Shepherd_test7,10,14.6802511215,"christ, s, want, don, ask, pray, get, sin, ill, said",0.0306726892207,0.0238515669072,0.7,0.3,0.647780689356,0.652096169464,0.624708813623,Shepherd,4,4.34183006536,4.46065073725
63,Shepherd_test17,10,14.005284071,"s, christ, want, get, don, t, ill, said, ask, sin",0.0314069720847,0.0197479732058,0.8,0.2,0.559009303216,0.644899226099,0.705624927614,Shepherd,4,4.0,4.09637544151
66,Shepherd_test2,10,15.1661889553,"s, christ, don, sin, ask, want, god, get, know, t",0.0276537606254,0.0262006662565,0.7,0.3,0.55887540961,0.634343406123,0.571477016709,Shepherd,4,4.6,3.98261866586
71,Shepherd_test12,10,14.703193903,"s, get, want, don, god, ill, pray, said, ask, christ",0.0324802020998,0.0222438469845,0.9,0.1,0.603076819961,0.646587410874,0.635882425206,Shepherd,4,4.04183006536,4.33100589808
72,Shepherd_test5,10,15.5365450382,"s, get, god, don, christ, rememb, love, ill, ask, want",0.036927066658,0.0278521104875,0.9,0.1,0.621663626294,0.672636905081,0.602745964954,Shepherd,4,4.04183006536,3.66406268014
73,DorothyDay_test8,10,7.71812295914,"worker, get, retreat, babi, dont, tree, too, street, know, go",0.026290149993,0.0182638183503,0.7,0.3,0.715423931139,0.651077987388,0.59497849361,DorothyDay,4,3.83331942706,4.42130551909
75,DorothyDay_test13,10,13.4777390957,"worker, get, labor, farm, talk, street, too, love, say, go",0.0255087530902,0.0227695454187,0.5,0.5,0.682078253779,0.738207427227,0.662090201854,DorothyDay,4,4.34391495441,3.57392547355
76,DorothyDay_test3,10,13.9992959499,"worker, get, cuba, i, go, too, bus, ask, havana, guard",0.0264541062006,0.017702131101,0.8,0.2,0.685389841333,0.751384139296,0.662297706248,DorothyDay,4,4.03974828774,4.00862937032
87,DorothyDay_test23,10,7.65425801277,"worker, get, nurs, fr, joe, woman, hospit, farm, go, maurin",0.0276152127581,0.0233280365447,0.7,0.3,0.680800490653,0.748704133541,0.650489893815,DorothyDay,4,4.3462405358,3.56453436973
88,DorothyDay_test16,10,16.7952711582,"get, fr, too, talk, go, worker, stay, retreat, tri, night",0.0260149434044,0.0230758603283,0.7,0.3,0.719141334963,0.757416285735,0.75650823553,DorothyDay,4,4.03974828774,3.62134499643
89,DorothyDay_test6,10,9.48152804375,"worker, fr, get, too, i, room, talk, retreat, sing, felt",0.0268898516588,0.0204510003773,0.8,0.2,0.676314024076,0.769649573243,0.708488614423,DorothyDay,4,3.9962405358,3.50962729345
