,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,7.90229701996,"labor, worker, get, farm, too, poverti, peter, maurin, love, tri",0.0248899573713,0.0248899573713,0.0,1.0,70.4,0.721025559499,0.715589355365,0.648293443229,DorothyDay,4,5.3,5.60007612001
2,DorothyDay_test1,10,8.67418599129,"worker, get, priest, say, want, talk, too, room, fr, love",0.025975048767,0.025975048767,0.0,1.0,73.1,0.679491759077,0.817912981703,0.721987266587,DorothyDay,4,1.9,2.25251073
9,WBC_test1,10,9.72332596779,"shall, unto, s, god, hath, thee, say, lord, wit, ye",0.026373025736,0.026373025736,0.0,1.0,64.5,0.495933212385,0.711808017092,0.745968177946,WBC,1,4.3,2.13521075338
10,WBC_test0,10,9.75272011757,"shall, unto, s, god, sin, sermon, thou, wit, judg, say",0.0263009688489,0.0263009688489,0.0,1.0,78.9,0.507320981064,0.749397278288,0.697053647321,WBC,1,1.6,0.578313440878
13,Bahai_test0,10,2.89815092087,"baha'i, abdu'lbaha, baha'u'llah, uniti, prophet, p, prejudic, imagin, mankind, everyon",0.0224263846082,0.0224263846082,0.0,1.0,14.6,0.568051994302,0.76672457299,0.384213190535,Bahai,6,2.9,3.85672135248
15,Bahai_test1,10,3.2818198204,"baha'i, abdu'lbaha, prejudic, baha'u'llah, love, p, spirit, marriag, coupl, color",0.0191070192766,0.0191070192766,0.0,1.0,25.4,0.561473501786,0.673698387922,0.62425591334,Bahai,6,6.5,6.73701771181
17,IntegralYoga_test1,10,4.68830394745,"mind, medit, yoga, mantra, don't, get, guru, want, yogavill, am",0.0341544848726,0.0341544848726,0.0,1.0,64.6,0.727338434362,0.666699442191,0.723938220108,IntegralYoga,7,5.1,5.30870579782
19,IntegralYoga_test0,10,3.7618470192,"want, mind, arjuna, yoga, krishna, feel, happi, know, whi, everyth",0.0222786244498,0.0222786244498,0.0,1.0,44.1,0.596084819503,0.653782096587,0.693495851194,IntegralYoga,7,6.7,7.12102054678
23,ISIS_test1,10,13.1781480312,"allah, crusad, jihād, ﻿, wa, alayhi, sallallāhu, sallam, mujāhidīn, ibn",0.0138792904949,0.0138792904949,0.0,1.0,82.7,0.718761672774,0.84172596663,0.849805815856,ISIS,1,1.6,2.02442134786
25,ISIS_test0,10,11.1245200634,"allah, ibn, wa, alayhi, sallam, sallallāhu, said, ﻿, faction, rahimahullāh",0.0228741397495,0.0228741397495,0.0,1.0,72.4,0.704829112805,0.820660718648,0.708502731258,ISIS,1,2.2,1.45990550009
27,Rabbinic_test0,10,8.5662419796,"bless, torah, jewish, cave, bar, rabbi, yochai, mose, know, sibl",0.0302971482111,0.0302971482111,0.0,1.0,56.2,0.751834466076,0.758176021337,0.688337766662,Rabbinic,6,3.1,4.91572280052
30,SeaShepherds_test0,10,2.73249912262,"whale, seal, greenpeac, dolphin, danish, slaughter, fish, shepherd, illeg, dog",0.0193025225557,0.0193025225557,0.0,1.0,17.2,0.584464946979,0.729154416942,0.762336070569,SeaShepherds,2,5.3,5.62534711743
