,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
267,DorothyDay_test0,5,4.71297502518,0.0251902789501,0.0251902789501,0.0,1.0,20.2,0.139890766274,0.693981758739,0.760493598842,DorothyDay,4,3.3,3.94331520826
268,DorothyDay_test4,5,3.51702594757,0.0253989705323,0.0253989705323,0.0,1.0,15.8,0.155551840261,0.733790337126,0.707430570349,DorothyDay,4,3.8,3.94305597946
269,DorothyDay_test8,1,1.06609201431,0.0197628458498,0.0197628458498,0.0,1.0,6.0,0.181818181818,0.736815567538,0.633665891132,DorothyDay,4,3.8,3.9442250928
270,DorothyDay_test1,5,2.54119491577,0.0261295798477,0.0261295798477,0.0,1.0,8.6,0.147251743345,0.739863383261,0.768596809734,DorothyDay,4,3.8,3.94340012809
271,DorothyDay_test5,5,4.09582400322,0.0242863850739,0.0242863850739,0.0,1.0,18.0,0.193811193133,0.752089639715,0.733813154745,DorothyDay,4,3.8,3.94334563189
272,DorothyDay_test2,5,4.54447817802,0.0264625944957,0.0264625944957,0.0,1.0,16.2,0.138903188496,0.779680589718,0.870461476727,DorothyDay,4,3.8,3.9436137861
273,DorothyDay_test6,5,6.77224588394,0.0256870614871,0.0256870614871,0.0,1.0,26.8,0.167894547033,0.776175623809,0.732113781857,DorothyDay,4,2.5,3.94295621612
274,DorothyDay_test3,5,4.16594099998,0.0296147969544,0.0296147969544,0.0,1.0,15.2,0.165964976076,0.74413627032,0.795250913356,DorothyDay,4,3.8,3.94169714196
275,DorothyDay_test7,5,3.65033006668,0.0282971609508,0.0282971609508,0.0,1.0,16.6,0.185422753717,0.712018803353,0.611736235467,DorothyDay,4,3.8,3.94108803984
336,WBC_test3,5,5.50364995003,0.0253007453696,0.0253007453696,0.0,1.0,25.8,0.160589795905,0.719513893438,0.749725600555,WBC,1,2.6,3.94301070559
337,WBC_test8,5,4.41158604622,0.0281484853978,0.0281484853978,0.0,1.0,18.8,0.129775497051,0.730687756506,0.854874756664,WBC,1,3.5,3.94297386035
338,WBC_test7,5,5.30894303322,0.0270658528223,0.0270658528223,0.0,1.0,22.8,0.152449556476,0.688193841145,0.796334041031,WBC,1,2.7,3.94279355978
339,WBC_test0,5,5.2299849987,0.0252616836666,0.0252616836666,0.0,1.0,18.4,0.121898739096,0.66996324185,0.83478738874,WBC,1,3.8,3.94379120139
340,WBC_test9,5,5.12079906464,0.0244105242079,0.0244105242079,0.0,1.0,21.0,0.157644626089,0.747632256578,0.624556474026,WBC,1,3.5,3.94314330924
341,WBC_test4,5,4.98001003265,0.0304768692051,0.0304768692051,0.0,1.0,20.8,0.155676181027,0.674787350239,0.579196329612,WBC,1,3.3,3.9395898841
342,WBC_test10,3,3.33074212074,0.0225114932673,0.0225114932673,0.0,1.0,19.3333333333,0.12370014245,0.696855925102,0.746252723822,WBC,1,3.5,3.94392033004
343,WBC_test1,5,5.41207623482,0.0251134235979,0.0251134235979,0.0,1.0,21.8,0.142983358818,0.725938176363,0.678103870549,WBC,1,3.5,3.94298699262
344,WBC_test5,5,4.77371716499,0.0267562125416,0.0267562125416,0.0,1.0,22.8,0.17291704931,0.680365979745,0.740351146721,WBC,1,2.7,3.94249297701
345,WBC_test2,5,5.66357016563,0.022889137638,0.022889137638,0.0,1.0,22.8,0.143270474103,0.721831725939,0.832256013691,WBC,1,2.9,3.94394019323
346,WBC_test6,5,4.8964471817,0.023427899129,0.023427899129,0.0,1.0,18.6,0.129564634231,0.777467612862,0.829592973457,WBC,1,3.8,3.94399514597
379,IntegralYoga_test11,4,2.02996087074,0.0190856209846,0.0190856209846,0.0,1.0,5.0,0.0619411506368,0.721961222129,0.644402184524,IntegralYoga,7,3.8,3.94443594704
380,IntegralYoga_test1,5,2.41829991341,0.0166509613802,0.0166509613802,0.0,1.0,6.4,0.100767737889,0.676233386043,0.604881265961,IntegralYoga,7,3.8,3.94447182224
381,IntegralYoga_test8,5,3.02881193161,0.0303344827854,0.0303344827854,0.0,1.0,10.8,0.0762933994295,0.722302583468,0.743750678726,IntegralYoga,7,3.8,3.942462528
382,IntegralYoga_test4,5,3.25082302094,0.0217127577209,0.0217127577209,0.0,1.0,11.4,0.0994018011862,0.668843460781,0.496850886663,IntegralYoga,7,3.8,3.94420472092
383,IntegralYoga_test10,5,2.46029901505,0.0260873316463,0.0260873316463,0.0,1.0,6.8,0.091460571185,0.693886060182,0.761722972663,IntegralYoga,7,3.8,3.94377415036
384,IntegralYoga_test0,5,2.30841398239,0.0210249145732,0.0210249145732,0.0,1.0,4.8,0.0616641395288,0.688596766204,0.569719805554,IntegralYoga,7,3.8,3.94435413838
385,IntegralYoga_test7,5,2.3565299511,0.0331981119522,0.0331981119522,0.0,1.0,7.8,0.0912400722861,0.704187452331,0.642862169075,IntegralYoga,7,3.8,3.93995657883
386,IntegralYoga_test3,5,2.68881392479,0.0245446826266,0.0245446826266,0.0,1.0,7.8,0.118733611595,0.677162654422,0.670116983933,IntegralYoga,7,3.8,3.94371372644
387,IntegralYoga_test6,5,2.8269610405,0.0192800841949,0.0192800841949,0.0,1.0,7.4,0.0798331662518,0.680831312566,0.71752776466,IntegralYoga,7,3.8,3.94441217719
388,IntegralYoga_test2,5,2.1213760376,0.0310984516791,0.0310984516791,0.0,1.0,6.0,0.124055601261,0.669932497341,0.661326774259,IntegralYoga,7,3.8,3.94130601142
389,IntegralYoga_test9,5,2.21524906158,0.0272595985369,0.0272595985369,0.0,1.0,5.4,0.0640875169068,0.658923655904,0.595971874318,IntegralYoga,7,3.8,3.94366413287
390,IntegralYoga_test5,5,1.78916597366,0.0220694420089,0.0220694420089,0.0,1.0,4.4,0.104273844435,0.637328230172,0.440993287584,IntegralYoga,7,3.8,3.94436021781
391,SeaShepherds_test1,5,1.97292208672,0.0245911570237,0.0245911570237,0.0,1.0,5.2,0.122063492063,0.72034526941,0.643302296726,SeaShepherds,2,3.8,3.94370217213
392,SeaShepherds_test2,5,2.08214211464,0.029456704648,0.029456704648,0.0,1.0,8.4,0.207166374491,0.714256536268,0.578590853169,SeaShepherds,2,3.7,3.94101736723
393,SeaShepherds_test3,5,1.86565208435,0.0172195000176,0.0172195000176,0.0,1.0,5.8,0.179327362524,0.654920324826,0.65144095168,SeaShepherds,2,3.8,3.94442240177
394,SeaShepherds_test0,5,1.53674983978,0.0254082851023,0.0254082851023,0.0,1.0,4.2,0.186338164251,0.649618775105,0.66052528645,SeaShepherds,2,3.8,3.94354007181
395,Bahai_test7,5,2.0903069973,0.0223433230518,0.0223433230518,0.0,1.0,8.8,0.238709515589,0.691408560954,0.752122437827,Bahai,6,4.4,3.94400941175
396,Bahai_test3,5,2.20130801201,0.0231300285555,0.0231300285555,0.0,1.0,6.8,0.192177489177,0.701116359974,0.629806491286,Bahai,6,3.8,3.94373294377
397,Bahai_test6,5,1.82095313072,0.0197860343925,0.0197860343925,0.0,1.0,7.4,0.226097872066,0.721140794936,0.656237388211,Bahai,6,4.2,3.94420088795
398,Bahai_test2,5,1.95158314705,0.0218694697933,0.0218694697933,0.0,1.0,5.4,0.144876456876,0.702043561988,0.537002215046,Bahai,6,3.8,3.9440840246
399,Bahai_test9,5,2.0036740303,0.0253983450412,0.0253983450412,0.0,1.0,6.4,0.186935750074,0.702687306945,0.63373225593,Bahai,6,3.8,3.94319501398
400,Bahai_test5,5,1.55275893211,0.0197868669968,0.0197868669968,0.0,1.0,5.4,0.239388471178,0.789667589872,0.720759245741,Bahai,6,4.4,3.94433380682
401,Bahai_test1,5,1.86119508743,0.0136537082927,0.0136537082927,0.0,1.0,6.2,0.180084716814,0.75461104148,0.762853028632,Bahai,6,3.8,3.94452884777
402,Bahai_test8,5,1.63881587982,0.0228381338544,0.0228381338544,0.0,1.0,8.0,0.313490341077,0.77398074212,0.617975914094,Bahai,6,4.5,3.94409835895
403,Bahai_test4,5,2.24889922142,0.0232565485752,0.0232565485752,0.0,1.0,7.4,0.190137940437,0.721808090186,0.779190544799,Bahai,6,3.8,3.94392643511
404,Bahai_test0,5,2.09625291824,0.0192325671575,0.0192325671575,0.0,1.0,5.2,0.119709242052,0.665979696598,0.696725648956,Bahai,6,3.8,3.94437701886
