,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,29.3875770569,"you, we, me, your, my, s, don, get, judg, ask, sin, t, our, know, whi, want, ill, christ, jesus, god, go, said, i, dad, thing, tell, didn, look, re, heaven",0.0310749076766,0.021577048784,0.9,0.1,0.600366651483,0.0201196114357,0.0197393438656,0.0276558232793,0.00902271234487,0.0257890552079,0.021986379507,0.0112697479863,0.658371864434,0.573468670269,Shepherd,4,4.0017699115,4.14856752777
4,Shepherd_test9,10,30.6544661522,"you, we, your, my, me, s, christ, ask, get, god, said, ill, heaven, our, grace, thing, better, want, love, rememb, preach, mind, jesus, preacher, i, pray, talk, am, prayer, ll",0.0359226046987,0.0176731922794,1.0,0.0,0.628528807639,0.0193535838169,0.0166304664959,0.0238921126852,0.00791000745615,0.0330988426751,0.0201964534639,0.0104386163971,0.633526350787,0.660496708516,Shepherd,4,4.8,4.64798039722
5,Shepherd_test0,10,27.2740879059,"we, you, s, me, your, my, christ, sin, don, god, our, know, ask, pray, want, spirit, get, evil, thing, t, jesus, love, ill, whi, lord, say, us, let, think, do",0.0293935143888,0.0227222134425,0.7,0.3,0.654827005172,0.0236358330902,0.0163043478261,0.0198424277794,0.0111613656259,0.0253136854392,0.0195506273709,0.0104683396557,0.656364488147,0.669715141103,Shepherd,4,4.0017699115,3.90116760887
8,Shepherd_test10,10,25.2862930298,"we, you, your, my, sin, me, christ, walk, s, don, our, want, god, love, evil, get, ask, trust, say, lord, jesus, know, let, ill, said, i, someon, someth, do, t",0.0346207136735,0.0305609381053,0.6,0.4,0.612400098196,0.0245112103947,0.0193876296266,0.0228716645489,0.0100012296594,0.0246341763332,0.0189777431651,0.0104930934131,0.657874827846,0.600808258349,Shepherd,4,4.0017699115,3.64642369192
14,Shepherd_test20,10,26.7401280403,"you, we, your, s, my, me, don, get, god, our, know, t, want, sin, ask, ill, thing, thank, say, pay, lord, go, christ, whi, spirit, let, said, should, i, will",0.03121889884,0.0227157099764,0.7,0.3,0.596412124023,0.0236534839925,0.0204896421846,0.0209416195857,0.010131826742,0.0253483992467,0.018945386064,0.0110734463277,0.680756145481,0.664911250045,Shepherd,4,4.0017699115,3.80565396301
15,Shepherd_test6,10,28.5099179745,"we, you, me, my, your, s, ask, get, want, god, christ, our, bless, don, ill, pray, said, jesus, say, know, i, go, t, preacher, prayer, do, preach, sermon, someon, will",0.0278657882333,0.0224682633379,0.7,0.3,0.63636181208,0.0219745109873,0.0159750079875,0.0261635130818,0.0123185061593,0.0263055131528,0.0229685114843,0.012354006177,0.647198781422,0.584906690363,Shepherd,4,4.0017699115,4.01662358545
20,Shepherd_test16,10,31.4953980446,"we, you, s, my, your, me, don, get, know, want, love, christ, our, god, t, ill, thing, said, ask, i, someth, go, car, jesus, preacher, sin, preach, someon, do, tri",0.0331185744793,0.0198694807487,1.0,0.0,0.593441791974,0.021355806004,0.0167529698447,0.0230141807967,0.00961180492097,0.0273462618878,0.0191220766914,0.0121501336853,0.67495880752,0.656668547888,Shepherd,4,4.0017699115,3.96151560752
22,Shepherd_test19,10,29.1842758656,"we, you, your, sin, s, don, get, christ, my, me, t, want, our, said, say, ask, trust, ill, go, spirit, thing, god, i, know, money, whi, think, ve, too, someth",0.0335190547482,0.0273960625718,0.6,0.4,0.607637185029,0.0202743630857,0.0150721539284,0.020666310351,0.00894352396223,0.0278282558347,0.018172100481,0.0122928915019,0.664289617736,0.686621962944,Shepherd,4,4.4017699115,3.94864686548
29,Shepherd_test14,10,30.567553997,"we, you, me, my, s, your, get, our, christ, rememb, ask, don, knock, said, t, know, door, jesus, god, ill, look, wisdom, want, i, love, someon, car, thing, say, let",0.032655648918,0.0204548233166,0.9,0.1,0.614460677439,0.0227104750386,0.0149499428879,0.0262043942753,0.0111872606329,0.023483168716,0.0259692266344,0.0124974803467,0.677897296121,0.634318739867,Shepherd,4,4.0017699115,3.8573760873
30,Shepherd_test4,10,28.5265130997,"you, we, your, my, s, me, ask, don, want, pray, t, get, ill, jesus, christ, our, widow, said, preacher, lord, know, god, let, say, thing, i, whi, didn, will, someth",0.0301914998041,0.0224104375855,0.8,0.2,0.635784666752,0.0186346795789,0.0172040644144,0.0226330655515,0.0117750632772,0.0258244378416,0.0204688015847,0.0119217930377,0.660295900262,0.663976196316,Shepherd,4,4.0017699115,3.77046868155
31,Shepherd_test8,10,27.6511530876,"we, you, s, my, your, me, christ, want, get, thing, don, our, ask, let, said, god, know, will, t, ill, fear, i, got, tell, sigh, pray, jesus, someth, tri, sin",0.0276077294593,0.0243057994194,0.8,0.2,0.607877736951,0.0207464324918,0.0128430296378,0.0240395170143,0.0103549213319,0.0246981339188,0.0209293816319,0.0134650567142,0.647751535939,0.55833259712,Shepherd,4,4.0017699115,4.28348085562
33,Shepherd_test3,10,26.78170681,"we, you, s, me, my, christ, your, don, our, ask, get, preach, t, ill, preacher, want, thing, jesus, pray, said, go, happen, know, i, do, re, anger, someon, god, tell",0.0297424820745,0.023637755559,0.6,0.4,0.576193666862,0.0224727602906,0.0134685230024,0.0226997578692,0.0115012106538,0.0214512711864,0.0192947941889,0.0135063559322,0.70236535059,0.662463985413,Shepherd,4,4.0017699115,3.9001795628
36,Shepherd_test13,10,26.7615559101,"we, you, s, me, my, your, rememb, christ, our, don, super, want, t, get, ill, jesus, said, god, lord, delight, happi, know, i, say, thing, pray, look, sunday, love, yes",0.0334888566434,0.0193432835735,0.9,0.1,0.581146060725,0.0214805273526,0.0134111228974,0.0236778299742,0.0123124715866,0.0225791786634,0.0209122594332,0.0120851644189,0.68529789861,0.72489566107,Shepherd,4,4.0017699115,3.7816651451
44,Shepherd_test21,10,28.8466939926,"you, we, s, don, my, me, your, christ, sin, t, ask, our, get, want, know, pay, said, ill, rememb, love, i, god, bad, happen, didn, jesus, go, better, say, let",0.0310762160041,0.0275345710382,0.6,0.4,0.623185599375,0.0225448453968,0.0174495707406,0.0247783904516,0.00896907936065,0.0267327423745,0.0236267187827,0.0105046415858,0.709013811262,0.681549583824,Shepherd,4,4.0017699115,3.89341093334
45,Shepherd_test1,10,27.6909339428,"you, we, me, my, your, s, preacher, preach, get, want, ill, don, ask, said, christ, t, know, our, let, i, go, whi, bless, say, god, someon, told, tell, gift, look",0.0330536149715,0.0159554224052,1.0,0.0,0.628085308136,0.0194826637314,0.0166941845533,0.0266373142543,0.010897083104,0.021427261053,0.0264171711613,0.0121812511466,0.651134187865,0.592224452207,Shepherd,4,5.0,4.29219850432
49,Shepherd_test11,10,30.9410951138,"you, we, your, my, s, trust, me, get, don, t, want, our, pray, ask, ill, christ, said, spirit, let, lord, say, i, god, ve, thing, prayer, preacher, will, know, hope",0.0376597867603,0.0207548618164,0.8,0.2,0.568479060996,0.0200273878809,0.0185552892845,0.0249229715851,0.0104073947278,0.0211229031154,0.0212256076686,0.0123930160904,0.612956726294,0.618918048525,Shepherd,4,4.0017699115,4.24760436228
50,Shepherd_test2,10,28.6703670025,"we, you, s, your, me, get, my, our, want, bless, don, ill, bad, god, t, said, wisdom, christ, go, lord, heaven, say, thing, happen, evil, sin, will, trust, ask, preacher",0.0370350547839,0.0241746506233,1.0,0.0,0.656873850144,0.0256967851836,0.0148599180892,0.0202602297851,0.0105831611757,0.0247182052118,0.0178319017071,0.0117792033634,0.642324294874,0.668402852562,Shepherd,4,5.2,3.81720119521
56,Shepherd_test18,10,27.9512310028,"we, you, me, my, get, your, our, sin, want, s, bad, do, christ, i, know, pray, preach, prepar, heaven, god, thing, ill, lord, said, don, warn, must, ask, t, love",0.0324955862006,0.025552969585,0.7,0.3,0.660486021407,0.0257852612504,0.012571730595,0.0258607671398,0.00872093023256,0.0228027786167,0.0229160374509,0.0115146481426,0.694898652336,0.68439842462,Shepherd,4,4.6,4.28815624009
59,Shepherd_test7,10,28.1865642071,"you, we, my, me, your, s, don, listen, get, ill, our, said, t, ask, want, christ, whi, know, lord, go, i, sin, let, talk, merci, bad, god, do, thing, jesus",0.0310543434161,0.0293180095181,0.6,0.4,0.617241271632,0.0204871814149,0.0174047064131,0.0256747612961,0.00842041951733,0.0287948274566,0.0206375460492,0.0114653033606,0.653450362487,0.587442676085,Shepherd,4,4.4017699115,3.80071282608
64,Shepherd_test17,10,30.361987114,"we, you, s, my, get, me, christ, your, our, preach, want, love, ask, god, ill, don, bless, grace, t, thing, let, said, go, say, ve, do, someth, lord, know, i",0.0377726573338,0.020323960322,0.9,0.1,0.572202311383,0.0243050605845,0.0133642195296,0.0230220955096,0.00912330719886,0.0223093371347,0.0185673556664,0.013863150392,0.692948083665,0.718028070292,Shepherd,4,4.0017699115,4.0119469537
71,Shepherd_test12,10,30.1491219997,"you, we, s, your, love, my, get, me, want, god, don, christ, whi, our, know, preach, sin, said, ill, ask, say, let, better, t, thing, elder, car, jesus, i, re",0.0379562202413,0.0191049522289,0.9,0.1,0.588839038737,0.0198391610869,0.0165798703369,0.0199100152336,0.00903390370921,0.0242675452581,0.0170758493641,0.0119389237255,0.648096133081,0.617762178619,Shepherd,4,4.0017699115,4.25667549043
72,Shepherd_test5,10,25.9185860157,"you, we, my, your, me, s, sin, walk, don, get, god, christ, want, merci, t, ill, say, tell, ask, our, preach, know, said, love, do, whi, i, jesus, rememb, will",0.0374725964998,0.0237718256411,0.9,0.1,0.614649081783,0.0205487829739,0.0180209564969,0.0225058099238,0.0103967056713,0.0220165531863,0.0203449259999,0.011619847515,0.690841364896,0.654576303484,Shepherd,4,4.0017699115,4.1041380117
73,DorothyDay_test8,10,20.0826258659,"we, love, our, my, too, worker, me, tri, get, go, you, want, say, farm, thing, stanley, know, judg, fr, stjoseph, told, hospit, us, your, tree, i, hour, christ, feel, morn",0.0306375744178,0.0241078424583,0.7,0.3,0.733937537839,0.0239798770263,0.00262716601453,0.0125768585802,0.0107881498044,0.012297372834,0.0130799329234,0.0122414756847,0.736637709793,0.681619900071,DorothyDay,4,4.5017699115,4.27767474271
75,DorothyDay_test13,10,19.7986161709,"we, me, our, worker, my, fr, too, you, priest, get, strike, say, go, ask, room, am, cathol, job, love, whi, us, labor, i, money, know, poverti, reader, talk, steel, castro",0.0259902893443,0.0210381242235,0.7,0.3,0.667741915395,0.0218998083767,0.00284697508897,0.014125376403,0.0121543936491,0.011223651793,0.0123186422119,0.0109499041883,0.69951045946,0.648994491198,DorothyDay,4,4.2,4.57563472491
76,DorothyDay_test3,10,16.7904160023,"we, me, worker, you, my, our, talk, get, dollar, hospit, too, felt, she, morn, hour, room, fr, ask, bed, know, am, priest, stteresa, woman, strike, i, wish, joy, feel, stloui",0.0234227041961,0.0182366994422,0.7,0.3,0.739990519901,0.0165614606665,0.00434398968302,0.0151360890518,0.0101812258196,0.00950247743162,0.0198194529288,0.0099097264644,0.746262233697,0.602071095994,DorothyDay,4,4.3,3.9022455574
88,DorothyDay_test23,10,23.2953379154,"we, my, our, me, prison, get, worker, am, too, farm, love, talk, room, ask, tri, us, i, you, peter, street, rememb, go, seem, hour, read, hope, dakota, prayer, know, she",0.0244336902198,0.0210455054314,0.7,0.3,0.756423519832,0.0196653285824,0.00221009426729,0.0158765955527,0.0127644219927,0.0156059717649,0.0171846105273,0.00942672860944,0.724347263508,0.725486958057,DorothyDay,4,4.0017699115,3.90909945973
89,DorothyDay_test16,10,16.790979147,"we, worker, my, me, our, get, too, room, mine, love, tri, coal, insur, she, christ, know, labor, miner, farm, heaven, tamar, garden, go, her, am, read, want, i, thing, sin",0.0326944620987,0.0190312237617,0.9,0.1,0.700410826774,0.0184742158426,0.00126262626263,0.0126927166401,0.0133572567783,0.0120946305157,0.0170122275385,0.0126927166401,0.738712407712,0.712005261489,DorothyDay,4,4.3017699115,4.13578222344
90,DorothyDay_test6,10,24.0516281128,"we, me, my, our, too, get, worker, room, you, night, morn, tree, pray, prayer, go, street, fr, hour, bed, talk, smell, garden, us, hope, farm, visit, i, negro, pay, bad",0.0268616685681,0.0187204229344,0.7,0.3,0.669267170816,0.0170923475118,0.00297895199492,0.0144064071886,0.0132831957806,0.0119158079797,0.0157737949895,0.0103042437857,0.716903491268,0.675960536787,DorothyDay,4,4.3,3.90074666177
91,DorothyDay_test11,10,18.9305639267,"we, our, worker, fr, fear, too, get, talk, love, me, say, priest, parish, my, rememb, night, am, pray, let, maurin, conscript, you, go, unemploy, room, feel, ask, cathol, know, said",0.0276472663809,0.0209487860158,0.8,0.2,0.65763551081,0.018801676294,0.002208630649,0.00951410125722,0.0118926265715,0.0141012572205,0.0114395741307,0.0100237852531,0.746817396805,0.63490203911,DorothyDay,4,4.0017699115,3.80221671206
92,DorothyDay_test1,10,31.7534110546,"we, my, me, our, get, worker, room, mike, too, farm, you, i, hour, go, picket, night, us, silenc, prayer, am, tax, afternoon, strike, want, street, priest, retreat, fr, she, door",0.0272051796292,0.0197931607153,0.9,0.1,0.695992301543,0.0174248747913,0.00205203116305,0.0166249304396,0.0109905397885,0.0107470784641,0.0168683917641,0.00848636616583,0.765607429889,0.743061185279,DorothyDay,4,4.0,4.11514577919
93,DorothyDay_test18,10,18.4415090084,"we, our, room, my, get, she, worker, too, me, got, us, want, you, floor, farm, hospit, maurin, labor, peter, her, talk, bed, tri, love, say, felicia, paper, retreat, didnt, pay",0.0292556377304,0.0176457347308,0.7,0.3,0.761117361522,0.0270987084871,0.00288284132841,0.0115890221402,0.00830258302583,0.0119349630996,0.0221402214022,0.0100322878229,0.727271725627,0.700450235279,DorothyDay,4,4.3,3.73689484848
104,DorothyDay_test21,10,22.8262488842,"we, me, my, worker, farm, our, get, too, room, talk, you, fr, christ, want, go, night, maurin, got, say, pray, destitut, money, am, detroit, peter, bus, cloth, stay, ask, rememb",0.0209074725814,0.0201175029528,0.5,0.5,0.672915945949,0.0182462270102,0.00228077837628,0.0122288542728,0.0122288542728,0.0129567622652,0.0118891638764,0.0100451302955,0.732414634302,0.639996255439,DorothyDay,4,4.4017699115,3.8492616059
105,DorothyDay_test14,10,20.4673748016,"we, my, me, you, our, your, worker, get, too, am, pray, shall, talk, go, room, walk, i, love, weav, night, farm, fr, tri, feel, say, away, know, beach, down, sunday",0.0233056554642,0.0208613331056,0.7,0.3,0.720434823837,0.0163012928612,0.00612703766161,0.0186059584036,0.013940415964,0.00713884204609,0.0174817313097,0.0114109050028,0.760604940077,0.783496345882,DorothyDay,4,4.3,4.22074739344
106,DorothyDay_test4,10,28.7854127884,"we, my, our, me, get, worker, peter, tri, too, talk, room, go, you, am, maurin, i, us, want, love, fr, hospit, better, farm, ask, prayer, paper, everyon, pay, hope, say",0.0242824087305,0.0203560757125,0.7,0.3,0.740627663628,0.0217391304348,0.00241127269987,0.0176701077537,0.00855248285736,0.023924346319,0.0154848918695,0.00930600557607,0.738972197957,0.669252198247,DorothyDay,4,4.0017699115,4.22687257002
116,DorothyDay_test12,10,23.9112021923,"we, my, our, me, worker, retreat, labor, get, too, she, farm, am, go, jim, love, priest, julia, maurin, i, unemploy, you, night, us, talk, hospit, fr, tri, told, street, her",0.0219935754026,0.0219941069239,0.5,0.5,0.675762861713,0.0184667834651,0.00198873052701,0.0158151427624,0.00951749609357,0.0134949571476,0.0201240589043,0.00752876556655,0.720745111883,0.68742965841,DorothyDay,4,4.2017699115,3.74138341957
117,DorothyDay_test2,10,23.4854168892,"we, my, me, our, worker, you, love, prison, say, your, too, get, she, i, go, us, tri, babi, room, noth, pain, prayer, priest, farm, her, talk, poor, thing, hospit, night",0.0241868330376,0.0262029817007,0.4,0.6,0.707522103181,0.0200785892275,0.00436074372245,0.018784742189,0.0109737396971,0.0119800651716,0.0223308414798,0.00924861031244,0.690747771141,0.683684091794,DorothyDay,4,4.3,4.70639703506
126,DorothyDay_test9,10,22.041572094,"we, get, our, worker, me, my, destitut, too, camp, she, farm, done, tri, dollar, priest, room, talk, night, street, her, maurin, cloth, job, you, told, fr, migrant, go, us, morn",0.0245068098942,0.0208778602294,0.5,0.5,0.694654933516,0.0194885543411,0.00201072386059,0.0114972159208,0.0141781810683,0.00907403588369,0.0182511858115,0.00969272014848,0.742779787399,0.678280792196,DorothyDay,4,4.0,4.02696953235
127,DorothyDay_test10,10,25.1407120228,"we, prison, worker, my, our, me, girl, room, too, talk, told, get, she, go, i, love, am, farm, joe, tri, heard, you, seem, know, how, us, maurin, reader, pray, detent",0.0252078099864,0.0185434147334,0.7,0.3,0.71382020493,0.0161050209771,0.00189470835025,0.015157666802,0.0106013443407,0.00983443857987,0.0188117471918,0.00951865385483,0.76618300158,0.597573360268,DorothyDay,4,4.0,3.85477825683
128,DorothyDay_test0,10,23.6687469482,"we, worker, me, my, our, too, get, farm, you, talk, say, go, priest, love, tri, want, tanzania, us, job, cathol, your, rememb, nyerer, will, room, paper, know, i, ask, street",0.0241482677293,0.0190524807343,0.7,0.3,0.679890817064,0.0168874172185,0.00307473982971,0.0131031220435,0.0116840113529,0.0143330179754,0.0129139072848,0.0111636707663,0.765339981356,0.680737682751,DorothyDay,4,4.0017699115,3.7569001261
131,DorothyDay_test22,10,29.3721780777,"we, me, my, worker, our, get, talk, babi, jack, room, too, labor, want, go, priest, you, farm, i, bread, bus, she, tell, fr, trip, morn, got, steel, know, tri, maurin",0.0288380850638,0.0170965025664,0.9,0.1,0.734798697753,0.0144013700763,0.0021018215787,0.0159193523276,0.0139342986144,0.0159971975712,0.0172816440915,0.00856297680212,0.724615964805,0.700683221705,DorothyDay,4,3.8,4.2261188122
132,DorothyDay_test17,10,17.1822841167,"we, our, worker, my, get, me, fr, farm, you, too, go, want, room, answer, she, retreat, hospit, parish, cathol, us, will, merci, neighborhood, know, morn, am, reader, pray, i, poverti",0.0223606131439,0.0193195698145,0.6,0.4,0.712493820264,0.0216400179798,0.00250433442497,0.0128427406409,0.0104026199191,0.00988891029346,0.0168882039427,0.00828356771335,0.747014013237,0.719913216315,DorothyDay,4,4.0,4.1115906163
133,DorothyDay_test7,10,24.0373909473,"we, me, retreat, my, fr, our, you, too, worker, get, your, talk, priest, danvill, tri, say, told, love, dont, ask, maurin, i, farm, am, prayer, know, lacoutur, peter, go, morn",0.0249462232834,0.0203904755553,0.7,0.3,0.708250091107,0.018297569228,0.00409580625056,0.0173181372985,0.0140236844448,0.0195441189565,0.0137120470127,0.0109963493901,0.710276252552,0.617677347861,DorothyDay,4,4.1,4.00354501663
136,DorothyDay_test19,10,16.4408869743,"we, my, me, our, worker, am, get, say, too, farm, cathol, cuba, us, talk, i, go, you, fr, got, street, ye, reader, parish, thing, visit, want, pray, summari, ddlw, bus",0.0222313972411,0.0170052236133,0.7,0.3,0.711167278931,0.020008138904,0.00210255018991,0.0198046663049,0.0101736299512,0.011665762344,0.0181768855128,0.00963103635377,0.699242086023,0.606792813267,DorothyDay,4,4.3,4.33492435249
142,DorothyDay_test20,10,21.8893392086,"we, our, my, me, you, love, your, am, ask, get, worker, pray, shall, too, tri, thing, say, know, i, us, fr, babi, room, she, christ, hospit, cloth, go, think, heaven",0.0269704123588,0.019804046464,0.8,0.2,0.729058557643,0.0267490754344,0.00511677389939,0.0178327169563,0.0103348700542,0.01109478697,0.0196058564264,0.0120066872689,0.700722011075,0.698571665424,DorothyDay,4,5.1,4.61744877845
143,DorothyDay_test15,10,13.5665960312,"we, worker, our, my, prison, me, you, summari, get, christ, us, negro, your, cathol, joy, farm, reader, know, love, picket, communism, ask, buy, ddlw, thing, say, gauchat, priest, maurin, hope",0.0257857647216,0.0256117559317,0.5,0.5,0.647007127774,0.0211081794195,0.00404573438874,0.0131926121372,0.00923482849604,0.0106420404573,0.0131926121372,0.00923482849604,0.709978505292,0.615051980224,DorothyDay,4,4.0,4.40130795735
144,DorothyDay_test5,10,18.0716028214,"we, our, worker, you, get, my, tri, want, babi, hour, talk, me, go, prayer, us, say, too, suffer, thing, love, am, unemploy, will, hospit, buy, your, bed, sin, ask, priest",0.0293022432769,0.0209065285375,0.8,0.2,0.711746398246,0.0274296933649,0.00473523127563,0.0112606109603,0.0123000519721,0.0139747069354,0.00993243633424,0.0112028642375,0.726910403994,0.73543929815,DorothyDay,4,5.2,3.93323054305
152,Unitarian_test6,10,34.5897479057,"my, we, me, you, our, am, let, depress, love, i, thank, know, feel, joy, your, too, mind, dont, someth, want, say, get, morn, s, whi, us, congreg, breath, talk, silenc",0.0308060940551,0.0218475198814,0.7,0.3,0.707444043826,0.0233969366563,0.00804776739356,0.036247403946,0.00882658359294,0.00545171339564,0.0258631879543,0.0105789200415,0.680028807706,0.650735142613,Unitarian,7,6.9,7.29716037972
155,Unitarian_test3,10,45.6161830425,"my, you, we, me, our, your, i, s, unitarian, love, say, am, nt, realli, know, congreg, get, dont, e, she, let, silenc, wonder, think, us, tell, eat, yes, want, too",0.027802393532,0.0191126391294,1.0,0.0,0.66781263468,0.0191601592801,0.010187723018,0.0288824533278,0.00995500853286,0.00788643533123,0.0265035941459,0.0106790091534,0.700496332912,0.614226966244,Unitarian,7,7.0,6.7705031522
158,Unitarian_test4,10,40.3315820694,"we, my, me, you, our, am, want, i, step, know, too, say, congreg, feel, grief, listen, love, s, nt, your, someth, silenc, hope, truth, get, let, gift, talk, thing, dont",0.0300819417191,0.0193302623717,0.7,0.3,0.681011641605,0.0236406619385,0.00734549138804,0.0341945288754,0.00864009906563,0.00751435325903,0.0253574242936,0.0112856017111,0.686410251995,0.686162851958,Unitarian,7,7.0,6.70375549339
162,Unitarian_test5,10,42.5139689445,"my, me, we, you, our, your, nt, am, s, say, i, know, love, luck, too, get, listen, feel, congreg, garden, ask, bless, let, rememb, want, tell, silenc, yes, apolog, talk",0.03028992223,0.0203046176427,0.9,0.1,0.682109000493,0.019392338177,0.00940554821664,0.0284015852048,0.0086393659181,0.00692206076618,0.02071334214,0.0104359313078,0.671385327815,0.594379771341,Unitarian,7,7.0,7.88144868664
166,Unitarian_test0,10,37.8595018387,"we, my, me, you, our, nt, your, s, feel, am, obstacl, compass, ask, magic, authent, get, i, talk, moment, justic, know, say, want, love, silenc, unitarian, abort, ourselv, think, whi",0.029005636502,0.0216178705878,0.9,0.1,0.708836097399,0.0208706194792,0.00796720743606,0.0252294902142,0.0104497430864,0.00715894001501,0.0210726863345,0.0127013451879,0.683432899607,0.683514409513,Unitarian,7,6.9,6.62704106413
168,Unitarian_test7,10,44.6889708042,"my, we, you, me, our, am, your, get, i, nt, ask, know, congreg, cloth, love, s, say, let, feel, whi, want, violenc, silenc, universalist, unitarian, us, dont, thing, tell, too",0.0268388713617,0.0203665942455,0.9,0.1,0.626286407589,0.0199007573779,0.009062418386,0.0260120135806,0.00974144685296,0.0104988247584,0.0219639592583,0.0105510577174,0.679776998059,0.67467825969,Unitarian,7,7.0,6.46781618929
171,Unitarian_test2,10,41.176527977,"you, we, my, me, our, your, get, nt, hope, i, s, feel, ask, love, too, say, am, know, homeless, reveng, tell, bread, realli, talk, n, think, everyon, thing, proud, dont",0.0279034978778,0.0209562996021,0.8,0.2,0.670115470691,0.0177464941842,0.0123926513751,0.0240515273399,0.0120121752364,0.0102728557452,0.0184802695945,0.0116860528318,0.693777543742,0.711447608435,Unitarian,7,7.0,5.82073965968
177,Unitarian_test8,10,34.3416650295,"we, you, me, my, our, your, flower, nt, s, let, courag, know, want, love, say, easter, i, tell, whi, someth, justic, resurrect, f, quiet, get, rememb, look, us, heaven, realli",0.0275460537594,0.017289859901,0.8,0.2,0.675848486507,0.0212424986361,0.0120703764321,0.021174304419,0.010195035461,0.00961538461538,0.0187875068194,0.0105360065466,0.647024476008,0.670034646385,Unitarian,7,7.0,5.69866625681
