,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
296,Rabbinic_test2,5,4.48287892342,0.031050121977,0.031050121977,0.0,1.0,19.6,0.260322938428,0.694033236539,0.578477156053,Rabbinic,6,3.9,3.93893357588
297,Rabbinic_test1,5,4.50551486015,0.0260824829793,0.0260824829793,0.0,1.0,20.8,0.303699122255,0.731515119205,0.708203926126,Rabbinic,6,4.1,3.94304728675
341,WBC_test3,5,6.83926486969,0.0223671666261,0.0223671666261,0.0,1.0,23.4,0.159485776303,0.75787327818,0.737019816927,WBC,1,2.6,3.94380024735
342,WBC_test8,5,6.38238191605,0.0220963620755,0.0220963620755,0.0,1.0,20.4,0.131719349433,0.667047348122,0.668208262495,WBC,1,3.3,3.94389188149
343,WBC_test7,5,6.25926995277,0.0233379567673,0.0233379567673,0.0,1.0,19.0,0.138893398868,0.682373097755,0.748753022131,WBC,1,3.5,3.94375828998
344,WBC_test0,5,7.93388080597,0.0269025936113,0.0269025936113,0.0,1.0,19.0,0.128124114521,0.721728131473,0.681865204642,WBC,1,3.5,3.9424751009
345,WBC_test9,5,7.52179598808,0.0282134105801,0.0282134105801,0.0,1.0,25.0,0.154955932347,0.713413723987,0.679150867082,WBC,1,2.6,3.94126231696
346,WBC_test4,5,7.1493499279,0.0257921284063,0.0257921284063,0.0,1.0,21.8,0.149094473651,0.69017959383,0.652334593612,WBC,1,3.3,3.94266731486
347,WBC_test10,3,3.70535111427,0.0293232738783,0.0293232738783,0.0,1.0,20.3333333333,0.15228139032,0.705686630312,0.595560141628,WBC,1,3.3,3.94039603742
348,WBC_test1,5,5.57403802872,0.0268641324356,0.0268641324356,0.0,1.0,20.2,0.148870112172,0.71799968024,0.811120128416,WBC,1,3.5,3.94294503565
349,WBC_test5,5,6.5261259079,0.0258004203796,0.0258004203796,0.0,1.0,24.4,0.164004589842,0.731382946592,0.704133007738,WBC,1,2.6,3.94263811
350,WBC_test2,5,6.25077700615,0.0267800178186,0.0267800178186,0.0,1.0,21.6,0.146890169412,0.721582451475,0.752838435926,WBC,1,3.5,3.94260863521
351,WBC_test6,5,5.90993404388,0.0266095765086,0.0266095765086,0.0,1.0,18.2,0.127583246836,0.694521133913,0.71361399947,WBC,1,3.8,3.94278492908
384,IntegralYoga_test11,4,2.36615204811,0.0214972931246,0.0214972931246,0.0,1.0,9.75,0.105039141117,0.683702196743,0.67676563517,IntegralYoga,7,3.8,3.94415869334
385,IntegralYoga_test1,5,2.63638401031,0.0203621992586,0.0203621992586,0.0,1.0,5.4,0.0898552251195,0.712623622994,0.65560985727,IntegralYoga,7,3.8,3.94432042615
386,IntegralYoga_test8,5,3.45408082008,0.0180307340659,0.0180307340659,0.0,1.0,11.0,0.131695781995,0.681285455866,0.708170148157,IntegralYoga,7,3.8,3.94437774431
387,IntegralYoga_test4,5,3.24792599678,0.0289267276507,0.0289267276507,0.0,1.0,6.4,0.0875384881627,0.733827002931,0.652729151697,IntegralYoga,7,3.8,3.94278706173
388,IntegralYoga_test10,5,4.96206712723,0.0221773015416,0.0221773015416,0.0,1.0,8.2,0.0899539841014,0.681968399867,0.617118492752,IntegralYoga,7,3.8,3.944137857
389,IntegralYoga_test0,5,3.82305502892,0.034819400972,0.034819400972,0.0,1.0,7.4,0.136824246952,0.74935933723,0.808938059012,IntegralYoga,7,3.8,3.93954817111
390,IntegralYoga_test7,5,3.75164103508,0.0292987957147,0.0292987957147,0.0,1.0,9.8,0.107966873887,0.738525819688,0.782975166216,IntegralYoga,7,3.8,3.94274138397
391,IntegralYoga_test3,5,3.60545301437,0.0217795275238,0.0217795275238,0.0,1.0,10.0,0.0972287894786,0.71872871245,0.670368588261,IntegralYoga,7,3.8,3.94413036603
392,IntegralYoga_test6,5,1.56728696823,0.0188561133905,0.0188561133905,0.0,1.0,2.2,0.0732922826149,0.709866833336,0.615951245362,IntegralYoga,7,3.8,3.94444388773
393,IntegralYoga_test2,5,4.13207101822,0.0255799046212,0.0255799046212,0.0,1.0,10.6,0.0956327384736,0.700372521041,0.65786646873,IntegralYoga,7,3.8,3.94348650041
394,IntegralYoga_test9,5,2.25247383118,0.0182733450052,0.0182733450052,0.0,1.0,3.8,0.0597181441747,0.630417092619,0.612906148026,IntegralYoga,7,3.8,3.94449913656
395,IntegralYoga_test5,5,1.79244399071,0.0332274316486,0.0332274316486,0.0,1.0,0.4,0.00762651461155,0.705562722468,0.677169192162,IntegralYoga,7,3.8,3.94324304556
396,SeaShepherds_test1,5,2.23699212074,0.0220015477509,0.0220015477509,0.0,1.0,6.4,0.148254423721,0.749906908234,0.747631339657,SeaShepherds,2,3.8,3.9441328148
397,SeaShepherds_test2,5,3.28714299202,0.017277126376,0.017277126376,0.0,1.0,8.2,0.211382899072,0.727027845888,0.569458776002,SeaShepherds,2,3.7,3.94437325301
398,SeaShepherds_test3,5,1.84117913246,0.0280943816581,0.0280943816581,0.0,1.0,4.4,0.163229437229,0.710115852866,0.66790476407,SeaShepherds,2,3.8,3.94247577694
399,SeaShepherds_test0,5,1.811617136,0.0293025910067,0.0293025910067,0.0,1.0,4.6,0.172028633308,0.681352365704,0.678668832807,SeaShepherds,2,3.8,3.94196234471
400,Bahai_test7,5,1.96419811249,0.0205501179053,0.0205501179053,0.0,1.0,5.8,0.22310529056,0.725517028688,0.704210342273,Bahai,6,4.2,3.94418163315
401,Bahai_test3,5,2.27055716515,0.0261242863238,0.0261242863238,0.0,1.0,9.8,0.316755142166,0.73780043288,0.675433808511,Bahai,6,4.6,3.94343947029
402,Bahai_test6,5,2.77142596245,0.0205809156054,0.0205809156054,0.0,1.0,9.2,0.228568075117,0.801276229357,0.661724356269,Bahai,6,4.2,3.94422396285
403,Bahai_test2,5,3.28053307533,0.026071709382,0.026071709382,0.0,1.0,7.6,0.149414166757,0.668907844983,0.540483343475,Bahai,6,3.8,3.94324600937
404,Bahai_test9,5,1.89537096024,0.0124337310072,0.0124337310072,0.0,1.0,3.8,0.107494802495,0.692176024702,0.665438885472,Bahai,6,3.8,3.9445516617
405,Bahai_test5,5,2.42794585228,0.0235937551839,0.0235937551839,0.0,1.0,7.6,0.184944388944,0.777791939005,0.634081982636,Bahai,6,3.8,3.94377051293
406,Bahai_test1,5,1.70249795914,0.0167446632742,0.0167446632742,0.0,1.0,4.0,0.212028824834,0.748824449107,0.724906930089,Bahai,6,3.8,3.94445106195
407,Bahai_test8,5,1.88982892036,0.0206740509844,0.0206740509844,0.0,1.0,4.2,0.193282651072,0.713425669823,0.717617184654,Bahai,6,3.8,3.94420487432
408,Bahai_test4,5,2.60401988029,0.0245176790075,0.0245176790075,0.0,1.0,9.4,0.240513196481,0.689750075155,0.609543419832,Bahai,6,4.3,3.94337239409
409,Bahai_test0,5,2.30919408798,0.0200041170371,0.0200041170371,0.0,1.0,5.6,0.175501256913,0.755279673804,0.725544010125,Bahai,6,3.8,3.94427660914
