,groupId,files,timeRun,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
267,DorothyDay_test0,5,7.38921308517,0.0236114732561,0.0236114732561,0.0,1.0,26.0,0.183498491887,0.762457082341,0.726326919963,DorothyDay,4,2.6,3.94344914677
268,DorothyDay_test4,5,4.80636882782,0.0290924158213,0.0290924158213,0.0,1.0,15.6,0.156698155779,0.707548626975,0.802438792856,DorothyDay,4,3.8,3.94208421068
269,DorothyDay_test8,1,1.23814606667,0.0133333333333,0.0133333333333,0.0,1.0,2.0,0.0571428571429,0.797780652343,0.691964913684,DorothyDay,4,3.8,3.94456763659
270,DorothyDay_test1,5,6.77448987961,0.0297552067662,0.0297552067662,0.0,1.0,21.0,0.204331622068,0.718269656543,0.705385819946,DorothyDay,4,3.5,3.93998740847
271,DorothyDay_test5,5,5.57018494606,0.0275360231988,0.0275360231988,0.0,1.0,16.0,0.161779855924,0.727500716096,0.636199670259,DorothyDay,4,3.8,3.94182798914
272,DorothyDay_test2,5,5.62469696999,0.0271508839807,0.0271508839807,0.0,1.0,18.4,0.172927361641,0.763773180899,0.714533276353,DorothyDay,4,3.8,3.94233626641
273,DorothyDay_test6,5,3.96014809608,0.0279067064362,0.0279067064362,0.0,1.0,9.8,0.112703890751,0.727284097126,0.689555739942,DorothyDay,4,3.8,3.94270301764
274,DorothyDay_test3,5,5.10236287117,0.0258064947966,0.0258064947966,0.0,1.0,14.0,0.116211061772,0.695835567482,0.680180651268,DorothyDay,4,3.8,3.9431854266
275,DorothyDay_test7,5,4.75781297684,0.0214935265393,0.0214935265393,0.0,1.0,17.4,0.211475633449,0.781284533773,0.615739935436,DorothyDay,4,3.7,3.94392951706
293,Rabbinic_test4,4,5.33523416519,0.0345294702055,0.0345294702055,0.0,1.0,25.5,0.250860025588,0.721256845998,0.802425885781,Rabbinic,6,4.1,3.9361775723
294,Rabbinic_test0,5,5.19148302078,0.0286338914047,0.0286338914047,0.0,1.0,23.0,0.266029406029,0.727455047948,0.813377068656,Rabbinic,6,4.1,3.94210386396
295,Rabbinic_test3,5,4.06581401825,0.0267200125202,0.0267200125202,0.0,1.0,18.4,0.292993243011,0.702789907809,0.671834915639,Rabbinic,6,4.4,3.94267228268
