,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,6.44141793251,"worker, talk, labor, too, say, tri, peter, cathol, poverti, poor",0.0246708045443,0.0246708045443,0.0,1.0,61.6,0.696543365534,0.754949176625,0.659950076499,DorothyDay,4,4.6,4.49849957481
2,DorothyDay_test1,10,9.00157117844,"get, talk, worker, tri, christ, dont, love, too, know, bread",0.0288782994051,0.0288782994051,0.0,1.0,90.9,0.735601286593,0.74098733426,0.638835703425,DorothyDay,4,3.1,6.11841338008
9,WBC_test1,10,10.2479920387,"shall, unto, s, god, wit, ye, prophet, lord, babylon, sermon",0.0254793534407,0.0254793534407,0.0,1.0,72.0,0.468281529608,0.781864857306,0.739633502806,WBC,1,1.9,1.055274795
10,WBC_test0,10,11.240238905,"shall, unto, thou, s, thi, lord, god, thee, say, sermon",0.0233507071281,0.0233507071281,0.0,1.0,73.0,0.531402937892,0.739281138085,0.684615265795,WBC,1,4.3,2.1408415436
13,Bahai_test0,10,3.29871916771,"baha'i, baha'u'llah, abdu'lbaha, realiti, thing, faith, evil, prophet, want, christ",0.0223550380974,0.0223550380974,0.0,1.0,21.8,0.615765900766,0.780092188108,0.724379926354,Bahai,6,4.3,4.89904841101
15,Bahai_test1,10,3.20676898956,"baha'i, perfect, abdu'lbaha, baha'u'llah, spank, punish, color, imagin, prophet, uniti",0.0174649097117,0.0174649097117,0.0,1.0,19.9,0.603986707094,0.770954602429,0.741458751361,Bahai,6,4.0,5.41640842536
17,IntegralYoga_test1,10,5.05484080315,"mind, yoga, want, happi, don't, everyth, medit, whi, get, pain",0.0233863977913,0.0233863977913,0.0,1.0,63.6,0.623091727052,0.669467764597,0.667367182178,IntegralYoga,7,5.9,4.60282246396
19,IntegralYoga_test0,10,3.38547205925,"mind, yoga, everyth, don't, want, fruit, should, will, if, better",0.0230585968384,0.0230585968384,0.0,1.0,44.6,0.664379207351,0.686981243281,0.622851987311,IntegralYoga,7,5.2,4.57407478989
23,ISIS_test1,10,13.7150740623,"allah, tandhīm, abū, ibn, wa, jihād, ﻿, hijrah, sallallāhu, sallam",0.0162444187836,0.0162444187836,0.0,1.0,93.2,0.77402602577,0.804998807521,0.757678013676,ISIS,1,1.5,0.969897718722
25,ISIS_test0,10,9.85875797272,"allah, ﻿, regim, faction, camp, crusad, yarmūk, prophet, sahwah, kuffār",0.0152323198488,0.0152323198488,0.0,1.0,54.4,0.673990616202,0.804142187575,0.850547818939,ISIS,1,3.1,2.81899198291
27,Rabbinic_test0,10,8.64504599571,"jew, jewish, bar, israel, cave, torah, rabbi, know, bless, yochai",0.0318172030642,0.0318172030642,0.0,1.0,63.6,0.762700830386,0.807195096756,0.652554586923,Rabbinic,6,2.8,5.01085381416
30,SeaShepherds_test0,10,2.95649194717,"whale, shepherd, costa, greenpeac, save, rican, illeg, seal, coco, vessel",0.0240852709172,0.0240852709172,0.0,1.0,20.0,0.593978215908,0.777935969589,0.545614097846,SeaShepherds,2,4.3,3.14412770966
