PSJudge,avgEVC,avgSD,binCount,binSize,cocoWindow,cvWindow,elle,il,ils,je,judgementMethod,keywordMethod,le,netAngle,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounCount,pronounFrac,rfAccuracy,rfClassAccuracy,rfClassExact,rfClassMAE,rfMAE,runID,svmAccuracy,svmClassAccuracy,svmClassExact,svmClassMAE,svmMAE,targetWordCount,toBeCount,toBeFrac,vous
0.0604274260992,0.0297253588892,0.00291622850475,66,10,3.0,3.0,0.00259229738572,0.0711658169618,0.602480644589,0.0343480583582,both,tfidfNoPro,0.038596694432,30.0,0.0467289598631,0.00793705814716,0.000249615975422,0.0581885341553,0.00134436401241,,0.00461296338489,0.703703703704,,,,0.896296296296,WDFWS7,0.555555555556,,,,0.904576684537,20.0,,0.00991868199668,0.0287672972454
0.0356343415258,0.0081647915485,0.0176815916991,66,10,3.0,3.0,0.0616011344295,0.0714519661358,0.594952134348,0.00661465939069,pronounFrac,tfidf,0.0386420928785,30.0,0.0123788595898,0.0319083306418,0.0,0.0533539288984,0.0152363022287,,0.0171556830025,0.703703703704,,,,0.848148148148,QWTZPL,0.592592592593,,,,0.956273973455,20.0,,,0.0352241836828
0.00918590562949,0.0238465861531,0.0260980712602,130,5,3.0,3.0,0.0245582722394,0.111703872968,0.379924987829,0.0366118435814,pronounFrac,tfidf,0.0938361581903,30.0,0.0232302753096,0.0764616326664,0.0126863034341,0.0637249834575,0.034908292264,,0.00254987310041,0.725,,,,0.705,6YD8ZJ,0.575,,,,0.949688866032,20.0,,,0.080672941918
0.0512799743068,0.0202258087907,0.0274348061447,130,5,3.0,3.0,0.0147120488509,0.0781309809855,0.603599516854,0.0158972633945,both,tfidfNoPro,0.0140101637212,30.0,0.0524589208217,0.0435557904425,0.0033097103071,0.00603497578798,0.0,,0.00989925404832,0.7,,,,1.15,ILRYRH,0.65,,,,1.04501890005,20.0,,0.0328625203083,0.0265882652357
0.02698502961,0.0597441326169,0.0257934576932,219,3,3.0,3.0,0.0384495440812,0.0802524114244,0.379431279254,0.0148838254076,pronounFrac,tfidf,0.0511594322133,30.0,0.0675471833558,0.0176632854669,0.0340378909685,0.121264650413,0.00129230122465,,0.0147216470546,0.576923076923,,,,1.09871794872,K9JDIV,0.564102564103,,,,1.11463137203,20.0,,,0.0667739292162
0.0268143387726,0.0526491365703,0.00873265357677,219,3,3.0,3.0,0.00885782443992,0.0909966155114,0.481708804439,0.0331265565341,both,tfidfNoPro,0.0347921788218,30.0,0.0292038345177,0.0271647325639,0.00950272542351,0.0609932198071,0.00301394027058,,0.0672496971858,0.602564102564,,,,1.15,JK3E53,0.641025641026,,,,0.965685666351,20.0,,0.0160585523922,0.0491351891737
0.07969617704,0.031139480094,0.0374511940116,645,1,3.0,3.0,0.0303821058425,0.0884154067666,0.152324320214,0.0284022638376,pronounFrac,tfidf,0.0469969492741,30.0,0.110899447777,0.0921794139143,0.00708511381883,0.156804337575,0.000643455183882,,0.0398689048421,0.476923076923,,,,1.32975894097,PCJ8JC,0.533333333333,,,,1.30568389659,20.0,,,0.0977114298085
0.0648989043078,0.0815652094596,0.0503389569782,645,1,3.0,3.0,0.0340397477266,0.0689849698988,0.227054462057,0.0587671802823,both,tfidfNoPro,0.041417686627,30.0,0.094530728083,0.0583226807499,0.00229414107679,0.0746793674607,0.00159535631527,,0.0418163296058,0.497435897436,,,,1.29453681157,GM8V6J,0.569230769231,,,,1.1308979641,20.0,,0.0221335289793,0.0775607503918
0.0778317891836,0.0509130718889,0.0405415184803,645,1,3.0,3.0,0.0264883952937,0.0953344621986,0.222215650803,0.0511891551816,pronounFrac,tfidf,0.0272112873884,30.0,0.106554010273,0.0557334686377,0.00244545303008,0.123033818745,0.00353046247143,,0.0314201589877,0.569230769231,,,,1.23988689402,TGN9YC,0.584615384615,,,,1.23531100061,20.0,,,0.0855572974358
0.0369528108057,0.062617254211,0.0316332516624,645,1,3.0,3.0,0.0303138252442,0.103175820973,0.19029670527,0.0290165535325,both,tfidfNoPro,0.0614996397955,30.0,0.0832128199357,0.0650181220471,0.00212440398118,0.137665731351,0.00651717142651,,0.0373565966393,0.528205128205,,,,1.23622161129,H62AQ2,0.594871794872,,,,1.16183076596,20.0,,0.0530663692017,0.0695329239221
0.00276397549203,0.0648129597078,0.0117761190681,66,10,3.0,3.0,0.0113327144807,0.0372388672006,0.417642183144,0.0173617965713,both,tfidfNoPro,0.000781319561927,30.0,0.0583973631647,0.0597868960088,0.0482264224384,0.093883739658,0.129200088766,,0.0154289077895,0.62962962963,,,,0.992592592593,UAA0QS,0.777777777778,,,,0.750213815837,30.0,,0.0153626224064,0.0160040245418
0.0165944567411,0.0317533016127,0.0569912646989,66,10,3.0,3.0,0.0618068684857,0.0874748823075,0.579134463831,0.015847546952,pronounFrac,tfidf,0.00836835117544,30.0,0.0204311772546,0.0367327412573,0.00258666876067,0.0776681201241,0.0,,0.00382883723682,0.518518518519,,,,1.05925925926,GB0J87,0.444444444444,,,,1.02193943396,30.0,,,0.000781319561927
0.0328332073575,0.0100871010032,0.0206475356832,130,5,3.0,3.0,0.0197193540024,0.0929779802265,0.552130048058,0.0159582633606,pronounFrac,tfidf,0.0572446690109,30.0,0.0474626564597,0.0229490152668,0.00212940441125,0.0609743448706,0.00100096459968,,0.0070275902287,0.575,,,,1.0725,70Y8RH,0.625,,,,0.892302512155,30.0,,,0.0568578654607
0.0408219505322,0.0219455996594,0.00972551457563,130,5,3.0,3.0,0.010530450158,0.0706806118299,0.459937561754,0.00644447400865,both,tfidfNoPro,0.056279393074,30.0,0.0343225922891,0.0330391782801,0.000512868332712,0.167705760308,0.00827673421938,,0.00222621847469,0.6,,,,0.9575,D5FD15,0.575,,,,1.01972464601,30.0,,0.0342271328472,0.0433239596568
0.0499597872099,0.0314174656018,0.0121813709066,219,3,3.0,3.0,0.0123168337426,0.0705420703465,0.45045093461,0.0243496794247,pronounFrac,tfidf,0.02029024469,30.0,0.072804776221,0.0757966293722,0.012591646399,0.0894130222349,0.0149465121785,,0.0125293939897,0.538461538462,,,,1.11153846154,Z0CATN,0.5,,,,1.14986780133,30.0,,,0.0504096330724
0.0372677430482,0.0308742049994,0.00719977283905,219,3,3.0,3.0,0.0596090957656,0.0457275124091,0.383770672285,0.0650612607493,both,tfidfNoPro,0.0390478742816,30.0,0.0500647485698,0.0560383994043,0.00834049684966,0.0645519258085,0.00558954107614,,0.0445776181466,0.576923076923,,,,1.11025641026,7SQUN1,0.589743589744,,,,1.02522706369,20.0,,0.0466028893559,0.0556762444112
0.0221248986089,0.0181880395808,0.0179557992891,66,10,3.0,3.0,0.0164792280438,0.0611317942221,0.483694769244,0.023674791989,pronounFrac,tfidfNoPro,0.0192469687433,30.0,0.0816050137468,0.0364085063195,0.0159175376294,0.109826356668,0.0254981486629,,0.0364048646202,0.703703703704,0.740740740741,0.740740740741,0.962962962963,1.04555555556,2BRVHT,0.703703703704,0.888888888889,0.888888888889,0.296296296296,0.870230009451,20.0,,,0.0318432826329
0.0282820486096,0.026999629185,0.0334982728088,66,10,3.0,3.0,0.0476889562326,0.0557616892148,0.488995252201,0.0123394337362,pronounFrac,tfidfNoPro,0.0285753782975,30.0,0.0654062462191,0.0163228429949,0.0194926046032,0.0855413868618,0.0251518615565,,0.0128763837981,0.703703703704,0.888888888889,0.851851851852,0.444444444444,0.98049382716,Z10HBZ,0.62962962963,0.888888888889,0.888888888889,0.333333333333,0.873358048638,20.0,,,0.0530680136805
0.025480338965,0.0141998636717,0.0558926948843,66,10,3.0,3.0,0.0196167190317,0.0742497154516,0.388628642774,0.0200127981583,pronounFrac,tfidfNoPro,0.0501535549153,30.0,0.0745076288117,0.027876084336,0.0392962992964,0.137170273314,0.0208480372634,,0.0102493253565,0.62962962963,0.888888888889,0.888888888889,0.407407407407,0.954320987654,GIAYUQ,0.592592592593,0.888888888889,0.888888888889,0.481481481481,0.959981886566,20.0,,,0.041818023771
0.0493169374174,0.0159160132424,0.0201869479264,66,10,3.0,3.0,0.0361824522296,0.0604950968211,0.516070135475,0.0133037405136,pronounFrac,tfidfNoPro,0.0355320091913,30.0,0.0468375315305,0.0174403749026,0.0244778876707,0.110643968168,0.0158014196392,,0.00903698372654,0.666666666667,0.814814814815,0.777777777778,0.592592592593,0.968271604938,VJ5TNB,0.481481481481,0.888888888889,0.851851851852,0.333333333333,1.08678942491,20.0,,,0.0287585015464
0.0186328448956,0.00360640146623,0.0148111376849,355,10,3.0,3.0,0.00736663372876,0.114953868924,0.415150460727,0.0347584982436,pronounFrac,tfidfNoPro,0.0335214647344,30.0,0.183949141203,0.0409843145912,0.0198033044864,0.0170304244351,0.0124388117392,,0.0241810377816,0.927927927928,0.963963963964,0.963963963964,0.108108108108,0.31960960961,CMQKGQ,0.927927927928,0.990990990991,0.990990990991,0.036036036036,0.401376506897,20.0,,,0.0588116553585
0.0189990723569,0.00580639002842,0.00630017615114,355,10,3.0,3.0,0.0153658476636,0.128344440465,0.394015754254,0.0551952717582,pronounFrac,tfidfNoPro,0.0367011463388,30.0,0.180842101162,0.0302226541024,0.0182706886376,0.0128106923259,0.0239067621841,,0.0431751343023,0.891891891892,0.954954954955,0.954954954955,0.144144144144,0.334264264264,DQL5CL,0.918918918919,1.0,0.990990990991,0.00900900900901,0.342126591267,20.0,,,0.0300438682693
0.035364636058,0.0199569370076,0.0291425638202,130,5,3.0,3.0,0.028360602486,0.0844333670498,0.434242136122,0.0241135168935,pronounFrac,tfidfNoPro,0.080894993468,30.0,0.0668874974614,0.0318136056704,0.00694461011628,0.080216131815,0.00517470957383,,0.0254765160782,0.7,0.75,0.75,0.85,0.867416666667,RT2Q4B,0.75,0.95,0.95,0.175,0.802272337089,20.0,,,0.0469781763804
0.0878375820191,0.0174611534173,0.0410878032558,219,3,3.0,3.0,0.0237212212627,0.0811278164948,0.415769171624,0.0263466014694,pronounFrac,tfidfNoPro,0.0324677618857,30.0,0.0749103521066,0.0358857805422,0.00352616736115,0.0873382465608,0.00473409035009,,0.0148380000039,0.551282051282,0.74358974359,0.705128205128,0.910256410256,1.24658119658,J006K1,0.551282051282,0.75641025641,0.75641025641,0.74358974359,1.11301743303,20.0,,,0.0529482516469
0.0398364309737,0.00878403749615,0.023321180327,707,5,3.0,3.0,0.0299970680223,0.107935821879,0.313204221633,0.0864883921781,pronounFrac,tfidfNoPro,0.048125377363,30.0,0.167549754356,0.0307539609405,0.00498558077403,0.0173882698437,0.00695061751808,,0.0405577921215,0.842592592593,0.921296296296,0.907407407407,0.337962962963,0.478533950617,TUPZ9G,0.842592592593,0.976851851852,0.976851851852,0.0787037037037,0.524014289485,20.0,,,0.074121494574
0.0433786920499,0.0331994539351,0.0199586951621,1175,3,3.0,3.0,0.0216422622581,0.142748384103,0.246749074942,0.104665490033,pronounFrac,tfidfNoPro,0.0326348752908,30.0,0.160025914951,0.0227502902787,0.00339578487732,0.023451224413,0.00284986232687,,0.0714085458393,0.830985915493,0.921126760563,0.912676056338,0.27323943662,0.558375586854,95MDPR,0.819718309859,0.940845070423,0.935211267606,0.191549295775,0.616655501416,20.0,,,0.0711414495392
