,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,27.3335778713,"s, thank, rememb, god, get, don, ask, want, bless, love, ill, t, say, said, prais",0.0322485799299,0.0238517476569,0.5,0.5,0.06250963142,0.597999781159,0.0256147540984,0.0187353629977,0.0232362412178,0.00951405152225,0.0235655737705,0.0197965456674,0.0134294496487,0.681272382698,0.707723237241,Shepherd,4,4.0,3.97044512598
4,Shepherd_test9,10,29.4406549931,"s, christ, don, want, get, t, ask, sin, know, ill, god, look, said, love, i",0.0328289502537,0.026112398853,0.7,0.3,0.0598031109266,0.589519411149,0.0211641980675,0.0191581129426,0.0216657193487,0.0096626433515,0.022601892407,0.0232371526965,0.0100304256244,0.658033394636,0.652563184121,Shepherd,4,4.0,4.13574898478
5,Shepherd_test0,10,25.962526083,"s, get, tell, christ, sin, god, don, preacher, t, ill, said, know, jesus, lord, say",0.0314513963501,0.0227742152849,0.7,0.3,0.06709824211,0.599342380264,0.0206818609908,0.0206441891128,0.0213222829158,0.00825014126954,0.026521002072,0.0182331889245,0.012582407233,0.65395733703,0.576028499094,Shepherd,4,4.0,3.84959761643
8,Shepherd_test10,10,28.2796719074,"s, don, ask, christ, god, get, love, t, know, pray, said, ill, want, save, sin",0.0326612799822,0.0201273436737,0.9,0.1,0.0623609289624,0.578719592848,0.0215328341213,0.0164256875669,0.0216708651092,0.0110424790365,0.0275716898444,0.0185996756272,0.0109389557956,0.673872052382,0.651906964756,Shepherd,4,4.0,3.86552534135
14,Shepherd_test20,10,29.1314730644,"s, sin, don, god, want, get, bless, pray, ill, know, t, said, ask, evil, christ",0.0322126070066,0.0268061163753,0.9,0.1,0.050834406251,0.577806191769,0.021499668215,0.0190112806901,0.0260451227605,0.00998672859987,0.0230922362309,0.021300597213,0.0121101526211,0.676904680764,0.612265732589,Shepherd,4,4.0,4.04140075909
15,Shepherd_test6,10,28.0391941071,"s, love, god, don, get, know, t, want, thing, sin, ill, christ, spirit, said, fill",0.0328407512716,0.0253852029678,0.7,0.3,0.0645272376489,0.571233208929,0.0220871470474,0.013711700887,0.0186945612609,0.0115206558999,0.0269286496802,0.0177757359437,0.0100717390536,0.596775388322,0.609423159327,Shepherd,4,4.0,4.14093263458
20,Shepherd_test16,10,32.6342570782,"s, christ, get, ill, god, ask, fear, jesus, said, don, pray, want, worship, know, afraid",0.0315529659668,0.0228251463645,0.8,0.2,0.0795258339344,0.576019086723,0.0199724517906,0.0167684752665,0.0200323392023,0.00862378727991,0.0220086237873,0.0177865612648,0.0114085519224,0.670790316665,0.65198956714,Shepherd,4,4.0,4.11949289875
22,Shepherd_test19,10,25.6088519096,"s, sin, christ, get, ask, don, jesus, t, ill, know, want, said, forgiv, i, god",0.0297259025825,0.0245379721153,0.6,0.4,0.0701575160278,0.61066913886,0.0192799602947,0.0173328751957,0.0256938876799,0.0117206887336,0.0241285839728,0.0234031993281,0.0124842515176,0.654058155136,0.607557353504,Shepherd,4,4.0,4.18357771892
29,Shepherd_test14,10,29.9699528217,"s, christ, get, don, t, ill, said, want, go, god, talk, know, say, preacher, ask",0.0299815721674,0.0212154330548,0.7,0.3,0.059175208374,0.605601628589,0.024996819743,0.0173005978883,0.0209260908281,0.0116079379214,0.0230250604249,0.0220391807658,0.0106856634016,0.676305335069,0.546909911204,Shepherd,4,4.0,4.1860151919
30,Shepherd_test4,10,31.4474930763,"s, get, don, want, sin, t, know, christ, ask, god, said, ill, love, i, go",0.0327636583736,0.0257647612986,0.7,0.3,0.0686301089071,0.606338864402,0.0209181290452,0.0214852872489,0.0249883232135,0.0106759191299,0.0231867618603,0.0230866751184,0.013411623407,0.695625639708,0.619461858314,Shepherd,4,4.0,3.83812245222
