,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,Shepherd_train32,10,53.7514240742,"s, get, don, christ, jesus, ask, bad, t, god, ill, testimoni, want, thing, said, trust, joy, let, thank, i, lord",0.0336429712552,0.0233425515407,0.8,0.2,0.342567920172,0.0654047295067,0.604378926926,0.0204850398221,0.0139197818756,0.0223864533257,0.00814378991175,0.0244313697352,0.00735452392911,0.0123771256368,0.620882330349,0.544126576068
1,DorothyDay_test8,10,34.7353539467,"fr, retreat, worker, talk, too, love, room, pray, get, joy, peter, maurin, priest, prayer, farm, lacoutur, hospit, tri, know, say",0.0278624404342,0.0206455620821,0.6,0.4,0.295108392164,0.149510758733,0.706983095984,0.0251215116597,0.00218447927475,0.0092840369177,0.0126153678117,0.0178581180711,0.00289443503905,0.0107585604282,0.769521498816,0.751425959586
2,Shepherd_train27,10,51.83675313,"s, get, pray, listen, god, don, christ, lord, prayer, whi, ill, said, let, ask, t, thing, say, love, grace, fear",0.0329723913336,0.0200471824932,1.0,0.0,0.361891766063,0.0871953288487,0.665357103952,0.0236817291652,0.018531950388,0.0200913904403,0.00942917240879,0.0249873068833,0.00340900848626,0.0122579241314,0.629086108989,0.654366570153
3,Unitarian_train13,10,70.0864121914,"hope, nt, get, i, s, love, know, feel, say, too, tell, someth, stigma, am, wonder, talk, want, knew, belov, let",0.0254059452205,0.0209766336186,0.5,0.5,0.327283153837,0.0953650967898,0.598253599766,0.0213129446031,0.00702963087436,0.0286226404526,0.00803786478463,0.00691760488433,0.00585335797905,0.0141992942363,0.732088559494,0.645003553358
4,Unitarian_test6,10,68.3557939529,"nt, love, am, say, tell, s, i, listen, too, know, talk, bread, yes, ask, feel, rememb, silenc, thing, welcom, look",0.0298378909704,0.0242572532408,0.9,0.1,0.339233515015,0.115296913726,0.636788026474,0.0175240092725,0.00808588144387,0.0232641571917,0.0123357986533,0.00982448393862,0.00469146704934,0.00982448393862,0.71967424796,0.762651367814
5,JohnPiper_train57,9,43.2639479637,"christ, vers, god, s, husband, love, say, nt, prayer, judgment, answer, let, thing, pray, will, submiss, abid, forgiv, ask, wing",0.0287031238206,0.0194284570808,0.666666666667,0.333333333333,0.469632699138,0.138396496322,0.71019585184,0.0169181527206,0.0175832398055,0.0113064804423,0.00810574884649,0.0209502431725,0.0016211497693,0.0121794072411,0.774123003884,0.746506348251
6,WBC_train34,10,43.3468108177,"shall, ye, unto, christ, thou, thi, s, god, lord, hell, repent, thee, sin, spirit, sermon, say, heaven, shalt, hath, sunday",0.0263224081243,0.0320628807719,0.4,0.6,0.448648115132,0.213497533321,0.643213768917,0.00901261766473,0.0106148608051,0.0124974964951,0.0178249549369,0.0217504506309,0.00148207490487,0.0104546364911,0.765895278865,0.72772621144
7,DorothyDay_train68,10,33.6182749271,"car, get, obedi, love, go, worker, walk, bread, too, pilgrimag, know, room, street, say, retreat, got, stanley, want, prayer, pray",0.0256090178656,0.0228728369557,0.6,0.4,0.32788712548,0.152271657323,0.721206616407,0.0227435038181,0.00477943196176,0.0145580398835,0.0121957919024,0.0120859199033,0.00532879195737,0.0103829039169,0.781630559311,0.635642751524
8,Shepherd_train44,10,47.3798100948,"want, christ, get, rememb, pray, s, god, hope, wisdom, preach, evil, ill, know, preacher, ask, love, bless, lord, i, don",0.0339082217449,0.020593756409,1.0,0.0,0.393658006591,0.0774631279696,0.659135754287,0.0202529710726,0.0203676105315,0.0275516832894,0.00920936986511,0.0227750391685,0.00515877565058,0.0086361725706,0.697140405137,0.569111197956
9,Shepherd_test15,10,49.6861522198,"christ, s, sin, god, love, know, don, spirit, ask, ill, say, t, rememb, grace, jesus, get, think, i, want, thing",0.0339976016046,0.0255693761536,0.8,0.2,0.365399353759,0.0719239480784,0.604265936769,0.0196465810559,0.0147806680569,0.0232685764461,0.0107928145465,0.0246588373029,0.00603665898365,0.0107196429225,0.635316691914,0.599937622011
