,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,17.1282138824,"worker, prayer, know, too, say, priest, get, i, tell, ask, pray, teresa, rememb, away, joy, god, bishop, hospit, seattl, soul",0.0206311100476,0.01954237138,0.7,0.3,0.396753866043,0.192634641311,0.732098898125,0.0170665982292,0.00596689336584,0.0201462851277,0.00725009624022,0.016874117798,0.00885409983318,0.0105222635699,0.78674733689,0.721227695248,DorothyDay,4,5.1,5.30271898268
3,DorothyDay_test1,10,20.2942368984,"worker, fr, farm, strike, hour, tri, get, ask, talk, grape, go, am, mroconnel, grower, love, joy, cesar, maurin, reader, too",0.0253640983894,0.0213253670801,0.7,0.3,0.224091450075,0.134349516794,0.648973818399,0.0159186498429,0.00271522121067,0.0160251291061,0.0096363733163,0.0168237235798,0.00527072352659,0.00867805994783,0.710350850275,0.661084285328,DorothyDay,4,4.6,5.55662864081
6,PastorAnderson_test0,10,111.534157038,"s, say, re, nt, get, go, bibl, sin, vers, know, unto, look, let, want, chapter, whi, talk, thing, save, god",0.0226826072091,0.020989474713,0.8,0.2,0.502670725682,0.0820834508731,0.667582505374,0.0129893338851,0.0264771722568,0.0233450591621,0.015528885043,0.0188397072932,0.00138264451927,0.0180778419459,0.736418921706,0.781344810813,PastorAnderson,2,2.1,1.920236198
7,PastorAnderson_test1,10,124.539940119,"s, nt, re, say, go, get, want, bibl, vers, know, talk, let, preach, unto, whi, save, christ, tell, thing, ve",0.0228054307928,0.0177027086894,0.9,0.1,0.449850415122,0.0584803321855,0.627052016638,0.0136961935254,0.0258000033881,0.0228185190832,0.0184309938846,0.013848655791,0.000525147803696,0.0191933052125,0.698813456516,0.792443846507,PastorAnderson,2,2.2,2.37946279195
10,SeaShepherds_test0,10,7.5952501297,"shepherd, illeg, whale, costa, net, crew, greenpeac, fish, rican, shark, coco, boat, poacher, arrest, vessel, seal, galapago, diminish, marin, dog",0.0244647485558,0.0296643197338,0.4,0.6,0.370526988738,0.182490780183,0.612260726305,0.0179221506581,0.00308036964436,0.0152618314198,0.0124614953794,0.000140016802016,0.000840100812097,0.0060207224867,0.712629890354,0.729017459403,SeaShepherds,2,4.7,3.940331216
13,Bahai_test0,10,7.88802099228,"thi, baha'i, thou, abdu'lbaha, prejudic, thee, baha'u'llah, spank, punish, love, should, perfect, uniti, opinion, p, must, —, heaven, will, realiti",0.0313576920554,0.030088208949,0.5,0.5,0.332169792699,0.219897315991,0.58295802132,0.01329394387,0.00268564522627,0.0110111454277,0.00899691150799,0.00845978246274,0.000671411306566,0.0104740163824,0.703401447695,0.6587761299,Bahai,6,5.6,4.80972424667
16,Bahai_test1,10,8.68718504906,"baha'i, abdu'lbaha, baha'u'llah, p, love, uniti, color, imagin, tree, prejudic, skin, parent, consent, everyon, virus, adam, ye, mankind, talk, thing",0.0309050972758,0.0232903463646,0.8,0.2,0.288766584789,0.16558753058,0.591357057968,0.00946178422217,0.00909314327845,0.00663553698697,0.0131481936594,0.00614401572868,0.00147456377488,0.00946178422217,0.741980520986,0.633632079056,Bahai,6,2.5,5.84241838778
17,JohnPiper_test0,10,27.4793479443,"god, love, christ, say, vers, nt, s, exult, let, know, thing, will, whi, glori, boast, magnifi, jesus, lord, answer, if",0.0334739736993,0.0206418220071,0.8,0.2,0.484429614365,0.104106062613,0.669981755904,0.0240901341635,0.0166777851901,0.013082795938,0.00770884293233,0.0213105032985,0.000259432214069,0.0124527462753,0.685146298127,0.789656137723,JohnPiper,4,4.8,3.89349336191
21,JohnPiper_test1,10,27.0407190323,"sin, vers, christ, say, hope, s, god, nt, jesus, grace, spirit, let, thing, perfect, gospel, forgiv, faith, shame, want, etern",0.0301824442813,0.0297754869645,0.6,0.4,0.442774271557,0.12375497681,0.675323307997,0.0184042022929,0.0181358076761,0.00993060082052,0.00571297112841,0.0217016218703,3.83420881101e-05,0.012192784019,0.738510465513,0.645892682907,JohnPiper,4,4.7,3.54832024781
24,NaumanKhan_test1,10,52.6297848225,"allah, say, know, don't, get, talk, want, apo, go, thing, someth, realli, quot, ask, let, prophet, messeng, wa, na, tell",0.0191170491288,0.0150863587074,0.8,0.2,0.491040384277,0.135076871042,0.780659930084,0.0162644502574,0.0339633786178,0.0159058307316,0.0198295502489,0.0213905999494,0.000886001181335,0.0141760189014,0.601499851765,0.549248990146,NaumanKhan,3,2.7,3.33034362908
25,NaumanKhan_test0,10,70.4088699818,"allah, say, get, nt, know, talk, na, don't, s, gon, quot, thing, want, apo, go, quran, guy, happen, someth, surah",0.020017167776,0.0156598277753,0.8,0.2,0.472362804662,0.178179505697,0.735598271733,0.0141560388888,0.0400496589975,0.016735727069,0.0187188623575,0.0199764603454,0.000515937636038,0.0153652677233,0.580191355834,0.528041418417,NaumanKhan,3,2.1,3.66634131613
