,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,17.2884531021,"fr, worker, love, mroconnel, say, farm, room, pray, hospit, mauric, am, too, let, joy, go, commune, stfranci, summari, tri, ddlw, ask, chapel, maurin, prayer, get, must, will, walk, tell, done",0.0253743612627,0.0228480317622,0.8,0.2,0.323671493963,0.139760406463,0.638641040778,0.0194515306122,0.00302933673469,0.0115593112245,0.011399872449,0.019212372449,0.00350765306122,0.00900829081633,0.741601737228,0.713746026079,DorothyDay,4,4.9,4.86325388853
3,DorothyDay_test1,10,17.6395618916,"worker, get, too, priest, room, farm, pay, want, strike, reader, night, say, cathol, maurin, summari, cloth, ask, ddlw, talk, tax, jail, clean, put, money, down, thing, street, got, barn, pray",0.0238011250623,0.0222442660084,0.6,0.4,0.384195778271,0.184221803969,0.737684642633,0.024334360433,0.00244923757604,0.0111400805878,0.0158015327487,0.0124042032077,0.00616259777198,0.00963893497669,0.716805247159,0.697677575921,DorothyDay,4,2.5,3.95081765911
6,PastorAnderson_test0,10,128.309899092,"s, re, nt, say, go, get, bibl, want, whi, vers, know, talk, unto, look, let, thing, chapter, lot, christ, jesus, tell, lord, sin, god, ll, husband, preach, save, don, got",0.022753913753,0.0185486288999,0.9,0.1,0.573597596517,0.0866756953562,0.716908229498,0.0132661924063,0.028217801307,0.0203490776739,0.0174849036314,0.0168438249648,0.0018818760857,0.0192323599967,0.706581733116,0.705822601497,PastorAnderson,2,2.6,2.4848030595
7,PastorAnderson_test1,10,138.46659708,"s, say, re, nt, go, get, bibl, let, vers, unto, know, preach, want, repent, save, sin, look, thing, tell, god, okay, guy, talk, whi, christ, chapter, ve, shall, do, spirit",0.0268555151817,0.0222200256075,0.8,0.2,0.506035761666,0.0730007552169,0.642451557406,0.0141637158925,0.0269356762796,0.0194372384541,0.0192100130655,0.0162276798394,0.000558595747098,0.0172407263638,0.717187474718,0.75102872708,PastorAnderson,2,1.9,2.03343045281
10,SeaShepherds_test0,10,8.96520185471,"whale, shepherd, seaworld, seal, slaughter, greenpeac, orca, hsus, danish, save, whaler, dolphin, vessel, “human, marineland, illeg, “sustain, pilot, will, japanes, club, fish, kill, breed, faro, pollut, harvest, japan, don't, sustain",0.0207767309854,0.036287927642,0.2,0.8,0.382031781526,0.137503225671,0.571813771404,0.0179131213614,0.00208986415883,0.00582176444245,0.0177638453501,0.00208986415883,0.00238841618152,0.00955366472608,0.753905913221,0.698644168445,SeaShepherds,2,1.8,2.5410595775
13,Bahai_test0,10,10.1958358288,"baha'i, thi, thou, abdu'lbaha, baha'u'llah, thee, spirit, p, ye, uniti, realiti, heaven, god, heal, prejudic, skin, divin, truth, opinion, remedi, promulg, mankind, prophet, shall, bring, should, love, will, teach, tree",0.0383400116206,0.0245826641665,0.9,0.1,0.368716127932,0.186459278074,0.536958418017,0.0133592736706,0.00285343709468,0.005317769131,0.00881971465629,0.00894941634241,0.0,0.00998702983139,0.772947388796,0.779136045068,Bahai,6,4.3,6.00894898186
16,Bahai_test1,10,9.38823604584,"baha'i, baha'u'llah, abdu'lbaha, courag, prophet, uniti, must, p, revel, ask, christ, consent, parent, god, muhammad, love, teach, fate, coupl, realiti, —, divin, decre, avoid, mankind, want, should, lamp, ye, harmoni",0.0313164829743,0.0173712831016,0.9,0.1,0.418945345551,0.180551369209,0.623247893998,0.00784371762617,0.00488382418233,0.00887968033151,0.0136155098416,0.0109516057422,0.00103596270534,0.0090276750037,0.783179984257,0.728480238344,Bahai,6,5.3,6.31739151185
17,JohnPiper_test0,10,36.1833879948,"vers, god, spirit, christ, say, love, s, sin, hope, nt, jesus, let, grace, know, glori, gospel, perfect, promis, whi, husband, forgiv, preach, save, thing, want, will, happen, lord, answer, sanctifi",0.0324293816422,0.017829360222,0.9,0.1,0.534916346002,0.118197568132,0.69255529347,0.0210575573234,0.0187538245564,0.00986285590871,0.00863899787625,0.0204456283071,0.00158381627731,0.0119146179043,0.652895329933,0.670134287955,JohnPiper,4,5.8,4.61653745523
21,JohnPiper_test1,10,34.8190009594,"vers, worship, sin, god, christ, s, glori, say, nt, let, thing, will, coven, rejoic, want, faith, whi, spirit, etern, know, happen, glorifi, grace, hope, devil, look, keep, promis, jesus, lose",0.0277901304022,0.0291081608399,0.5,0.5,0.519378515372,0.147081083677,0.699047486508,0.0191927850035,0.0151678902844,0.0115156710021,0.00942868855514,0.0224723288488,0.00149070174785,0.0115902060895,0.707251246971,0.638379147908,JohnPiper,4,4.0,3.14277041999
24,NaumanKhan_test1,10,66.9907078743,"allah, get, know, say, talk, quran, want, thing, someth, wa, go, don't, realli, happen, messeng, tri, ask, tell, dont, let, alayhi, whi, salyam, insid, deen, na, hes, els, am, so",0.0211760225287,0.0174312629332,0.7,0.3,0.511875091372,0.155198419613,0.75785199026,0.0157703927492,0.0341993957704,0.015387713998,0.0193152064451,0.0146022155086,0.00177240684794,0.0177039274924,0.713853185954,0.628247388833,NaumanKhan,3,2.6,3.45282452525
