,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,8.42272996902,"we, our, you, worker, love, get, talk, my, want, say",0.0287771645147,0.0287771645147,0.0,1.0,74.3,0.702314215157,0.75710813951,0.649751801672,DorothyDay,4,2.7,3.87351528057
2,DorothyDay_test1,10,8.02440500259,"we, our, labor, worker, get, you, tri, me, talk, my",0.0265101913992,0.0265101913992,0.0,1.0,79.0,0.731796541,0.758793244354,0.803282442982,DorothyDay,4,2.8,4.03502488509
9,WBC_test1,10,9.87462806702,"shall, unto, you, s, god, lord, fag, we, thou",0.0231068867021,0.0231068867021,0.0,1.0,72.8,0.494775361421,0.72767801263,0.753483836886,WBC,1,1.5,1.78254671001
10,WBC_test0,10,9.4052400589,"shall, s, me, unto, thou, my, you, god, babylon",0.026909135361,0.026909135361,0.0,1.0,75.0,0.497357299379,0.740493801647,0.822256684473,WBC,1,1.2,1.11350320492
13,Bahai_test0,10,3.16150999069,"baha'i, abdu'lbaha, prophet, baha'u'llah, we, my, uniti, evil, want, ye",0.0213630793054,0.0213630793054,0.0,1.0,22.5,0.585648243648,0.715516642895,0.666950891642,Bahai,6,4.2,5.71484345762
15,Bahai_test1,10,2.92706894875,"baha'i, abdu'lbaha, baha'u'llah, courag, sick, uniti, you, your, p, manifest",0.0208191571067,0.0208191571067,0.0,1.0,16.9,0.568368984808,0.767776359054,0.635797253793,Bahai,6,3.7,4.20315471923
17,IntegralYoga_test1,10,4.81591391563,"you, your, mind, we, yoga, medit, want, happi, everyth, don't",0.0233244867797,0.0233244867797,0.0,1.0,70.8,0.652596163866,0.658106047371,0.630698548524,IntegralYoga,7,5.5,6.45520994648
19,IntegralYoga_test0,10,4.31808400154,"you, we, your, mind, our, me, yoga, pain, my, don't",0.0268493518287,0.0268493518287,0.0,1.0,62.9,0.718781001125,0.705742537915,0.821063915614,IntegralYoga,7,5.1,5.88254632335
23,ISIS_test1,10,16.0397529602,"allah, you, your, ibn, wa, crusad, alayhi, sallam, sallallāhu",0.0151972972243,0.0151972972243,0.0,1.0,102.8,0.718035944158,0.788656937291,0.675247019201,ISIS,1,3.2,2.16429140597
25,ISIS_test0,10,13.1744070053,"allah, wa, you, ibn, abū, sallam, sallallāhu, alayhi, ﻿",0.0150621582981,0.0150621582981,0.0,1.0,81.3,0.758131756678,0.811890747081,0.742502335338,ISIS,1,3.4,1.44370017882
27,Rabbinic_test0,10,7.26043510437,"we, you, my, our, jew, your, synagogu, israel, bar, jewish",0.0305228625263,0.0305228625263,0.0,1.0,55.0,0.706062326698,0.733905475917,0.642628339292,Rabbinic,6,3.1,4.63579522053
30,SeaShepherds_test0,10,2.65180802345,"whale, we, shepherd, seal, your, greenpeac, save, dolphin, slaughter, danish",0.0212324098553,0.0212324098553,0.0,1.0,18.1,0.606671197901,0.674121927052,0.758113529063,SeaShepherds,2,5.9,6.52074778012
