,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,9.36803388596,"you, we, your, my, me, s, our, want, ill",0.0479052727279,0.0479052727279,0.0,1.0,14.8,0.070495908942,0.661794274565,0.60910990562,Shepherd,4,4.00366972477,4.42570501986
4,Shepherd_test9,10,11.1496400833,"you, we, your, my, s, me, get, christ, want",0.0519988111067,0.0519988111067,0.0,1.0,17.5,0.0631720642666,0.57055277216,0.789551669438,Shepherd,4,4.00366972477,3.908991168
6,Shepherd_test0,10,10.498883009,"you, we, me, my, your, s, ask, get, god",0.0493191796826,0.0493191796826,0.0,1.0,18.1,0.076444523994,0.629218095533,0.753804286562,Shepherd,4,4.00366972477,4.48908490968
9,Shepherd_test10,10,10.1559171677,"you, we, your, me, don, my, s, get, pray",0.0521871304175,0.0521871304175,0.0,1.0,14.5,0.0592420673242,0.606615261018,0.565858674209,Shepherd,4,4.00366972477,3.91260662106
15,Shepherd_test20,10,9.74149990082,"we, you, christ, my, me, s, don, get, want",0.0521254124479,0.0521254124479,0.0,1.0,14.7,0.0631235648356,0.620218070354,0.607292881298,Shepherd,4,4.00366972477,4.01889135356
16,Shepherd_test6,10,10.7018659115,"we, you, your, s, my, me, get, don, our",0.0523290581636,0.0523290581636,0.0,1.0,15.7,0.0599396200134,0.577090329016,0.454571901467,Shepherd,4,4.00366972477,3.94678199581
21,Shepherd_test16,10,12.0838410854,"we, you, s, your, me, my, don, want, get",0.052079863523,0.052079863523,0.0,1.0,18.4,0.0648657680156,0.612223653495,0.586470577509,Shepherd,4,4.00366972477,4.08869335759
23,Shepherd_test19,10,10.3713829517,"you, we, s, your, my, get, me, christ, want",0.0496492432533,0.0496492432533,0.0,1.0,14.1,0.0572691463197,0.607842374255,0.637464478948,Shepherd,4,4.00366972477,3.78454199425
25,Shepherd_test4,10,10.5653498173,"you, we, your, me, my, sin, rememb, get, love",0.044188962781,0.044188962781,0.0,1.0,15.8,0.0690695396976,0.613354686063,0.597447738487,Shepherd,4,4.00366972477,4.04069066496
31,Shepherd_test14,10,10.833261013,"we, you, your, s, my, me, don, get, t",0.0529689157762,0.0529689157762,0.0,1.0,14.7,0.0490639649405,0.570253896775,0.596698548318,Shepherd,4,4.00366972477,3.86366623166
