,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,63.7746620178,"you, we, my, me, s, sin, don, your, christ, t, ask, know, god, want, heaven, get, spirit, our, i, pray, said, save, scriptur, say, ill, whi, lose, go, someth, didn",0.0339327068129,0.0230919793351,0.8,0.2,0.474177771602,0.58733306097,0.018107110523,0.018107110523,0.0278570931123,0.0112473013441,0.0237133505119,0.00480534856188,0.0126749773661,0.652603810003,0.636558566142,Shepherd,4,4.3,3.95677978268
5,Shepherd_test9,10,70.0985090733,"you, we, your, my, s, me, don, get, christ, want, ask, our, worship, t, said, ill, god, lord, thing, i, heaven, preacher, prayer, know, pray, happen, better, whi, us, tell",0.0360262984117,0.017183254381,1.0,0.0,0.457939936341,0.578423378156,0.0211693889283,0.0175509789997,0.0247539819418,0.00750735517906,0.0239761928917,0.00486963579182,0.0135605830036,0.635201321305,0.619937080729,Shepherd,4,3.99928571429,4.13719032265
6,Shepherd_test0,10,65.7101509571,"we, you, s, me, your, my, love, our, get, ill, christ, said, don, ask, t, want, god, know, must, sin, i, will, lord, faith, go, thing, someon, whi, us, confid",0.0331182414866,0.0267160300256,0.6,0.4,0.466656026409,0.562375219841,0.0263477626966,0.0168014718645,0.0231193807061,0.00798417051411,0.0246815010241,0.00430450932065,0.0103099940987,0.637159955669,0.568776874019,Shepherd,4,3.99928571429,4.00263943806
9,Shepherd_test10,10,67.7596170902,"we, you, your, my, me, s, don, get, our, want, t, ill, love, let, said, thing, christ, ask, know, thank, bless, better, too, say, go, i, god, whi, do, look",0.0362106677533,0.0193018612423,1.0,0.0,0.492087519168,0.634061110302,0.0206693243107,0.017386352216,0.0217078154836,0.0108204080265,0.0241867944122,0.00462296070483,0.0112224046096,0.630175812468,0.653218172859,Shepherd,4,3.99928571429,4.09650134015
15,Shepherd_test20,10,57.9718160629,"you, we, your, my, ask, me, get, christ, s, our, god, pray, know, ill, said, prayer, sin, thing, want, lord, look, jesus, do, say, i, will, think, preach, let, don",0.0301889798943,0.0227007862816,0.9,0.1,0.546984004139,0.662104868603,0.0227423186261,0.0197827018186,0.0225086646676,0.00817788854706,0.0246504926204,0.00424471357919,0.0117216402508,0.652854629952,0.677641743732,Shepherd,4,3.99928571429,3.89411783316
16,Shepherd_test6,10,64.8524210453,"we, you, my, your, me, s, get, don, our, want, t, pray, god, bad, ask, christ, thing, lord, think, i, said, do, say, whi, prepar, merci, know, job, should, ill",0.02969616441,0.0246674619162,0.6,0.4,0.482345599988,0.605030278206,0.0240182582234,0.0164468917548,0.0260469497174,0.0080423127083,0.022895232575,0.00510795536879,0.0124257354007,0.685860399811,0.602382902801,Shepherd,4,3.99928571429,4.4721310808
21,Shepherd_test16,10,64.3716080189,"we, you, your, my, me, s, trust, don, our, get, christ, want, say, ill, t, lord, sin, know, god, thing, someon, i, thank, wait, said, will, go, money, bad, am",0.0353883543679,0.0271632289907,0.6,0.4,0.496686632476,0.617411249171,0.0241929553644,0.0170968453563,0.0242297227737,0.00889771306714,0.0214721670711,0.00378704316494,0.0126847562321,0.620009385931,0.631491407051,Shepherd,4,3.99928571429,4.03467279688
23,Shepherd_test19,10,64.1650619507,"you, we, your, my, s, thank, get, me, don, ask, our, mind, knock, christ, door, t, love, know, pray, bless, want, thing, prayer, i, ill, prais, said, god, jesus, think",0.0396877268778,0.0192174417977,1.0,0.0,0.485043096504,0.628811371022,0.0204998700189,0.0203884576819,0.0243621643703,0.00731607680024,0.0259962119805,0.00456790581944,0.0126638689791,0.633451576713,0.554957438151,Shepherd,4,3.99928571429,4.07786182894
30,Shepherd_test14,10,66.1389071941,"you, we, your, my, me, s, get, sin, bless, don, our, god, want, encourag, ill, t, know, ask, christ, thing, pray, said, thank, lord, i, noth, do, will, preacher, prayer",0.0346451102221,0.0196266585525,0.9,0.1,0.492155576185,0.621423755001,0.020938526182,0.0164895307369,0.0254228311147,0.00879206242717,0.0274001624236,0.00526111366124,0.0121817732425,0.639877771944,0.631911068345,Shepherd,4,3.99928571429,4.0069253491
31,Shepherd_test4,10,55.5174190998,"you, we, s, my, me, your, get, don, want, t, know, christ, our, ill, sin, ask, said, god, dad, she, i, perfect, thing, jesus, didn, someon, satan, lord, think, preacher",0.0326429696638,0.025860911425,0.6,0.4,0.448038621628,0.561965756094,0.0195559830087,0.0149875771419,0.0241644626112,0.00861585316983,0.0243247575539,0.00885629558387,0.01130079346,0.648515080476,0.521005433101,Shepherd,4,3.99928571429,4.08071068477
32,Shepherd_test8,10,68.4073929787,"we, you, s, my, your, me, get, don, love, t, christ, our, ask, ill, said, want, go, let, ve, thing, i, god, know, sin, say, will, kind, someth, someon, heaven",0.0355762667981,0.0240323436996,0.9,0.1,0.409338861806,0.535566568242,0.021297870213,0.0152318101523,0.024697530247,0.00996567009966,0.0230643602306,0.00629937006299,0.0130320301303,0.621551421019,0.600423854018,Shepherd,4,4.06,4.00271427811
34,Shepherd_test3,10,70.2726960182,"you, we, my, me, s, your, christ, pray, sin, god, get, our, know, ill, want, ask, don, save, said, jesus, heaven, i, thing, grace, someon, t, do, go, let, re",0.0282908001876,0.0253927249825,0.7,0.3,0.4570843578,0.575564828519,0.0179629027009,0.0156524568825,0.0257077774162,0.00735437683046,0.0251871135698,0.00663846404165,0.0101204035145,0.698113367145,0.755684590679,Shepherd,4,3.99928571429,4.54791801795
37,Shepherd_test13,10,59.6668219566,"you, we, my, me, your, christ, sin, s, get, walk, don, know, want, jesus, thing, ill, our, i, t, someon, ask, talk, said, go, do, whi, tell, lord, god, someth",0.029805004333,0.0254220307476,0.7,0.3,0.504944729959,0.631136942402,0.0191688449445,0.0175777550479,0.0268212296852,0.00928135773005,0.0251922566958,0.00409137401977,0.0140546274198,0.656884802914,0.553637669096,Shepherd,4,4.6,4.23623142854
44,Shepherd_test21,10,62.8898630142,"you, we, love, my, your, me, s, don, get, t, our, jesus, christ, want, ask, god, ill, say, know, thing, said, i, lord, whi, do, pray, sin, let, told, warn",0.0340706678331,0.0235115571286,0.8,0.2,0.47359765121,0.610408283835,0.0203341117298,0.0156637327106,0.0217352254356,0.0114244656009,0.0260463445303,0.00883779414406,0.011280761631,0.676867035943,0.607182468982,Shepherd,4,3.99928571429,3.79636309556
45,Shepherd_test1,10,62.9661071301,"you, we, me, s, my, christ, grace, your, sin, god, get, our, ill, preacher, said, let, evil, ask, know, don, want, love, say, t, bless, go, woman, i, prais, dont",0.039814380483,0.0237037235627,0.9,0.1,0.485326402865,0.617095421081,0.0196798925909,0.0156167190757,0.0209165106172,0.0120835247147,0.0231424230647,0.00547645125958,0.011871533053,0.679906200895,0.708568502641,Shepherd,4,3.99928571429,3.85134569682
49,Shepherd_test11,10,64.216561079,"you, we, your, my, me, s, pray, ask, get, christ, our, god, lord, preach, prayer, preacher, don, said, sin, want, ill, i, jesus, thing, know, will, whi, do, t, faith",0.0334964321339,0.0210821694881,0.9,0.1,0.494438826137,0.615763823555,0.0209584146746,0.018637887215,0.0243839552101,0.00872960330031,0.0312350362813,0.00202585730598,0.0111974658367,0.691927349685,0.669407532795,Shepherd,4,4.39928571429,3.90193582329
55,Shepherd_test18,10,67.6058290005,"we, you, me, s, my, your, christ, don, our, get, t, want, know, ask, ill, god, say, love, said, rememb, pray, jesus, i, whi, worri, prayer, dad, thing, how, sin",0.033860978031,0.0241820507478,0.7,0.3,0.452819193028,0.589833344334,0.0251131299872,0.0150609692908,0.0225914539362,0.0101903347266,0.028187502159,0.00411067739818,0.0109848354002,0.63662095969,0.630512816183,Shepherd,4,3.99928571429,3.8827996465
58,Shepherd_test7,10,67.0470120907,"we, you, your, me, my, don, get, s, know, our, christ, want, god, t, preacher, ill, go, said, preach, heaven, think, i, lord, better, thing, satan, ask, say, hope, pray",0.0328650628413,0.0183970435106,1.0,0.0,0.525496580939,0.6596323493,0.0263329333105,0.0174524258529,0.0252014400823,0.0101834390537,0.0209840562318,0.00620606891822,0.0123435624893,0.666434743388,0.639138484556,Shepherd,4,3.99928571429,4.26825689575
63,Shepherd_test17,10,71.6773948669,"we, you, your, my, s, me, get, our, want, don, christ, know, ill, god, thing, said, sin, t, spirit, go, sure, pray, ask, i, someth, happen, preach, let, do, am",0.0292889867155,0.023555353269,0.7,0.3,0.467887138744,0.599456432101,0.0256579381307,0.0171492645604,0.0216674361849,0.00778312776202,0.0222280852187,0.00600224259613,0.0121693819669,0.672583892181,0.628979799983,Shepherd,4,3.99928571429,4.2858045571
