,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,toBeFrac,pronounFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC
0,ISIS_train8,5,12.7811100483,"allah, abū, dollar, syrian, ’s, currenc, wa, ﻿, sallallāhu, sallam, regim, iraqi, alayhi, faction, ask, syria, shaykh, radiyallāhu, anh, shāmiyyah, bakr, rasūlullāh, front, gold, said, dabiq, crusad, oil, ’, ibn",0.0188157025521,0.0205973613999,0.6,0.4,0.361106570008,0.193724354557,0.719246491522,0.00665409781524,0.00543417988244,0.0043251635799,0.0170788510591,0.0127536874792,0.0,0.0161916380171,0.738462401835,0.612614881044
1,Shepherd_train3,5,19.2838249207,"don, s, sin, t, get, hell, want, know, let, someth, god, said, heaven, thing, ask, adulteri, someon, encourag, say, ill, job, gift, go, didn, christ, think, i, do, sure, etern",0.0292155623469,0.0318672233686,0.4,0.6,0.358789196587,0.0503268817394,0.549440147665,0.0169924154026,0.0179404900817,0.0238477246208,0.0146586931155,0.0286610268378,0.00284422403734,0.0129813302217,0.677908551085,0.643566930017
2,Ghandi_test0,5,27.2534410954,"div, href, class, meta, svg, td, li, https, numlnum, id, rel, button, content, numcnum, width, viewbox, mnum, fillrul, octicon, ariahidden, evenodd, path, tr, arialabel, datagaclick, span, itemprop, numzmnum, height, numhnumcnum",0.00850292927878,0.00665653061744,0.6,0.4,0.169031274127,0.199543437905,0.647681038545,0.00198527587063,0.0037637521714,0.011580775912,0.00397055174125,0.00198527587063,0.000661758623542,0.00450823062288,0.606976836351,0.590807249054
3,ISIS_test2,5,25.6837730408,"allah, ibn, wa, jihād, prophet, rahimahullāh, sallam, alayhi, sallallāhu, abandon, hypocrisi, hypocrit, said, faction, murji'ah, kufr, irjā, ﻿, messeng, oblig, ignor, say, “the, ahmad, prayer, muhammad, numah, bid'ah, nūh, īmān",0.0174403041338,0.0248359024991,0.2,0.8,0.376984156714,0.251147026707,0.643657185154,0.00387176707449,0.0083630168809,0.00485261473336,0.0247276857158,0.0189458468845,0.0,0.0099117237107,0.774003366969,0.70758587548
4,MehrBaba_train6,5,11.2638809681,"meher, baba, perfect, nt, mediocr, re, happen, love, silenc, know, feel, want, rememb, someth, s, silent, almighti, self, thiev, godman, surrend, drop, will, bahaulhuq, manifest, belov, forget, ve, done, night",0.0347712450875,0.0135542276035,0.8,0.2,0.475920646865,0.247576683125,0.746276567633,0.00878919060737,0.0236127508855,0.00931391840483,0.0114128295946,0.0300406664043,0.00327954873409,0.0128558310376,0.768250964417,0.661792527751
5,Unitarian_train6,5,28.6074230671,"hurt, am, get, sudden, i, know, snake, ask, love, wonder, happen, congreg, tree, hope, feel, talk, nt, samaritan, silenc, mous, unitarian, say, want, windmil, dont, too, explos, yes, moment, universalist",0.0281975235374,0.0206169108107,0.6,0.4,0.341597807651,0.0880000771858,0.600208293842,0.020984468572,0.0101757631822,0.0257071911972,0.0113929597351,0.00837431228395,0.00321339889965,0.00959150883685,0.698846804266,0.616362406142
6,NaumanKhan_train5,5,32.3468048573,"allah, quran, swt, apo, say, know, quot, get, talk, thing, ayah, na, realli, am, dont, go, whi, want, someth, els, tell, gon, happen, ego, so, surah, guy, feel, got, arab",0.0183235562428,0.0144923975517,1.0,0.0,0.566035386057,0.142418169428,0.743088408267,0.00870547859206,0.0426066211861,0.0154020005859,0.0212614573306,0.0159460929979,0.000544092412004,0.0178294898087,0.647981886998,0.642258133748
7,PastorAnderson_train5,5,68.9630520344,"s, re, nt, say, go, bibl, sorrow, get, vers, unto, shall, talk, want, christ, know, thing, let, chapter, whi, vain, god, spank, look, sin, ve, tell, jesus, lot, thou, okay",0.0267360661864,0.0256889407581,0.6,0.4,0.552347833193,0.0864877553157,0.709342127144,0.0149326805386,0.0217493644666,0.0220883156012,0.0163449769325,0.0194708596177,0.000564918557575,0.0175124752848,0.694336922432,0.640477288619
8,Rabbinic_train4,5,13.2831988335,"esther, abraham, moment, know, myerson, jew, everyth, whi, jewish, am, promis, ask, rabbi, will, freedom, noth, purim, let, get, want, doesn't, peoplehood, “just, tell, happen, look, judaism, if, say, slaveri",0.026249145916,0.0139161294992,1.0,0.0,0.512450771649,0.279746623001,0.805698708694,0.0271423880924,0.00864616394878,0.0130239684798,0.00744226770275,0.0100689504214,0.00601948123016,0.0106161759877,0.702998818729,0.773223985419
9,Bahai_train5,5,4.9033780098,"abdu'lbaha, spirit, baha'i, uniti, tower, baha'u'llah, —, babel, perfect, auxiliari, ive, p, will, love, mind, nay, howard, colbi, lamp, mankind, matur, should, impress, fruit, soul, must, manifest, fellowship, realiz, encourag",0.0307394964951,0.0220442059576,0.6,0.4,0.370014611524,0.205977383902,0.545261419224,0.00693298118191,0.00330141961043,0.00099042588313,0.00660283922086,0.0194783757016,0.000330141961043,0.0102344007923,0.824096900865,0.690176418852
10,NaumanKhan_train8,5,42.0075211525,"allah, know, say, nt, get, s, quran, wa, want, go, talk, surah, thing, happen, deen, musa, alayhi, salyam, realli, someth, firawn, hes, tell, whi, am, wind, let, yusuf, khan, messeng",0.0188662623204,0.0158520295962,0.8,0.2,0.597131236179,0.192417919255,0.790883328587,0.0145743100123,0.0318358572287,0.0156808194493,0.017229932661,0.0209920647466,0.00161234232241,0.0154595175619,0.688007430328,0.691505947787
11,IntegralYoga_train3,5,7.89376401901,"breath, mind, prana, want, yoga, feel, get, pranayama, inhal, vibrat, exhal, medit, clean, yogavill, asana, oxygen, toxin, whi, mental, guidelin, let, exercis, calm, smoke, anyth, don't, will, visual, cubic, tri",0.0334006545648,0.017480783785,1.0,0.0,0.420688057041,0.0885087069793,0.705624754331,0.0269008032879,0.0403512049318,0.00541752288436,0.00616476742014,0.000373622267887,0.000934055669718,0.0147580795815,0.74741175877,0.669206140726
