,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,11.484828949,"s, christ, want, get, walk, god, don, rememb, know, ill",0.0499133082222,0.0499133082222,0.0,1.0,17.3,0.0794413749526,0.610472889992,0.624778675395,Shepherd,4,4.0262295082,4.25782244627
4,Shepherd_test9,10,10.223099947,"s, christ, don, get, want, t, sin, said, ill, god",0.048009275962,0.048009275962,0.0,1.0,13.9,0.0568496215328,0.598002875673,0.506057814083,Shepherd,4,4.0262295082,3.77831676835
6,Shepherd_test21,10,11.971848011,"s, don, get, want, t, sin, love, ill, ask, said",0.053242946037,0.053242946037,0.0,1.0,17.7,0.0611324714762,0.579910457948,0.668062516775,Shepherd,4,4.0512295082,3.99482934747
7,Shepherd_test0,10,11.4826700687,"s, get, christ, don, pray, sin, god, evil, t, want",0.0491450765889,0.0491450765889,0.0,1.0,19.9,0.0829673714279,0.664934301196,0.57772105214,Shepherd,4,4.0262295082,5.23412296011
10,Shepherd_test10,10,11.1411478519,"s, christ, don, want, get, know, hope, said, ill, god",0.0490679352662,0.0490679352662,0.0,1.0,14.1,0.0495954472679,0.599012071768,0.61972928653,Shepherd,4,4.0262295082,3.57098747939
16,Shepherd_test20,10,12.5702579021,"s, pray, rememb, don, get, christ, want, t, ask, sin",0.0513129152564,0.0513129152564,0.0,1.0,13.5,0.0536839697819,0.636784244857,0.737941013231,Shepherd,4,4.05699873897,3.77075511617
17,Shepherd_test6,10,11.1318352222,"s, don, get, want, christ, ask, t, ill, know, pray",0.0485432004906,0.0485432004906,0.0,1.0,16.6,0.0643265932678,0.622490597346,0.585427726017,Shepherd,4,4.0262295082,4.04379967876
22,Shepherd_test16,10,10.7863790989,"s, sin, don, get, t, hope, god, christ, say, know",0.0534915083477,0.0534915083477,0.0,1.0,16.6,0.0746857116711,0.608261228039,0.61173300893,Shepherd,4,4.0512295082,4.23169676421
25,Shepherd_test19,10,12.3292431831,"s, sin, don, get, christ, ask, god, know, ill, t",0.0497133927577,0.0497133927577,0.0,1.0,16.0,0.0654043930057,0.620601971786,0.632981404356,Shepherd,4,4.0262295082,3.96429611774
32,Shepherd_test14,10,11.6090970039,"s, don, get, t, want, ask, know, christ, thing, preach",0.0538709265344,0.0538709265344,0.0,1.0,17.4,0.0589096937619,0.601883533239,0.655488485572,Shepherd,4,4.0512295082,3.98171575297
33,Shepherd_test4,10,15.6116728783,"s, get, christ, don, jesus, sin, god, ill, say, ask",0.0520535820649,0.0520535820649,0.0,1.0,16.0,0.0614634868463,0.650194169581,0.655673355158,Shepherd,4,4.0512295082,4.18142671022
34,Shepherd_test8,10,12.9815189838,"s, don, get, want, t, christ, pray, ill, prayer, ask",0.0526014311237,0.0526014311237,0.0,1.0,17.8,0.0618623461815,0.55700833232,0.43516679824,Shepherd,4,4.0512295082,3.97439723558
36,Shepherd_test3,10,11.6649281979,"s, get, thank, love, ask, don, want, ill, christ, heaven",0.0482799409077,0.0482799409077,0.0,1.0,16.9,0.0581402559546,0.582011048119,0.693545071126,Shepherd,4,4.0262295082,3.8142729269
39,Shepherd_test13,10,11.250262022,"s, get, don, sin, christ, pray, evil, want, t, encourag",0.0478239181402,0.0478239181402,0.0,1.0,19.2,0.082500776069,0.636330317577,0.72992246912,Shepherd,4,4.0262295082,4.58430421249
46,Shepherd_test1,10,10.5116689205,"love, get, s, don, t, want, ill, ask, car, said",0.0496290516014,0.0496290516014,0.0,1.0,17.1,0.0768872922453,0.5777789121,0.603934025906,Shepherd,4,4.4262295082,4.06378746305
50,Shepherd_test11,10,11.0101361275,"s, heaven, get, god, want, ask, christ, don, say, preacher",0.0475182797824,0.0475182797824,0.0,1.0,18.8,0.0896201132074,0.562995445547,0.562545218827,Shepherd,4,4.35480093677,4.21644951365
56,Shepherd_test18,10,12.3003761768,"s, get, god, don, love, t, know, ask, let, i",0.0530123748924,0.0530123748924,0.0,1.0,19.3,0.0652826088509,0.60392006597,0.616183183319,Shepherd,4,4.0512295082,4.18492841342
59,Shepherd_test7,10,11.4821670055,"s, get, don, ask, ill, christ, know, thing, whi, t",0.0510104556132,0.0510104556132,0.0,1.0,18.3,0.0768650724575,0.612170898586,0.701741614687,Shepherd,4,4.0262295082,4.31941124979
64,Shepherd_test17,10,11.9821879864,"s, christ, get, god, want, don, thing, know, ill, i",0.0475739942054,0.0475739942054,0.0,1.0,17.9,0.0810455229873,0.598198486052,0.603736924088,Shepherd,4,4.45480093677,4.19321308171
67,Shepherd_test2,10,10.640034914,"s, ask, god, get, christ, don, know, heaven, want, lord",0.0468904356148,0.0468904356148,0.0,1.0,16.5,0.0698283301037,0.663960811168,0.701420051931,Shepherd,4,4.05135266091,4.38591915842
71,Shepherd_test12,10,15.3833930492,"s, want, christ, god, don, know, preach, get, rememb, t",0.0478898501851,0.0478898501851,0.0,1.0,18.3,0.0866533415628,0.635418086961,0.717524734963,Shepherd,4,5.2887295082,4.57012529923
72,Shepherd_test5,10,17.6480998993,"s, christ, get, don, love, t, preach, want, ask, said",0.0533157757106,0.0533157757106,0.0,1.0,17.7,0.0604485798761,0.660669168566,0.691200191443,Shepherd,4,4.0512295082,4.46496163665
73,DorothyDay_test8,10,8.431016922,"negro, worker, get, too, love, go, fr, tri, babi, room",0.0277289694476,0.0277289694476,0.0,1.0,13.4,0.134463137862,0.70253095203,0.750829735341,DorothyDay,4,4.02443633952,4.05374746217
75,DorothyDay_test13,10,7.06973719597,"too, get, love, worker, happi, pilgrimag, walk, larri, tree, night",0.031916456445,0.031916456445,0.0,1.0,11.2,0.136179030921,0.732028732234,0.683966032067,DorothyDay,4,4.02443633952,4.05874671377
76,DorothyDay_test3,10,7.98298788071,"love, worker, too, poverti, feel, fr, christ, want, priest, i",0.0300647890361,0.0300647890361,0.0,1.0,14.4,0.156256322662,0.714157668663,0.665932174496,DorothyDay,4,3.99366710875,3.92982163174
88,DorothyDay_test23,10,9.77338886261,"get, poverti, prison, night, worker, farm, room, fr, talk, negro",0.030268581919,0.030268581919,0.0,1.0,19.4,0.183675901518,0.721110777016,0.508810448841,DorothyDay,4,4.29711538462,3.48999303471
89,DorothyDay_test16,10,7.34727501869,"worker, get, too, love, picket, rent, want, i, peter, cathol",0.027809957144,0.027809957144,0.0,1.0,15.9,0.171922665624,0.726633547469,0.685866454928,DorothyDay,4,3.99366710875,3.7524255022
90,DorothyDay_test6,10,7.32753920555,"worker, prayer, tri, pray, talk, say, too, love, get, am",0.0265072092838,0.0265072092838,0.0,1.0,14.8,0.165245523326,0.745859755405,0.55857462964,DorothyDay,4,3.99711538462,3.970686724
91,DorothyDay_test11,10,6.66885709763,"we, worker, our, my, me, maurin, get, farm, talk, peter",0.0350058531334,0.0350058531334,0.0,1.0,12.3,0.147931911613,0.727546297737,0.558840764149,DorothyDay,4,4.02788461538,4.18403688242
92,DorothyDay_test1,10,5.64114809036,"dolci, worker, get, picket, go, pray, grape, job, am, priest",0.0267894253388,0.0267894253388,0.0,1.0,11.2,0.179126506919,0.738643958963,0.788158428072,DorothyDay,4,4.02443633952,4.34739487174
93,DorothyDay_test18,10,6.79311108589,"worker, want, farm, get, bread, go, stjoseph, cuba, bless, silon",0.0335983028387,0.0335983028387,0.0,1.0,13.3,0.175690444314,0.714512139919,0.750091407549,DorothyDay,4,4.02443633952,4.35823682392
103,DorothyDay_test21,10,10.0810408592,"worker, get, talk, fr, love, too, farm, stjoseph, ask, room",0.0315418975395,0.0315418975395,0.0,1.0,18.0,0.15942115174,0.749822812113,0.760442313599,DorothyDay,4,3.99366710875,3.73480891371
104,DorothyDay_test14,10,7.74364995956,"get, talk, dont, poverti, say, too, go, know, tri, fear",0.0330899695111,0.0330899695111,0.0,1.0,12.2,0.131217537284,0.687887529964,0.799079050014,DorothyDay,4,4.02443633952,4.10702742549
105,DorothyDay_test4,10,8.10623002052,"worker, love, mike, room, strike, maurin, labor, poverti, prayer, hospit",0.0338280689232,0.0338280689232,0.0,1.0,14.8,0.179873599767,0.733115645077,0.744364284417,DorothyDay,4,3.99366710875,4.3845477189
115,DorothyDay_test12,10,5.67719197273,"worker, retreat, too, cathol, priest, cloth, get, prayer, morn, room",0.0280635611847,0.0280635611847,0.0,1.0,12.1,0.15971488086,0.742928209772,0.767980057251,DorothyDay,4,4.02443633952,4.05794178292
116,DorothyDay_test2,10,9.78682589531,"worker, get, labor, talk, too, say, christ, go, tri, bomb",0.0281294537885,0.0281294537885,0.0,1.0,19.8,0.172754712668,0.747126546692,0.679988788062,DorothyDay,4,3.99366710875,3.17189455409
125,DorothyDay_test9,10,6.34531402588,"retreat, christ, love, worker, god, say, too, talk, thing, am",0.0273253703559,0.0273253703559,0.0,1.0,11.4,0.162748728861,0.743932387013,0.702596028523,DorothyDay,4,4.02443633952,4.17041135316
126,DorothyDay_test10,10,4.56527304649,"worker, get, morn, picket, love, prayer, go, feast, answer, intellectu",0.0309479798545,0.0309479798545,0.0,1.0,8.3,0.150037626526,0.73984656586,0.602315109779,DorothyDay,4,5.2,4.18481771556
127,DorothyDay_test0,10,8.33570694923,"room, worker, get, farm, maurin, talk, too, say, peter, helen",0.0323138222076,0.0323138222076,0.0,1.0,16.4,0.176204351694,0.784020023401,0.793131292799,DorothyDay,4,3.99366710875,4.30358257034
131,DorothyDay_test22,10,10.8281829357,"worker, prison, get, fr, talk, am, jack, farm, too, room",0.0346392711059,0.0346392711059,0.0,1.0,23.3,0.209603600684,0.752331978282,0.787797401377,DorothyDay,4,3.59366710875,4.68060134121
132,DorothyDay_test17,10,4.82688879967,"car, worker, get, too, farm, maurin, talk, pray, go, tri",0.0301278731045,0.0301278731045,0.0,1.0,9.6,0.187448268435,0.69128462712,0.576161209645,DorothyDay,4,5.2,4.18018766801
133,DorothyDay_test7,10,8.22348999977,"get, love, rememb, room, joy, i, too, sin, pray, tree",0.0343555043831,0.0343555043831,0.0,1.0,15.2,0.153018539053,0.6840363985,0.616593866179,DorothyDay,4,3.99366710875,4.08365409016
136,DorothyDay_test19,10,7.06007099152,"fr, too, love, priest, roy, worker, pray, get, say, bread",0.0287588644241,0.0287588644241,0.0,1.0,12.8,0.138333385725,0.71141472067,0.646637031818,DorothyDay,4,4.02443633952,4.22602674926
142,DorothyDay_test20,10,11.1820898056,"worker, get, room, prayer, told, morn, too, go, farm, want",0.0348243202417,0.0348243202417,0.0,1.0,21.1,0.185999190933,0.739948177047,0.859422937047,DorothyDay,4,3.99366710875,4.54338750617
143,DorothyDay_test15,10,9.24991583824,"farm, get, too, talk, worker, room, tri, poverti, love, got",0.0288109799844,0.0288109799844,0.0,1.0,17.9,0.186021884786,0.751043203973,0.721702448569,DorothyDay,4,3.99366710875,3.67674576994
