,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
3,Shepherd_test15,10,15.1642270088,"s, don, get, ask, want, christ, god, know, t, lord",0.0361852998415,0.0200128575261,1.0,0.0,17.6,0.0650399689154,0.609069370602,0.524443435253,Shepherd,4,4.075,4.1416749564
4,Shepherd_test9,10,12.6620349884,"s, walk, god, get, love, don, t, christ, jesus, want",0.0347031973107,0.0191403645571,0.9,0.1,15.1,0.0616357307924,0.617894682736,0.591809608263,Shepherd,4,4.00857142857,3.95156594127
6,Shepherd_test0,10,15.5670440197,"s, love, don, christ, rememb, preach, god, sin, ill, want",0.0341808717462,0.0236396989142,0.8,0.2,14.7,0.0626639841878,0.638274611881,0.650339343495,Shepherd,4,4.02732142857,3.92310207735
9,Shepherd_test10,10,14.5717661381,"s, don, get, t, christ, ask, ill, said, know, jesus",0.0302862546617,0.0217063593094,0.7,0.3,16.7,0.0756637334112,0.584680154699,0.678023657191,Shepherd,4,4.00857142857,3.91143309643
16,Shepherd_test20,10,16.0506148338,"s, get, don, want, t, pray, christ, ask, preacher, preach",0.0305337305585,0.0198043102137,0.7,0.3,13.8,0.0420593468161,0.583132682613,0.502231758615,Shepherd,4,4.45714285714,4.03229672881
17,Shepherd_test6,10,14.8264930248,"s, get, know, sin, ill, want, ask, god, don, evil",0.0297126639349,0.0260532221585,0.6,0.4,18.5,0.0814875495961,0.603459013879,0.601771418133,Shepherd,4,4.37857142857,4.15889204565
21,Shepherd_test16,10,15.9410829544,"christ, s, get, don, ask, preach, t, knock, know, door",0.0296233637984,0.0193766083702,1.0,0.0,17.1,0.0714679187196,0.596604292505,0.627867671861,Shepherd,4,4.00857142857,4.27935420426
24,Shepherd_test19,10,14.5488491058,"s, christ, get, don, want, hope, know, ask, thing, t",0.0285730099105,0.019798318036,0.8,0.2,15.5,0.0736781562578,0.619190230589,0.734460734315,Shepherd,4,4.00857142857,3.77564968043
26,Shepherd_test4,10,16.1898210049,"s, sin, love, don, thank, get, t, christ, rememb, want",0.0374914778942,0.0231152747027,0.9,0.1,14.9,0.056115194011,0.617980666815,0.598975429921,Shepherd,4,4.40857142857,3.88049922263
32,Shepherd_test14,10,15.2967150211,"christ, s, get, don, walk, christma, preach, want, sin, ill",0.0310335968105,0.0215410016151,0.8,0.2,17.2,0.0747762309872,0.599839899351,0.491300131519,Shepherd,4,4.075,3.96669689132
33,Shepherd_test8,10,14.8539259434,"s, love, god, know, evil, get, don, christ, judg, bless",0.039893670589,0.0223974556623,1.0,0.0,17.6,0.0776844715154,0.621152350066,0.644374316005,Shepherd,4,4.00857142857,4.19818461221
35,Shepherd_test3,10,20.2738180161,"s, don, pray, jesus, ask, christ, prayer, let, t, ill",0.0321224851752,0.0190171201413,1.0,0.0,14.9,0.0655217265688,0.604725612375,0.554202272263,Shepherd,4,4.00857142857,4.12503823039
38,Shepherd_test13,10,17.6092600822,"s, christ, sin, get, want, ask, don, god, jesus, ill",0.0316020732102,0.0209484514983,0.8,0.2,15.7,0.0634517024774,0.655903783084,0.762330383064,Shepherd,4,4.00857142857,3.86469403464
45,Shepherd_test21,10,15.8950359821,"s, christ, don, ask, get, t, want, said, god, love",0.0329645065615,0.0196833676788,0.7,0.3,15.7,0.0553839818996,0.641968953148,0.651118788482,Shepherd,4,4.00857142857,3.90800906441
46,Shepherd_test1,10,16.4419219494,"christ, s, don, sin, get, pray, ask, t, ill, prayer",0.0291463886331,0.0228912048508,0.8,0.2,17.4,0.0606291305071,0.620070916479,0.791681813107,Shepherd,4,4.00857142857,3.9721298441
50,Shepherd_test11,10,14.0361220837,"s, get, don, t, want, ill, said, christ, ask, know",0.0339779009834,0.0209392817029,1.0,0.0,13.4,0.0462212718099,0.600435178853,0.611283997332,Shepherd,4,4.4,4.05730177298
