,groupId,files,timeRun,keywords,perPos,perNeg,perPosDoc,perNegDoc,judgementCount,judgementFrac,avgSD,avgEVC,groupName,rank,rfPred,svmPred
1,DorothyDay_test0,10,7.6004011631,"worker, labor, tri, say, love, peter, get, talk, dont, maurin",0.0270341428543,0.0270341428543,0.0,1.0,69.9,0.684551637008,0.783057572786,0.736034917458,DorothyDay,4,2.4,3.58219628422
2,DorothyDay_test1,10,8.30710887909,"worker, too, love, talk, want, bread, tri, say, farm, christ",0.0263500849076,0.0263500849076,0.0,1.0,77.1,0.702207372748,0.765518565692,0.672451189029,DorothyDay,4,3.0,3.80826967151
9,WBC_test1,10,10.8776991367,"shall, unto, s, god, ye, lord, sermon, thi, wit, hath",0.0247562156352,0.0247562156352,0.0,1.0,70.7,0.499563287655,0.764206280982,0.735181545415,WBC,1,1.8,0.818710758837
10,WBC_test0,10,11.2975101471,"shall, unto, lord, s, ye, sin, hell, say, thee, belov",0.0242599724999,0.0242599724999,0.0,1.0,80.5,0.515587469836,0.728413687352,0.68840950401,WBC,1,1.1,1.33130665699
13,Bahai_test0,10,2.87981915474,"thi, thou, baha'i, abdu'lbaha, thee, love, baha'u'llah, evil, uniti, want",0.0199785617989,0.0199785617989,0.0,1.0,19.3,0.594461244713,0.739944498183,0.838954192524,Bahai,6,3.4,5.30469668084
14,Bahai_test1,10,3.52282905579,"baha'i, abdu'lbaha, baha'u'llah, spirit, courag, fear, realiti, p, faith, god",0.0192954816134,0.0192954816134,0.0,1.0,21.4,0.546653238443,0.690657705349,0.715481142272,Bahai,6,6.1,6.54962945118
17,IntegralYoga_test1,10,4.39305782318,"mind, yoga, gurudev, anyth, everyth, clean, want, say, conscious, medit",0.0230169479152,0.0230169479152,0.0,1.0,54.6,0.659598114053,0.708235579587,0.725370285873,IntegralYoga,7,6.0,5.36693432173
19,IntegralYoga_test0,10,4.41186499596,"yoga, mind, want, arjuna, get, don't, whi, medit, clean, will",0.0244275724666,0.0244275724666,0.0,1.0,58.1,0.650303454344,0.688549302684,0.601537371931,IntegralYoga,7,6.9,6.20960987955
23,ISIS_test1,10,11.2680170536,"allah, jihād, crusad, ﻿, wa, ibn, alayhi, mujāhidīn, sallallāhu, sallam",0.0176334664344,0.0176334664344,0.0,1.0,81.1,0.754359822362,0.819319803374,0.725702642255,ISIS,1,2.7,1.01395254005
24,ISIS_test0,10,10.0063209534,"allah, ibn, wa, alayhi, ﻿, sallallāhu, sallam, prophet, messeng, abū",0.0205966857594,0.0205966857594,0.0,1.0,73.6,0.683026273868,0.821569701932,0.682701355318,ISIS,1,2.4,1.49499607662
27,Rabbinic_test0,10,7.861358881,"jew, jewish, synagogu, know, israel, mose, privileg, rabbi, adam, eve",0.0312635484182,0.0312635484182,0.0,1.0,59.1,0.706432790389,0.724824186224,0.738599108134,Rabbinic,6,3.2,5.37120354121
30,SeaShepherds_test0,10,3.259526968,"whale, shepherd, costa, illeg, seaworld, save, hsus, fish, rican, coco",0.0210722182343,0.0210722182343,0.0,1.0,21.0,0.596275367781,0.712657139029,0.68657878252,SeaShepherds,2,4.5,6.79654565785
