PSJudge,UniqueWordCount,avgEVC,avgSD,binCount,binSize,cocoWindow,cvWindow,elle,ensemble2Accuracy,ensemble2Exact,ensemble2MAE,il,ils,je,judgementCount,judgementFrac,judgementMethod,keywordMethod,le,netAngle,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounCount,pronounFrac,rfAccuracy,rfClassAccuracy,rfClassExact,rfClassMAE,rfMAE,runID,svmAccuracy,svmClassAccuracy,svmClassExact,svmClassMAE,svmMAE,targetWordCount,toBeCount,toBeFrac,vous
0.0339583590521,,0.036825153766,0.0420868510482,112.0,1.0,3.0,3.0,0.0145439251428,,,,0.0532256093929,0.0512643410137,0.0428879365887,0.0451069275962,0.03764717125,pronoun,tfidfNoPro,0.0935593098451,30.0,0.0472352919563,0.297957088422,0.0109485827369,0.144869201351,0.0132963572683,,,0.421052631579,0.657894736842,0.368421052632,1.21052631579,1.24210526316,QK49UX,0.552631578947,0.631578947368,0.368421052632,1.31578947368,1.15606721613,10.0,,,0.0345878935696
0.035091825292,,0.0646313164353,0.0458768577908,112.0,1.0,3.0,3.0,0.0217626096668,,,,0.0801499741554,0.0520114026652,0.0784479520837,0.0537977495079,0.0569103569626,pronoun,tfidfNoPro,0.0990555844395,30.0,0.0788706683442,0.123573839751,0.00753602133522,0.158832707314,0.00613958807053,,,0.583333333333,0.722222222222,0.361111111111,1.19444444444,1.22240740741,7ARFZ1,0.555555555556,0.638888888889,0.277777777778,1.36111111111,1.16584760888,10.0,,,0.0373115461863
0.0456294254225,,0.0372378641698,0.0297477036037,112.0,1.0,3.0,3.0,0.0173211433961,,,,0.0678182238641,0.0709915744014,0.0452657123571,0.0570622319133,0.0650481636168,pronoun,tfidfNoPro,0.0913241066007,30.0,0.0689792679971,0.119118988117,0.0105947502312,0.229895977857,0.00725285004268,,,0.366666666667,0.5,0.233333333333,1.66666666667,1.45644444444,4228OZ,0.566666666667,0.533333333333,0.266666666667,1.5,1.24977015299,10.0,,,0.0367120164096
0.0707862927,,0.0491531906206,0.0362119755221,112.0,1.0,3.0,3.0,0.0329064465465,,,,0.109478926412,0.039458031703,0.0682559191985,0.0522030735441,0.0468662269123,pronoun,tfidfNoPro,0.0914887313867,30.0,0.0631343014266,0.162867878603,0.00797669937355,0.124497103399,0.00899115046821,,,0.481481481481,0.555555555556,0.37037037037,1.44444444444,1.25283950617,X141N0,0.592592592593,0.666666666667,0.407407407407,1.33333333333,1.08915477643,10.0,,,0.0357240521848
0.0499267176,,0.0513218834887,0.032030942606,112.0,1.0,3.0,3.0,0.0145136341028,,,,0.132211652624,0.0483784918483,0.0674577861898,0.0539305527886,0.0343379552784,pronoun,tfidfNoPro,0.147907801449,30.0,0.0635882808375,0.172370935564,0.0105567416331,0.083865447375,0.0125816668348,,,0.481481481481,0.666666666667,0.333333333333,1.22222222222,1.11283950617,97MQ73,0.592592592593,0.666666666667,0.333333333333,1.25925925926,0.983753444086,10.0,,,0.0250195097803
0.0490502629769,,0.03089603404,0.0314551521216,112.0,1.0,3.0,3.0,0.0283589204127,,,,0.0924808804712,0.031151552905,0.143463545293,0.0449437910528,0.0495999805568,pronoun,tfidfNoPro,0.0748191015917,30.0,0.0710914721854,0.13383951824,0.0130441458883,0.150560743326,0.0215687533298,,,0.609756097561,0.780487804878,0.414634146341,0.90243902439,0.950487804878,LU6571,0.609756097561,0.756097560976,0.365853658537,1.0487804878,0.975452785024,10.0,,,0.0336761456092
0.0411836582072,,0.0283636549441,0.0320249523991,112.0,1.0,3.0,3.0,0.0272668012466,,,,0.166317768681,0.0580663889511,0.0806469932727,0.0440510493221,0.0465211080261,pronoun,tfidfNoPro,0.0685291418204,30.0,0.0717104519709,0.0882086939455,0.00983040943375,0.170575931191,0.0132885727032,,,0.567567567568,0.621621621622,0.351351351351,1.45945945946,1.19108108108,IL9MCQ,0.540540540541,0.675675675676,0.324324324324,1.37837837838,1.30978238923,10.0,,,0.0534144238852
0.0340400622679,,0.0413064807,0.0284655741927,112.0,1.0,3.0,3.0,0.0215588708016,,,,0.0711338560148,0.0763833105133,0.107908744436,0.0488970653843,0.0500181921393,pronoun,tfidfNoPro,0.167180574438,30.0,0.0694845394457,0.0965845990912,0.011933732215,0.13773837241,0.00891092865811,,,0.823529411765,0.764705882353,0.441176470588,0.941176470588,0.802549019608,THVRCS,0.705882352941,0.705882352941,0.382352941176,1.0,0.784657467522,10.0,,,0.0284550972919
0.0371773372643,,0.0398650309509,0.0319256303422,112.0,1.0,3.0,3.0,0.0139313842536,,,,0.0787661775191,0.0559194183725,0.103496740966,0.0391738712876,0.0373807050537,pronoun,tfidfNoPro,0.133382059598,30.0,0.0551653195506,0.153094478269,0.0120123041831,0.167137984702,0.00845977487034,,,0.625,0.5625,0.3125,1.28125,0.887083333333,R7BLJ5,0.71875,0.71875,0.28125,1.03125,0.701835238328,10.0,,,0.0331117828178
0.0343601932124,,0.0339818481726,0.0290269570867,112.0,1.0,3.0,3.0,0.0193423250042,,,,0.0837407094852,0.0858242425931,0.115612810249,0.0473496624614,0.0395837330055,pronoun,tfidfNoPro,0.109594290405,30.0,0.0613609840406,0.161155715097,0.0161995512931,0.121770047661,0.0134493961122,,,0.571428571429,0.642857142857,0.285714285714,1.17857142857,1.08666666667,NNMITA,0.571428571429,0.678571428571,0.321428571429,1.17857142857,1.09105583366,10.0,,,0.0276475341215
