,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC
34,DorothyDay609,0.0192386410151,0.0306999590667,0.0,1.0,0.324786324786,91.0,0.777777777778,0.0212853049529,0.00450266066312,0.0212853049529,0.0114613180516,0.00573065902579,0.018829308227599997,0.0106426524765,0.305771592305,0.775899876576,0.708022043546
35,Shepherd208,0.026921576277799997,0.024970737417099997,1.0,0.0,0.23569023569000003,168.0,0.5656565656570001,0.016777214202100002,0.021849395240000003,0.026141240733500003,0.0148263753414,0.0195083886071,0.0007803355442839999,0.0101443620757,0.266874756145,0.66862033541,0.396987315163
36,Shepherd592,0.026928675400299997,0.010917030567700001,1.0,0.0,0.232209737828,160.0,0.59925093633,0.0265647743814,0.0203784570597,0.021470160116400003,0.004366812227069999,0.021470160116400003,0.00327510917031,0.010189228529799999,0.243813682678,0.721040824316,0.660504976381
37,ACLU36,0.0161787365177,0.036209553158699996,0.0,1.0,0.43396226415100003,28.0,0.528301886792,0.007704160246529999,0.0,0.0038520801232699996,0.00924499229584,0.007704160246529999,0.0030816640986100004,0.00924499229584,0.38906009244999995,0.705560132082,0.57527735672
38,DorothyDay496,0.0218658892128,0.0204081632653,1.0,0.0,0.287878787879,41.0,0.621212121212,0.0218658892128,0.008017492711369999,0.00218658892128,0.0116618075802,0.008746355685129999,0.0,0.0102040816327,0.35787172011699997,0.6677592900289999,0.545263005398
39,JohnPiper013,0.0578437310721,0.0160508782556,1.0,0.0,0.5,147.0,0.7205882352940001,0.040278619018800005,0.0205935796487,0.00969109630527,0.00242277407632,0.00847970926711,0.000908540278619,0.0102967898243,0.181708055724,0.750157242919,0.688269601343
40,DorothyDay579,0.022896039604000003,0.0167079207921,1.0,0.0,0.282258064516,93.0,0.75,0.0194925742574,0.00123762376238,0.010829207920799997,0.017636138613900003,0.021658415841599995,0.00309405940594,0.00773514851485,0.293007425743,0.6950325849310001,0.544524434619
41,DorothyDay230,0.0327153762268,0.0272628135224,1.0,0.0,0.32978723404300003,65.0,0.691489361702,0.032170119956400005,0.00599781897492,0.0109051254089,0.0076335877862600005,0.0174482006543,0.0038167938931300003,0.00599781897492,0.345692475463,0.695853457041,0.554788115106
42,ISIS012,0.012337662337700001,0.0350649350649,0.0,1.0,0.47619047618999993,56.0,0.888888888889,0.013636363636399999,0.0077922077922100005,0.0285714285714,0.013636363636399999,0.0194805194805,0.0,0.005844155844159999,0.353896103896,0.7255701095139999,0.7047138719580001
43,JohnPiper016,0.026315789473700002,0.00696594427245,1.0,0.0,0.418604651163,87.0,0.674418604651,0.00890092879257,0.0201238390093,0.00425696594427,0.0236068111455,0.011609907120700001,0.0,0.010061919504600001,0.237229102167,0.72702211369,0.7336204773180001
44,SeaShepherds148,0.0063051702396,0.016393442623,0.0,1.0,0.469879518072,58.0,0.6987951807230001,0.033417402269900004,0.00063051702396,0.0145018915511,0.0113493064313,0.007566204287520001,0.0,0.0063051702396,0.293190416141,0.725741928021,0.6061165869080001
45,WBC125,0.0172043010753,0.026523297491000002,0.0,1.0,0.3,73.0,0.521428571429,0.008602150537629999,0.00716845878136,0.024372759856599997,0.0100358422939,0.0197132616487,0.0,0.0118279569892,0.245878136201,0.731923129175,0.731526354314
46,WBC138,0.0174875089222,0.04425410421130001,0.0,1.0,0.36585365853699997,91.0,0.55487804878,0.009992862241260001,0.00785153461813,0.019271948608099998,0.0214132762313,0.027837259100599997,0.0010706638115599999,0.0074946466809399995,0.259814418273,0.660863761295,0.48113454556
47,SeaShepherds345,0.00881834215168,0.0246913580247,0.0,1.0,0.324324324324,15.0,0.405405405405,0.0,0.0035273368606700004,0.0,0.0017636684303399999,0.026455026455000002,0.0,0.007054673721340001,0.42328042328000004,0.677978245935,0.565442806013
48,DorothyDay498,0.0316027088036,0.00902934537246,1.0,0.0,0.428571428571,18.0,0.8571428571430001,0.0180586907449,0.0,0.0,0.0,0.0835214446953,0.0,0.00451467268623,0.492099322799,0.7942694884199999,0.549923667301
49,SeaShepherds567,0.0266439909297,0.031179138322,0.0,1.0,0.445945945946,53.0,0.7162162162160001,0.0147392290249,0.0,0.0147392290249,0.0113378684807,0.0147392290249,0.00113378684807,0.00396825396825,0.332199546485,0.673867246635,0.799822849101
50,Unabomber016,0.0329871716555,0.0299328039096,1.0,0.0,0.30487804878,38.0,0.463414634146,0.007941356139279999,0.0006108735491749999,0.0,0.012217470983500001,0.00916310323763,0.0,0.00977397678681,0.317043372022,0.745936597236,0.5740895333330001
51,YV15,0.0512445095168,0.014641288433399999,1.0,0.0,0.376068376068,78.0,0.666666666667,0.0051244509516800004,0.0710102489019,0.00292825768668,0.0102489019034,0.0007320644216689999,0.0007320644216689999,0.0183016105417,0.307467057101,0.686441408399,0.701898611205
52,Unabomber027,0.0225563909774,0.0255639097744,0.0,1.0,0.25,18.0,0.40909090909100004,0.0075187969924799996,0.0015037593985,0.0,0.0105263157895,0.0,0.0,0.021052631578900003,0.43308270676700006,0.663560056431,0.5019760698529999
53,PastorAnderson191,0.031255322773,0.016351558507900002,1.0,0.0,0.349323493235,544.0,0.669126691267,0.0129449838188,0.041049225004300006,0.042326690512699994,0.011241696474200001,0.0172032021802,0.00851643672288,0.012774655084299999,0.09802418668030001,0.711364064458,0.592298739759
54,WBC276,0.0319619177151,0.018021081264900003,1.0,0.0,0.492957746479,117.0,0.823943661972,0.0193811628698,0.00510030601836,0.015300918055100001,0.023121387283200002,0.0380822849371,0.000680040802448,0.0122407344441,0.23597415845,0.660739184602,0.679650447045
55,DorothyDay128,0.0230010952903,0.0065717415115,1.0,0.0,0.594594594595,30.0,0.810810810811,0.0197152245345,0.0,0.0,0.016429353778799997,0.005476451259579999,0.016429353778799997,0.00876232201533,0.36582694414000005,0.669214327173,0.639629633744
56,Shepherd166,0.029471544715400002,0.015243902439,1.0,0.0,0.23178807946999996,186.0,0.615894039735,0.010162601626,0.021002710027099997,0.0508130081301,0.015243902439,0.0328590785908,0.00237127371274,0.00711382113821,0.257113821138,0.644760869822,0.635964233668
57,WBC158,0.0278207109737,0.024111282843900003,1.0,0.0,0.382165605096,86.0,0.547770700637,0.015765069551799998,0.00896445131376,0.00834621329212,0.024729520865500003,0.0191653786708,0.0,0.0049459041731099995,0.22998454404899998,0.638005654307,0.727130233334
58,Unabomber015,0.0158139534884,0.0139534883721,1.0,0.0,0.306451612903,24.0,0.387096774194,0.00558139534884,0.0018604651162800001,0.0,0.00837209302326,0.0,0.0,0.0148837209302,0.319069767442,0.7880333932160001,0.612195795071
59,ACLU09,0.015217391304299999,0.020652173913,0.0,1.0,0.40625,17.0,0.53125,0.0065217391304300005,0.00108695652174,0.0,0.0032608695652199997,0.0,0.0,0.0195652173913,0.401086956522,0.7016275917560001,0.607449832182
60,SeaShepherds286,0.0229885057471,0.019582801192,1.0,0.0,0.353535353535,57.0,0.575757575758,0.0229885057471,0.000425713069391,0.0046828437633,0.007237122179649999,0.0025542784163499997,0.00212856534696,0.004257130693909999,0.31715623669599996,0.702098887683,0.709253103142
61,Shepherd211,0.025924513915400002,0.019062142584799997,1.0,0.0,0.291428571429,132.0,0.754285714286,0.016393442623,0.018680899733099998,0.014868471216200002,0.0118185284026,0.016393442623,0.00571864277545,0.016393442623,0.277544796035,0.6918462437780001,0.666123167412
62,MehrBaba135,0.0429864253394,0.00904977375566,1.0,0.0,0.368421052632,13.0,0.6842105263160001,0.0,0.0,0.0361990950226,0.00678733031674,0.020361990950200002,0.0,0.00678733031674,0.5,0.6869328779899999,0.537114976115
63,Shepherd561,0.0544761904762,0.0388571428571,1.0,0.0,0.40506329113899997,108.0,0.683544303797,0.0270476190476,0.0137142857143,0.0110476190476,0.00685714285714,0.024380952381000003,0.0,0.0137142857143,0.254857142857,0.6647749988530001,0.660183707273
64,Shepherd720,0.0506656804734,0.024778106508900003,1.0,0.0,0.322580645161,109.0,0.703225806452,0.012204142011799998,0.018121301775099997,0.0199704142012,0.0051775147929,0.022559171597599997,0.00295857988166,0.00813609467456,0.302514792899,0.668507846672,0.504292794435
65,LiberalJudaism033,0.013544018058700001,0.00902934537246,1.0,0.0,0.483870967742,39.0,0.6290322580650001,0.009593679458239999,0.00395033860045,0.0112866817156,0.0016930022573399999,0.0016930022573399999,0.0,0.0158013544018,0.36230248306999996,0.7073450155140001,0.5703555970840001
66,DorothyDay768,0.00554016620499,0.0235457063712,0.0,1.0,0.44230769230800004,36.0,0.692307692308,0.015235457063700001,0.0027700831024899996,0.015235457063700001,0.0207756232687,0.0373961218837,0.0027700831024899996,0.01108033241,0.447368421053,0.7504672214839999,0.477549967685
67,DorothyDay640,0.022303473491799997,0.017550274222999998,1.0,0.0,0.303278688525,73.0,0.598360655738,0.00694698354662,0.0018281535649000002,0.0208409506399,0.012797074954299999,0.00438756855576,0.0014625228519200002,0.0113345521024,0.30749542961599996,0.7859802764309999,0.670500786328
68,WBC153,0.021996615905200002,0.027411167512699997,0.0,1.0,0.294117647059,76.0,0.447058823529,0.006091370558380001,0.00406091370558,0.0419627749577,0.011844331641299999,0.0155668358714,0.0,0.00135363790186,0.24974619289299999,0.618830084363,0.6107681692
69,DorothyDay570,0.0227097767513,0.036181678214,0.0,1.0,0.353982300885,173.0,0.7654867256640001,0.0144341801386,0.0019245573518099999,0.015973826019999998,0.0165511932256,0.00211701308699,0.0144341801386,0.00866050808314,0.228637413395,0.705360543974,0.7038484158589999
70,WBC353,0.0177244139508,0.0437392795883,0.0,1.0,0.38461538461499994,95.0,0.664335664336,0.011435105774700001,0.012864493996600002,0.00829045168668,0.0160091480846,0.0154373927959,0.00142938822184,0.0105774728416,0.222698684963,0.651293793716,0.574918912108
71,Shepherd076,0.041445270988300004,0.0173574211831,1.0,0.0,0.25391849529800004,192.0,0.601880877743,0.0216082182076,0.00850159404888,0.051718030464,0.0152320226709,0.0322352107687,0.00247963159759,0.0109812256465,0.246900460503,0.655373526244,0.531398528938
72,LiberalJudaism027,0.014109347442700001,0.011169900058799998,1.0,0.0,0.38356164383599994,57.0,0.780821917808,0.0164609053498,0.006466784244560001,0.00764256319812,0.00293944738389,0.030570252792500002,0.0017636684303399999,0.0152851263962,0.33450911228700003,0.758769043414,0.585098705956
73,PastorAnderson148,0.0235243429556,0.012666953899199999,1.0,0.0,0.125393258427,912.0,0.409887640449,0.0205945713055,0.0306764325722,0.0230934941835,0.0227488151659,0.0113744075829,0.00172339508832,0.0247307195174,0.09159844894439999,0.7137814460100002,0.7094225751440001
74,YV21,0.026381909547700002,0.0113065326633,1.0,0.0,0.627450980392,77.0,0.754901960784,0.0314070351759,0.0408291457286,0.00125628140704,0.0018844221105499999,0.0,0.0,0.0144472361809,0.267587939698,0.712327131234,0.6918012088779999
75,DorothyDay766,0.0300375469337,0.0300375469337,0.0,1.0,0.43902439024400003,35.0,0.853658536585,0.0125156445557,0.00625782227785,0.00375469336671,0.0375469336671,0.0212765957447,0.00500625782228,0.0112640801001,0.404255319149,0.745533019903,0.5050779668909999
76,Shepherd479,0.0271698113208,0.04301886792449999,0.0,1.0,0.43292682926799997,134.0,0.817073170732,0.0350943396226,0.0116981132075,0.018490566037700003,0.00415094339623,0.037358490566,0.0022641509434,0.012830188679200001,0.255849056604,0.7170869848070001,0.633085348574
77,JohnPiper008,0.0317959468903,0.0359888190077,0.0,1.0,0.375722543353,108.0,0.624277456647,0.0317959468903,0.0132774283718,0.005590496156529999,0.00698812019567,0.00873515024458,0.0,0.0083857442348,0.259958071279,0.6776737343189999,0.44945460401299997
78,SeaShepherds232,0.017947537965900002,0.0345144960884,0.0,1.0,0.493333333333,51.0,0.68,0.00736309249885,0.000920386562356,0.0023009664058899998,0.017947537965900002,0.0018407731247100001,0.0027611596870700003,0.00782328578003,0.334100322135,0.872955194849,0.884005922436
79,MalcolmX011,0.0184800664452,0.0144310631229,1.0,0.0,0.265342960289,435.0,0.7851985559569999,0.0192068106312,0.03176910299,0.0129775747508,0.0140157807309,0.015988372093,0.0010382059800700001,0.0179609634551,0.147113787375,0.692585814278,0.681160395609
80,PastorAnderson074,0.0174098075249,0.0320147016152,0.0,1.0,0.466562986003,486.0,0.755832037325,0.016249153689899997,0.029790115098200003,0.0165393171487,0.0159589902312,0.021085211335700002,0.00019344230583200002,0.020795047877,0.09614082599860001,0.6966261339659999,0.799301402795
81,DorothyDay725,0.019906323185,0.023419203747099996,0.0,1.0,0.470588235294,30.0,0.8823529411759999,0.043325526932100004,0.0035128805620599996,0.009367681498829999,0.0128805620609,0.010538641686200001,0.0035128805620599996,0.008196721311479999,0.430913348946,0.7375241269949999,0.541403949706
82,Rabbinic011,0.017478616586099997,0.013387876533999999,1.0,0.0,0.374301675978,98.0,0.54748603352,0.00334696913351,0.00446262551134,0.0137597619933,0.00632205280774,0.0345853477129,0.017478616586099997,0.0111565637784,0.252138341391,0.644940246419,0.530877675725
83,DorothyDay471,0.024216524216499998,0.014245014245,1.0,0.0,0.33333333333299997,28.0,0.622222222222,0.045584045584000005,0.014245014245,0.00997150997151,0.00854700854701,0.0028490028490000003,0.0014245014245000001,0.017094017094000002,0.42592592592600004,0.692594971554,0.6154482287349999
84,Shepherd629,0.0537495976827,0.021564209848700003,1.0,0.0,0.157894736842,212.0,0.5071770334929999,0.014161570646899999,0.0183456710653,0.031219826198900003,0.0102993241069,0.0186675249437,0.00128741551336,0.0148052784036,0.250402317348,0.665712451722,0.561116048078
85,JohnPiper323,0.0302668259658,0.0119474313023,1.0,0.0,0.584507042254,109.0,0.767605633803,0.0123456790123,0.0199123855038,0.0242931103146,0.00557546794106,0.036638789326999995,0.0,0.0119474313023,0.21067303862999998,0.6962274396179999,0.647388498848
86,SeaShepherds304,0.0167364016736,0.0648535564854,0.0,1.0,0.241379310345,9.0,0.310344827586,0.0,0.00418410041841,0.0,0.00418410041841,0.0062761506276200005,0.0,0.010460251046,0.5,0.67335367777,0.46636439710199995
87,DorothyDay465,0.0186046511628,0.023255813953499998,0.0,1.0,0.545454545455,7.0,0.636363636364,0.0,0.0,0.0558139534884,0.0,0.0046511627907,0.0093023255814,0.0651162790698,0.5627906976739999,0.409480406224,0.36989923816799997
88,NaumanKhan022,0.0193816335948,0.0156898938625,1.0,0.0,0.484536082474,64.0,0.659793814433,0.0138440239963,0.0355329949239,0.00599907706507,0.0166128287956,0.00415320719889,0.0,0.016151361329,0.239963082603,0.692662466795,0.806176355544
89,DorothyDay310,0.0438898450947,0.0275387263339,1.0,0.0,0.299465240642,144.0,0.770053475936,0.0298336201951,0.00975329890993,0.0223752151463,0.0123350545037,0.0131956397017,0.0031554790590900004,0.0160642570281,0.25616752725200004,0.631044567488,0.604717455379
90,Shepherd204,0.0250085645769,0.0308324768756,0.0,1.0,0.260726072607,175.0,0.577557755776,0.037341555327199995,0.0119904076739,0.0236382322713,0.010962658444700001,0.026721479958900004,0.0027406646111700003,0.00924974306269,0.24974306269299998,0.64716865706,0.518103480915
91,DorothyDay749,0.023546725533500002,0.0125091979397,1.0,0.0,0.15306122449,53.0,0.540816326531,0.019131714496,0.00220750551876,0.0309050772627,0.00662251655629,0.0073583517292100005,0.011773362766700001,0.00956585724798,0.450331125828,0.6988855679800001,0.457604344694
92,JohnPiper265,0.0205106739221,0.010883214734200002,1.0,0.0,0.48305084745800003,83.0,0.703389830508,0.0121389702805,0.0025115110925100002,0.00460443700293,0.00460443700293,0.0334868145668,0.0,0.00795311845961,0.191712013395,0.78784690197,0.834559504194
93,Unitarian289,0.0241635687732,0.00371747211896,1.0,0.0,0.722222222222,18.0,1.0,0.018587360594799998,0.00185873605948,0.018587360594799998,0.009293680297399999,0.0390334572491,0.0,0.018587360594799998,0.381040892193,0.780900869188,0.6337654158730001
94,Shepherd109,0.0304481696887,0.019158398905200002,1.0,0.0,0.200626959248,178.0,0.5579937304079999,0.0150530277113,0.0157372562436,0.0280533698255,0.010947656517299998,0.033185083818,0.00136845706466,0.0164214847759,0.266849127609,0.612664451121,0.499519390369
95,Unitarian235,0.0363189513927,0.0223921354451,1.0,0.0,0.22553191489399999,174.0,0.7404255319149999,0.0357728017477,0.0111960677226,0.028672856362600002,0.007919169852539999,0.0016384489350100002,0.00846531949754,0.0120152921901,0.27252867285599996,0.667601529078,0.673811677834
96,Shepherd337,0.050998725031900005,0.0199745006375,1.0,0.0,0.447204968944,113.0,0.701863354037,0.0157246068848,0.0182745431364,0.0254993625159,0.00977475563111,0.00849978750531,0.006799830004249999,0.0195495112622,0.28474288142799997,0.6345286163620001,0.586973126587
97,PastorAnderson041,0.022525192649699998,0.0185734044655,1.0,0.0,0.421370967742,406.0,0.8185483870970001,0.0164987156688,0.021438450899,0.0202529144438,0.013436079826100001,0.0245998814464,0.00148192056906,0.0185734044655,0.102252519265,0.704208144627,0.540297765491
98,Rabbinic029,0.0115340253749,0.012302960399799999,0.0,1.0,0.248677248677,88.0,0.465608465608,0.00499807766244,0.00422914263745,0.00692041522491,0.0211457131872,0.0184544405998,0.0023068050749699997,0.0203767781622,0.259900038447,0.7322000212090001,0.791953826348
99,Shepherd723,0.0325227963526,0.0328267477204,0.0,1.0,0.211195928753,202.0,0.513994910941,0.0297872340426,0.015197568389099999,0.0158054711246,0.008206686930090001,0.0215805471125,0.00395136778116,0.012462006078999999,0.254407294833,0.6514677543140001,0.513276248701
100,Unitarian280,0.0361788617886,0.0275067750678,1.0,0.0,0.327731092437,253.0,0.708683473389,0.0108401084011,0.007859078590789999,0.011924119241200001,0.010027100270999999,0.022222222222199998,0.0,0.0178861788618,0.213550135501,0.7573523958059999,0.6971103629629999
101,WBC030,0.0284569138277,0.0312625250501,0.0,1.0,0.343511450382,67.0,0.511450381679,0.014028056112200002,0.00240480961924,0.00681362725451,0.0164328657315,0.010821643286600001,0.012024048096200002,0.008817635270540001,0.269739478958,0.6967916407250001,0.547481195397
102,MehrBaba005,0.0322580645161,0.027073732718899998,1.0,0.0,0.349397590361,47.0,0.566265060241,0.00115207373272,0.00172811059908,0.000576036866359,0.00633640552995,0.00979262672811,0.0,0.023617511520700005,0.360023041475,0.675726048018,0.540547716953
103,SeaShepherds587,0.00912646675359,0.0378096479791,0.0,1.0,0.170212765957,12.0,0.255319148936,0.0026075619296,0.0026075619296,0.0,0.0104302477184,0.0,0.0,0.00391134289439,0.42764015645400005,0.617570170618,0.570066503079
104,DorothyDay105,0.0233497979344,0.0222272114953,1.0,0.0,0.27127659574499996,143.0,0.760638297872,0.016165244723799998,0.00112258643916,0.0262685226762,0.0065110013471,0.024696901661400004,0.0033677593174699996,0.010552312528099999,0.27009429726100004,0.7070660886679999,0.7005694893719999
105,DorothyDay698,0.0323033707865,0.0182584269663,1.0,0.0,0.4,28.0,0.8,0.022471910112400004,0.005617977528089999,0.015449438202200001,0.0210674157303,0.0,0.0028089887640399998,0.009831460674159999,0.446629213483,0.798930690837,0.677295997127
