,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,UniqueWordCount,avgSD,avgEVC
0,JohnPiper469,0.0425225225225,0.010810810810799999,1.0,0.0,0.39473684210500004,132.0,0.694736842105,0.0291891891892,0.0172972972973,0.0126126126126,0.00648648648649,0.0201801801802,0.0,0.0147747747748,0.252612612613,0.662820399281,0.69668619214
1,LiberalJudaism166,0.0266733769502,0.0150981378963,1.0,0.0,0.493975903614,69.0,0.831325301205,0.0276799194766,0.00805234021137,0.010568696527400001,0.0025163563160500004,0.0120785103171,0.0115752390539,0.010568696527400001,0.347257171616,0.623343094634,0.546560188151
2,DorothyDay707,0.023270440251599998,0.0157232704403,1.0,0.0,0.39189189189199997,47.0,0.635135135135,0.0132075471698,0.0,0.011320754717000002,0.010062893081799999,0.0150943396226,0.00377358490566,0.00503144654088,0.39622641509400003,0.737833489398,0.462666139375
3,DorothyDay651,0.019009216589900003,0.00806451612903,1.0,0.0,0.281690140845,54.0,0.760563380282,0.0109447004608,0.0,0.0149769585253,0.0074884792626700005,0.0161290322581,0.00172811059908,0.0109447004608,0.38076036866400004,0.77626624125,0.610670084914
4,JohnPiper252,0.0157967032967,0.0212912087912,0.0,1.0,0.5,104.0,0.7027027027030001,0.0175137362637,0.00789835164835,0.00480769230769,0.0106456043956,0.0267857142857,0.007211538461540001,0.00686813186813,0.197115384615,0.686931877181,0.698884079878
5,DorothyDay076,0.0213561131874,0.022423918846800003,0.0,1.0,0.21359223301,64.0,0.621359223301,0.0320341697811,0.00266951414842,0.00747463961559,0.00961025093433,0.00854244527496,0.00160170848905,0.013347570742099999,0.352909770422,0.726435495276,0.594249936743
6,SeaShepherds158,0.0143884892086,0.0246659815005,0.0,1.0,0.243902439024,16.0,0.39024390243900003,0.00719424460432,0.00411099691675,0.0,0.0082219938335,0.00102774922919,0.0,0.00719424460432,0.409044193217,0.6336586016369999,0.5970445296620001
7,Shepherd676,0.028846153846200002,0.022792022792000002,1.0,0.0,0.159459459459,171.0,0.462162162162,0.0174501424501,0.014245014245,0.0185185185185,0.010683760683799998,0.035968660968699995,0.00356125356125,0.0163817663818,0.271011396011,0.660818486659,0.603891529664
8,DorothyDay103,0.025676937441599997,0.020541549953299997,1.0,0.0,0.34090909090899996,66.0,0.75,0.022875816993499998,0.00186741363212,0.018674136321199998,0.007002801120449999,0.00840336134454,0.00093370681606,0.011671335200700001,0.321661998133,0.7608713594390001,0.8405872006890001
9,SeaShepherds038,0.0171890798787,0.018705763397400002,0.0,1.0,0.46666666666699996,60.0,0.666666666667,0.00910010111223,0.0,0.00455005055612,0.00606673407482,0.00353892821031,0.0,0.0197168857432,0.37158746208300003,0.787617554366,0.718362306521
10,SeaShepherds241,0.0130624092888,0.0285437832608,0.0,1.0,0.494505494505,53.0,0.582417582418,0.005805515239479999,0.0014513788098699998,0.0062893081761,0.00870827285922,0.011611030478999999,0.0,0.00677310111272,0.311078858249,0.6900839950859999,0.676198683434
11,DorothyDay204,0.0336411609499,0.0171503957784,1.0,0.0,0.289156626506,55.0,0.6626506024100001,0.0105540897098,0.00131926121372,0.0171503957784,0.013852242744100001,0.0164907651715,0.00065963060686,0.012532981530299999,0.338390501319,0.766092005219,0.64837555509
12,DorothyDay411,0.029288702928900002,0.0439330543933,0.0,1.0,0.269230769231,11.0,0.423076923077,0.0167364016736,0.0,0.0020920502092100003,0.0125523012552,0.0,0.0209205020921,0.0020920502092100003,0.468619246862,0.811236388979,0.554650821429
13,Bahai40,0.0328542094456,0.040041067761800005,0.0,1.0,0.574074074074,41.0,0.759259259259,0.013347022587299999,0.0215605749487,0.031827515400400005,0.00513347022587,0.013347022587299999,0.00308008213552,0.013347022587299999,0.419917864476,0.704508631229,0.502108034683
14,YV24,0.0373036649215,0.0196335078534,1.0,0.0,0.374045801527,101.0,0.7709923664120001,0.0032722513089,0.0700261780105,0.0157068062827,0.011125654450299999,0.011780104712,0.00065445026178,0.0274869109948,0.26897905759199997,0.747282286407,0.6607155702049999
15,YV02,0.0265780730897,0.00332225913621,1.0,0.0,0.611111111111,13.0,0.722222222222,0.00996677740864,0.019933554817299998,0.0332225913621,0.0265780730897,0.0,0.0,0.00332225913621,0.514950166113,0.7805687724789999,0.579184715841
16,JohnPiper156,0.0457782299084,0.0155985079688,1.0,0.0,0.48314606741599997,111.0,0.623595505618,0.0332316039335,0.00406917599186,0.005425567989149999,0.00508646998983,0.0101729399797,0.0,0.0179721939641,0.22990844354000003,0.6753178469009999,0.508858743355
17,DorothyDay232,0.0403587443946,0.037369207772800006,1.0,0.0,0.620689655172,21.0,0.724137931034,0.0358744394619,0.00747384155456,0.00597907324365,0.00298953662182,0.0134529147982,0.0,0.00597907324365,0.388639760837,0.689852438239,0.744736813789
18,PastorAnderson193,0.0275368797497,0.0113544926241,1.0,0.0,0.37517831669,442.0,0.630527817404,0.010907465355400001,0.027715690657099997,0.0319177469826,0.014394278051,0.00831470719714,0.0051855163165,0.0191327670988,0.115154224408,0.7297310334370001,0.7256301928610001
19,Shepherd398,0.024790236460700003,0.017543859649099998,1.0,0.0,0.225190839695,158.0,0.603053435115,0.0171624713959,0.0102974828375,0.0301296720061,0.0156369183829,0.0217391304348,0.0076277650648400004,0.013729977116700001,0.28565980167800004,0.663523172253,0.503432541599
20,Unitarian184,0.03076518538,0.0102550617933,1.0,0.0,0.257009345794,137.0,0.640186915888,0.012095713910100002,0.0110439127005,0.0157770181436,0.009203260583750001,0.011832763607700001,0.006573757559819999,0.00999211149093,0.31475151196400003,0.592236327916,0.5678766203260001
21,JohnPiper291,0.043965159684800005,0.0132725010369,1.0,0.0,0.511278195489,89.0,0.669172932331,0.011613438407299998,0.0157610949813,0.00995437577769,0.00788054749067,0.0327664869349,0.0,0.009124844462879998,0.18913313977600002,0.7682567717550001,0.8625031396789999
22,Schizophrenia055,0.0239197530864,0.028549382716,0.0,1.0,0.45652173913000005,73.0,0.79347826087,0.0038580246913600003,0.0138888888889,0.015432098765399999,0.015432098765399999,0.000771604938272,0.0640432098765,0.0131172839506,0.361882716049,0.616774365646,0.566012831147
23,Unabomber013,0.0664819944598,0.0277008310249,1.0,0.0,0.5,9.0,0.5,0.01108033241,0.0,0.0,0.00554016620499,0.0,0.0,0.0138504155125,0.47368421052599996,0.243168289372,0.573441307007
24,JohnPiper184,0.019128586609999998,0.0152320226709,1.0,0.0,0.472392638037,119.0,0.7300613496930001,0.0223166843783,0.0173574211831,0.016648955012399998,0.0035423308537,0.0237336167198,0.0,0.00885582713425,0.280198370528,0.693015805292,0.644238390734
25,Ghandi010,0.0156353958749,0.00898203592814,1.0,0.0,0.11875,137.0,0.85625,0.00182967398536,0.00582168995343,0.023619427810999998,0.00698602794411,0.00532268795742,0.00116433799069,0.0064870259481,0.213406520293,0.645136699512,0.637949643042
26,DorothyDay635,0.020252197172299997,0.019105846388999998,1.0,0.0,0.319327731092,76.0,0.638655462185,0.0145204432556,0.0011463507833399998,0.024455483377900003,0.009170806266719999,0.004967520061140001,0.0019105846389,0.006113870844479999,0.31906763469599997,0.7260203823720001,0.634473802926
27,DorothyDay171,0.0257953568358,0.00859845227859,1.0,0.0,0.453125,51.0,0.796875,0.0146173688736,0.00343938091144,0.0292347377472,0.0171969045572,0.015477214101499999,0.00171969045572,0.0111779879622,0.40842648323299996,0.701319365888,0.489367499915
28,LiberalJudaism135,0.0184891706286,0.00686740623349,1.0,0.0,0.511627906977,72.0,0.837209302326,0.0227152667723,0.035393555203400005,0.0327522451136,0.00475435816165,0.013734812467,0.0,0.013206550449000001,0.278394083465,0.653620404084,0.443592722241
29,WBC243,0.012725779967200002,0.0307881773399,0.0,1.0,0.277777777778,75.0,0.520833333333,0.0020525451559900002,0.00985221674877,0.0135467980296,0.0180623973727,0.00985221674877,0.0,0.0151888341544,0.271756978654,0.772132818052,0.697495366619
30,PastorAnderson175,0.0234719596723,0.010554505356,1.0,0.0,0.128245476003,482.0,0.37922895358,0.016225582860700003,0.023787019533700004,0.021109010712,0.0245746691871,0.016225582860700003,0.0,0.0184310018904,0.12192816635199999,0.737270425871,0.728241694472
31,MehrBaba185,0.0281818181818,0.01,1.0,0.0,0.448275862069,40.0,0.689655172414,0.011818181818200001,0.0018181818181800002,0.0445454545455,0.0009090909090910001,0.0181818181818,0.0,0.02,0.385454545455,0.731826160326,0.6304632292319999
32,DorothyDay040,0.0370018975332,0.011385199241,1.0,0.0,0.421875,51.0,0.796875,0.07590132827320001,0.00379506641366,0.0,0.00284629981025,0.011385199241,0.0,0.013282732447799999,0.315939278937,0.753563371766,0.627468433548
33,JohnPiper531,0.0668989547038,0.0174216027875,1.0,0.0,0.601307189542,113.0,0.738562091503,0.0236933797909,0.0254355400697,0.019512195122,0.0038327526132399996,0.016724738676,0.0,0.018466898954700002,0.160278745645,0.746492194316,0.700686189236
