,groupId,perPos,perNeg,perPosDoc,perNegDoc,PSJudge,judgementCount,judgementFrac,nous,vous,je,ils,il,elle,le,avgSD,avgEVC,rank
0,Unitarian,0.0294104333618,0.025622177681999998,0.7,0.3,0.0322127070652,123.6,0.653948411471,0.0243270868825,0.0114821124361,0.0164906303237,0.00974446337308,0.00776831345826,0.005485519591140001,0.0109710391823,0.7336978987649999,0.621961564848,7
1,Unitarian,0.0255044157865,0.014607568606499999,0.9,0.1,0.025577105834900003,160.7,0.6350119712919999,0.024358063533900003,0.00921039277377,0.026869988835900003,0.00913427382523,0.008576068202579999,0.00367908251294,0.010504414899,0.788175469108,0.653687459476,7
2,Unitarian,0.0330444612454,0.026320916797099997,0.8,0.2,0.0196607615089,148.3,0.7259634526629999,0.0221098611776,0.00930469123983,0.027824317855400002,0.00948420296793,0.0159765438009,0.0018250359023499999,0.010680947821899999,0.8084186105,0.582108868203,7
3,Unitarian,0.030329122308900003,0.0239309186797,0.7,0.3,0.020204668153900002,135.3,0.6937322742059999,0.022602234700199998,0.009160002268729999,0.0203618626283,0.0104078044354,0.0101242130339,0.0036016107991599998,0.0122795076853,0.825853468469,0.660848323402,7
4,Unitarian,0.029160864302400002,0.020124234695700002,0.9,0.1,0.0237438969992,160.0,0.618702247871,0.0207006369427,0.0113814346873,0.0261564164143,0.00892763913543,0.00657826041558,0.00702203195155,0.0094497232954,0.726194095578,0.753112019763,7
5,Unitarian,0.0264336476486,0.0210555878986,0.7,0.3,0.0323223432558,155.9,0.647928297702,0.0218441332899,0.006783892326060001,0.0246933680669,0.0115597525236,0.0106914143059,0.00417887767285,0.011017041137500001,0.783615821752,0.553621125229,7
6,Unitarian,0.0290805846882,0.0271928825832,0.8,0.2,0.029874186870900002,172.4,0.640396542359,0.015317870040500002,0.010421968540200001,0.024382558956800002,0.0116580624833,0.014687704500799998,0.00198744516348,0.0126517850651,0.7374245038580001,0.5697380050240001,7
7,Unitarian,0.0317529572762,0.0211403130338,0.9,0.1,0.035135420766800006,163.1,0.661876916729,0.0185236155455,0.00737641748321,0.0305791038203,0.00993614444567,0.010679290983200002,0.00814708796653,0.010514147308200002,0.7216098211149999,0.669544894788,7
8,Unitarian,0.029283556293599997,0.0176777071481,0.7,0.3,0.03567778078330001,114.3,0.692026884858,0.024596686681599998,0.010706793026100002,0.0204731245026,0.00860884033857,0.00585979888591,0.00206178108949,0.0114663965854,0.764606690292,0.564340760542,7
9,Unitarian,0.025262996074099996,0.0293788477859,0.5,0.5,0.031836493077799996,161.0,0.695837276437,0.0194796198288,0.00850674720829,0.0311452243066,0.011111418991900001,0.00767546897947,0.00576352905317,0.013355870209800001,0.762983842179,0.837372544403,7
10,Unitarian,0.0320288937257,0.0207784192631,0.8,0.2,0.036513431901300006,125.0,0.698871222958,0.0179202092871,0.010202746893399998,0.0278613472858,0.009025506867229999,0.00853499018967,0.0033355134074600002,0.0109221713538,0.6960694249439999,0.717771615957,7
11,Unitarian,0.0328912297751,0.0204055451051,0.9,0.1,0.021748716838599996,154.8,0.7006832636329999,0.019551247140799997,0.0124714083433,0.027611371310299997,0.009503322078200002,0.00961224267509,0.005691101187229999,0.0105108375994,0.7123995842630001,0.581906213782,7
12,Unitarian,0.029622703270799997,0.0222709375812,0.9,0.1,0.023774461697299996,146.0,0.7399298592039999,0.0185155962338,0.0073904581558,0.0285361106728,0.0122297617169,0.008573983483250001,0.0068118457735000006,0.010178317816,0.809279231099,0.645131519053,7
13,Unitarian,0.025634705447400003,0.0246487552379,1.0,0.0,0.08982035928139999,180.0,0.5389221556889999,0.0199654917427,0.00813408922849,0.0113384274094,0.0172541286665,0.007148139018979999,0.00591570125709,0.011091939857,0.772555461083,0.612885701362,7
14,Unitarian,0.0294578506323,0.0243210505662,0.7,0.3,0.0382882646496,152.9,0.652044070891,0.0228078501438,0.010775801903899998,0.027190754027,0.00957538873845,0.0083191424025,0.00404790486028,0.00974288824991,0.742435131914,0.48127131485200003,7
