"","Var1","Freq"
"584","spiritu",0.00218212046690451
"429","nt",0.00183575213882443
"428","now",0.00148938381074435
"346","just",0.0012815628138963
"223","first",0.00117765231547227
"267","great",0.00107374181704825
"354","last",0.000969831318624225
"187","even",0.000935194485816217
"266","good",0.000762010321776177
"27","also",0.000692736656160161
"50","back",0.000692736656160161
"407","much",0.000623462990544145
"418","never",0.000623462990544145
"458","physic",0.000623462990544145
"387","mani",0.000588826157736137
"422","next",0.000588826157736137
"151","divin",0.000554189324928129
"721","yet",0.000554189324928129
"28","alwai",0.000519552492120121
"307","human",0.000519552492120121
