"","Var1","Freq"
"252","new",0.00211065882707674
"260","nt",0.00203527815468114
"405","true",0.00158299412030755
"134","first",0.00143223277551636
"155","good",0.00128147143072516
"259","now",0.00120609075832956
"78","coven",0.00105532941353837
"119","even",0.000979948741142771
"157","great",0.000979948741142771
"206","just",0.000979948741142771
"118","evangel",0.000904568068747173
"37","awai",0.000753806723955978
"38","back",0.00067842605156038
"146","freeli",0.00067842605156038
"162","hard",0.00067842605156038
"213","last",0.00067842605156038
"269","old",0.00067842605156038
"144","free",0.000603045379164782
"250","never",0.000603045379164782
"329","second",0.000603045379164782
