"","Var1","Freq"
"381","nt",0.00221067757267603
"186","first",0.00210014369404222
"379","now",0.00184223131056335
"225","great",0.00169485280571829
"177","fast",0.00136325116981688
"223","good",0.00117902803876055
"305","just",0.000957960281492944
"160","even",0.00088427102907041
"16","also",0.000773737150436609
"371","new",0.000773737150436609
"358","much",0.000700047898014075
"483","second",0.000700047898014075
"632","vain",0.000700047898014075
"644","well",0.000663203271802808
"310","last",0.00062635864559154
"337","mani",0.00062635864559154
"556","sure",0.00062635864559154
"51","back",0.000589514019380273
"157","etern",0.000589514019380273
"649","whole",0.000589514019380273
