"","Var1","Freq"
"355","nt",0.00271962784040079
"549","true",0.002361782071927
"353","now",0.00161030595813205
"212","good",0.00139559849704777
"148","even",0.00125246018965826
"280","just",0.00121667561281088
"436","realli",0.00121667561281088
"178","first",0.0011808910359635
"215","great",0.00100196815172661
"586","vers",0.000823045267489712
"343","new",0.000787260690642333
"315","mani",0.000751476113794954
"451","right",0.000751476113794954
"22","also",0.000715691536947576
"504","spiritu",0.000715691536947576
"559","uncircumcis",0.000715691536947576
"463","second",0.000679906960100197
"596","well",0.000644122383252818
"162","extern",0.000536768652710682
"44","back",0.000465199499015924
