"","Var1","Freq"
"383","now",0.00216697080291971
"204","first",0.00171076642335766
"26","also",0.00136861313868613
"370","near",0.00121654501216545
"360","much",0.00114051094890511
"169","even",0.00110249391727494
"385","nt",0.00110249391727494
"309","just",0.0010264598540146
"564","therefor",0.0010264598540146
"244","great",0.000950425790754258
"315","last",0.000950425790754258
"203","final",0.000836374695863747
"238","good",0.000836374695863747
"578","true",0.000798357664233577
"342","mani",0.000760340632603406
"476","right",0.000722323600973236
"571","thy",0.000684306569343066
"51","awai",0.000646289537712895
"174","evil",0.000646289537712895
"361","multipli",0.000646289537712895
