,PSJudge,avgEVC,avgSD,elle,files,groupId,il,ils,je,keywords,le,nous,perNeg,perNegDoc,perPos,perPosDoc,pronounFrac,timeRun,toBeFrac,vous,groupName,rank
0,0.41025506947,0.682892786385,0.737000662491,0.00728424386382,10,DorothyDay_train2,0.0178939034046,0.0104513064133,0.0166798627606,"we, my, me, prison, worker, our, fr, get, farm, too, jail, night, am, visit, prayer, maurin, mroconnel, say, love, tri",0.00960675640011,0.0181578252837,0.0206563727986,0.2,0.0227485631956,0.8,0.687068164947,20.7597448826,,0.00200580628134,DorothyDay,4
1,0.499849098643,0.644908093264,0.782895776001,0.00392261152849,10,DorothyDay_train10,0.0111029851739,0.0109700152915,0.016953659996,"we, car, my, me, our, love, worker, get, am, pay, go, christ, you, tax, farm, put, let, got, i, too",0.00957383152716,0.0211422112891,0.025616110506,0.5,0.0220169985132,0.5,0.679155119114,16.0628790855,,0.00299182235224,DorothyDay,4
2,0.477162817806,0.725587147279,0.792750469974,0.00460337955426,10,DorothyDay_train4,0.0152697468141,0.00920675910852,0.0179082692416,"we, worker, our, my, me, you, room, strike, say, farm, hour, grape, too, ask, grower, know, i, your, want, love",0.0104418121597,0.0200976814686,0.023507181343,0.4,0.0247632362555,0.6,0.701427330864,19.1384568214,,0.00465951832931,DorothyDay,4
3,0.365959193395,0.627509388434,0.720331862909,0.00255486406813,10,DorothyDay_train11,0.0173599737963,0.011464133639,0.00936783491648,"we, worker, our, me, my, priest, pray, strike, too, bishop, say, christ, fr, tri, rememb, bomb, us, love, seattl, get",0.011464133639,0.0194562725188,0.0247649818832,0.4,0.0248912890776,0.6,0.642449531829,16.1268458366,,0.00150671470685,DorothyDay,4
4,0.482589946284,0.752971012071,0.744241590049,0.00561399361778,10,DorothyDay_train3,0.00762321238624,0.0174920222196,0.0137099633613,"we, you, me, our, worker, my, talk, your, get, too, know, priest, farm, love, joy, poverti, say, feel, maurin, pay",0.0107552298783,0.0211558917386,0.0187729357168,0.4,0.0246306668486,0.6,0.736436134439,18.3113918304,,0.00803687507387,DorothyDay,4
5,0.500382419989,0.736146843229,0.712805816763,0.0015875280939,10,PastorAnderson_train2,0.0162231101281,0.0177125325532,0.0231351004245,"you, s, re, say, we, nt, get, go, me, bibl, your, my, let, vers, know, want, unto, shall, talk, look",0.019576540259,0.0142966715422,0.022429133374,0.3,0.0233090367195,0.7,0.630764345448,117.703959942,,0.0250080268274,PastorAnderson,2
6,0.488240862522,0.800019204703,0.708403578456,0.00130869688567,10,PastorAnderson_train10,0.0164548041988,0.0163083765752,0.0217536538268,"you, s, say, re, nt, we, your, get, bibl, go, want, me, vers, unto, my, look, sin, whi, save, know",0.0179190804345,0.0134713413685,0.0212605351094,0.1,0.0248478142973,0.9,0.617165080233,114.91464901,,0.026979289643,PastorAnderson,2
7,0.550288952675,0.773442098152,0.725204834876,0.000664997652949,10,PastorAnderson_train11,0.0149331090596,0.0183950086059,0.0213190424034,"you, s, re, nt, say, we, your, get, bibl, sin, me, go, vers, know, talk, christ, repent, let, want, whi",0.0174366296354,0.0137889219215,0.022657230985,0.3,0.0232989629211,0.7,0.668734432216,106.08492589,,0.0278223282741,PastorAnderson,2
8,0.620519268999,0.739149424746,0.701742844282,0.00136269642364,10,PastorAnderson_train3,0.0154565985954,0.0159711832588,0.0245666530079,"you, s, re, nt, say, we, bibl, your, get, go, me, vers, know, my, let, want, thing, look, unto, talk",0.0182772848988,0.0141415488998,0.0163650328107,0.1,0.0232703751173,0.9,0.724598326522,109.202521086,,0.0319137784808,PastorAnderson,2
9,0.516439193596,0.651926533145,0.71948089722,0.000917973187912,10,PastorAnderson_train4,0.0132878891161,0.0194046807544,0.0210679391047,"you, s, re, we, say, nt, go, get, your, want, bibl, me, save, know, let, preach, vers, gospel, unto, shall",0.017986821177,0.0160508975233,0.0190433479382,0.0,0.0285419936499,1.0,0.641219702744,114.393395185,,0.0286389456942,PastorAnderson,2
10,0.38390682768,0.705375784086,0.758621096727,0.000295159386068,10,SeaShepherds_train10,0.000442739079103,0.012987012987,0.0103305785124,"whale, we, shepherd, seal, danish, greenpeac, slaughter, net, illeg, fish, dog, dolphin, diminish, pilot, me, marineland, crew, our, club, “human",0.00959268004723,0.012987012987,0.0347275988165,0.7,0.0237957311248,0.3,0.521803228037,6.93186211586,,0.00309917355372,SeaShepherds,2
11,0.588340970402,0.775436172247,0.679764831404,0.00201670988188,10,SeaShepherds_train1,0.00172860847018,0.0158455776433,0.0105157015269,"whale, shepherd, we, seaworld, costa, illeg, your, save, orca, me, hsus, vessel, rican, coco, dolphin, crew, stop, whaler, fish, you",0.00576202823394,0.0201670988188,0.0316024585162,0.7,0.020235417595,0.3,0.702591219875,7.34916400909,,0.00691443388073,SeaShepherds,2
12,0.281419016575,0.732761584212,0.743214046904,0.00140884756269,10,Bahai_train4,0.00450831220062,0.0131022823331,0.00591715976331,"baha'i, abdu'lbaha, courag, spirit, baha'u'llah, uniti, parent, spank, we, your, punish, let, —, you, p, my, consent, me, fear, coupl",0.00972104818259,0.00718512256974,0.0174531175238,0.3,0.0323120656859,0.7,0.541344358572,7.41499304771,,0.0050718512257,Bahai,6
13,0.357611204801,0.681286725319,0.705873577267,0.00279975654291,10,Bahai_train10,0.0104686548996,0.0119293974437,0.00839926962873,"baha'i, we, baha'u'llah, abdu'lbaha, color, uniti, prophet, skin, spirit, my, me, you, christ, our, muhammad, divin, god, everyon, hath, p",0.00608642726719,0.0101034692635,0.0114979474358,0.2,0.0225357882266,0.8,0.583732826404,8.54519701004,,0.00292148508825,Bahai,6
14,0.289366850522,0.717426582611,0.711729091108,0.000175438596491,10,Bahai_train3,0.0121052631579,0.00964912280702,0.00473684210526,"baha'i, abdu'lbaha, baha'u'llah, ye, prejudic, heal, you, we, your, p, everyon, virus, remedi, tree, mankind, teach, corrupt, better, spiritu, worship",0.0124561403509,0.00666666666667,0.0341703707812,0.3,0.0401687740561,0.7,0.644795519521,6.20134997368,,0.00614035087719,Bahai,6
15,0.373970592792,0.719356109244,0.668518989088,0.000960878517502,10,Bahai_train2,0.00562800274537,0.0102951269732,0.00439258750858,"baha'i, you, abdu'lbaha, we, your, prejudic, our, realiti, sick, baha'u'llah, evil, p, faith, my, want, heal, spiritu, marriag, skin, color",0.0108442004118,0.0159231297186,0.0271999721754,0.3,0.0284641922845,0.7,0.549154157562,7.68208503723,,0.0112560054907,Bahai,6
16,0.395688396741,0.624725457632,0.760248338838,0.000681198910082,10,Bahai_train11,0.0148728428701,0.00851498637602,0.00908265213442,"baha'i, thi, abdu'lbaha, thou, perfect, baha'u'llah, my, thee, love, we, fear, your, you, heaven, god, p, me, talk, creator, uniti",0.00851498637602,0.0086285195277,0.0206944793387,0.2,0.0412372944552,0.8,0.547446550103,9.04787302017,,0.00556312443233,Bahai,6
17,0.543398199822,0.675914499537,0.645234343323,0.000465082999428,10,JohnPiper_train10,0.0210360618203,0.00897967945049,0.0102318259874,"we, you, vers, your, god, hope, s, our, sin, glori, christ, say, faith, nt, my, will, love, promis, thing, grace",0.0128434459073,0.023218374356,0.0228156631775,0.2,0.0338265569536,0.8,0.659105068372,28.5169489384,,0.0141671436749,JohnPiper,4
18,0.586069025629,0.70054358791,0.68453699319,0.000146166776292,10,JohnPiper_train2,0.0253599356866,0.00595629613389,0.0128261346196,"you, we, vers, god, christ, your, glori, s, say, nt, our, my, spirit, let, me, elder, jesus, want, love, thing",0.00990279909377,0.0222904333845,0.0173544427224,0.1,0.0275275766894,0.9,0.720265852948,27.581635952,,0.0184170138128,JohnPiper,4
19,0.54512104782,0.6524706196,0.748012405006,0.000907887270664,10,JohnPiper_train3,0.0231511254019,0.00771704180064,0.0116133913372,"you, christ, we, vers, god, your, say, gospel, s, love, nt, salvat, let, our, fill, exult, me, thing, spirit, whi",0.0121429922451,0.0213731794969,0.0238951251731,0.3,0.0325207523869,0.7,0.666925931978,26.3018009663,,0.0168337431436,JohnPiper,4
20,0.565409085882,0.677218400685,0.720576728366,0.00060161232102,10,JohnPiper_train4,0.0237837404243,0.00866321742269,0.0120322464204,"you, vers, we, worship, god, your, s, christ, say, nt, sin, fear, me, promis, bless, our, my, jesus, barnaba, want",0.0121926763727,0.0191312718084,0.0265416737278,0.4,0.0301589140395,0.6,0.690550631503,26.3743550777,,0.015321060442,JohnPiper,4
21,0.486265672384,0.6936241044,0.66462552508,0.00225971678216,10,JohnPiper_train11,0.017437481169,0.00817264236216,0.0103570352516,"you, your, we, vers, say, god, love, hope, sin, christ, let, s, our, nt, my, rejoic, husband, me, glori, perfect",0.0126167520337,0.0169478758662,0.0266525700821,0.4,0.034920604104,0.6,0.647374440319,27.233604908,,0.0192452545948,JohnPiper,4
22,0.636859694438,0.502709169387,0.606534872441,0.00036891010122,10,NaumanKhan_train4,0.0178460261465,0.0160706462844,0.0183302206544,"you, allah, your, apo, quot, we, don't, get, say, know, na, me, want, thing, talk, my, someth, gon, go, guy",0.0166240114362,0.0121279195776,0.0137783838845,0.1,0.0191251075487,0.9,0.757351874582,46.84664011,,0.0407184524221,NaumanKhan,3
23,0.619497845885,0.738459640757,0.646768618538,0.00150122827768,10,NaumanKhan_train3,0.0173096169593,0.0208124829406,0.0196524429078,"you, allah, your, we, nt, get, know, talk, me, s, my, say, go, thing, happen, ask, our, na, want, don't",0.0135110544991,0.0204485488127,0.0164693849232,0.1,0.0212529466479,0.9,0.748257376849,48.1621260643,,0.0367573469202,NaumanKhan,3
24,0.612447055345,0.615373118979,0.604960195843,0.000871968674937,10,NaumanKhan_train11,0.0170938764766,0.0203185153499,0.0150702510612,"you, allah, we, your, say, quran, know, talk, get, me, wa, don't, want, go, someth, thing, my, na, messeng, nt",0.0179000361949,0.0164357869106,0.0154156263502,0.3,0.0191234013867,0.7,0.766645681107,67.0867619514,,0.0312428021454,NaumanKhan,3
25,0.648333143294,0.539124709758,0.621924774147,0.000226870547666,10,NaumanKhan_train10,0.0183084531966,0.0190117518944,0.0161531829938,"you, allah, your, know, don't, say, we, get, talk, me, want, my, “, thing, go, you'r, quran, wa, realli, someth",0.0148146467626,0.0131131176551,0.0200703196337,0.4,0.0179639454149,0.6,0.768857446088,48.252808094,,0.0460093470666,NaumanKhan,3
26,0.603047092081,0.625918068317,0.666107405472,0.00176471680939,10,NaumanKhan_train2,0.0147307413668,0.0204707149889,0.0192818531384,"you, allah, your, we, know, me, say, get, don't, talk, nt, amp, want, my, someth, thing, go, swt, am, tell",0.0169041294373,0.0140805825423,0.019148999406,0.3,0.0207887185605,0.7,0.756980525332,59.3635299206,,0.043096242082,NaumanKhan,3
27,0.476814845439,0.72781411048,0.768742230517,0.0020393255007,10,WBC_train2,0.0209106958057,0.016618980946,0.0107445059962,"shall, unto, we, sin, you, your, ye, thou, god, mose, nt, lord, thee, my, our, say, s, hath, obama, thing",0.00882693127169,0.0150362208559,0.032703183592,0.6,0.0260710540635,0.4,0.607599683817,33.8224539757,,0.00897911974189,WBC,1
28,0.486658658127,0.760102653029,0.720460511654,0.0011911852293,10,WBC_train10,0.0259976176295,0.0159023228112,0.0113758189398,"unto, shall, ye, you, your, we, christ, thou, thi, god, my, sin, thing, lord, thee, me, let, belov, love, s",0.0093210244193,0.011584276355,0.0272031526819,0.2,0.029251668767,0.8,0.641890026273,34.9351119995,,0.0100357355569,WBC,1
29,0.488144534956,0.689762258636,0.728829213748,0.00123290310152,10,WBC_train4,0.0244654209208,0.0151415912156,0.0191870545174,"shall, my, coven, unto, we, job, me, s, you, sin, god, ye, our, thou, your, lord, sermon, wit, thee, grace",0.00886149104219,0.014409554999,0.0273908909895,0.5,0.0283638195224,0.5,0.599439271328,27.2514719963,,0.00643421306107,WBC,1
30,0.395380730054,0.769789672834,0.74143562122,0.00310166985249,10,WBC_train11,0.0189706784001,0.0174919753309,0.00991813034227,"shall, unto, ye, s, you, prophet, me, my, lord, wit, christ, sin, heaven, sermon, belov, thou, god, repent, ie, sodomit",0.00825909763047,0.00721318570347,0.0320848440048,0.6,0.0284157717347,0.4,0.544121816196,28.7710309029,,0.00595087820536,WBC,1
31,0.427623097353,0.702921875745,0.743979252066,0.000627959915225,10,WBC_train3,0.0196760773437,0.0197545723331,0.00931473874251,"shall, you, unto, ye, your, we, god, thou, hath, me, christ, my, hell, s, say, thi, wrath, lord, noth, will",0.0090792537743,0.00803265391559,0.0271763029879,0.4,0.0262239404609,0.6,0.565044728077,39.2144889832,,0.0114602684529,WBC,1
